school_id,school_name,grid_id,is_supplemental,severity,severity_label,motorway,trunk,primary,secondary,tertiary,route_length_m,route_point_count,note
B000003027,인천부원초등학교,CG_01293,False,green,큰 도로 횡단 없음,0,0,0,0,5,475.0,6,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003027,인천부원초등학교,CG_01323,False,yellow,중간급 도로 횡단,0,0,0,3,7,585.9,11,후보지까지 가려면 중간급 도로 3회를 지나야 합니다.
B000003027,인천부원초등학교,CG_01354,False,green,큰 도로 횡단 없음,0,0,0,0,8,784.1,22,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003027,인천부원초등학교,CG_01353,False,green,큰 도로 횡단 없음,0,0,0,0,8,556.1,9,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003027,인천부원초등학교,CG_01325,False,green,큰 도로 횡단 없음,0,0,0,0,8,583.1,10,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003027,인천부원초등학교,CG_01294,False,green,큰 도로 횡단 없음,0,0,0,0,3,245.8,4,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003027,인천부원초등학교,CG_01324,False,green,큰 도로 횡단 없음,0,0,0,0,7,370.2,8,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003027,인천부원초등학교,CG_01326,False,yellow,중간급 도로 횡단,0,0,0,4,5,498.0,10,후보지까지 가려면 중간급 도로 4회를 지나야 합니다.
B000003027,인천부원초등학교,CG_01295,False,green,큰 도로 횡단 없음,0,0,0,0,1,100.3,2,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003027,인천부원초등학교,CG_01258,False,yellow,중간급 도로 횡단,0,0,0,3,1,255.1,5,후보지까지 가려면 중간급 도로 3회를 지나야 합니다.
B000003027,인천부원초등학교,CG_01257,False,yellow,중간급 도로 횡단,0,0,0,3,2,508.2,6,후보지까지 가려면 중간급 도로 3회를 지나야 합니다.
B000003027,인천부원초등학교,CG_01296,False,yellow,중간급 도로 횡단,0,0,0,4,3,443.0,8,후보지까지 가려면 중간급 도로 4회를 지나야 합니다.
B000003027,인천부원초등학교,CG_01259,False,yellow,중간급 도로 횡단,0,0,0,2,6,567.4,9,후보지까지 가려면 중간급 도로 2회를 지나야 합니다.
B000003027,인천부원초등학교,CG_01256,False,yellow,중간급 도로 횡단,0,0,0,4,4,556.2,9,후보지까지 가려면 중간급 도로 4회를 지나야 합니다.
B000003029,인천부평동초등학교,CG_01293,False,green,큰 도로 횡단 없음,0,0,0,0,8,465.1,9,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003029,인천부평동초등학교,CG_01323,False,yellow,중간급 도로 횡단,0,0,0,3,1,193.8,5,후보지까지 가려면 중간급 도로 3회를 지나야 합니다.
B000003029,인천부평동초등학교,CG_01354,False,green,큰 도로 횡단 없음,0,0,0,0,7,647.4,14,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003029,인천부평동초등학교,CG_01353,False,green,큰 도로 횡단 없음,0,0,0,0,4,267.5,5,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003029,인천부평동초등학교,CG_01325,False,green,큰 도로 횡단 없음,0,0,0,0,9,580.6,11,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003029,인천부평동초등학교,CG_01384,False,green,큰 도로 횡단 없음,0,0,0,0,12,532.9,13,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003029,인천부평동초등학교,CG_01386,False,green,큰 도로 횡단 없음,0,0,0,0,8,435.6,9,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003029,인천부평동초등학교,CG_01424,False,green,큰 도로 횡단 없음,0,0,0,0,10,633.0,11,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003029,인천부평동초등학교,CG_01294,False,yellow,중간급 도로 횡단,0,0,0,3,6,414.3,10,후보지까지 가려면 중간급 도로 3회를 지나야 합니다.
B000003029,인천부평동초등학교,CG_01324,False,green,큰 도로 횡단 없음,0,0,0,0,5,298.6,6,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003029,인천부평동초등학교,CG_01423,False,yellow,중간급 도로 횡단,0,0,0,2,5,533.7,8,후보지까지 가려면 중간급 도로 2회를 지나야 합니다.
B000003029,인천부평동초등학교,CG_01385,False,green,큰 도로 횡단 없음,0,0,0,0,4,287.1,5,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003029,인천부평동초등학교,CG_01322,False,yellow,중간급 도로 횡단,0,0,0,2,6,449.4,9,후보지까지 가려면 중간급 도로 2회를 지나야 합니다.
B000003029,인천부평동초등학교,CG_01292,False,yellow,중간급 도로 횡단,0,0,0,1,10,589.1,12,후보지까지 가려면 중간급 도로 1회를 지나야 합니다.
B000003029,인천부평동초등학교,CG_01352,False,yellow,중간급 도로 횡단,0,0,0,1,1,119.7,3,후보지까지 가려면 중간급 도로 1회를 지나야 합니다.
B000003029,인천부평동초등학교,CG_01351,False,green,큰 도로 횡단 없음,0,0,0,0,10,420.2,12,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003029,인천부평동초등학교,CG_01387,False,green,큰 도로 횡단 없음,0,0,0,0,14,668.1,15,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003006,인천부평서초등학교,CG_01293,False,green,큰 도로 횡단 없음,0,0,0,0,10,447.2,11,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003006,인천부평서초등학교,CG_01323,False,green,큰 도로 횡단 없음,0,0,0,0,11,497.4,12,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003006,인천부평서초등학교,CG_01384,False,green,큰 도로 횡단 없음,0,0,0,0,8,531.4,9,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003006,인천부평서초등학교,CG_01383,False,green,큰 도로 횡단 없음,0,0,0,0,16,677.8,17,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003006,인천부평서초등학교,CG_01322,False,green,큰 도로 횡단 없음,0,0,0,0,4,176.0,5,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003006,인천부평서초등학교,CG_01292,False,green,큰 도로 횡단 없음,0,0,0,0,5,253.1,6,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003006,인천부평서초등학교,CG_01352,False,green,큰 도로 횡단 없음,0,0,0,0,12,570.4,13,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003006,인천부평서초등학교,CG_01351,False,green,큰 도로 횡단 없음,0,0,0,0,5,294.4,6,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003006,인천부평서초등학교,CG_01253,False,green,큰 도로 횡단 없음,0,0,0,0,9,634.1,10,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003006,인천부평서초등학교,CG_01320,False,yellow,중간급 도로 횡단,0,0,0,4,3,406.7,8,후보지까지 가려면 중간급 도로 4회를 지나야 합니다.
B000003006,인천부평서초등학교,CG_01321,False,green,큰 도로 횡단 없음,0,0,0,0,3,175.1,4,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003006,인천부평서초등학교,CG_01350,False,green,큰 도로 횡단 없음,0,0,0,0,12,398.6,13,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003006,인천부평서초등학교,CG_01349,False,yellow,중간급 도로 횡단,0,0,0,2,7,539.8,10,후보지까지 가려면 중간급 도로 2회를 지나야 합니다.
B000003006,인천부평서초등학교,CG_01255,False,green,큰 도로 횡단 없음,0,0,0,0,11,638.0,12,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003006,인천부평서초등학교,CG_01254,False,green,큰 도로 횡단 없음,0,0,0,0,6,408.2,7,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003006,인천부평서초등학교,CG_01291,False,green,큰 도로 횡단 없음,0,0,0,0,4,230.4,5,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003006,인천부평서초등학교,CG_01290,False,green,큰 도로 횡단 없음,0,0,0,0,10,453.2,11,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003043,인천개흥초등학교,CG_01354,False,yellow,중간급 도로 횡단,0,0,0,1,4,456.6,12,후보지까지 가려면 중간급 도로 1회를 지나야 합니다.
B000003043,인천개흥초등학교,CG_01353,False,yellow,중간급 도로 횡단,0,0,0,3,10,574.7,14,후보지까지 가려면 중간급 도로 3회를 지나야 합니다.
B000003043,인천개흥초등학교,CG_01325,False,green,큰 도로 횡단 없음,0,0,0,0,11,619.2,18,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003043,인천개흥초등학교,CG_01386,False,green,큰 도로 횡단 없음,0,0,0,0,10,499.5,11,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003043,인천개흥초등학교,CG_01424,False,green,큰 도로 횡단 없음,0,0,0,0,11,643.3,12,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003043,인천개흥초등학교,CG_01326,False,green,큰 도로 횡단 없음,0,0,0,0,9,493.9,10,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003043,인천개흥초등학교,CG_01387,False,green,큰 도로 횡단 없음,0,0,0,0,4,173.4,5,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003043,인천개흥초등학교,CG_01464,False,green,큰 도로 횡단 없음,0,0,0,0,8,526.8,9,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003043,인천개흥초등학교,CG_01466,False,yellow,중간급 도로 횡단,0,0,0,4,7,627.4,13,후보지까지 가려면 중간급 도로 4회를 지나야 합니다.
B000003043,인천개흥초등학교,CG_01465,False,green,큰 도로 횡단 없음,0,0,0,0,11,477.3,12,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003043,인천개흥초등학교,CG_01426,False,green,큰 도로 횡단 없음,0,0,0,0,4,241.7,5,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003043,인천개흥초등학교,CG_01425,False,green,큰 도로 횡단 없음,0,0,0,0,8,368.2,9,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003043,인천개흥초등학교,CG_01427,False,yellow,중간급 도로 횡단,0,0,0,3,7,668.7,11,후보지까지 가려면 중간급 도로 3회를 지나야 합니다.
B000003043,인천개흥초등학교,CG_01389,False,yellow,중간급 도로 횡단,0,0,0,2,7,563.6,10,후보지까지 가려면 중간급 도로 2회를 지나야 합니다.
B000003043,인천개흥초등학교,CG_01356,False,yellow,중간급 도로 횡단,0,0,0,1,5,442.3,11,후보지까지 가려면 중간급 도로 1회를 지나야 합니다.
B000003043,인천개흥초등학교,CG_01355,False,yellow,중간급 도로 횡단,0,0,0,1,4,385.7,6,후보지까지 가려면 중간급 도로 1회를 지나야 합니다.
B000003043,인천개흥초등학교,CG_01388,False,green,큰 도로 횡단 없음,0,0,0,0,2,75.9,3,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003028,인천부흥초등학교,CG_01384,False,green,큰 도로 횡단 없음,0,0,0,0,8,403.4,9,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003028,인천부흥초등학교,CG_01386,False,green,큰 도로 횡단 없음,0,0,0,0,13,736.9,14,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003028,인천부흥초등학교,CG_01424,False,yellow,중간급 도로 횡단,0,0,0,5,4,558.7,10,후보지까지 가려면 중간급 도로 5회를 지나야 합니다.
B000003028,인천부흥초등학교,CG_01423,False,yellow,중간급 도로 횡단,0,0,0,1,3,246.3,5,후보지까지 가려면 중간급 도로 1회를 지나야 합니다.
B000003028,인천부흥초등학교,CG_01385,False,yellow,중간급 도로 횡단,0,0,0,1,6,458.9,8,후보지까지 가려면 중간급 도로 1회를 지나야 합니다.
B000003028,인천부흥초등학교,CG_01383,False,green,큰 도로 횡단 없음,0,0,0,0,10,513.7,11,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003028,인천부흥초등학교,CG_01499,False,green,큰 도로 횡단 없음,0,0,0,0,13,644.9,15,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003028,인천부흥초등학교,CG_01460,False,green,큰 도로 횡단 없음,0,0,0,0,8,415.0,9,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003028,인천부흥초등학교,CG_01422,False,green,큰 도로 횡단 없음,0,0,0,0,4,219.1,5,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003028,인천부흥초등학교,CG_01502,False,yellow,중간급 도로 횡단,0,0,0,3,13,665.2,17,후보지까지 가려면 중간급 도로 3회를 지나야 합니다.
B000003028,인천부흥초등학교,CG_01461,False,green,큰 도로 횡단 없음,0,0,0,0,3,194.8,4,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003028,인천부흥초등학교,CG_01462,False,green,큰 도로 횡단 없음,0,0,0,0,4,229.7,5,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003028,인천부흥초등학교,CG_01463,False,green,큰 도로 횡단 없음,0,0,0,0,13,505.2,14,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003028,인천부흥초등학교,CG_01500,False,green,큰 도로 횡단 없음,0,0,0,0,8,270.1,9,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003028,인천부흥초등학교,CG_01501,False,yellow,중간급 도로 횡단,0,0,0,3,6,401.8,10,후보지까지 가려면 중간급 도로 3회를 지나야 합니다.
B000003028,인천부흥초등학교,CG_01534,False,yellow,중간급 도로 횡단,0,0,0,8,8,724.6,17,후보지까지 가려면 중간급 도로 8회를 지나야 합니다.
B000003028,인천부흥초등학교,CG_01533,False,yellow,중간급 도로 횡단,0,0,0,9,10,802.9,20,후보지까지 가려면 중간급 도로 9회를 지나야 합니다.
B000003028,인천부흥초등학교,CG_01421,False,yellow,중간급 도로 횡단,0,0,0,4,1,415.8,6,후보지까지 가려면 중간급 도로 4회를 지나야 합니다.
B000003169,인천신현초등학교,CG_00485,False,yellow,중간급 도로 횡단,0,0,0,5,6,582.4,12,후보지까지 가려면 중간급 도로 5회를 지나야 합니다.
B000003169,인천신현초등학교,CG_00524,False,yellow,중간급 도로 횡단,0,0,0,8,2,506.6,11,후보지까지 가려면 중간급 도로 8회를 지나야 합니다.
B000003169,인천신현초등학교,CG_00483,False,yellow,중간급 도로 횡단,0,0,0,3,6,368.0,10,후보지까지 가려면 중간급 도로 3회를 지나야 합니다.
B000003169,인천신현초등학교,CG_00453,False,yellow,중간급 도로 횡단,0,0,0,2,11,602.1,14,후보지까지 가려면 중간급 도로 2회를 지나야 합니다.
B000003169,인천신현초등학교,CG_00573,False,green,큰 도로 횡단 없음,0,0,0,0,6,274.0,7,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003169,인천신현초등학교,CG_00574,False,green,큰 도로 횡단 없음,0,0,0,0,8,698.6,9,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003169,인천신현초등학교,CG_00484,False,yellow,중간급 도로 횡단,0,0,0,2,7,342.5,11,후보지까지 가려면 중간급 도로 2회를 지나야 합니다.
B000003169,인천신현초등학교,CG_00522,False,yellow,중간급 도로 횡단,0,0,0,3,2,135.3,6,후보지까지 가려면 중간급 도로 3회를 지나야 합니다.
B000003169,인천신현초등학교,CG_00523,False,yellow,중간급 도로 횡단,0,0,0,3,2,215.9,6,후보지까지 가려면 중간급 도로 3회를 지나야 합니다.
B000003169,인천신현초등학교,CG_00482,False,green,큰 도로 횡단 없음,0,0,0,0,13,549.1,14,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003169,인천신현초등학교,CG_00452,False,yellow,중간급 도로 횡단,0,0,0,1,10,538.4,12,후보지까지 가려면 중간급 도로 1회를 지나야 합니다.
B000003169,인천신현초등학교,CG_00572,False,green,큰 도로 횡단 없음,0,0,0,0,4,235.3,5,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003169,인천신현초등학교,CG_00521,False,green,큰 도로 횡단 없음,0,0,0,0,5,356.9,6,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003169,인천신현초등학교,CG_00571,False,green,큰 도로 횡단 없음,0,0,0,0,11,511.0,12,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003169,인천신현초등학교,CG_00618,False,green,큰 도로 횡단 없음,0,0,0,0,8,503.4,9,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003169,인천신현초등학교,CG_00616,False,green,큰 도로 횡단 없음,0,0,0,0,16,707.2,17,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003169,인천신현초등학교,CG_00617,False,green,큰 도로 횡단 없음,0,0,0,0,8,432.2,9,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003169,인천신현초등학교,CG_00664,False,green,큰 도로 횡단 없음,0,0,0,0,14,633.7,15,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003168,인천가현초등학교,CG_00485,False,yellow,중간급 도로 횡단,0,0,0,1,4,609.6,6,후보지까지 가려면 중간급 도로 1회를 지나야 합니다.
B000003168,인천가현초등학교,CG_00524,False,yellow,중간급 도로 횡단,0,0,0,2,0,404.8,3,후보지까지 가려면 중간급 도로 2회를 지나야 합니다.
B000003168,인천가현초등학교,CG_00455,False,green,큰 도로 횡단 없음,0,0,0,0,6,535.9,7,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003168,인천가현초등학교,CG_00486,False,yellow,중간급 도로 횡단,0,0,0,1,3,517.7,5,후보지까지 가려면 중간급 도로 1회를 지나야 합니다.
B000003168,인천가현초등학교,CG_00525,False,yellow,중간급 도로 횡단,0,0,0,3,9,1438.5,13,후보지까지 가려면 중간급 도로 3회를 지나야 합니다.
B000003168,인천가현초등학교,CG_00488,False,yellow,중간급 도로 횡단,0,0,0,4,0,547.1,9,후보지까지 가려면 중간급 도로 4회를 지나야 합니다.
B000003168,인천가현초등학교,CG_00487,False,green,큰 도로 횡단 없음,0,0,0,0,1,218.7,2,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003168,인천가현초등학교,CG_00619,False,green,큰 도로 횡단 없음,0,0,0,0,2,500.3,3,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003168,인천가현초등학교,CG_00456,False,green,큰 도로 횡단 없음,0,0,0,0,3,358.4,4,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003168,인천가현초등학교,CG_00620,False,green,큰 도로 횡단 없음,0,0,0,0,1,364.5,2,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003168,인천가현초등학교,CG_00527,False,yellow,중간급 도로 횡단,0,0,0,4,0,311.6,6,후보지까지 가려면 중간급 도로 4회를 지나야 합니다.
B000003168,인천가현초등학교,CG_00575,False,yellow,중간급 도로 횡단,0,0,0,3,8,1358.8,12,후보지까지 가려면 중간급 도로 3회를 지나야 합니다.
B000003168,인천가현초등학교,CG_00577,False,yellow,중간급 도로 횡단,0,0,0,5,2,596.8,8,후보지까지 가려면 중간급 도로 5회를 지나야 합니다.
B000003168,인천가현초등학교,CG_00576,False,green,큰 도로 횡단 없음,0,0,0,0,0,0.0,1,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003168,인천가현초등학교,CG_00526,False,green,큰 도로 횡단 없음,0,0,0,0,0,0.0,1,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003147,인천신현북초등학교,CG_00485,False,green,큰 도로 횡단 없음,0,0,0,0,0,0.0,1,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003147,인천신현북초등학교,CG_00524,False,green,큰 도로 횡단 없음,0,0,0,0,3,233.2,4,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003147,인천신현북초등학교,CG_00483,False,green,큰 도로 횡단 없음,0,0,0,0,15,621.6,16,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003147,인천신현북초등학교,CG_00453,False,green,큰 도로 횡단 없음,0,0,0,0,5,512.9,6,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003147,인천신현북초등학교,CG_00573,False,yellow,중간급 도로 횡단,0,0,0,2,8,557.8,11,후보지까지 가려면 중간급 도로 2회를 지나야 합니다.
B000003147,인천신현북초등학교,CG_00574,False,green,큰 도로 횡단 없음,0,0,0,0,10,708.5,11,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003147,인천신현북초등학교,CG_00484,False,green,큰 도로 횡단 없음,0,0,0,0,9,408.9,11,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003147,인천신현북초등학교,CG_00522,False,yellow,중간급 도로 횡단,0,0,0,8,4,584.1,13,후보지까지 가려면 중간급 도로 8회를 지나야 합니다.
B000003147,인천신현북초등학교,CG_00523,False,yellow,중간급 도로 횡단,0,0,0,2,4,366.5,7,후보지까지 가려면 중간급 도로 2회를 지나야 합니다.
B000003147,인천신현북초등학교,CG_00455,False,green,큰 도로 횡단 없음,0,0,0,0,8,449.7,9,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003147,인천신현북초등학교,CG_00486,False,green,큰 도로 횡단 없음,0,0,0,0,4,247.5,5,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003147,인천신현북초등학교,CG_00525,False,green,큰 도로 횡단 없음,0,0,0,0,13,1136.8,14,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003147,인천신현북초등학교,CG_00436,False,yellow,중간급 도로 횡단,0,0,0,1,5,504.7,7,후보지까지 가려면 중간급 도로 1회를 지나야 합니다.
B000003147,인천신현북초등학교,CG_00435,False,green,큰 도로 횡단 없음,0,0,0,0,13,1486.9,15,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000003147,인천신현북초등학교,CG_00454,False,green,큰 도로 횡단 없음,0,0,0,0,8,374.2,9,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000002968,인천서림초등학교,CG_00242,False,green,큰 도로 횡단 없음,0,0,0,0,15,697.3,19,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000002968,인천서림초등학교,CG_00243,False,green,큰 도로 횡단 없음,0,0,0,0,12,520.7,15,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000002968,인천서림초등학교,CG_00244,False,green,큰 도로 횡단 없음,0,0,0,0,13,372.8,14,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000002968,인천서림초등학교,CG_00262,False,green,큰 도로 횡단 없음,0,0,0,0,8,466.2,14,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000002968,인천서림초등학교,CG_00280,False,green,큰 도로 횡단 없음,0,0,0,0,2,138.1,3,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000002968,인천서림초등학교,CG_00245,False,green,큰 도로 횡단 없음,0,0,0,0,9,585.8,15,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000002968,인천서림초등학교,CG_00265,False,green,큰 도로 횡단 없음,0,0,0,0,6,450.1,12,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000002968,인천서림초등학교,CG_00264,False,yellow,중간급 도로 횡단,0,0,0,2,4,248.2,9,후보지까지 가려면 중간급 도로 2회를 지나야 합니다.
B000002968,인천서림초등학교,CG_00263,False,green,큰 도로 횡단 없음,0,0,0,0,5,317.6,9,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000002968,인천서림초등학교,CG_00279,False,green,큰 도로 횡단 없음,0,0,0,0,4,306.6,5,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000002968,인천서림초등학교,CG_00282,False,green,큰 도로 횡단 없음,0,0,0,0,3,632.5,11,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000002968,인천서림초등학교,CG_00295,False,green,큰 도로 횡단 없음,0,0,0,0,5,415.2,9,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000002968,인천서림초등학교,CG_00281,False,green,큰 도로 횡단 없음,0,0,0,0,3,419.7,9,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000002968,인천서림초등학교,CG_00266,False,green,큰 도로 횡단 없음,0,0,0,0,7,625.2,14,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000002968,인천서림초등학교,CG_00278,False,green,큰 도로 횡단 없음,0,0,0,0,5,370.4,6,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000002968,인천서림초등학교,CG_00293,False,green,큰 도로 횡단 없음,0,0,0,0,5,496.8,8,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000002968,인천서림초등학교,CG_00294,False,orange,도시 대로 횡단,0,0,1,2,8,697.1,12,"후보지까지 가려면 도시 대로 1회, 중간급 도로 2회를 지나야 합니다."
B000002965,인천창영초등학교,CG_00242,False,green,큰 도로 횡단 없음,0,0,0,0,6,367.2,7,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000002965,인천창영초등학교,CG_00243,False,green,큰 도로 횡단 없음,0,0,0,0,10,614.1,17,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000002965,인천창영초등학교,CG_00262,False,green,큰 도로 횡단 없음,0,0,0,0,7,504.3,10,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000002965,인천창영초등학교,CG_00221,False,green,큰 도로 횡단 없음,0,0,0,0,0,0.0,1,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000002965,인천창영초등학교,CG_00199,False,green,큰 도로 횡단 없음,0,0,0,0,2,158.0,4,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000002965,인천창영초등학교,CG_00222,False,green,큰 도로 횡단 없음,0,0,0,0,9,384.1,11,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000002965,인천창영초등학교,CG_00200,False,green,큰 도로 횡단 없음,0,0,0,0,5,442.5,10,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000002965,인천창영초등학교,CG_00178,False,yellow,중간급 도로 횡단,0,0,0,2,5,592.9,8,후보지까지 가려면 중간급 도로 2회를 지나야 합니다.
B000002965,인천창영초등학교,CG_00179,False,green,큰 도로 횡단 없음,0,0,0,0,6,483.4,7,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
B000002965,인천창영초등학교,CG_00220,False,yellow,중간급 도로 횡단,0,0,0,1,10,649.9,12,후보지까지 가려면 중간급 도로 1회를 지나야 합니다.
B000002965,인천창영초등학교,CG_00261,False,green,큰 도로 횡단 없음,0,0,0,0,7,426.7,9,큰 도로 횡단이 없어 생활도로 중심으로 이동할 수 있습니다.
