school_id,school_name,gu,case_type,case_label,is_separate_bundle_tag,iso_green_ratio,iso_official_park_count,iso_playground_like_count,iso_small_child_park_count,iso_functional_park_count,nearest_official_park_dist_m,nearest_official_park_name,nearest_official_park_function_class,nearest_functional_park_dist_m,nearest_functional_park_name,nearest_functional_park_function_class,access_condition_type,access_condition_label,baseline_all_classes,exclude_playground_and_small_child,exclude_playground_like,baseline_all_classes_count,exclude_playground_like_count,exclude_playground_and_small_child_count,baseline_all_classes_case_type,baseline_all_classes_case_label_en,baseline_all_classes_priority_score,exclude_playground_like_case_type,exclude_playground_like_case_label_en,exclude_playground_like_priority_score,exclude_playground_and_small_child_case_type,exclude_playground_and_small_child_case_label_en,exclude_playground_and_small_child_priority_score,stored_current_case_type_norm,exclude_playground_like_changed_vs_stored_current,exclude_playground_like_changed_vs_same_basis_baseline,exclude_playground_and_small_child_changed_vs_stored_current,exclude_playground_and_small_child_changed_vs_same_basis_baseline
B000003022,인천상정초등학교,부평구,3.0,"접근 가능, 중간 수준",0,2.085138946738022,0,0,0,0,300.0,한마음어린이공원,mid_activity_park,465.2,한마음어린이공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,310.2,310.2,310.2,0,0,0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003023,인천부평북초등학교,부평구,4.0,접근 양호,0,6.320530687825325,0,0,0,0,385.0,삼산어린이공원,small_child_park,843.0,햇살공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,356.3,356.3,356.3,0,0,0,4,case4_good_access,1.0,4,case4_good_access,1.0,3,case3_access_mid_green,2.0,4,False,False,True,True
B000003024,인천갈월초등학교,부평구,4.0,접근 양호,0,15.16886709955408,4,0,1,3,257.9,굴포공원,neighborhood_park_scale,257.9,굴포공원,neighborhood_park_scale,functional_access_with_barrier,보행부담 동반형,134.2,143.0,134.2,4,4,3,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003025,인천부개초등학교,부평구,2.0,접근 가능하나 녹지 부족,0,0.4297674786891796,1,1,0,0,305.9,마분놀이공원,playground_like,592.2,일신놀이공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,201.1,408.4,408.4,1,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,False,False,False,False
B000003026,인천동수초등학교,부평구,3.0,"접근 가능, 중간 수준",0,1.3772133516183207,0,0,0,0,269.0,만월공원,mid_activity_park,536.8,만월공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,242.7,242.7,242.7,0,0,0,3,case3_access_mid_green,2.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,3,True,True,True,True
B000003027,인천부원초등학교,부평구,1.0,공원 접근 결핍,0,0.0,0,0,0,0,752.2,신트리공원,neighborhood_park_scale,752.2,신트리공원,neighborhood_park_scale,no_official_park,공원 접근 결핍형,458.7,561.8,458.7,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,1,case1_access_deficit,4.0,1,True,False,False,True
B000003028,인천부흥초등학교,부평구,2.0,접근 가능하나 녹지 부족,0,0.8246578175469447,1,0,0,1,162.1,부흥놀이공원,mid_activity_park,162.1,부흥놀이공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,118.7,118.7,118.7,1,1,1,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,False,False,False,False
B000003029,인천부평동초등학교,부평구,2.0,접근 가능하나 녹지 부족,0,0.5142,0,0,0,0,409.0,꿈나무공원,small_child_park,864.2,부흥놀이공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,364.1,758.1,364.1,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,,,,2,False,False,True,True
B000003030,인천부평남초등학교,부평구,2.0,접근 가능하나 녹지 부족,0,0.5329166459152997,0,0,0,0,399.0,이야기꽃어린이공원,playground_like,853.7,부평공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,496.3,496.3,496.3,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,False,False,False,False
B000003031,인천산곡북초등학교,부평구,3.0,"접근 가능, 중간 수준",0,1.1619185855194434,2,1,1,0,472.0,성벽어린이공원,small_child_park,850.4,다온어린이공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,337.1,467.4,337.1,2,1,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,3,True,False,True,False
B000003032,인천산곡초등학교,부평구,2.0,접근 가능하나 녹지 부족,0,0.0,0,0,0,0,200.0,산곡소공원,playground_like,961.7,산곡어린이공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,263.0,382.2,382.2,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,False,False,False,False
B000003033,인천부마초등학교,부평구,1.0,공원 접근 결핍,0,0.0,0,0,0,0,801.4,산곡소공원,playground_like,920.4,산곡어린이공원,mid_activity_park,no_official_park,공원 접근 결핍형,605.5,648.7,648.7,0,0,0,1,case1_access_deficit,4.0,1,case1_access_deficit,4.0,1,case1_access_deficit,4.0,1,False,False,False,False
B000003034,인천미산초등학교,부평구,1.0,공원 접근 결핍,0,0.0,0,0,0,0,1143.0,마장공원,neighborhood_park_scale,1143.0,마장공원,neighborhood_park_scale,no_official_park,공원 접근 결핍형,462.5,462.5,462.5,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,1,True,False,True,False
B000003035,인천산곡남초등학교,부평구,2.0,접근 가능하나 녹지 부족,0,0.0,0,0,0,0,343.0,마장공원,neighborhood_park_scale,1002.6,마장공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,447.1,447.1,447.1,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,False,False,False,False
B000003036,인천신촌초등학교,부평구,4.0,접근 양호,0,6.234053939941079,1,0,0,1,498.0,함봉공원(1단계),neighborhood_park_scale,389.6,함봉공원(1단계),neighborhood_park_scale,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,380.8,395.6,395.6,1,1,1,4,case4_good_access,1.0,4,case4_good_access,1.0,3,case3_access_mid_green,2.0,4,False,False,True,True
B000003037,인천하정초등학교,부평구,3.0,"접근 가능, 중간 수준",0,4.049777060156277,2,1,1,0,177.4,수정놀이공원,playground_like,399.6,한마음어린이공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,148.7,330.2,168.2,2,1,0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003038,인천십정초등학교,부평구,3.0,"접근 가능, 중간 수준",0,1.7703980668232946,4,3,1,0,304.9,하동놀이공원,playground_like,738.5,한마음어린이공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,225.8,522.0,252.0,4,1,0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,,,,3,False,False,True,True
B000003039,인천백운초등학교,부평구,4.0,접근 양호,0,88.17562877160037,0,0,0,0,322.0,십정공원,neighborhood_park_scale,303.2,십정공원,neighborhood_park_scale,functional_access_with_barrier,보행부담 동반형,126.6,126.6,126.6,0,0,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003040,인천동암초등학교,부평구,3.0,"접근 가능, 중간 수준",0,1.1440424106102876,3,1,2,0,152.1,약산놀이공원,small_child_park,685.2,석촌공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,161.1,319.8,161.1,3,2,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,3,True,False,True,False
B000003041,인천용마초등학교,부평구,2.0,접근 가능하나 녹지 부족,0,0.0,0,0,0,0,408.0,다온어린이공원,mid_activity_park,1060.4,다온어린이공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,339.5,339.5,339.5,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,False,False,False,False
B000003042,인천마장초등학교,부평구,1.0,공원 접근 결핍,0,0.0,0,0,0,0,839.7,마장공원,neighborhood_park_scale,839.7,마장공원,neighborhood_park_scale,no_official_park,공원 접근 결핍형,618.1,618.1,618.1,0,0,0,1,case1_access_deficit,4.0,1,case1_access_deficit,4.0,1,case1_access_deficit,4.0,1,False,False,False,False
B000003043,인천개흥초등학교,부평구,3.0,"접근 가능, 중간 수준",0,2.937836028445912,2,0,2,0,220.0,신복공원,small_child_park,567.1,신트리공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,308.7,425.3,308.7,2,2,0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003044,인천삼산초등학교,부평구,4.0,접근 양호,0,5.41652525816313,3,0,1,2,337.0,사랑샘공원,mid_activity_park,337.0,사랑샘공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,215.5,215.5,215.5,3,3,2,4,case4_good_access,1.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,4,True,True,True,True
B000003045,인천한길초등학교,부평구,3.0,"접근 가능, 중간 수준",0,3.877070454940848,5,1,3,1,149.3,도드리놀이공원,mid_activity_park,149.3,도드리놀이공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,90.0,166.2,166.2,5,4,1,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003046,인천굴포초등학교,부평구,4.0,접근 양호,0,5.171329043029595,0,0,0,0,342.5,무지개공원,mid_activity_park,342.5,무지개공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,152.5,152.5,152.5,0,0,0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,4,True,False,True,False
B000003047,한일초등학교,부평구,2.0,접근 가능하나 녹지 부족,0,0.0,0,0,0,0,67.0,숲속어린이공원,small_child_park,980.3,산곡어린이공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,148.0,476.4,148.0,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,False,False,False,False
B000003048,인천명선초등학교,연수구,4.0,접근 양호,0,20.733643281479043,0,0,0,0,219.0,새아침공원,neighborhood_park_scale,917.9,새아침공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,331.6,752.2,331.6,0,0,0,4,case4_good_access,1.0,4,case4_good_access,1.0,,,,4,False,False,True,True
B000003049,인천축현초등학교,연수구,3.0,"접근 가능, 중간 수준",0,1.7923224406752654,2,2,0,0,295.5,청룡공원,mid_activity_park,295.5,청룡공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,230.8,344.3,344.3,2,0,0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,2,case2_access_low_green,3.0,3,False,False,True,True
B000003050,인천송도초등학교,연수구,2.0,접근 가능하나 녹지 부족,0,0.2766896176428939,1,1,0,0,224.0,향나무공원,playground_like,611.7,청룡공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,252.8,367.7,367.7,1,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,False,False,False,False
B000003051,인천능허대초등학교,연수구,2.0,접근 가능하나 녹지 부족,0,0.9432306022962966,4,3,1,0,204.8,새싹공원,small_child_park,705.4,능허대공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,103.3,567.0,230.1,4,1,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,,,,2,False,False,True,True
B000003052,인천선학초등학교,연수구,3.0,"접근 가능, 중간 수준",0,3.80599365093397,0,0,0,0,271.0,선학공원,mid_activity_park,302.1,선학공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,121.8,121.8,121.8,0,0,0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003053,인천중앙초등학교,연수구,4.0,접근 양호,0,10.177503734857265,1,0,0,1,156.0,솔밭공원,neighborhood_park_scale,355.5,솔밭공원,neighborhood_park_scale,functional_access_available,활동규모 공원 접근 가능형,230.9,287.4,287.4,1,1,1,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003054,인천연화초등학교,연수구,3.0,"접근 가능, 중간 수준",0,4.546225604380401,3,0,2,1,198.0,샘말공원,small_child_park,556.4,양지공원,neighborhood_park_scale,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,149.7,149.7,149.7,3,3,1,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003055,인천함박초등학교,연수구,4.0,접근 양호,0,86.17997786576106,2,0,0,2,271.8,장미공원,neighborhood_park_scale,271.8,장미공원,neighborhood_park_scale,functional_access_with_barrier,보행부담 동반형,268.1,268.1,268.1,2,2,2,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003056,인천청학초등학교,연수구,4.0,접근 양호,0,22.98339402757174,2,0,0,2,131.3,하나공원,mid_activity_park,131.3,하나공원,mid_activity_park,functional_access_with_barrier,보행부담 동반형,97.2,97.2,97.2,2,2,2,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003057,인천청량초등학교,연수구,3.0,"접근 가능, 중간 수준",0,3.23391646727188,2,0,0,2,94.0,청량공원,mid_activity_park,296.5,청량공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,121.8,121.8,121.8,2,2,2,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003058,인천연성초등학교,연수구,4.0,접근 양호,0,8.884607052737847,0,0,0,0,238.2,부수지공원,neighborhood_park_scale,238.2,부수지공원,neighborhood_park_scale,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,140.6,140.6,140.6,0,0,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003059,인천동춘초등학교,연수구,4.0,접근 양호,0,38.08046723658413,1,0,0,1,133.0,동춘3공원,neighborhood_park_scale,388.2,동춘3공원,neighborhood_park_scale,functional_access_available,활동규모 공원 접근 가능형,166.6,166.6,166.6,1,1,1,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003060,인천동막초등학교,연수구,3.0,"접근 가능, 중간 수준",0,2.6499910528741064,1,0,0,1,178.0,동막공원,neighborhood_park_scale,360.8,동막공원,neighborhood_park_scale,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,90.9,90.9,90.9,1,1,1,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003061,인천서면초등학교,연수구,3.0,"접근 가능, 중간 수준",0,3.1818761323599314,0,0,0,0,185.0,봉재공원,mid_activity_park,594.5,봉재공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,178.7,178.7,178.7,0,0,0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003062,인천연수초등학교,연수구,2.0,접근 가능하나 녹지 부족,0,0.0,0,0,0,0,373.0,연일공원,mid_activity_park,714.9,연일공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,201.9,278.1,201.9,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,False,False,False,False
B000003063,인천문남초등학교,연수구,4.0,접근 양호,0,43.52993257675584,2,0,1,1,110.1,문남공원,neighborhood_park_scale,110.1,문남공원,neighborhood_park_scale,functional_access_with_barrier,보행부담 동반형,63.3,63.3,63.3,2,2,1,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003064,인천옥련초등학교,연수구,2.0,접근 가능하나 녹지 부족,0,0.5669310411225684,3,2,1,0,242.4,새싹공원,small_child_park,706.0,능허대공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,79.0,624.1,79.0,3,1,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,,,,2,False,False,True,True
B000003065,인천신정초등학교,연수구,2.0,접근 가능하나 녹지 부족,0,0.6696076274572196,0,0,0,0,270.5,송도  11호 어린이공원,small_child_park,1170.4,센트럴파크,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,332.5,776.9,332.5,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,,,,2,False,False,True,True
B000003066,인천해송초등학교,연수구,4.0,접근 양호,0,52.754840268395206,2,0,0,2,225.2,미추홀공원,neighborhood_park_scale,225.2,미추홀공원,neighborhood_park_scale,functional_access_available,활동규모 공원 접근 가능형,165.0,165.0,165.0,2,2,2,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003067,인천신송초등학교,연수구,4.0,접근 양호,0,78.1809201590326,0,0,0,0,0.0,신송공원,neighborhood_park_scale,0.0,신송공원,neighborhood_park_scale,functional_access_available,활동규모 공원 접근 가능형,59.8,59.8,59.8,0,0,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003068,인천먼우금초등학교,연수구,4.0,접근 양호,0,51.650100041733246,0,0,0,0,112.6,먼우금공원(송도1호),playground_like,675.9,달빛공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,112.6,357.3,357.3,0,0,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003069,인천박문초등학교,연수구,4.0,접근 양호,0,65.54677045166945,3,1,0,2,0.0,동춘5공원,playground_like,107.9,동춘4공원,neighborhood_park_scale,functional_access_available,활동규모 공원 접근 가능형,95.8,136.5,136.5,3,2,2,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003070,인천남촌초등학교,남동구,3.0,"접근 가능, 중간 수준",0,1.7200908008865228,2,1,0,1,148.9,소촌공원,playground_like,464.6,남촌공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,144.7,434.9,434.9,2,1,1,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,2,case2_access_low_green,3.0,3,False,False,True,True
B000003071,인천성리초등학교,남동구,3.0,"접근 가능, 중간 수준",0,1.4479825373316244,21,18,3,0,300.9,작은성말공원,small_child_park,748.6,아시아드선수촌공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,215.7,531.0,215.7,21,3,0,3,case3_access_mid_green,2.0,2,case2_access_low_green,3.0,,,,3,True,True,True,True
B000003073,인천정각초등학교,남동구,2.0,접근 가능하나 녹지 부족,0,0.0742395029758699,0,0,0,0,335.8,장다리공원,small_child_park,554.9,구월공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,353.8,418.5,353.8,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,False,False,False,False
B000003074,인천간석초등학교,남동구,3.0,"접근 가능, 중간 수준",0,1.1467647108099863,2,1,0,1,185.4,용광공원,playground_like,382.5,구월공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,191.5,258.0,258.0,2,1,1,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,3,True,False,True,False
B000003075,인천구월서초등학교,남동구,4.0,접근 양호,0,10.099275952460111,4,2,1,1,225.2,석바위공원,neighborhood_park_scale,225.2,석바위공원,neighborhood_park_scale,functional_access_with_barrier,보행부담 동반형,127.8,182.3,182.3,4,2,1,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003076,인천상아초등학교,남동구,2.0,접근 가능하나 녹지 부족,0,0.0,0,0,0,0,434.0,용광공원,playground_like,859.1,구월공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,175.1,573.9,175.1,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,1,case1_access_deficit,4.0,2,False,False,True,True
B000003077,상인천초등학교,남동구,3.0,"접근 가능, 중간 수준",0,1.9273,0,0,0,0,473.0,풀무골소공원,mid_activity_park,447.0,풀무골소공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,315.5,315.5,315.5,0,0,0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,2,case2_access_low_green,3.0,3,False,False,True,True
B000003078,인천석정초등학교,남동구,3.0,"접근 가능, 중간 수준",0,1.7972298521420491,4,2,2,0,107.8,석정공원,small_child_park,1054.0,돌샘어린이공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,157.8,812.8,157.8,4,2,0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,,,,3,False,False,True,True
B000003079,인천만수북초등학교,남동구,2.0,접근 가능하나 녹지 부족,0,0.0,0,0,0,0,384.0,향촌소공원,playground_like,710.7,아단공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,213.3,566.5,549.2,0,0,0,2,case2_access_low_green,3.0,1,case1_access_deficit,4.0,1,case1_access_deficit,4.0,2,True,True,True,True
B000003080,인천동부초등학교,남동구,2.0,접근 가능하나 녹지 부족,0,0.4456412561200761,5,5,0,0,147.6,화교공원,playground_like,768.1,새말소공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,54.3,702.9,702.9,5,0,0,2,case2_access_low_green,3.0,,,,,,,2,True,True,True,True
B000003081,인천인수초등학교,남동구,3.0,"접근 가능, 중간 수준",0,2.5304146274303023,2,2,0,0,328.5,아단공원,mid_activity_park,328.5,아단공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,135.2,319.4,223.7,2,0,0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003082,인천만수초등학교,남동구,3.0,"접근 가능, 중간 수준",0,4.8396035122849925,5,1,3,1,132.2,창대공원,small_child_park,220.2,담방문화공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,162.3,162.9,162.3,5,4,1,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003083,인천도림초등학교,남동구,4.0,접근 양호,0,7.856396191067942,2,1,0,1,40.0,오봉공원,neighborhood_park_scale,280.4,오봉공원,neighborhood_park_scale,functional_access_with_barrier,보행부담 동반형,78.5,78.5,78.5,2,1,1,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003084,인천은봉초등학교,남동구,4.0,접근 양호,0,15.89041235203141,2,0,1,1,372.2,논현중앙공원,neighborhood_park_scale,372.2,논현중앙공원,neighborhood_park_scale,functional_access_with_barrier,보행부담 동반형,179.2,179.2,179.2,2,2,1,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003085,인천장도초등학교,남동구,2.0,접근 가능하나 녹지 부족,0,0.7816450540145566,0,0,0,0,298.0,방죽공원,small_child_park,702.3,너른들공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,174.4,430.3,174.4,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,False,False,False,False
B000003086,인천동방초등학교,남동구,2.0,접근 가능하나 녹지 부족,0,0.8725500809282718,1,1,0,0,34.6,논현공원(논현2택지),small_child_park,477.1,호구포공원,neighborhood_park_scale,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,101.6,459.1,101.6,1,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,False,False,False,False
B000003087,인천원동초등학교,남동구,3.0,"접근 가능, 중간 수준",0,1.1916602747715592,0,0,0,0,258.7,돌섬공원,mid_activity_park,258.7,돌섬공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,167.4,167.5,167.4,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,3,True,False,True,False
B000003088,인천사리울초등학교,남동구,3.0,"접근 가능, 중간 수준",0,3.1165417476767607,0,0,0,0,137.0,해오름공원,neighborhood_park_scale,404.2,해오름공원,neighborhood_park_scale,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,334.3,334.3,334.3,0,0,0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003089,인천고잔초등학교,남동구,4.0,접근 양호,0,11.647163671421632,2,0,2,0,80.4,푸른공원,small_child_park,474.0,한아름공원,neighborhood_park_scale,functional_access_available,활동규모 공원 접근 가능형,112.5,314.3,112.5,2,2,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003090,인천약산초등학교,남동구,4.0,접근 양호,0,11.187478043134576,4,3,0,1,319.0,산밑말근린공원,neighborhood_park_scale,319.0,산밑말근린공원,neighborhood_park_scale,functional_access_with_barrier,보행부담 동반형,205.0,205.0,205.0,4,1,1,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003091,인천주원초등학교,남동구,2.0,접근 가능하나 녹지 부족,0,0.0,0,0,0,0,249.0,간석육교공원,playground_like,637.9,이화공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,95.1,360.6,267.3,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,False,False,False,False
B000003092,인천송천초등학교,남동구,4.0,접근 양호,0,71.48006980621331,4,1,2,1,180.7,고잔,small_child_park,270.6,바람공원,mid_activity_park,functional_access_with_barrier,보행부담 동반형,123.9,153.5,123.9,4,3,1,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003093,인천석천초등학교,남동구,2.0,접근 가능하나 녹지 부족,0,0.0,0,0,0,0,180.0,하늘공원,small_child_park,1493.6,이화공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,178.5,905.2,178.5,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,1,case1_access_deficit,4.0,2,False,False,True,True
B000003094,인천신월초등학교,남동구,3.0,"접근 가능, 중간 수준",0,4.632029933248639,1,1,0,0,248.3,남동문화공원,neighborhood_park_scale,248.3,남동문화공원,neighborhood_park_scale,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,164.7,164.7,164.7,1,0,0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003095,인천구월초등학교,남동구,4.0,접근 양호,0,5.211073810229021,1,0,1,0,277.8,만월공원,small_child_park,1081.6,구월공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,213.8,526.8,213.8,1,1,0,4,case4_good_access,1.0,3,case3_access_mid_green,2.0,,,,4,True,True,True,True
