school_id,school_name,gu,case_type,case_label,is_separate_bundle_tag,iso_green_ratio,iso_official_park_count,iso_playground_like_count,iso_small_child_park_count,iso_functional_park_count,nearest_official_park_dist_m,nearest_official_park_name,nearest_official_park_function_class,nearest_functional_park_dist_m,nearest_functional_park_name,nearest_functional_park_function_class,access_condition_type,access_condition_label,baseline_all_classes,exclude_playground_and_small_child,exclude_playground_like,baseline_all_classes_count,exclude_playground_like_count,exclude_playground_and_small_child_count,baseline_all_classes_case_type,baseline_all_classes_case_label_en,baseline_all_classes_priority_score,exclude_playground_like_case_type,exclude_playground_like_case_label_en,exclude_playground_like_priority_score,exclude_playground_and_small_child_case_type,exclude_playground_and_small_child_case_label_en,exclude_playground_and_small_child_priority_score,stored_current_case_type_norm,exclude_playground_like_changed_vs_stored_current,exclude_playground_like_changed_vs_same_basis_baseline,exclude_playground_and_small_child_changed_vs_stored_current,exclude_playground_and_small_child_changed_vs_same_basis_baseline
B000003170,인천서곶초등학교,서구,4.0,접근 양호,0,17.10876015583821,0,0,0,0,45.0,경명공원,neighborhood_park_scale,477.6,경명공원,neighborhood_park_scale,functional_access_available,활동규모 공원 접근 가능형,183.6,183.6,183.6,0,0,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003171,인천검암초등학교,서구,4.0,접근 양호,0,5.685083237800615,1,0,1,0,150.6,상동공원,neighborhood_park_scale,150.6,상동공원,neighborhood_park_scale,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,194.0,194.0,194.0,1,1,0,4,case4_good_access,1.0,4,case4_good_access,1.0,3,case3_access_mid_green,2.0,4,False,False,True,True
B000003172,인천은지초등학교,서구,2.0,접근 가능하나 녹지 부족,0,0.8481252905733841,1,0,1,0,316.8,허암공원,small_child_park,760.7,상동공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,122.0,647.1,122.0,1,1,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,,,,2,False,False,True,True
B000003173,길상초등학교,강화군,,별도 묶음,1,0.0,0,0,0,0,4242.4,백석공원(마),neighborhood_park_scale,4242.4,백석공원(마),neighborhood_park_scale,no_official_park,공원 접근 결핍형,11063.3,11063.3,11063.3,0,0,0,,separate_bundle,,,separate_bundle,,,separate_bundle,,,False,False,False,False
B000003174,양도초등학교,강화군,,별도 묶음,1,0.0,0,0,0,0,4242.4,백석공원(마),neighborhood_park_scale,4242.4,백석공원(마),neighborhood_park_scale,no_official_park,공원 접근 결핍형,7972.1,7972.1,7972.1,0,0,0,,separate_bundle,,,separate_bundle,,,separate_bundle,,,False,False,False,False
B000003175,조산초등학교,강화군,,별도 묶음,1,0.0,0,0,0,0,4242.4,백석공원(마),neighborhood_park_scale,4242.4,백석공원(마),neighborhood_park_scale,no_official_park,공원 접근 결핍형,10513.8,10513.8,10513.8,0,0,0,,separate_bundle,,,separate_bundle,,,separate_bundle,,,False,False,False,False
B000003176,화도초등학교,강화군,,별도 묶음,1,18.932822258639675,1,0,0,1,385.5,미단시티 13호,neighborhood_park_scale,385.5,미단시티 13호,neighborhood_park_scale,functional_access_available,활동규모 공원 접근 가능형,13372.9,13372.9,13372.9,1,1,1,,separate_bundle,,,separate_bundle,,,separate_bundle,,,False,False,False,False
B000003177,대월초등학교,강화군,,별도 묶음,1,0.0,0,0,0,0,4687.0,불로지구1호 어린이공원,small_child_park,0.0,갑룡공원,neighborhood_park_scale,no_official_park,공원 접근 결핍형,1311.1,1311.1,1311.1,0,0,0,,separate_bundle,,,separate_bundle,,,separate_bundle,,,False,False,False,False
B000003178,갑룡초등학교,강화군,,별도 묶음,1,0.0,0,0,0,0,285.0,불로지구1호 어린이공원,small_child_park,0.0,갑룡공원,neighborhood_park_scale,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,92.6,92.6,92.6,0,0,0,,separate_bundle,,,separate_bundle,,,separate_bundle,,,False,False,False,False
B000003179,강화초등학교,강화군,,별도 묶음,1,2.2819298612292127,1,1,0,0,0.0,남산근린공원,neighborhood_park_scale,0.0,남산근린공원,neighborhood_park_scale,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,258.9,569.9,569.9,1,0,0,,separate_bundle,,,separate_bundle,,,separate_bundle,,,False,False,False,False
B000003180,합일초등학교,강화군,,별도 묶음,1,12.97285249833488,1,0,0,1,0.0,남산근린공원,neighborhood_park_scale,0.0,남산근린공원,neighborhood_park_scale,functional_access_available,활동규모 공원 접근 가능형,331.3,331.3,331.3,1,1,1,,separate_bundle,,,separate_bundle,,,separate_bundle,,,False,False,False,False
B000003181,송해초등학교,강화군,,별도 묶음,1,0.0,0,0,0,0,0.0,남산근린공원,neighborhood_park_scale,0.0,남산근린공원,neighborhood_park_scale,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,3242.6,3493.3,3493.3,0,0,0,,separate_bundle,,,separate_bundle,,,separate_bundle,,,False,False,False,False
B000003182,선원초등학교,강화군,,별도 묶음,1,0.0,0,0,0,0,3971.9,백석공원(마),neighborhood_park_scale,3971.9,백석공원(마),neighborhood_park_scale,no_official_park,공원 접근 결핍형,2988.6,2988.6,2988.6,0,0,0,,separate_bundle,,,separate_bundle,,,separate_bundle,,,False,False,False,False
B000003183,불은초등학교,강화군,,별도 묶음,1,0.0,0,0,0,0,4242.4,백석공원(마),neighborhood_park_scale,4242.4,백석공원(마),neighborhood_park_scale,no_official_park,공원 접근 결핍형,6506.1,6506.1,6506.1,0,0,0,,separate_bundle,,,separate_bundle,,,separate_bundle,,,False,False,False,False
B000003184,삼성초등학교,강화군,,별도 묶음,1,0.0,0,0,0,0,4242.4,백석공원(마),neighborhood_park_scale,4242.4,백석공원(마),neighborhood_park_scale,no_official_park,공원 접근 결핍형,4685.6,4685.6,4685.6,0,0,0,,separate_bundle,,,separate_bundle,,,separate_bundle,,,False,False,False,False
B000003185,하점초등학교,강화군,,별도 묶음,1,0.0,0,0,0,0,4242.4,백석공원(마),neighborhood_park_scale,4242.4,백석공원(마),neighborhood_park_scale,no_official_park,공원 접근 결핍형,6813.5,6813.5,6813.5,0,0,0,,separate_bundle,,,separate_bundle,,,separate_bundle,,,False,False,False,False
B000003186,명신초등학교,강화군,,별도 묶음,1,0.0,0,0,0,0,4242.4,백석공원(마),neighborhood_park_scale,4242.4,백석공원(마),neighborhood_park_scale,no_official_park,공원 접근 결핍형,7924.9,7924.9,7924.9,0,0,0,,separate_bundle,,,separate_bundle,,,separate_bundle,,,False,False,False,False
B000003187,양사초등학교,강화군,,별도 묶음,1,0.0,0,0,0,0,0.0,남산근린공원,neighborhood_park_scale,0.0,남산근린공원,neighborhood_park_scale,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,8349.4,8540.7,8540.7,0,0,0,,separate_bundle,,,separate_bundle,,,separate_bundle,,,False,False,False,False
B000003188,내가초등학교,강화군,,별도 묶음,1,0.0,0,0,0,0,4242.4,백석공원(마),neighborhood_park_scale,4242.4,백석공원(마),neighborhood_park_scale,no_official_park,공원 접근 결핍형,8173.3,8173.3,8173.3,0,0,0,,separate_bundle,,,separate_bundle,,,separate_bundle,,,False,False,False,False
B000003189,해명초등학교,강화군,,별도 묶음,1,18.932822258639675,1,0,0,1,385.5,미단시티 13호,neighborhood_park_scale,385.5,미단시티 13호,neighborhood_park_scale,functional_access_available,활동규모 공원 접근 가능형,13183.5,13183.5,13183.5,1,1,1,,separate_bundle,,,separate_bundle,,,separate_bundle,,,False,False,False,False
B000003190,삼산초등학교,강화군,,별도 묶음,1,0.0,0,0,0,0,10012.9,창포공원,small_child_park,,,,no_official_park,공원 접근 결핍형,14648.1,14648.1,14648.1,0,0,0,,separate_bundle,,,separate_bundle,,,separate_bundle,,,False,False,False,False
B000003192,교동초등학교,강화군,,별도 묶음,1,0.0,0,0,0,0,4242.4,백석공원(마),neighborhood_park_scale,4242.4,백석공원(마),neighborhood_park_scale,no_official_park,공원 접근 결핍형,18152.5,18152.5,18152.5,0,0,0,,separate_bundle,,,separate_bundle,,,separate_bundle,,,False,False,False,False
B000003194,서도초등학교,강화군,,별도 묶음,1,0.0,0,0,0,0,16196.8,창포공원,small_child_park,,,,no_official_park,공원 접근 결핍형,22640.5,22640.5,22640.5,0,0,0,,separate_bundle,,,separate_bundle,,,separate_bundle,,,False,False,False,False
B000022832,인천한빛초등학교,남동구,4.0,접근 양호,0,20.554514823797074,1,0,0,1,116.7,누리공원,small_child_park,269.7,갯골3호수변공원,neighborhood_park_scale,functional_access_with_barrier,보행부담 동반형,85.5,85.5,85.5,1,1,1,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000022834,인천청람초등학교,서구,4.0,접근 양호,0,23.88276343548551,0,0,0,0,305.4,물병자리공원,neighborhood_park_scale,305.4,물병자리공원,neighborhood_park_scale,functional_access_with_barrier,보행부담 동반형,232.5,232.5,232.5,0,0,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000022839,인천청일초등학교,서구,4.0,접근 양호,0,80.5480107037384,0,0,0,0,140.0,포리공원,neighborhood_park_scale,596.1,포리공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,177.5,177.5,177.5,0,0,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000024924,인천하늘초등학교,중구,4.0,접근 양호,0,51.5643785527667,1,1,0,0,124.0,박석공원,neighborhood_park_scale,412.9,박석공원,neighborhood_park_scale,functional_access_available,활동규모 공원 접근 가능형,2.1,408.4,408.4,1,0,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000025189,인천송명초등학교,연수구,4.0,접근 양호,0,27.8507,0,0,0,0,95.0,첨단산업클러스터2호어린이공원,mid_activity_park,0.0,첨단산업클러스터2호어린이공원,mid_activity_park,functional_access_available,활동규모 공원 접근 가능형,103.4,103.4,103.4,0,0,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000025193,인천만월초등학교,남동구,4.0,접근 양호,0,7.250148614940412,0,0,0,0,310.1,찬우물공원,neighborhood_park_scale,310.1,찬우물공원,neighborhood_park_scale,functional_access_available,활동규모 공원 접근 가능형,200.9,200.9,200.9,0,0,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000025196,인천장서초등학교,남동구,4.0,접근 양호,0,6.964241177787035,0,0,0,0,0.0,흰여울공원,small_child_park,361.4,어울공원,neighborhood_park_scale,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,132.8,193.1,132.8,0,0,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000025202,인천장아초등학교,남동구,4.0,접근 양호,0,78.56843296320991,1,0,1,0,0.0,장아산공원,neighborhood_park_scale,0.0,장아산공원,neighborhood_park_scale,functional_access_available,활동규모 공원 접근 가능형,37.8,37.8,37.8,1,1,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000025206,인천새봄초등학교,연수구,4.0,접근 양호,0,9.878500436426854,0,0,0,0,50.0,새아침공원,neighborhood_park_scale,1812.1,새아침공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,684.8,684.8,684.8,0,0,0,,,,,,,,,,4,True,False,True,False
B000025210,인천연송초등학교,연수구,2.0,접근 가능하나 녹지 부족,0,0.3124795125145969,0,0,0,0,219.8,송도  12호 어린이공원,small_child_park,1203.9,센트럴파크,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,249.6,874.5,249.6,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,,,,2,False,False,True,True
B000025222,인천현송초등학교,연수구,2.0,접근 가능하나 녹지 부족,0,0.0,0,0,0,0,122.0,랜드마크시티 3호 근린공원,neighborhood_park_scale,2024.0,랜드마크시티 3호 근린공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,492.1,492.1,492.1,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,False,False,False,False
B000025225,인천송빛초등학교,연수구,1.0,공원 접근 결핍,0,0.0,0,0,0,0,716.0,랜드마크시티 3호 수변공원,neighborhood_park_scale,1276.8,랜드마크시티 3호 수변공원,neighborhood_park_scale,no_official_park,공원 접근 결핍형,537.0,537.0,537.0,0,0,0,1,case1_access_deficit,4.0,1,case1_access_deficit,4.0,1,case1_access_deficit,4.0,1,False,False,False,False
B000025226,인천송일초등학교,연수구,4.0,접근 양호,0,41.21488089796534,0,0,0,0,114.0,송도  16호 어린이공원,playground_like,824.7,소리공원(송도26호공원),neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,390.2,592.2,526.1,0,0,0,4,case4_good_access,1.0,,,,,,,4,True,True,True,True
B000025228,인천예송초등학교,연수구,2.0,접근 가능하나 녹지 부족,0,0.3306521723889056,0,0,0,0,0.0,송도  14호 어린이공원,small_child_park,1113.5,센트럴파크,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,110.3,754.7,110.3,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,,,,2,False,False,True,True
B000025236,인천첨단초등학교,연수구,4.0,접근 양호,0,19.3502,0,0,0,0,100.0,첨단산업클러스터2호어린이공원,mid_activity_park,117.0,첨단산업클러스터2호어린이공원,mid_activity_park,functional_access_available,활동규모 공원 접근 가능형,96.5,96.5,96.5,0,0,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000025246,인천미송초등학교,연수구,4.0,접근 양호,0,6.7263,0,0,0,0,489.0,랜드마크시티 1호 수변공원,neighborhood_park_scale,84.2,랜드마크시티 1호 수변공원,neighborhood_park_scale,functional_access_available,활동규모 공원 접근 가능형,396.5,396.5,396.5,0,0,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000025248,인천은송초등학교,연수구,1.0,공원 접근 결핍,0,0.0,0,0,0,0,1575.0,랜드마크시티 3호 근린공원,neighborhood_park_scale,1575.0,랜드마크시티 3호 근린공원,neighborhood_park_scale,no_official_park,공원 접근 결핍형,1002.9,1002.9,1002.9,0,0,0,1,case1_access_deficit,4.0,1,case1_access_deficit,4.0,1,case1_access_deficit,4.0,1,False,False,False,False
B000025256,인천송원초등학교,연수구,4.0,접근 양호,0,20.73364328147904,1,0,0,1,219.0,국제화복합단지 1호 근린공원,neighborhood_park_scale,219.0,국제화복합단지 1호 근린공원,neighborhood_park_scale,functional_access_available,활동규모 공원 접근 가능형,267.4,267.4,267.4,1,1,1,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000025512,인천용학초등학교,미추홀구,2.0,접근 가능하나 녹지 부족,0,0.0,0,0,0,0,0.0,도담어린이공원,mid_activity_park,0.0,도담어린이공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,57.8,57.8,57.8,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,False,False,False,False
B000025677,인천주안초등학교,미추홀구,3.0,"접근 가능, 중간 수준",0,1.8002097779108457,0,0,0,0,64.8,승기어린이공원,mid_activity_park,64.8,승기어린이공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,121.8,121.8,121.8,0,0,0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,2,case2_access_low_green,3.0,3,False,False,True,True
B000025690,인천별빛초등학교,중구,4.0,접근 양호,0,5.969080528100306,1,0,0,1,544.0,영종하늘도시 29호,neighborhood_park_scale,457.0,영종하늘도시 29호,neighborhood_park_scale,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,199.9,357.1,357.1,1,1,1,4,case4_good_access,1.0,4,case4_good_access,1.0,3,case3_access_mid_green,2.0,4,False,False,True,True
B000025751,인천경연초등학교,서구,3.0,"접근 가능, 중간 수준",0,3.181439301862633,3,1,2,0,153.7,황소자리공원,mid_activity_park,153.7,황소자리공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,40.0,136.0,136.0,3,2,0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000025752,인천도담초등학교,서구,4.0,접근 양호,0,10.134123259597953,1,0,0,1,215.1,포리공원,neighborhood_park_scale,215.1,포리공원,neighborhood_park_scale,functional_access_with_barrier,보행부담 동반형,105.3,105.3,105.3,1,1,1,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000025756,인천청호초등학교,서구,4.0,접근 양호,0,27.81240531508432,0,0,0,0,156.0,물병자리공원,neighborhood_park_scale,366.2,물병자리공원,neighborhood_park_scale,functional_access_with_barrier,보행부담 동반형,110.5,110.5,110.5,0,0,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000026155,인천한들초등학교,서구,2.0,접근 가능하나 녹지 부족,0,0.0,0,0,0,0,91.0,당하어린이공원,small_child_park,1678.5,당하지구 1호공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,755.1,1355.9,755.1,0,0,0,1,case1_access_deficit,4.0,1,case1_access_deficit,4.0,1,case1_access_deficit,4.0,2,True,False,True,False
B000026332,인천백석초등학교,서구,4.0,접근 양호,0,7.640385724662288,1,0,1,0,159.3,당하지구7호 어린이공원,small_child_park,407.8,당하지구 1호공원,neighborhood_park_scale,functional_access_with_barrier,보행부담 동반형,125.3,311.3,125.3,1,1,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000026333,인천가원초등학교,서구,2.0,접근 가능하나 녹지 부족,0,0.0,0,0,0,0,98.0,가경공원,playground_like,1047.5,거울어린이공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,482.5,788.9,788.9,0,0,0,2,case2_access_low_green,3.0,1,case1_access_deficit,4.0,1,case1_access_deficit,4.0,2,True,True,True,True
B000026466,인천아라초등학교,서구,4.0,접근 양호,0,16.492091629952778,0,0,0,0,166.0,아라노을공원,neighborhood_park_scale,255.8,아라노을공원,neighborhood_park_scale,functional_access_with_barrier,보행부담 동반형,156.4,156.4,156.4,0,0,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000026467,인천해든초등학교,서구,3.0,"접근 가능, 중간 수준",0,1.7363552753817364,0,0,0,0,175.0,해든공원,mid_activity_park,276.7,해든공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,94.2,94.2,94.2,0,0,0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,2,case2_access_low_green,3.0,3,False,False,True,True
B000026468,인천아람초등학교,서구,2.0,접근 가능하나 녹지 부족,0,0.3536564936832223,0,0,0,0,78.9,동글동글나이테공원,small_child_park,591.0,바래미공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,80.2,399.6,80.2,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,False,False,False,False
B000026469,인천한별초등학교,서구,4.0,접근 양호,0,13.585837863351928,0,0,0,0,213.0,도담공원,neighborhood_park_scale,473.5,도담공원,neighborhood_park_scale,functional_access_available,활동규모 공원 접근 가능형,89.2,89.2,89.2,0,0,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000026470,인천이음초등학교,서구,2.0,접근 가능하나 녹지 부족,0,0.0,0,0,0,0,190.0,아랫목어린이공원,small_child_park,652.7,도담공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,172.6,172.6,172.6,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,False,False,False,False
B000026471,인천신검단초등학교,서구,2.0,접근 가능하나 녹지 부족,0,0.0,0,0,0,0,95.0,원당지구 4호 어린이공원,small_child_park,1630.9,원당지구 3호공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,886.3,886.3,886.3,0,0,0,1,case1_access_deficit,4.0,1,case1_access_deficit,4.0,1,case1_access_deficit,4.0,2,True,False,True,False
B000026504,인천송담초등학교,연수구,4.0,접근 양호,0,20.733643281479043,0,0,0,0,59.0,랜드마크시티 1호 수변공원,neighborhood_park_scale,746.1,랜드마크시티 1호 수변공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,486.2,486.2,486.2,0,0,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000027505,인천중산초등학교,중구,4.0,접근 양호,0,95.91580703521188,1,1,0,0,55.7,박석공원,neighborhood_park_scale,55.7,박석공원,neighborhood_park_scale,functional_access_available,활동규모 공원 접근 가능형,142.4,142.4,142.4,1,0,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
