학교ID,학교명,학교급,원자료_지역명,학교명_학교급_대조,원자료_기준일,앱_분석,확장_환경_분석,확장_KNN_비교기관수,확장_학교수요_모형,확장_지역전망_연결,확장_공원경로_상태,확장_후보격자수,학원_환경_연결,연결_공시행수,연결_공시항목수,연결_공시항목코드,연결_공시연도,과학전람회_확인기록수,학생발명대회_확인기록수,수능_학교점수,학업성취_학교수치,진로_연결_조사연도,진로_최근_상태,확장_직선권_연령인구_상태,확장_보행권_연령인구_상태,55_최신공시_상태,55_최신공시_연도,56_최신공시_상태,56_최신공시_연도,59_최신공시_상태,59_최신공시_연도,90_최신공시_상태,90_최신공시_연도
KLOCAL-117cde7db840a10e,예다원유치원,유치원,남동구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,65,geocoded_observations_only,46,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-12d27bc6e1660e9d,사랑유치원,유치원,연수구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,연수구,available,52,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-136bbfeb0cacbeb0,일영유치원,유치원,검단구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,서구,available,74,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-1375cec9fea0c803,아이웰유치원,유치원,연수구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,연수구,available,80,geocoded_observations_only,46,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-1519f421f42d9d8a,인천신정초등학교병설유치원,유치원,연수구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,연수구,available,59,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-18b3e8f4c6c007f3,인천해송초등학교병설유치원,유치원,연수구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,연수구,available,56,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-1923165e7aafe096,영광유치원,유치원,계양구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,78,geocoded_observations_only,46,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-19767c56f265491f,인천검단꿈유치원,유치원,검단구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,서구,available,53,geocoded_observations_only,36,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-1b4643e77630943f,무지개유치원,유치원,부평구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,94,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-1b478ca1f5cbe41e,인천가원초등학교병설유치원,유치원,서해구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,서구,available,87,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-1b7dad99867a6eaf,인천부일초등학교병설유치원,유치원,부평구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,70,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-1be9ec6cbd10709a,인천주안초등학교병설유치원,유치원,미추홀구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,미추홀구,available,99,geocoded_observations_only,42,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-1c92f7fa634fb5f3,인천불로초등학교병설유치원,유치원,검단구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,서구,available,42,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-1dcb5b73dd15046b,연평초등학교병설유치원,유치원,옹진군,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,옹진군,no_valid_route_within_search_scope,8,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,missing_age_observations,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-1ddb144d8df27d87,인천영종초등학교병설유치원,유치원,영종구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,중구,available,49,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-1e0f6cb24019a829,엄지유치원,유치원,부평구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,68,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-1e7e2df89b52dc62,인천안산초등학교병설유치원,유치원,계양구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,93,geocoded_observations_only,40,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-1f328ba143036bf8,해나라유치원,유치원,검단구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,서구,available,70,geocoded_observations_only,47,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-1fcc5bb819b6a357,큰별유치원,유치원,연수구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,연수구,available,81,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-1fd3e98881a11318,해와달유치원,유치원,남동구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,47,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-1fd9f21caa124372,인천창신초등학교병설유치원,유치원,검단구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,서구,available,70,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-2139f45193aa0f61,해명초등학교병설유치원,유치원,강화군,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,insufficient_history,강화군,no_valid_route_within_search_scope,12,geocoded_observations_only,43,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,missing_age_observations,missing_age_observations,no_records,,no_records,,no_records,,no_records,
KLOCAL-217d5f1aa8131427,인천신월초등학교병설유치원,유치원,남동구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,104,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-23e886f24f770204,엔젤유치원,유치원,서해구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,서구,available,71,geocoded_observations_only,46,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-245e760a0802fd93,인천백운초등학교병설유치원,유치원,부평구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,82,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-249efd582bc3c17a,인천상정초등학교병설유치원,유치원,부평구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,84,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-251be2946e3f2e1e,꿈동산유치원,유치원,연수구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,연수구,available,89,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-25824987347b89df,바다유치원,유치원,서해구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,서구,available,64,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-25a0b873b3438607,행복한유치원,유치원,남동구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,53,geocoded_observations_only,48,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-262e10d1e210408c,인천검암유치원,유치원,서해구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,서구,available,43,geocoded_observations_only,46,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-266ed741dd996b8d,산울림유치원,유치원,검단구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,서구,available,35,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,missing_age_observations,missing_age_observations,no_records,,no_records,,no_records,,no_records,
KLOCAL-278a27da1c51475e,인천송원초등학교병설유치원,유치원,연수구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,연수구,available,45,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-287edcd5656c8d18,큰사랑유치원,유치원,검단구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,서구,available,67,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-28e51f0551b2fcfd,하늘땅유치원,유치원,연수구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,연수구,available,78,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-28e854d271c0e8e1,인천간석초등학교병설유치원,유치원,남동구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,103,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-28fe79464ba28534,예림유치원,유치원,계양구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,90,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-2a7e08fead8ef96b,이바유치원,유치원,부평구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,92,geocoded_observations_only,42,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
