학교ID,학교명,year,students,special_class_students,source_url,reference_period
KLOCAL-334e28e4065f3ab6,강화초등학교병설유치원,2017,27,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-c17af5dbcc9e77c7,교동초등학교병설유치원,2017,10,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-3d4efef0184d0107,교동초등학교지석분교장병설유치원,2017,4,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-cc0d807663faa10f,난정초등학교병설유치원,2017,9,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-3c356c0a84207416,내가초등학교병설유치원,2017,16,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-f32b3f18c3c6667b,대월초등학교병설유치원,2017,15,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-51c6dc17a37cef2b,마니산유치원,2017,94,9,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-7463c2756c15c1d3,명신초등학교병설유치원,2017,6,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-a286fe75086d2d64,삼산초등학교병설유치원,2017,5,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-68fe2fb973df07e8,서도초등학교병설유치원,2017,7,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-5af4890425fbff3c,선원초등학교병설유치원,2017,51,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-08917b6afd819029,송해초등학교병설유치원,2017,8,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-a7c30c387636e4fd,양사초등학교병설유치원,2017,5,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-54a88136cf70c698,잠두유치원,2017,50,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-674ef65b6f0d148e,코끼리유치원,2017,89,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-67f73dfaccf6c54c,하점초등학교병설유치원,2017,7,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-edc78a00d15f9048,합일초등학교병설유치원,2017,14,3,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-2139f45193aa0f61,해명초등학교병설유치원,2017,8,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-eb061546857b8dda,건영유치원,2017,219,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-c6610ec9715bd715,관교유치원,2017,97,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-974da5ec0dd22c2e,국현유치원,2017,203,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-5d9f2a6b9a4b2843,그림나라유치원,2017,138,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-41f63dbead90187b,금호유치원,2017,139,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-58a55d858149cfe9,노벨유치원,2017,80,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-0cd7ba2a12988285,다솜유치원,2017,151,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-11084f843babf1c9,대청초등학교병설유치원,2017,12,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-672f25c7875a43e6,덕적초등학교병설유치원,2017,7,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-aaf9709671edf7be,도담유치원,2017,34,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-10421b7c8f5899de,동원유치원,2017,158,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-0bbc0fac855a7b3e,뒤나미스유치원,2017,269,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-e07f49c66f43976c,리틀하버드유치원,2017,23,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-590c99bb86999b08,무지개유치원,2017,179,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-b2ef58c299ec5904,미주유치원,2017,200,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-85120f2449c7bce0,밀알유치원,2017,116,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-026d832c691d3ca0,박문유치원,2017,143,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-f53bd21b5a623669,반디유치원,2017,142,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-82eb89aae72bf48f,백령성모유치원,2017,35,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-732d38dc718e907c,부광유치원,2017,181,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-449fffc16f64b212,북포초등학교병설유치원,2017,18,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-33bfc1608850fe4f,산새소리유치원,2017,56,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-95018410bf5fd937,성바오로유치원,2017,133,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-70a3bf4262c4bc52,세종유치원,2017,85,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-a5e3ec0a43d4f841,소라유치원,2017,237,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-77ee1fd2c433efee,소명유치원,2017,141,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-50565bd642260910,솔빛유치원,2017,168,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-fe0db0fed48025b0,솔샘유치원,2017,149,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-7e04553d125db319,송현유치원,2017,133,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-7f4baf8d3ec9cb63,숭의유치원,2017,93,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-f62067ae1c1de696,신동아유치원,2017,35,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-1dcb5b73dd15046b,연평초등학교병설유치원,2017,18,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-f57b640f7d2b17de,연흥유치원,2017,118,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-a7594966a338574e,영종유치원,2017,265,13,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-45fd24312e405c2b,영흥초등학교병설유치원,2017,15,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-00df819b46080269,예원유치원,2017,47,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-66a6f76a70617813,용화유치원,2017,171,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-0fea88de34bd253a,유원유치원,2017,58,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-1f62e882633af92e,은별유치원,2017,79,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-db7e3deb88dd632a,은아유치원,2017,301,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-68a935d078b42a3a,이레유치원,2017,171,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-d943654a91207e8e,이튼유치원,2017,160,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-e84b45bc48e038b0,이화유치원,2017,92,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-85f5756001b304e3,인천경원초등학교병설유치원,2017,53,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-c7b1ac02486e877e,인천공항유치원,2017,124,5,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-bf23f2ab98fbb26d,인천공항초등학교신도분교장병설유치원,2017,10,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-7c23e3e4581c56be,인천대화초등학교병설유치원,2017,42,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-d937eda4414c29ee,인천도화초등학교병설유치원,2017,51,5,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-f029b3c36cc10f46,인천만석초등학교병설유치원,2017,58,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-9d0fbf322e58c053,인천문학초등학교병설유치원,2017,20,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-9a6e8bc74511dd0d,인천삼목초등학교장봉분교장병설유치원,2017,5,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-4738008fa5ece47e,인천서림초등학교병설유치원,2017,53,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-cc95b8a776d508d8,인천서화초등학교병설유치원,2017,30,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-380ee7c054fafc91,인천서흥초등학교병설유치원,2017,49,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-46db3a7a96da1ce6,인천송림초등학교병설유치원,2017,42,1,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-951ec0e0cd988c8e,인천송월초등학교병설유치원,2017,15,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-73ccc783a23f0675,인천송현초등학교병설유치원,2017,42,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-b12b61fbba266e2a,인천숭의초등학교병설유치원,2017,28,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-8ba02afc753343e4,인천신선초등학교병설유치원,2017,52,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-1ddb144d8df27d87,인천영종초등학교병설유치원,2017,99,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-f49918d712180a3b,인천용유초등학교병설유치원,2017,20,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-dbac808d955ed351,인천용일초등학교병설유치원,2017,53,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-835ca4886f808119,인천용정초등학교병설유치원,2017,20,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-72edaafd1436ee88,인천용학초등학교병설유치원,2017,124,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-03906654ce1dfdb4,인천용현남초등학교자월분교장병설유치원,2017,2,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-d8fda0594f1bd61a,인천유치원,2017,84,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-331748ca3b141540,인천인주초등학교병설유치원,2017,28,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-34cd4a3c1e5df434,인천창영초등학교병설유치원,2017,16,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-3caa8d6f764b16f7,인천하늘초등학교병설유치원,2017,70,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-78df8739d8df4799,인천학익초등학교병설유치원,2017,53,3,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-89a34f512aff0b8a,자유유치원,2017,140,36,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-7f0082a29bbc1873,재능대학교부속유치원,2017,197,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-b3e79d50babb2a89,지영유치원,2017,102,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-d635964a0d09b53d,진촌유치원,2017,24,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-860b4fda06d66205,진흥유치원,2017,115,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-59488b5f10bd36dd,참빛유치원,2017,103,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-a33ff6a4ff454116,청파유치원,2017,118,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-d3da11d9e1f412b4,초롱유치원,2017,130,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-72698116ed206e92,프라임건영유치원,2017,95,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-bfbf6ed15649f16b,하늘유치원,2017,62,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-5ef1a9f30587f281,한빛유치원,2017,131,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-5291bdaab4f312eb,한울유치원,2017,148,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-d55991545b9ca28f,해님나라유치원,2017,132,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-449480036ac79522,해승유치원,2017,96,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-d0c67b00714a002e,간석유치원,2017,72,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-3a978356c1843ba3,경희유치원,2017,235,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-29f5f5d74751a178,근혜유치원,2017,151,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-5369696c6d615b3e,글로벌나래유치원,2017,229,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-fe703725d8c5c670,글로벌레인보우유치원,2017,500,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-bfd71f3d423988a5,기암유치원,2017,173,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-610577971bdb7e92,꿈꾸는유치원,2017,23,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-251be2946e3f2e1e,꿈동산유치원,2017,177,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-8178a2810111b4ae,꿈의보람유치원,2017,70,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-523238aa4d216e5d,남동리라유치원,2017,34,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-75d0fa4c757e5562,남양유치원,2017,31,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-033a97f22a8d5674,논현유치원,2017,124,10,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-d5c54935ca8ff71b,다샘유치원,2017,61,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-b71f83339bbf6c7f,다슬기유치원,2017,77,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-eb92e3c1aa814a5f,도람유치원,2017,21,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-6daf1b262c32a08c,동심유치원,2017,292,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-63399426933f9ae4,동화나라유치원,2017,109,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-f00d9d321a9f4277,딩동댕유치원,2017,235,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-7d56576ef0a5400e,무지개유치원,2017,95,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-65f18e0f28637028,미상지유치원,2017,136,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-c4161023af71f7b8,미예뜰유치원,2017,181,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-fd52787ce68b9cc4,바다의별유치원,2017,139,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-4db1d0730f341b82,반디유치원,2017,187,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-4a0dd0e09f7c170a,복자유치원,2017,301,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-a13484cce102c7ad,부광예능유치원,2017,77,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-8623b37927321be0,부광유치원,2017,104,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-7e915f13c355f440,브레인유치원,2017,250,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-12d27bc6e1660e9d,사랑유치원,2017,129,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-100df6af0fea38c9,삼성유치원,2017,120,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-636dd7114ca68810,상인천유치원,2017,52,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-6676c2bcefece192,새싹유치원,2017,112,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-107a8c06c18f2a60,새예지유치원,2017,160,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-43f7ad8ac4fd97b4,새인예유치원,2017,70,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-f79433e81215e45b,새하늘유치원,2017,38,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-ee92f238c00ca8b5,샤인유치원,2017,229,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-c8f9db70f7f75291,선미유치원,2017,62,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-44786c27116da614,성광유치원,2017,129,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-67e0c5eb116913d6,소담숲유치원,2017,139,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-e47e237956c9037b,송도국제유치원,2017,484,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-4d24c45e629f00af,수피아유치원,2017,117,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-21a7223db4562e0a,순복음유치원,2017,132,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-fd832db87ee2afb4,숲속의유치원,2017,148,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-f591f4da9fb6832b,신도유치원,2017,76,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-369a4964372d4b20,신명유치원,2017,50,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-c8f2705298b07183,아름솔유치원,2017,147,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-ff3c969cd7af6837,아삽유치원,2017,71,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-1375cec9fea0c803,아이웰유치원,2017,63,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-2c8aa292f224503d,아이큰별유치원,2017,101,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-34fbb34c9c9f34c7,에듀피아유치원,2017,272,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-e436b88a780add2c,에이스화인유치원,2017,392,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-3ab60969c7103ea6,엔젤유치원,2017,31,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-f9f166dfa9308d05,엘림유치원,2017,166,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-778bc903de10783e,연수유치원,2017,130,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-e939c200a4db1777,영보유치원,2017,185,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-117cde7db840a10e,예다원유치원,2017,262,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-a6c49aeb58916263,예지유치원,2017,111,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-d9ad116e2003fd1e,예진유치원,2017,91,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-a73becd81df8c04e,온누리비전유치원,2017,98,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-2b73eb96ef811bfa,유석화유치원,2017,163,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-a23bf1cd467fa082,이삭예능유치원,2017,67,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-6cc247e473a0dd94,인보유치원,2017,70,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-28e854d271c0e8e1,인천간석초등학교병설유치원,2017,21,4,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-bb78c900eca43f09,인천고잔유치원,2017,124,10,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-34f51f462724b79d,인천고잔초등학교병설유치원,2017,76,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-90f24a9a996ac511,인천구월서초등학교병설유치원,2017,28,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-c3820bd9125fc45b,인천구월유치원,2017,213,15,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-f7865938c34c572d,인천남촌초등학교병설유치원,2017,22,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-fc233c4e719c1c84,인천논곡초등학교병설유치원,2017,24,5,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-394d164ed7bec392,인천도림초등학교병설유치원,2017,51,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-c450a0dccff7fa8a,인천동방초등학교병설유치원,2017,67,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-d0880bc91ea3a11c,인천동부초등학교병설유치원,2017,17,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-32d3ae6b63e1b618,인천동춘초등학교병설유치원,2017,53,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-ef25cce87a4a5a4a,인천만월초등학교병설유치원,2017,70,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-7cd8621a409ee80e,인천먼우금초등학교병설유치원,2017,67,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-9e1ecde17b4153f9,인천명선초등학교병설유치원,2017,76,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-b77a1bafb9d14dde,인천사리울초등학교병설유치원,2017,73,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-fda225ae2869cf69,인천상아초등학교병설유치원,2017,81,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-a13112ed33df123c,인천서창초등학교병설유치원,2017,53,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-7b02766e15ef5760,인천성리초등학교병설유치원,2017,26,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-10682fedb5eb5c47,인천소래초등학교병설유치원,2017,71,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-4eab697aec7ffe81,인천송명초등학교병설유치원,2017,81,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-278a27da1c51475e,인천송원초등학교병설유치원,2017,71,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-c0b666f4a95885af,인천송일초등학교병설유치원,2017,108,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-f9615dc5f6bb8ee0,인천신송초등학교병설유치원,2017,106,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-217d5f1aa8131427,인천신월초등학교병설유치원,2017,53,5,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-1519f421f42d9d8a,인천신정초등학교병설유치원,2017,81,5,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-7d6ec0482027aa78,인천예송유치원,2017,275,14,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-c71d186619793815,인천원동초등학교병설유치원,2017,81,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-96cfe3734dfe7f6f,인천인동초등학교병설유치원,2017,56,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-f2b56eb375536aa8,인천장도초등학교병설유치원,2017,79,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-6f2e5971d64c0765,인천장서초등학교병설유치원,2017,116,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-1cba793eaad3af21,인천장수초등학교병설유치원,2017,71,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-0d94659e002bb7af,인천정각초등학교병설유치원,2017,106,5,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-abb50af7d2260f86,인천주원초등학교병설유치원,2017,39,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-61114cb3327df41f,인천첨단초등학교병설유치원,2017,124,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-8e56ade33984c867,인천축현초등학교병설유치원,2017,53,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-dc5e4c9a4f7a45e8,인천한빛초등학교병설유치원,2017,99,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-18b3e8f4c6c007f3,인천해송초등학교병설유치원,2017,73,5,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-a243e71bda61eb84,자연발도르프유치원,2017,132,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-d2edb512eb6beab0,자연아이유치원,2017,68,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-5797361de35b1d37,작은꽃예능유치원,2017,126,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-89210c1d0d118cbb,제니스유치원,2017,243,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-d1f974afc89b04e4,조은유치원,2017,47,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-118ab21d4295eddf,진명유치원,2017,80,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-5f898a9cc2711bd4,참아름유치원,2017,188,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-2b07c33dd5f30eca,참조은유치원,2017,155,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-ae41e29b3e0ee2d0,청담숲유치원,2017,64,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
KLOCAL-cb0f3434a75d79da,청송유치원,2017,221,0,https://e-childschoolinfo.moe.go.kr/,2017년 1차 공시
