학교ID,학교명,year,students,special_class_students,source_url,reference_period
KLOCAL-960ae6297334b559,청라새싹유치원,2020,298,0,https://e-childschoolinfo.moe.go.kr/,2020년 1차 공시
KLOCAL-9c3128f86f9e804f,청라유치원,2020,189,11,https://e-childschoolinfo.moe.go.kr/,2020년 1차 공시
KLOCAL-287edcd5656c8d18,큰사랑유치원,2020,186,0,https://e-childschoolinfo.moe.go.kr/,2020년 1차 공시
KLOCAL-8550dfd9204474b8,프라임청라유치원,2020,290,0,https://e-childschoolinfo.moe.go.kr/,2020년 1차 공시
KLOCAL-6ea342592d10ee06,한샘유치원,2020,125,0,https://e-childschoolinfo.moe.go.kr/,2020년 1차 공시
KLOCAL-3c0aa6a5169882ee,한울유치원,2020,151,0,https://e-childschoolinfo.moe.go.kr/,2020년 1차 공시
KLOCAL-1f328ba143036bf8,해나라유치원,2020,259,0,https://e-childschoolinfo.moe.go.kr/,2020년 1차 공시
KLOCAL-ca7704409b2eeaf2,희망찬유치원,2020,78,0,https://e-childschoolinfo.moe.go.kr/,2020년 1차 공시
KLOCAL-cc7903a205c47f13,갑룡초등학교병설유치원,2021,50,3,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-dd6dbb2a34c3a048,강화유치원,2021,34,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-334e28e4065f3ab6,강화초등학교병설유치원,2021,15,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-c17af5dbcc9e77c7,교동초등학교병설유치원,2021,4,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-3c356c0a84207416,내가초등학교병설유치원,2021,10,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-f32b3f18c3c6667b,대월초등학교병설유치원,2021,13,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-51c6dc17a37cef2b,마니산유치원,2021,63,10,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-7463c2756c15c1d3,명신초등학교병설유치원,2021,4,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-a286fe75086d2d64,삼산초등학교병설유치원,2021,6,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-68fe2fb973df07e8,서도초등학교병설유치원,2021,3,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-5af4890425fbff3c,선원초등학교병설유치원,2021,31,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-08917b6afd819029,송해초등학교병설유치원,2021,8,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-a7c30c387636e4fd,양사초등학교병설유치원,2021,9,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-54a88136cf70c698,잠두유치원,2021,49,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-674ef65b6f0d148e,코끼리유치원,2021,93,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-67f73dfaccf6c54c,하점초등학교병설유치원,2021,8,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-edc78a00d15f9048,합일초등학교병설유치원,2021,9,4,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-2139f45193aa0f61,해명초등학교병설유치원,2021,12,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-eb061546857b8dda,건영유치원,2021,206,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-974da5ec0dd22c2e,국현유치원,2021,134,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-5d9f2a6b9a4b2843,그림나라유치원,2021,114,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-41f63dbead90187b,금호유치원,2021,140,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-58a55d858149cfe9,노벨유치원,2021,69,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-0cd7ba2a12988285,다솜유치원,2021,40,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-11084f843babf1c9,대청초등학교병설유치원,2021,7,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-10421b7c8f5899de,동원유치원,2021,178,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-0bbc0fac855a7b3e,뒤나미스유치원,2021,358,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-e07f49c66f43976c,리틀하버드유치원,2021,15,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-590c99bb86999b08,무지개유치원,2021,137,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-b2ef58c299ec5904,미주유치원,2021,185,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-85120f2449c7bce0,밀알유치원,2021,213,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-026d832c691d3ca0,박문유치원,2021,138,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-f53bd21b5a623669,반디유치원,2021,141,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-82eb89aae72bf48f,백령성모유치원,2021,27,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-449fffc16f64b212,북포초등학교병설유치원,2021,19,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-33bfc1608850fe4f,산새소리유치원,2021,28,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-95018410bf5fd937,성바오로유치원,2021,149,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-70a3bf4262c4bc52,세종유치원,2021,73,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-a5e3ec0a43d4f841,소라유치원,2021,189,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-77ee1fd2c433efee,소명유치원,2021,132,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-50565bd642260910,솔빛유치원,2021,162,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-fe0db0fed48025b0,솔샘유치원,2021,144,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-7e04553d125db319,송현유치원,2021,122,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-7f4baf8d3ec9cb63,숭의유치원,2021,81,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-f62067ae1c1de696,신동아유치원,2021,34,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-1dcb5b73dd15046b,연평초등학교병설유치원,2021,13,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-f57b640f7d2b17de,연흥유치원,2021,72,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-a7594966a338574e,영종유치원,2021,245,12,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-45fd24312e405c2b,영흥초등학교병설유치원,2021,8,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-00df819b46080269,예원유치원,2021,25,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-66a6f76a70617813,용화유치원,2021,148,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-0fea88de34bd253a,유원유치원,2021,93,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-d943654a91207e8e,이튼유치원,2021,231,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-e84b45bc48e038b0,이화유치원,2021,33,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-85f5756001b304e3,인천경원초등학교병설유치원,2021,49,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-c7b1ac02486e877e,인천공항유치원,2021,87,4,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-bf23f2ab98fbb26d,인천공항초등학교신도분교장병설유치원,2021,7,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-7c23e3e4581c56be,인천대화초등학교병설유치원,2021,20,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-d937eda4414c29ee,인천도화초등학교병설유치원,2021,44,4,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-f029b3c36cc10f46,인천만석초등학교병설유치원,2021,22,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-9d0fbf322e58c053,인천문학초등학교병설유치원,2021,12,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-6a49f1cfda01f663,인천별빛초등학교병설유치원,2021,86,4,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-9a6e8bc74511dd0d,인천삼목초등학교장봉분교장병설유치원,2021,3,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-4738008fa5ece47e,인천서림초등학교병설유치원,2021,34,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-cc95b8a776d508d8,인천서화초등학교병설유치원,2021,61,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-380ee7c054fafc91,인천서흥초등학교병설유치원,2021,29,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-46db3a7a96da1ce6,인천송림초등학교병설유치원,2021,17,4,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-951ec0e0cd988c8e,인천송월초등학교병설유치원,2021,3,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-73ccc783a23f0675,인천송현초등학교병설유치원,2021,21,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-b12b61fbba266e2a,인천숭의초등학교병설유치원,2021,26,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-8ba02afc753343e4,인천신선초등학교병설유치원,2021,33,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-2f2ce39905da65f8,인천신흥초등학교병설유치원,2021,20,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-74d6accdee6575bd,인천연안초등학교병설유치원,2021,43,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-f1560b9f1d29c37d,인천연학초등학교병설유치원,2021,22,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-1ddb144d8df27d87,인천영종초등학교병설유치원,2021,64,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-f49918d712180a3b,인천용유초등학교병설유치원,2021,9,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-dbac808d955ed351,인천용일초등학교병설유치원,2021,30,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-835ca4886f808119,인천용정초등학교병설유치원,2021,15,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-72edaafd1436ee88,인천용학초등학교병설유치원,2021,109,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-03906654ce1dfdb4,인천용현남초등학교자월분교장병설유치원,2021,5,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-331748ca3b141540,인천인주초등학교병설유치원,2021,10,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-1be9ec6cbd10709a,인천주안초등학교병설유치원,2021,17,3,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-b28bba23e63bc43f,인천중산초등학교병설유치원,2021,108,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-34cd4a3c1e5df434,인천창영초등학교병설유치원,2021,5,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-3caa8d6f764b16f7,인천하늘초등학교병설유치원,2021,56,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-78df8739d8df4799,인천학익초등학교병설유치원,2021,20,4,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-89a34f512aff0b8a,자유유치원,2021,108,33,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-7f0082a29bbc1873,재능대학교부속유치원,2021,203,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-b3e79d50babb2a89,지영유치원,2021,120,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-860b4fda06d66205,진흥유치원,2021,112,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-59488b5f10bd36dd,참빛유치원,2021,105,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-d3da11d9e1f412b4,초롱유치원,2021,72,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-72698116ed206e92,프라임건영유치원,2021,118,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-bfbf6ed15649f16b,하늘유치원,2021,66,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-5ef1a9f30587f281,한빛유치원,2021,133,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-5291bdaab4f312eb,한울유치원,2021,141,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-d55991545b9ca28f,해님나라유치원,2021,172,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-449480036ac79522,해승유치원,2021,75,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-d0c67b00714a002e,간석유치원,2021,43,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-3a978356c1843ba3,경희유치원,2021,200,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-fe703725d8c5c670,글로벌레인보우유치원,2021,566,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-bfd71f3d423988a5,기암유치원,2021,72,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-251be2946e3f2e1e,꿈동산유치원,2021,177,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-8178a2810111b4ae,꿈의보람유치원,2021,51,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-033a97f22a8d5674,논현유치원,2021,97,8,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-d5c54935ca8ff71b,다샘유치원,2021,66,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-b71f83339bbf6c7f,다슬기유치원,2021,64,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-6daf1b262c32a08c,동심유치원,2021,173,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-63399426933f9ae4,동화나라유치원,2021,104,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-f00d9d321a9f4277,딩동댕유치원,2021,206,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-65f18e0f28637028,미상지유치원,2021,140,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-c4161023af71f7b8,미예뜰유치원,2021,142,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-fd52787ce68b9cc4,바다의별유치원,2021,139,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-4db1d0730f341b82,반디유치원,2021,208,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-4a0dd0e09f7c170a,복자유치원,2021,166,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-a13484cce102c7ad,부광예능유치원,2021,82,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-8623b37927321be0,부광유치원,2021,60,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-7e915f13c355f440,브레인유치원,2021,192,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-12d27bc6e1660e9d,사랑유치원,2021,123,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-100df6af0fea38c9,삼성유치원,2021,96,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-6676c2bcefece192,새싹유치원,2021,122,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-107a8c06c18f2a60,새예지유치원,2021,138,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-43f7ad8ac4fd97b4,새인예유치원,2021,53,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-f79433e81215e45b,새하늘유치원,2021,53,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-ee92f238c00ca8b5,샤인유치원,2021,207,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-44786c27116da614,성광유치원,2021,75,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-a1b3d1bb7ec36c47,소나무유치원,2021,97,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-67e0c5eb116913d6,소담숲유치원,2021,145,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-e47e237956c9037b,송도국제유치원,2021,505,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-4d24c45e629f00af,수피아유치원,2021,114,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-fd832db87ee2afb4,숲속의유치원,2021,113,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-f591f4da9fb6832b,신도유치원,2021,44,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-369a4964372d4b20,신명유치원,2021,92,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-c8f2705298b07183,아름솔유치원,2021,149,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-ff3c969cd7af6837,아삽유치원,2021,72,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-1375cec9fea0c803,아이웰유치원,2021,75,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-2c8aa292f224503d,아이큰별유치원,2021,174,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-34fbb34c9c9f34c7,에듀피아유치원,2021,298,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-e436b88a780add2c,에이스화인유치원,2021,384,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-f9f166dfa9308d05,엘림유치원,2021,126,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-778bc903de10783e,연수유치원,2021,89,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-e939c200a4db1777,영보유치원,2021,166,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-117cde7db840a10e,예다원유치원,2021,351,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-a73becd81df8c04e,온누리비전유치원,2021,93,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-2b73eb96ef811bfa,유석화유치원,2021,164,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-41ab9125b086444d,유엔유치원,2021,361,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-6cc247e473a0dd94,인보유치원,2021,70,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-28e854d271c0e8e1,인천간석초등학교병설유치원,2021,44,4,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-bb78c900eca43f09,인천고잔유치원,2021,125,6,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-34f51f462724b79d,인천고잔초등학교병설유치원,2021,75,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-90f24a9a996ac511,인천구월서초등학교병설유치원,2021,9,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-c3820bd9125fc45b,인천구월유치원,2021,175,10,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-f7865938c34c572d,인천남촌초등학교병설유치원,2021,2,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-fc233c4e719c1c84,인천논곡초등학교병설유치원,2021,14,2,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-394d164ed7bec392,인천도림초등학교병설유치원,2021,27,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-c450a0dccff7fa8a,인천동방초등학교병설유치원,2021,34,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-d0880bc91ea3a11c,인천동부초등학교병설유치원,2021,10,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-32d3ae6b63e1b618,인천동춘초등학교병설유치원,2021,32,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-f03b39efeda7c1e2,인천만수초등학교병설유치원,2021,30,4,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-ef25cce87a4a5a4a,인천만월초등학교병설유치원,2021,58,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-7cd8621a409ee80e,인천먼우금초등학교병설유치원,2021,52,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-9e1ecde17b4153f9,인천명선초등학교병설유치원,2021,57,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-5a6e8949c07c2398,인천미송초등학교병설유치원,2021,116,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-b77a1bafb9d14dde,인천사리울초등학교병설유치원,2021,56,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-fda225ae2869cf69,인천상아초등학교병설유치원,2021,66,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-a6f87c22e938f04d,인천새봄초등학교병설유치원,2021,64,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-a13112ed33df123c,인천서창초등학교병설유치원,2021,45,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-7b02766e15ef5760,인천성리초등학교병설유치원,2021,6,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-10682fedb5eb5c47,인천소래초등학교병설유치원,2021,64,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-edd263eb4f557278,인천송담초등학교병설유치원,2021,89,3,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-a30030402106c616,인천송도꿈유치원,2021,390,11,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-4eab697aec7ffe81,인천송명초등학교병설유치원,2021,75,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-278a27da1c51475e,인천송원초등학교병설유치원,2021,65,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-c0b666f4a95885af,인천송일초등학교병설유치원,2021,90,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-f9615dc5f6bb8ee0,인천신송초등학교병설유치원,2021,71,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-217d5f1aa8131427,인천신월초등학교병설유치원,2021,13,4,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-1519f421f42d9d8a,인천신정초등학교병설유치원,2021,59,3,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-7d6ec0482027aa78,인천예송유치원,2021,252,12,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-e6f561eea690e9ea,인천예송초등학교병설유치원,2021,87,4,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-c71d186619793815,인천원동초등학교병설유치원,2021,66,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-b97d990836849b04,인천은송초등학교병설유치원,2021,89,4,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-96cfe3734dfe7f6f,인천인동초등학교병설유치원,2021,40,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-f2b56eb375536aa8,인천장도초등학교병설유치원,2021,39,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-6f2e5971d64c0765,인천장서초등학교병설유치원,2021,100,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-1cba793eaad3af21,인천장수초등학교병설유치원,2021,25,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-439127f6b925d297,인천장아초등학교병설유치원,2021,59,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-0d94659e002bb7af,인천정각초등학교병설유치원,2021,81,4,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-abb50af7d2260f86,인천주원초등학교병설유치원,2021,25,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-61114cb3327df41f,인천첨단초등학교병설유치원,2021,113,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-bf2a1d84ff1f0be4,인천청학초등학교병설유치원,2021,23,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-8e56ade33984c867,인천축현초등학교병설유치원,2021,36,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-dc5e4c9a4f7a45e8,인천한빛초등학교병설유치원,2021,85,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-18b3e8f4c6c007f3,인천해송초등학교병설유치원,2021,58,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-10995438901baf02,인천현송초등학교병설유치원,2021,71,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-a243e71bda61eb84,자연발도르프유치원,2021,134,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-5797361de35b1d37,작은꽃예능유치원,2021,112,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-89210c1d0d118cbb,제니스유치원,2021,301,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-d1f974afc89b04e4,조은유치원,2021,45,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-5f898a9cc2711bd4,참아름유치원,2021,165,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-2b07c33dd5f30eca,참조은유치원,2021,155,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
KLOCAL-ae41e29b3e0ee2d0,청담숲유치원,2021,84,0,https://e-childschoolinfo.moe.go.kr/,2021년 1차 공시
