school_name,school_level,designation_type,program_name,year,source_url,source_file,source_published_date,retrieved_at,financial_support_amount,verification_status,designation_start_date,designation_end_date,period_basis,note
인천굴포초등학교,초등학교,특색있는 교육과정 (2호),자율학교,2026,https://www.ice.go.kr/ice/na/ntt/selectNttInfo.do?nttSn=3367080&bbsId=610&mi=11841,ice_autonomous_school_2026_designation.converted.hwpx,2026-04-07,2026-09-07,,official_roster,2026-03-01,2031-02-28,official_period,지정기간 2026.3.1.~2031.2.28.(5년)
인천금마초등학교,초등학교,특색있는 교육과정 (2호),자율학교,2026,https://www.ice.go.kr/ice/na/ntt/selectNttInfo.do?nttSn=3367080&bbsId=610&mi=11841,ice_autonomous_school_2026_designation.converted.hwpx,2026-04-07,2026-09-07,,official_roster,2026-03-01,2031-02-28,official_period,지정기간 2026.3.1.~2031.2.28.(5년)
인천산곡초등학교,초등학교,특색있는 교육과정 (2호),자율학교,2026,https://www.ice.go.kr/ice/na/ntt/selectNttInfo.do?nttSn=3367080&bbsId=610&mi=11841,ice_autonomous_school_2026_designation.converted.hwpx,2026-04-07,2026-09-07,,official_roster,2026-03-01,2031-02-28,official_period,지정기간 2026.3.1.~2031.2.28.(5년)
인천신검단초등학교,초등학교,특색있는 교육과정 (2호),자율학교,2026,https://www.ice.go.kr/ice/na/ntt/selectNttInfo.do?nttSn=3367080&bbsId=610&mi=11841,ice_autonomous_school_2026_designation.converted.hwpx,2026-04-07,2026-09-07,,official_roster,2026-03-01,2031-02-28,official_period,지정기간 2026.3.1.~2031.2.28.(5년)
인천운남초등학교,초등학교,특색있는 교육과정 (2호),자율학교,2026,https://www.ice.go.kr/ice/na/ntt/selectNttInfo.do?nttSn=3367080&bbsId=610&mi=11841,ice_autonomous_school_2026_designation.converted.hwpx,2026-04-07,2026-09-07,,official_roster,2026-03-01,2031-02-28,official_period,지정기간 2026.3.1.~2031.2.28.(5년)
인천은송초등학교,초등학교,특색있는 교육과정 (2호),자율학교,2026,https://www.ice.go.kr/ice/na/ntt/selectNttInfo.do?nttSn=3367080&bbsId=610&mi=11841,ice_autonomous_school_2026_designation.converted.hwpx,2026-04-07,2026-09-07,,official_roster,2026-03-01,2031-02-28,official_period,지정기간 2026.3.1.~2031.2.28.(5년)
인천청람초등학교,초등학교,특색있는 교육과정 (2호),자율학교,2026,https://www.ice.go.kr/ice/na/ntt/selectNttInfo.do?nttSn=3367080&bbsId=610&mi=11841,ice_autonomous_school_2026_designation.converted.hwpx,2026-04-07,2026-09-07,,official_roster,2026-03-01,2031-02-28,official_period,지정기간 2026.3.1.~2031.2.28.(5년)
인천한길초등학교,초등학교,특색있는 교육과정 (2호),자율학교,2026,https://www.ice.go.kr/ice/na/ntt/selectNttInfo.do?nttSn=3367080&bbsId=610&mi=11841,ice_autonomous_school_2026_designation.converted.hwpx,2026-04-07,2026-09-07,,official_roster,2026-03-01,2031-02-28,official_period,지정기간 2026.3.1.~2031.2.28.(5년)
인천한들초등학교,초등학교,특색있는 교육과정 (2호),자율학교,2026,https://www.ice.go.kr/ice/na/ntt/selectNttInfo.do?nttSn=3367080&bbsId=610&mi=11841,ice_autonomous_school_2026_designation.converted.hwpx,2026-04-07,2026-09-07,,official_roster,2026-03-01,2031-02-28,official_period,지정기간 2026.3.1.~2031.2.28.(5년)
인천해원초등학교,초등학교,특색있는 교육과정 (2호),자율학교,2026,https://www.ice.go.kr/ice/na/ntt/selectNttInfo.do?nttSn=3367080&bbsId=610&mi=11841,ice_autonomous_school_2026_designation.converted.hwpx,2026-04-07,2026-09-07,,official_roster,2026-03-01,2031-02-28,official_period,지정기간 2026.3.1.~2031.2.28.(5년)
인천효성동초등학교,초등학교,특색있는 교육과정 (2호),자율학교,2026,https://www.ice.go.kr/ice/na/ntt/selectNttInfo.do?nttSn=3367080&bbsId=610&mi=11841,ice_autonomous_school_2026_designation.converted.hwpx,2026-04-07,2026-09-07,,official_roster,2026-03-01,2031-02-28,official_period,지정기간 2026.3.1.~2031.2.28.(5년)
북포초등학교,초등학교,특색있는 교육과정 (2호),자율학교,2026,https://www.ice.go.kr/ice/na/ntt/selectNttInfo.do?nttSn=3367080&bbsId=610&mi=11841,ice_autonomous_school_2026_designation.converted.hwpx,2026-04-07,2026-09-07,,official_roster,2026-03-01,2031-02-28,official_period,지정기간 2026.3.1.~2031.2.28.(5년) · 재지정
삼성초등학교,초등학교,특색있는 교육과정 (2호),자율학교,2026,https://www.ice.go.kr/ice/na/ntt/selectNttInfo.do?nttSn=3367080&bbsId=610&mi=11841,ice_autonomous_school_2026_designation.converted.hwpx,2026-04-07,2026-09-07,,official_roster,2026-03-01,2031-02-28,official_period,지정기간 2026.3.1.~2031.2.28.(5년) · 재지정
인천간석초등학교,초등학교,특색있는 교육과정 (2호),자율학교,2026,https://www.ice.go.kr/ice/na/ntt/selectNttInfo.do?nttSn=3367080&bbsId=610&mi=11841,ice_autonomous_school_2026_designation.converted.hwpx,2026-04-07,2026-09-07,,official_roster,2026-03-01,2031-02-28,official_period,지정기간 2026.3.1.~2031.2.28.(5년) · 재지정
인천마장초등학교,초등학교,특색있는 교육과정 (2호),자율학교,2026,https://www.ice.go.kr/ice/na/ntt/selectNttInfo.do?nttSn=3367080&bbsId=610&mi=11841,ice_autonomous_school_2026_designation.converted.hwpx,2026-04-07,2026-09-07,,official_roster,2026-03-01,2031-02-28,official_period,지정기간 2026.3.1.~2031.2.28.(5년) · 재지정
인천부흥초등학교,초등학교,특색있는 교육과정 (2호),자율학교,2026,https://www.ice.go.kr/ice/na/ntt/selectNttInfo.do?nttSn=3367080&bbsId=610&mi=11841,ice_autonomous_school_2026_designation.converted.hwpx,2026-04-07,2026-09-07,,official_roster,2026-03-01,2031-02-28,official_period,지정기간 2026.3.1.~2031.2.28.(5년) · 재지정
인천성지초등학교,초등학교,특색있는 교육과정 (2호),자율학교,2026,https://www.ice.go.kr/ice/na/ntt/selectNttInfo.do?nttSn=3367080&bbsId=610&mi=11841,ice_autonomous_school_2026_designation.converted.hwpx,2026-04-07,2026-09-07,,official_roster,2026-03-01,2031-02-28,official_period,지정기간 2026.3.1.~2031.2.28.(5년) · 재지정
인천송담초등학교,초등학교,특색있는 교육과정 (2호),자율학교,2026,https://www.ice.go.kr/ice/na/ntt/selectNttInfo.do?nttSn=3367080&bbsId=610&mi=11841,ice_autonomous_school_2026_designation.converted.hwpx,2026-04-07,2026-09-07,,official_roster,2026-03-01,2031-02-28,official_period,지정기간 2026.3.1.~2031.2.28.(5년) · 재지정
