source_record_id,source_row,facility_type,facility_name,address,latitude,longitude,coordinate_status,match_reason,matched_address_key,coordinate_matching_record_count,coordinate_unique_point_count,coordinate_max_pairwise_distance_m,coordinate_source_record_ids,coordinate_source,coordinate_source_url,coordinate_source_as_of,source_url,source_as_of,retrieved_at,construction_status,construction_type,permit_date,start_date,approval_date,main_use,site_area_sqm,coordinate_limitations
15029300:1,1,건축행정기록,단독주택,인천광역시 미추홀구 도화동 115-5,37.4700624,126.6670995,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 도화동 115-5,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2025-08-11,2025-08-29,,단독주택,211,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:2,2,건축행정기록,단독주택,인천광역시 미추홀구 용현동 130-38,37.4563720,126.6588958,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 용현동 130-38,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2025-08-04,2025-08-14,,단독주택,122,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:3,3,건축행정기록,제1종근린생활시설,인천광역시 미추홀구 용현동 39-13,37.4489290,126.6646363,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 용현동 39-13,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2025-08-04,2025-08-19,2025-09-10,제1종근린생활시설,165.1,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:4,4,건축행정기록,제1종근린생활시설,인천광역시 미추홀구 숭의동 37-19,37.4631818,126.6559008,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 숭의동 37-19,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2025-08-04,2025-08-19,2025-09-10,제1종근린생활시설,116,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:5,5,건축행정기록,단독주택,인천광역시 미추홀구 주안동 1569-26,37.4488147,126.6925155,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 주안동 1569-26,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2025-07-24,2025-07-28,,단독주택,140.3,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:6,6,건축행정기록,단독주택,인천광역시 미추홀구 주안동 1417-26,37.4529590,126.6729730,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 주안동 1417-26,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,대수선,2025-07-07,2025-07-30,,단독주택,90.9,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:7,7,건축행정기록,종교시설,인천광역시 미추홀구 도화동 도화구역 8블록 10로트,,,unresolved,address_not_parcel_or_road_notation,,0,0,,,kakao_local_api:unresolved,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2025-06-20,2025-07-08,,종교시설,792.6,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:8,8,건축행정기록,제2종근린생활시설,인천광역시 미추홀구 주안동 24-4,37.4666743,126.6801262,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 주안동 24-4,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2025-06-13,2025-07-01,,제2종근린생활시설,221.8,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:9,9,건축행정기록,의료시설,인천광역시 미추홀구 주안동 144-2 외2필지,37.4621449,126.6806360,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 주안동 144-2,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2025-05-21,2025-05-26,2025-08-27,의료시설,3213.5,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:10,10,건축행정기록,제2종근린생활시설,인천광역시 미추홀구 주안동 170-4,37.4606408,126.6818212,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 주안동 170-4,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2025-05-13,2025-05-23,2025-08-05,제2종근린생활시설,161.3,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:11,11,건축행정기록,제2종근린생활시설,인천광역시 미추홀구 주안동 1417-24,37.4527263,126.6729488,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 주안동 1417-24,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,대수선,2025-04-24,2025-06-24,,제2종근린생활시설,80.8,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:12,12,건축행정기록,단독주택,인천광역시 미추홀구 주안동 1417-25,37.4528654,126.6729632,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 주안동 1417-25,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,대수선,2025-04-24,2025-06-25,,단독주택,80.7,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:13,13,건축행정기록,운동시설,인천광역시 미추홀구 숭의동 7-171,37.4603872,126.6614877,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 숭의동 7-171,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,대수선,2025-04-23,2025-08-22,,운동시설,9137,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:14,14,건축행정기록,제2종근린생활시설,인천광역시 미추홀구 문학동 352-11 외1필지,37.4376527,126.6777324,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 문학동 352-11,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2025-04-02,2025-04-21,2025-06-16,제2종근린생활시설,281.6,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:15,15,건축행정기록,제1종근린생활시설,인천광역시 미추홀구 숭의동 242-6 외45필지,37.4620121,126.6531830,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 숭의동 242-6,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,신축,2025-02-28,2025-04-08,,제1종근린생활시설,3841,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:16,16,건축행정기록,단독주택,인천광역시 미추홀구 주안동 867-45,37.4443865,126.6729809,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 주안동 867-45,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2025-02-10,2025-02-13,2025-03-18,단독주택,99,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:17,17,건축행정기록,공장,인천광역시 미추홀구 주안동 3-24,37.4729113,126.6812292,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 주안동 3-24,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2025-01-15,2025-01-22,2025-02-13,공장,1785.1,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:18,18,건축행정기록,제2종근린생활시설,인천광역시 미추홀구 용현동 463-41,37.4565946,126.6496197,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 용현동 463-41,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,대수선,2024-12-26,2024-12-31,2025-01-02,제2종근린생활시설,158.7,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:19,19,건축행정기록,제2종근린생활시설,인천광역시 미추홀구 주안동 278-4,37.4631024,126.6777573,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 주안동 278-4,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2024-12-06,2024-12-12,2025-04-21,제2종근린생활시설,259.8,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:20,20,건축행정기록,단독주택,인천광역시 미추홀구 주안동 660-190,37.4581972,126.6633739,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 주안동 660-190,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2024-12-05,2024-12-19,2024-12-24,단독주택,105.5,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:21,21,건축행정기록,제1종근린생활시설,인천광역시 미추홀구 숭의동 244-39,37.4616628,126.6533018,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 숭의동 244-39,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2024-11-22,2024-12-03,2025-02-25,제1종근린생활시설,198,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:22,22,건축행정기록,단독주택,인천광역시 미추홀구 학익동 269-1 외1필지,37.4433833,126.6656228,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 학익동 269-1,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2024-10-23,2024-11-07,,단독주택,661,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:23,23,건축행정기록,제2종근린생활시설,인천광역시 미추홀구 용현동 165-8 외1필지,37.4523535,126.6537136,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 용현동 165-8,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2024-10-23,2024-10-31,2025-02-10,제2종근린생활시설,307.9,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:24,24,건축행정기록,공장,인천광역시 미추홀구 주안동 1385-15,37.4736458,126.6759659,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 주안동 1385-15,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2024-10-11,2024-10-16,2025-02-27,공장,7019,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:25,25,건축행정기록,위험물저장및처리시설,인천광역시 미추홀구 문학동 366-1,37.4384034,126.6815301,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 문학동 366-1,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2024-10-08,2025-06-20,,위험물저장및처리시설,754.6,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:26,26,건축행정기록,창고시설,인천광역시 미추홀구 학익동 575-6,37.4407137,126.6534693,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 학익동 575-6,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,대수선,2024-09-23,2024-10-08,2025-02-03,창고시설,240,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:27,27,건축행정기록,제2종근린생활시설,인천광역시 미추홀구 숭의동 177-12,37.4636775,126.6480802,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 숭의동 177-12,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,신축,2024-08-27,2025-04-25,,제2종근린생활시설,114.2,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:28,28,건축행정기록,제2종근린생활시설,인천광역시 미추홀구 숭의동 244-36,37.4616119,126.6531690,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 숭의동 244-36,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,신축,2024-07-23,2024-10-04,2024-12-06,제2종근린생활시설,199,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:29,29,건축행정기록,제2종근린생활시설,인천광역시 미추홀구 주안동 1482-13,37.4513578,126.6845386,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 주안동 1482-13,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2024-05-20,2024-05-29,2024-06-26,제2종근린생활시설,332.5,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:30,30,건축행정기록,제1종근린생활시설,인천광역시 미추홀구 도화동 458-4,37.4586283,126.6741857,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 도화동 458-4,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2024-04-19,2024-04-25,2024-05-29,제1종근린생활시설,307.78,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:31,31,건축행정기록,제1종근린생활시설,인천광역시 미추홀구 주안동 1593-8 외1필지,37.4589206,126.6946349,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 주안동 1593-8,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2024-04-12,2024-04-23,2024-05-16,제1종근린생활시설,274.9,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:32,32,건축행정기록,제1종근린생활시설,인천광역시 미추홀구 주안동 546-18,37.4540961,126.6768879,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 주안동 546-18,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2024-03-22,2024-03-26,2024-10-28,제1종근린생활시설,147.6,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:33,33,건축행정기록,제2종근린생활시설,인천광역시 미추홀구 주안동 143-3,37.4628649,126.6807850,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 주안동 143-3,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2024-03-05,2024-04-16,2024-07-30,제2종근린생활시설,493.2,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:34,34,건축행정기록,업무시설,인천광역시 미추홀구 주안동 303-11,37.4571339,126.6869374,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 주안동 303-11,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2024-01-18,2024-04-23,2024-05-24,업무시설,152.4,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:35,35,건축행정기록,제2종근린생활시설,인천광역시 미추홀구 숭의동 185-28,37.4617291,126.6490077,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 숭의동 185-28,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,신축,2023-12-13,2024-06-20,,제2종근린생활시설,68,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:36,36,건축행정기록,제2종근린생활시설,인천광역시 미추홀구 주안동 1436-17,37.4484597,126.6756948,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 주안동 1436-17,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2023-11-29,2023-12-05,2024-01-12,제2종근린생활시설,154.2,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:37,37,건축행정기록,제2종근린생활시설,인천광역시 미추홀구 용현동 622-111,37.4536422,126.6386941,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 용현동 622-111,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,신축,2023-11-24,2024-01-23,2024-06-19,제2종근린생활시설,180.5,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:38,38,건축행정기록,제1종근린생활시설,인천광역시 미추홀구 용현동 558-2,37.4568785,126.6418521,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 용현동 558-2,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2023-11-07,2023-11-16,2024-02-27,제1종근린생활시설,264.4,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:39,39,건축행정기록,제2종근린생활시설,인천광역시 미추홀구 주안동 1420-36,37.4490869,126.6742770,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 주안동 1420-36,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,신축,2023-10-31,2023-11-08,2024-02-28,제2종근린생활시설,156.6,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:40,40,건축행정기록,제2종근린생활시설,인천광역시 미추홀구 도화동 377-7,37.4596632,126.6754945,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 도화동 377-7,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2023-10-16,2023-10-19,2024-05-08,제2종근린생활시설,372.6,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:41,41,건축행정기록,단독주택,인천광역시 미추홀구 학익동 269-1,37.4433833,126.6656228,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 학익동 269-1,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2023-09-21,2023-10-06,2024-01-04,단독주택,534,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:42,42,건축행정기록,제2종근린생활시설,인천광역시 미추홀구 도화동 127-80,37.4672452,126.6724616,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 도화동 127-80,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2023-08-30,2023-09-07,2023-09-19,제2종근린생활시설,255.2,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:43,43,건축행정기록,단독주택,인천광역시 미추홀구 관교동 492-8,37.4431640,126.6937989,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 관교동 492-8,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2023-08-24,2023-10-06,2023-11-28,단독주택,194.1,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:44,44,건축행정기록,제1종근린생활시설,인천광역시 미추홀구 용현동 49-16,37.4492116,126.6633042,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 용현동 49-16,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2023-07-19,2023-07-28,2025-09-11,제1종근린생활시설,158.7,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:45,45,건축행정기록,단독주택,인천광역시 미추홀구 주안동 869-9,37.4449609,126.6749477,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 주안동 869-9,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2023-07-19,2023-07-28,2023-09-01,단독주택,200,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:46,46,건축행정기록,제2종근린생활시설,인천광역시 미추홀구 관교동 320-26 외1필지,37.4466766,126.6927943,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 관교동 320-26,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2023-06-22,2023-07-04,2023-09-18,제2종근린생활시설,262.8,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:47,47,건축행정기록,제2종근린생활시설,인천광역시 미추홀구 주안동 736-17,37.4487849,126.6711528,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 주안동 736-17,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2023-05-18,2023-07-21,2025-06-24,제2종근린생활시설,347.9,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:48,48,건축행정기록,제1종근린생활시설,인천광역시 미추홀구 주안동 895-4,37.4607702,126.6948850,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 주안동 895-4,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,증축,2023-04-26,2023-05-25,2023-08-02,제1종근린생활시설,154,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:49,49,건축행정기록,자동차관련시설,인천광역시 미추홀구 숭의동 296-51,37.4588446,126.6466706,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 숭의동 296-51,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,신축,2023-03-22,2023-05-19,2023-09-01,자동차관련시설,98,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:50,50,건축행정기록,공장,인천광역시 미추홀구 도화동 68-3,37.4705087,126.6728786,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 도화동 68-3,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,신축,2023-03-17,2023-04-10,2023-08-18,공장,615.2,"주소 기반 추정 위치, 공사현장 좌표 아님"
15029300:51,51,건축행정기록,공장,인천광역시 미추홀구 도화동 68-18,37.4704020,126.6728781,geocoded_kakao_jibun,kakao_exact_jibun_address_match,인천 미추홀구 도화동 68-18,1,1,0.0,,kakao_local_api:address_jibun,https://dapi.kakao.com/v2/local/search/address.json,2026-09-06,https://www.data.go.kr/data/15029300/fileData.do,2025-09-25,2026-09-06,administrative_record_only_not_confirmed_active,신축,2023-03-17,2023-04-10,2023-08-18,공장,614.4,"주소 기반 추정 위치, 공사현장 좌표 아님"
