grid_id,cx,cy,linked_school_count,forecast_2029,forecast_2031,worst_case_type,avg_green_ratio,avg_playground_count,avg_park_dist_m,land_feasibility_level,priority_score,candidate_rank
CG_00530,126.68242830000042,37.45112889999988,1,1049,1104,2.0,0.324,0.0,60.5,medium,1071.0,245
CG_00567,126.68917830000044,37.44887889999988,1,1049,1104,2.0,0.324,0.0,60.5,medium,1071.0,246
CG_00508,126.68017830000042,37.44662889999989,1,1049,1104,2.0,0.324,0.0,60.5,medium,1071.0,247
CG_00182,126.63967830000036,37.47587889999984,2,1066,1069,2.0,0.0,0.0,320.0,medium,1067.2,248
CG_00943,126.73642830000051,37.545628899999734,2,1062,1058,2.0,0.236,0.0,295.55,medium,1060.4,249
CG_00203,126.64417830000036,37.4016289,1,1042,1015,2.0,0.563,0.0,270.5,medium,1031.1999999999998,250
CG_00202,126.64417830000036,37.3993789,1,1042,1015,2.0,0.563,0.0,270.5,medium,1031.1999999999998,251
CG_00215,126.64642830000037,37.3971289,1,1042,1015,2.0,0.563,0.0,270.5,medium,1031.1999999999998,252
CG_00214,126.64642830000037,37.3948789,1,1042,1015,2.0,0.563,0.0,270.5,medium,1031.1999999999998,253
CG_00229,126.64867830000037,37.3948789,1,1042,1015,2.0,0.563,0.0,270.5,medium,1031.1999999999998,254
CG_00230,126.64867830000037,37.3971289,1,1042,1015,2.0,0.563,0.0,270.5,medium,1031.1999999999998,255
CG_00201,126.64417830000036,37.3971289,1,1042,1015,2.0,0.563,0.0,270.5,medium,1031.1999999999998,256
CG_00200,126.64417830000036,37.3948789,1,1042,1015,2.0,0.563,0.0,270.5,medium,1031.1999999999998,257
CG_00187,126.64192830000036,37.3948789,1,1042,1015,2.0,0.563,0.0,270.5,medium,1031.1999999999998,258
CG_00216,126.64642830000037,37.3993789,1,1042,1015,2.0,0.563,0.0,270.5,medium,1031.1999999999998,259
CG_00292,126.65542830000038,37.460128899999866,2,1009,1061,2.0,0.0,0.0,52.0,medium,1029.8,260
CG_00293,126.65542830000038,37.46237889999986,2,1009,1061,2.0,0.0,0.0,52.0,medium,1029.8,261
CG_00326,126.65992830000039,37.46237889999986,2,1009,1061,2.0,0.0,0.0,52.0,medium,1029.8,262
CG_00272,126.65317830000038,37.46237889999986,2,1009,1061,2.0,0.0,0.0,52.0,medium,1029.8,263
CG_00310,126.65767830000038,37.460128899999866,2,1009,1061,2.0,0.0,0.0,52.0,medium,1029.8,264
CG_00311,126.65767830000038,37.46237889999986,2,1009,1061,2.0,0.0,0.0,52.0,medium,1029.8,265
CG_00602,126.69592830000045,37.47812889999984,1,990,1063,2.0,0.419,0.0,300.0,medium,1019.2,266
CG_00603,126.69592830000045,37.480378899999835,1,990,1063,2.0,0.419,0.0,300.0,medium,1019.2,267
CG_00604,126.69592830000045,37.48262889999983,1,990,1063,2.0,0.419,0.0,300.0,medium,1019.2,268
CG_00630,126.70042830000045,37.47812889999984,1,990,1063,2.0,0.419,0.0,300.0,medium,1019.2,269
CG_00618,126.69817830000045,37.48262889999983,1,990,1063,2.0,0.419,0.0,300.0,medium,1019.2,270
CG_00616,126.69817830000045,37.47812889999984,1,990,1063,2.0,0.419,0.0,300.0,medium,1019.2,271
CG_00631,126.70042830000045,37.480378899999835,1,990,1063,2.0,0.419,0.0,300.0,medium,1019.2,272
CG_00632,126.70042830000045,37.48262889999983,1,990,1063,2.0,0.419,0.0,300.0,medium,1019.2,273
CG_00617,126.69817830000045,37.480378899999835,1,990,1063,2.0,0.419,0.0,300.0,medium,1019.2,274
CG_00648,126.70267830000046,37.480378899999835,1,990,1063,2.0,0.419,0.0,300.0,medium,1019.2,275
CG_00647,126.70267830000046,37.47812889999984,1,990,1063,2.0,0.419,0.0,300.0,medium,1019.2,276
CG_00320,126.65992830000039,37.44887889999988,2,668,691,1.0,0.329,0.0,558.0,high,1015.8000000000001,277
CG_00137,126.63292830000034,37.466878899999855,2,668,647,1.0,0.0,4.5,627.95,high,989.4000000000001,278
CG_00665,126.70492830000046,37.49612889999981,2,949,985,2.0,0.0,0.0,330.0,medium,963.4,279
CG_00676,126.70717830000046,37.49162889999982,2,949,985,2.0,0.0,0.0,330.0,medium,963.4,280
CG_00698,126.70942830000047,37.49612889999981,2,949,985,2.0,0.0,0.0,330.0,medium,963.4,281
CG_00678,126.70717830000046,37.49612889999981,2,949,985,2.0,0.0,0.0,330.0,medium,963.4,282
CG_00677,126.70717830000046,37.493878899999814,2,949,985,2.0,0.0,0.0,330.0,medium,963.4,283
CG_00699,126.70942830000047,37.49837889999981,2,949,985,2.0,0.0,0.0,330.0,medium,963.4,284
CG_00697,126.70942830000047,37.493878899999814,2,949,985,2.0,0.0,0.0,330.0,medium,963.4,285
CG_00664,126.70492830000046,37.493878899999814,2,949,985,2.0,0.0,0.0,330.0,medium,963.4,286
CG_00452,126.67342830000041,37.49837889999981,2,615,611,1.0,0.0,0.0,439.1,high,920.0999999999999,287
CG_00403,126.6689283000004,37.5006288999998,2,615,611,1.0,0.0,0.0,439.1,high,920.0999999999999,288
CG_00402,126.6689283000004,37.49837889999981,2,615,611,1.0,0.0,0.0,439.1,high,920.0999999999999,289
CG_00430,126.6711783000004,37.5006288999998,2,615,611,1.0,0.0,0.0,439.1,high,920.0999999999999,290
CG_00401,126.6689283000004,37.49612889999981,2,615,611,1.0,0.0,0.0,439.1,high,920.0999999999999,291
CG_00428,126.6711783000004,37.49612889999981,2,615,611,1.0,0.0,0.0,439.1,high,920.0999999999999,292
CG_00429,126.6711783000004,37.49837889999981,2,615,611,1.0,0.0,0.0,439.1,high,920.0999999999999,293
CG_00375,126.6666783000004,37.49837889999981,2,615,611,1.0,0.0,0.0,439.1,high,920.0999999999999,294
CG_00167,126.63742830000035,37.473628899999845,2,886,912,2.0,0.157,0.0,237.7,medium,896.4000000000001,295
CG_00955,126.73867830000052,37.532128899999755,1,885,902,2.0,0.0,0.0,437.0,medium,891.8,296
CG_00953,126.73867830000052,37.52762889999976,1,885,902,2.0,0.0,0.0,437.0,medium,891.8,297
CG_00954,126.73867830000052,37.52987889999976,1,885,902,2.0,0.0,0.0,437.0,medium,891.8,298
CG_00952,126.73867830000052,37.525378899999765,1,885,902,2.0,0.0,0.0,437.0,medium,891.8,299
CG_00966,126.74092830000052,37.52987889999976,1,885,902,2.0,0.0,0.0,437.0,medium,891.8,300
CG_00965,126.74092830000052,37.52762889999976,1,885,902,2.0,0.0,0.0,437.0,medium,891.8,301
CG_00938,126.73642830000051,37.532128899999755,1,885,902,2.0,0.0,0.0,437.0,medium,891.8,302
CG_00935,126.73642830000051,37.525378899999765,1,885,902,2.0,0.0,0.0,437.0,medium,891.8,303
CG_00385,126.6666783000004,37.525378899999765,1,897,874,2.0,0.0,1.0,240.0,medium,887.8,304
CG_00384,126.6666783000004,37.52312889999977,1,897,874,2.0,0.0,1.0,240.0,medium,887.8,305
CG_00458,126.67342830000041,37.52087889999977,1,897,874,2.0,0.0,1.0,240.0,medium,887.8,306
CG_00437,126.6711783000004,37.52087889999977,1,897,874,2.0,0.0,1.0,240.0,medium,887.8,307
CG_00411,126.6689283000004,37.525378899999765,1,897,874,2.0,0.0,1.0,240.0,medium,887.8,308
CG_00410,126.6689283000004,37.52312889999977,1,897,874,2.0,0.0,1.0,240.0,medium,887.8,309
CG_00359,126.6644283000004,37.52312889999977,1,897,874,2.0,0.0,1.0,240.0,medium,887.8,310
CG_00438,126.6711783000004,37.52312889999977,1,897,874,2.0,0.0,1.0,240.0,medium,887.8,311
CG_00439,126.6711783000004,37.525378899999765,1,897,874,2.0,0.0,1.0,240.0,medium,887.8,312
CG_00459,126.67342830000041,37.52312889999977,1,897,874,2.0,0.0,1.0,240.0,medium,887.8,313
CG_00507,126.67792830000042,37.52987889999976,1,871,849,2.0,0.0,0.0,65.0,medium,862.2,314
CG_00343,126.66217830000039,37.532128899999755,1,871,849,2.0,0.0,0.0,98.0,medium,862.2,315
CG_00342,126.66217830000039,37.52987889999976,1,871,849,2.0,0.0,0.0,98.0,medium,862.2,316
CG_00504,126.67792830000042,37.52312889999977,1,871,849,2.0,0.0,0.0,65.0,medium,862.2,317
CG_00505,126.67792830000042,37.525378899999765,1,871,849,2.0,0.0,0.0,65.0,medium,862.2,318
CG_00340,126.66217830000039,37.518628899999776,1,871,849,2.0,0.0,0.0,212.0,medium,862.2,319
CG_00341,126.66217830000039,37.52762889999976,1,871,849,2.0,0.0,0.0,98.0,medium,862.2,320
CG_00339,126.66217830000039,37.51637889999978,1,871,849,2.0,0.0,0.0,212.0,medium,862.2,321
CG_00767,126.71617830000048,37.60187889999965,1,871,849,2.0,0.0,0.0,190.0,medium,862.2,322
CG_00387,126.6666783000004,37.52987889999976,1,871,849,2.0,0.0,0.0,98.0,medium,862.2,323
CG_00386,126.6666783000004,37.52762889999976,1,871,849,2.0,0.0,0.0,98.0,medium,862.2,324
CG_00765,126.71617830000048,37.597378899999654,1,871,849,2.0,0.0,0.0,190.0,medium,862.2,325
CG_00766,126.71617830000048,37.59962889999965,1,871,849,2.0,0.0,0.0,190.0,medium,862.2,326
CG_00360,126.6644283000004,37.52762889999976,1,871,849,2.0,0.0,0.0,98.0,medium,862.2,327
CG_00361,126.6644283000004,37.52987889999976,1,871,849,2.0,0.0,0.0,98.0,medium,862.2,328
CG_00357,126.6644283000004,37.518628899999776,1,871,849,2.0,0.0,0.0,212.0,medium,862.2,329
CG_00362,126.6644283000004,37.532128899999755,1,871,849,2.0,0.0,0.0,98.0,medium,862.2,330
CG_00524,126.68017830000042,37.52312889999977,1,871,849,2.0,0.0,0.0,65.0,medium,862.2,331
CG_00525,126.68017830000042,37.525378899999765,1,871,849,2.0,0.0,0.0,65.0,medium,862.2,332
CG_00527,126.68017830000042,37.52987889999976,1,871,849,2.0,0.0,0.0,65.0,medium,862.2,333
CG_00526,126.68017830000042,37.52762889999976,1,871,849,2.0,0.0,0.0,65.0,medium,862.2,334
CG_00388,126.6666783000004,37.532128899999755,1,871,849,2.0,0.0,0.0,98.0,medium,862.2,335
CG_00764,126.71617830000048,37.59512889999966,1,871,849,2.0,0.0,0.0,190.0,medium,862.2,336
CG_00506,126.67792830000042,37.52762889999976,1,871,849,2.0,0.0,0.0,65.0,medium,862.2,337
CG_00329,126.65992830000039,37.52762889999976,1,871,849,2.0,0.0,0.0,98.0,medium,862.2,338
CG_00737,126.71167830000047,37.60187889999965,1,871,849,2.0,0.0,0.0,190.0,medium,862.2,339
CG_00748,126.71392830000048,37.59512889999966,1,871,849,2.0,0.0,0.0,190.0,medium,862.2,340
CG_00330,126.65992830000039,37.52987889999976,1,871,849,2.0,0.0,0.0,98.0,medium,862.2,341
CG_00751,126.71392830000048,37.60187889999965,1,871,849,2.0,0.0,0.0,190.0,medium,862.2,342
CG_00412,126.6689283000004,37.52762889999976,1,871,849,2.0,0.0,0.0,98.0,medium,862.2,343
CG_00413,126.6689283000004,37.52987889999976,1,871,849,2.0,0.0,0.0,98.0,medium,862.2,344
CG_00483,126.67567830000041,37.52987889999976,1,871,849,2.0,0.0,0.0,65.0,medium,862.2,345
CG_00481,126.67567830000041,37.525378899999765,1,871,849,2.0,0.0,0.0,65.0,medium,862.2,346
CG_00461,126.67342830000041,37.52762889999976,1,871,849,2.0,0.0,0.0,65.0,medium,862.2,347
CG_00414,126.6689283000004,37.532128899999755,1,871,849,2.0,0.0,0.0,98.0,medium,862.2,348
CG_00480,126.67567830000041,37.52312889999977,1,871,849,2.0,0.0,0.0,65.0,medium,862.2,349
CG_00460,126.67342830000041,37.525378899999765,1,871,849,2.0,0.0,0.0,65.0,medium,862.2,350
CG_00749,126.71392830000048,37.597378899999654,1,871,849,2.0,0.0,0.0,190.0,medium,862.2,351
CG_00750,126.71392830000048,37.59962889999965,1,871,849,2.0,0.0,0.0,190.0,medium,862.2,352
CG_00482,126.67567830000041,37.52762889999976,1,871,849,2.0,0.0,0.0,65.0,medium,862.2,353
CG_00544,126.68242830000042,37.52762889999976,1,871,849,2.0,0.0,0.0,65.0,medium,862.2,354
CG_00543,126.68242830000042,37.525378899999765,1,871,849,2.0,0.0,0.0,65.0,medium,862.2,355
CG_00802,126.72067830000049,37.54337889999974,2,849,854,2.0,0.464,0.0,206.2,medium,851.0,356
CG_00801,126.72067830000049,37.54112889999974,2,849,854,2.0,0.464,0.0,206.2,medium,851.0,357
CG_00785,126.71842830000048,37.54337889999974,2,849,854,2.0,0.464,0.0,206.2,medium,851.0,358
CG_00784,126.71842830000048,37.54112889999974,2,849,854,2.0,0.464,0.0,206.2,medium,851.0,359
CG_00800,126.72067830000049,37.538878899999744,2,849,854,2.0,0.464,0.0,206.2,medium,851.0,360
CG_00238,126.64867830000037,37.473628899999845,1,555,570,1.0,0.0,0.0,728.0,high,841.5,361
CG_00239,126.64867830000037,37.47587889999984,1,555,570,1.0,0.0,0.0,728.0,high,841.5,362
CG_00223,126.64642830000037,37.47137889999985,1,555,570,1.0,0.0,0.0,728.0,high,841.5,363
CG_00858,126.7274283000005,37.52762889999976,1,814,831,2.0,0.06,0.0,400.0,medium,820.8,364
CG_00878,126.7296783000005,37.525378899999765,1,814,831,2.0,0.06,0.0,400.0,medium,820.8,365
CG_00859,126.7274283000005,37.52987889999976,1,814,831,2.0,0.06,0.0,400.0,medium,820.8,366
CG_00880,126.7296783000005,37.52987889999976,1,814,831,2.0,0.06,0.0,400.0,medium,820.8,367
CG_00881,126.7296783000005,37.532128899999755,1,814,831,2.0,0.06,0.0,400.0,medium,820.8,368
CG_00902,126.7319283000005,37.532128899999755,1,814,831,2.0,0.06,0.0,400.0,medium,820.8,369
CG_00899,126.7319283000005,37.525378899999765,1,814,831,2.0,0.06,0.0,400.0,medium,820.8,370
CG_00879,126.7296783000005,37.52762889999976,1,814,831,2.0,0.06,0.0,400.0,medium,820.8,371
CG_00469,126.67567830000041,37.453378899999876,1,802,844,2.0,0.308,0.0,305.0,medium,818.8,372
CG_00445,126.67342830000041,37.44887889999988,1,802,844,2.0,0.308,0.0,305.0,medium,818.8,373
CG_00447,126.67342830000041,37.453378899999876,1,802,844,2.0,0.308,0.0,305.0,medium,818.8,374
CG_00466,126.67567830000041,37.44662889999989,1,802,844,2.0,0.308,0.0,305.0,medium,818.8,375
CG_00467,126.67567830000041,37.44887889999988,1,802,844,2.0,0.308,0.0,305.0,medium,818.8,376
CG_00491,126.67792830000042,37.453378899999876,1,802,844,2.0,0.308,0.0,305.0,medium,818.8,377
CG_00490,126.67792830000042,37.45112889999988,1,802,844,2.0,0.308,0.0,305.0,medium,818.8,378
CG_00488,126.67792830000042,37.44662889999989,1,802,844,2.0,0.308,0.0,305.0,medium,818.8,379
CG_00489,126.67792830000042,37.44887889999988,1,802,844,2.0,0.308,0.0,305.0,medium,818.8,380
CG_00444,126.67342830000041,37.44662889999989,1,802,844,2.0,0.308,0.0,305.0,medium,818.8,381
CG_00446,126.67342830000041,37.45112889999988,1,802,844,2.0,0.308,0.0,305.0,medium,818.8,382
CG_00468,126.67567830000041,37.45112889999988,1,802,844,2.0,0.308,0.0,305.0,medium,818.8,383
CG_00417,126.6711783000004,37.44887889999988,1,802,844,2.0,0.308,0.0,305.0,medium,818.8,384
CG_00419,126.6711783000004,37.453378899999876,1,802,844,2.0,0.308,0.0,305.0,medium,818.8,385
CG_00418,126.6711783000004,37.45112889999988,1,802,844,2.0,0.308,0.0,305.0,medium,818.8,386
CG_00511,126.68017830000042,37.453378899999876,1,802,844,2.0,0.308,0.0,305.0,medium,818.8,387
CG_00729,126.71167830000047,37.53437889999975,2,803,819,2.0,0.0,0.0,178.0,medium,809.4,388
CG_00831,126.7251783000005,37.48937889999982,1,802,782,2.0,0.0,0.0,399.0,medium,794.0,389
CG_00809,126.72292830000049,37.48487889999983,1,802,782,2.0,0.0,0.0,399.0,medium,794.0,390
CG_00756,126.71617830000048,37.48937889999982,1,802,782,2.0,0.0,0.0,399.0,medium,794.0,391
CG_00770,126.71842830000048,37.487128899999824,1,802,782,2.0,0.0,0.0,399.0,medium,794.0,392
CG_00769,126.71842830000048,37.48487889999983,1,802,782,2.0,0.0,0.0,399.0,medium,794.0,393
CG_00771,126.71842830000048,37.48937889999982,1,802,782,2.0,0.0,0.0,399.0,medium,794.0,394
CG_00790,126.72067830000049,37.487128899999824,1,802,782,2.0,0.0,0.0,399.0,medium,794.0,395
CG_00789,126.72067830000049,37.48487889999983,1,802,782,2.0,0.0,0.0,399.0,medium,794.0,396
CG_00811,126.72292830000049,37.48937889999982,1,802,782,2.0,0.0,0.0,399.0,medium,794.0,397
CG_00757,126.71617830000048,37.49162889999982,1,802,782,2.0,0.0,0.0,399.0,medium,794.0,398
CG_00830,126.7251783000005,37.487128899999824,1,802,782,2.0,0.0,0.0,399.0,medium,794.0,399
CG_00810,126.72292830000049,37.487128899999824,1,802,782,2.0,0.0,0.0,399.0,medium,794.0,400
CG_00755,126.71617830000048,37.487128899999824,1,802,782,2.0,0.0,0.0,399.0,medium,794.0,401
CG_00791,126.72067830000049,37.48937889999982,1,802,782,2.0,0.0,0.0,399.0,medium,794.0,402
CG_00671,126.70492830000046,37.58612889999967,2,802,780,2.0,0.0,0.0,170.5,medium,793.2,403
CG_00670,126.70492830000046,37.583878899999675,2,802,780,2.0,0.0,0.0,170.5,medium,793.2,404
CG_00144,126.63517830000035,37.3836289,1,797,777,2.0,0.405,0.0,114.0,medium,789.0,405
CG_00157,126.63742830000035,37.3836289,1,797,777,2.0,0.405,0.0,114.0,medium,789.0,406
CG_00114,126.63067830000034,37.3836289,1,797,777,2.0,0.405,0.0,114.0,medium,789.0,407
CG_00113,126.63067830000034,37.3813789,1,797,777,2.0,0.405,0.0,114.0,medium,789.0,408
CG_00145,126.63517830000035,37.3858789,1,797,777,2.0,0.405,0.0,114.0,medium,789.0,409
CG_00143,126.63517830000035,37.3813789,1,797,777,2.0,0.405,0.0,114.0,medium,789.0,410
CG_00158,126.63742830000035,37.3858789,1,797,777,2.0,0.405,0.0,114.0,medium,789.0,411
CG_00129,126.63292830000034,37.3836289,1,797,777,2.0,0.405,0.0,114.0,medium,789.0,412
CG_00128,126.63292830000034,37.3813789,1,797,777,2.0,0.405,0.0,114.0,medium,789.0,413
CG_00924,126.73417830000051,37.54112889999974,1,765,745,2.0,0.662,0.0,496.0,medium,757.0,414
CG_00941,126.73642830000051,37.54112889999974,1,765,745,2.0,0.662,0.0,496.0,medium,757.0,415
CG_00921,126.73417830000051,37.53437889999975,1,765,745,2.0,0.605,0.0,327.0,medium,757.0,416
CG_00882,126.7296783000005,37.53437889999975,1,765,745,2.0,0.605,0.0,327.0,medium,757.0,417
CG_00940,126.73642830000051,37.538878899999744,1,765,745,2.0,0.605,0.0,327.0,medium,757.0,418
CG_00883,126.7296783000005,37.53662889999975,1,765,745,2.0,0.605,0.0,327.0,medium,757.0,419
CG_00860,126.7274283000005,37.53662889999975,1,765,745,2.0,0.605,0.0,327.0,medium,757.0,420
CG_00939,126.73642830000051,37.53662889999975,1,765,745,2.0,0.605,0.0,327.0,medium,757.0,421
CG_00922,126.73417830000051,37.53662889999975,1,765,745,2.0,0.605,0.0,327.0,medium,757.0,422
CG_00885,126.7296783000005,37.54112889999974,1,765,745,2.0,0.662,0.0,496.0,medium,757.0,423
CG_00903,126.7319283000005,37.53437889999975,1,765,745,2.0,0.605,0.0,327.0,medium,757.0,424
CG_00904,126.7319283000005,37.53662889999975,1,765,745,2.0,0.605,0.0,327.0,medium,757.0,425
CG_00660,126.70492830000046,37.45562889999987,1,733,768,2.0,0.387,0.0,180.0,medium,747.0,426
CG_00673,126.70717830000046,37.45562889999987,1,733,768,2.0,0.387,0.0,180.0,medium,747.0,427
CG_00008,126.5474283000002,37.487128899999824,1,496,473,1.0,0.0,5.0,544.0,high,730.1999999999999,428
CG_00011,126.54967830000021,37.487128899999824,1,496,473,1.0,0.0,5.0,544.0,high,730.1999999999999,429
CG_00013,126.54967830000021,37.49162889999982,1,496,473,1.0,0.0,5.0,544.0,high,730.1999999999999,430
CG_00010,126.5474283000002,37.49162889999982,1,496,473,1.0,0.0,5.0,544.0,high,730.1999999999999,431
CG_00009,126.5474283000002,37.48937889999982,1,496,473,1.0,0.0,5.0,544.0,high,730.1999999999999,432
CG_00069,126.61717830000032,37.4128789,1,491,478,1.0,0.0,0.0,746.1,high,728.6999999999999,433
CG_00053,126.61267830000031,37.4061289,1,491,478,1.0,0.0,0.0,746.1,high,728.6999999999999,434
CG_00055,126.61267830000031,37.4106289,1,491,478,1.0,0.0,0.0,746.1,high,728.6999999999999,435
CG_00054,126.61267830000031,37.4083789,1,491,478,1.0,0.0,0.0,746.1,high,728.6999999999999,436
CG_00046,126.61042830000031,37.4083789,1,491,478,1.0,0.0,0.0,746.1,high,728.6999999999999,437
CG_00045,126.61042830000031,37.4061289,1,491,478,1.0,0.0,0.0,746.1,high,728.6999999999999,438
CG_00062,126.61492830000032,37.4106289,1,491,478,1.0,0.0,0.0,746.1,high,728.6999999999999,439
CG_00179,126.63967830000036,37.46912889999985,2,667,686,2.0,0.326,0.0,174.25,medium,674.6,440
CG_00207,126.64417830000036,37.46912889999985,2,667,686,2.0,0.326,0.0,174.25,medium,674.6,441
CG_00193,126.64192830000036,37.46912889999985,2,667,686,2.0,0.326,0.0,174.25,medium,674.6,442
CG_00135,126.63292830000034,37.46237889999986,1,443,429,1.0,0.0,7.0,533.7,high,656.1,443
CG_00163,126.63742830000035,37.46237889999986,1,443,429,1.0,0.0,7.0,533.7,high,656.1,444
CG_00149,126.63517830000035,37.46237889999986,1,443,429,1.0,0.0,7.0,533.7,high,656.1,445
CG_00178,126.63967830000036,37.466878899999855,1,443,429,1.0,0.0,7.0,533.7,high,656.1,446
CG_00162,126.63742830000035,37.460128899999866,1,443,429,1.0,0.0,7.0,533.7,high,656.1,447
CG_00165,126.63742830000035,37.466878899999855,1,443,429,1.0,0.0,7.0,533.7,high,656.1,448
CG_00151,126.63517830000035,37.466878899999855,1,443,429,1.0,0.0,7.0,533.7,high,656.1,449
CG_00176,126.63967830000036,37.46237889999986,1,443,429,1.0,0.0,7.0,533.7,high,656.1,450
CG_00175,126.63967830000036,37.460128899999866,1,443,429,1.0,0.0,7.0,533.7,high,656.1,451
CG_00148,126.63517830000035,37.460128899999866,1,443,429,1.0,0.0,7.0,533.7,high,656.1,452
CG_00150,126.63517830000035,37.46462889999986,1,443,429,1.0,0.0,7.0,533.7,high,656.1,453
CG_00164,126.63742830000035,37.46462889999986,1,443,429,1.0,0.0,7.0,533.7,high,656.1,454
CG_00136,126.63292830000034,37.46462889999986,1,443,429,1.0,0.0,7.0,533.7,high,656.1,455
CG_00177,126.63967830000036,37.46462889999986,1,443,429,1.0,0.0,7.0,533.7,high,656.1,456
CG_00023,126.55642830000022,37.48937889999982,1,661,631,2.0,0.0,1.0,235.0,medium,649.0,457
CG_00022,126.55642830000022,37.487128899999824,1,661,631,2.0,0.0,1.0,235.0,medium,649.0,458
CG_00018,126.55417830000022,37.48937889999982,1,661,631,2.0,0.0,1.0,235.0,medium,649.0,459
CG_00014,126.55192830000021,37.487128899999824,1,661,631,2.0,0.0,1.0,235.0,medium,649.0,460
CG_00017,126.55417830000022,37.487128899999824,1,661,631,2.0,0.0,1.0,235.0,medium,649.0,461
CG_00019,126.55417830000022,37.49162889999982,1,661,631,2.0,0.0,1.0,235.0,medium,649.0,462
CG_00839,126.7251783000005,37.52087889999977,1,609,654,2.0,0.0,0.0,385.0,medium,627.0,463
CG_00838,126.7251783000005,37.518628899999776,1,609,654,2.0,0.0,0.0,385.0,medium,627.0,464
CG_00897,126.7319283000005,37.52087889999977,1,609,654,2.0,0.0,0.0,385.0,medium,627.0,465
CG_00896,126.7319283000005,37.518628899999776,1,609,654,2.0,0.0,0.0,385.0,medium,627.0,466
CG_00855,126.7274283000005,37.518628899999776,1,609,654,2.0,0.0,0.0,385.0,medium,627.0,467
CG_00856,126.7274283000005,37.52087889999977,1,609,654,2.0,0.0,0.0,385.0,medium,627.0,468
CG_00854,126.7274283000005,37.51637889999978,1,609,654,2.0,0.0,0.0,385.0,medium,627.0,469
CG_00857,126.7274283000005,37.52312889999977,1,609,654,2.0,0.0,0.0,385.0,medium,627.0,470
CG_00877,126.7296783000005,37.52312889999977,1,609,654,2.0,0.0,0.0,385.0,medium,627.0,471
CG_00875,126.7296783000005,37.518628899999776,1,609,654,2.0,0.0,0.0,385.0,medium,627.0,472
CG_00876,126.7296783000005,37.52087889999977,1,609,654,2.0,0.0,0.0,385.0,medium,627.0,473
CG_00898,126.7319283000005,37.52312889999977,1,609,654,2.0,0.0,0.0,385.0,medium,627.0,474
CG_00874,126.7296783000005,37.51637889999978,1,609,654,2.0,0.0,0.0,385.0,medium,627.0,475
CG_00651,126.70267830000046,37.49612889999981,1,604,649,2.0,0.0,0.0,343.0,medium,622.0,476
CG_00652,126.70267830000046,37.49837889999981,1,604,649,2.0,0.0,0.0,343.0,medium,622.0,477
CG_00663,126.70492830000046,37.49162889999982,1,604,649,2.0,0.0,0.0,343.0,medium,622.0,478
CG_00679,126.70717830000046,37.49837889999981,1,604,649,2.0,0.0,0.0,343.0,medium,622.0,479
CG_00666,126.70492830000046,37.49837889999981,1,604,649,2.0,0.0,0.0,343.0,medium,622.0,480
CG_00650,126.70267830000046,37.493878899999814,1,604,649,2.0,0.0,0.0,343.0,medium,622.0,481
CG_00269,126.65317830000038,37.45562889999987,1,605,636,2.0,0.0,0.0,50.0,medium,617.4,482
CG_00270,126.65317830000038,37.45787889999987,1,605,636,2.0,0.0,0.0,50.0,medium,617.4,483
CG_00271,126.65317830000038,37.460128899999866,1,605,636,2.0,0.0,0.0,50.0,medium,617.4,484
CG_00323,126.65992830000039,37.45562889999987,1,605,636,2.0,0.0,0.0,50.0,medium,617.4,485
CG_00308,126.65767830000038,37.45562889999987,1,605,636,2.0,0.0,0.0,50.0,medium,617.4,486
CG_00309,126.65767830000038,37.45787889999987,1,605,636,2.0,0.0,0.0,50.0,medium,617.4,487
CG_00290,126.65542830000038,37.45562889999987,1,605,636,2.0,0.0,0.0,50.0,medium,617.4,488
CG_00325,126.65992830000039,37.460128899999866,1,605,636,2.0,0.0,0.0,50.0,medium,617.4,489
CG_00291,126.65542830000038,37.45787889999987,1,605,636,2.0,0.0,0.0,50.0,medium,617.4,490
CG_00324,126.65992830000039,37.45787889999987,1,605,636,2.0,0.0,0.0,50.0,medium,617.4,491
CG_00844,126.7274283000005,37.45787889999987,1,592,621,2.0,0.0,0.0,384.0,medium,603.6,492
CG_00865,126.7296783000005,37.45787889999987,1,592,621,2.0,0.0,0.0,384.0,medium,603.6,493
CG_00889,126.7319283000005,37.45787889999987,1,592,621,2.0,0.0,0.0,384.0,medium,603.6,494
CG_00890,126.7319283000005,37.460128899999866,1,592,621,2.0,0.0,0.0,384.0,medium,603.6,495
CG_00821,126.72292830000049,37.54337889999974,1,579,591,2.0,0.451,0.0,144.2,medium,583.8,496
CG_00822,126.72292830000049,37.545628899999734,1,579,591,2.0,0.451,0.0,144.2,medium,583.8,497
CG_00840,126.7251783000005,37.538878899999744,1,579,591,2.0,0.451,0.0,144.2,medium,583.8,498
CG_00843,126.7251783000005,37.545628899999734,1,579,591,2.0,0.451,0.0,144.2,medium,583.8,499
CG_00841,126.7251783000005,37.54112889999974,1,579,591,2.0,0.451,0.0,144.2,medium,583.8,500
CG_00842,126.7251783000005,37.54337889999974,1,579,591,2.0,0.451,0.0,144.2,medium,583.8,501
CG_00803,126.72067830000049,37.545628899999734,1,579,591,2.0,0.451,0.0,144.2,medium,583.8,502
CG_00819,126.72292830000049,37.538878899999744,1,579,591,2.0,0.451,0.0,144.2,medium,583.8,503
CG_00820,126.72292830000049,37.54112889999974,1,579,591,2.0,0.451,0.0,144.2,medium,583.8,504
