grid_id,cx,cy,linked_schools,linked_school_count,forecast_2029,forecast_2031,worst_case_type,avg_green_ratio,avg_playground_count,avg_park_dist_m,land_feasibility_level,priority_score,candidate_rank,xgb_predicted_2029,xgb_predicted_2031
CG_00064,126.61492830000032,37.4151289,"[""[np.str_('인천미송초등학교')]""]",1,491,478,2.0,0.0,0.0,489.0,medium,485.8,630,229,399
CG_00065,126.61492830000032,37.4173789,"[""[np.str_('인천미송초등학교')]""]",1,491,478,2.0,0.0,0.0,489.0,medium,485.8,631,200,353
CG_00057,126.61267830000031,37.4151289,"[""[np.str_('인천미송초등학교')]""]",1,491,478,2.0,0.0,0.0,489.0,medium,485.8,632,229,399
CG_00058,126.61267830000031,37.4173789,"[""[np.str_('인천미송초등학교')]""]",1,491,478,2.0,0.0,0.0,489.0,medium,485.8,633,200,353
CG_00363,126.6666783000004,37.4038789,"[""[np.str_('인천서면초등학교')]""]",1,491,478,2.0,0.0,0.0,310.0,medium,485.8,634,360,386
CG_00390,126.6689283000004,37.4061289,"[""[np.str_('인천서면초등학교')]""]",1,491,478,2.0,0.0,0.0,310.0,medium,485.8,635,398,357
CG_00442,126.67342830000041,37.4038789,"[""[np.str_('인천서면초등학교')]""]",1,491,478,2.0,0.0,0.0,310.0,medium,485.8,636,365,385
CG_00415,126.6711783000004,37.4038789,"[""[np.str_('인천서면초등학교')]""]",1,491,478,2.0,0.0,0.0,310.0,medium,485.8,637,365,388
CG_00416,126.6711783000004,37.4061289,"[""[np.str_('인천서면초등학교')]""]",1,491,478,2.0,0.0,0.0,310.0,medium,485.8,638,364,335
CG_00389,126.6689283000004,37.4038789,"[""[np.str_('인천서면초등학교')]""]",1,491,478,2.0,0.0,0.0,310.0,medium,485.8,639,398,410
CG_00443,126.67342830000041,37.4061289,"[""[np.str_('인천서면초등학교')]""]",1,491,478,2.0,0.0,0.0,310.0,medium,485.8,640,364,332
CG_00348,126.6644283000004,37.460128899999866,"[""[np.str_('인천도화초등학교')]""]",1,323,315,1.0,0.0,0.0,605.3,high,479.7,641,556,468
CG_00349,126.6644283000004,37.46237889999986,"[""[np.str_('인천도화초등학교')]""]",1,323,315,1.0,0.0,0.0,605.3,high,479.7,642,556,468
CG_00368,126.6666783000004,37.460128899999866,"[""[np.str_('인천도화초등학교')]""]",1,323,315,1.0,0.0,0.0,605.3,high,479.7,643,556,468
CG_00394,126.6689283000004,37.46237889999986,"[""[np.str_('인천도화초등학교')]""]",1,323,315,1.0,0.0,0.0,605.3,high,479.7,644,554,491
CG_00393,126.6689283000004,37.460128899999866,"[""[np.str_('인천도화초등학교')]""]",1,323,315,1.0,0.0,0.0,605.3,high,479.7,645,554,491
CG_00369,126.6666783000004,37.46237889999986,"[""[np.str_('인천도화초등학교')]""]",1,323,315,1.0,0.0,0.0,605.3,high,479.7,646,556,468
CG_00395,126.6689283000004,37.46462889999986,"[""[np.str_('인천도화초등학교')]""]",1,323,315,1.0,0.0,0.0,605.3,high,479.7,647,543,446
CG_00370,126.6666783000004,37.46462889999986,"[""[np.str_('인천도화초등학교')]""]",1,323,315,1.0,0.0,0.0,605.3,high,479.7,648,547,423
CG_00422,126.6711783000004,37.46462889999986,"[""[np.str_('인천도화초등학교')]""]",1,323,315,1.0,0.0,0.0,605.3,high,479.7,649,509,425
CG_00420,126.6711783000004,37.460128899999866,"[""[np.str_('인천도화초등학교')]""]",1,323,315,1.0,0.0,0.0,605.3,high,479.7,650,521,470
CG_00421,126.6711783000004,37.46237889999986,"[""[np.str_('인천도화초등학교')]""]",1,323,315,1.0,0.0,0.0,605.3,high,479.7,651,521,470
CG_00279,126.65542830000038,37.3926289,"[""[np.str_('인천먼우금초등학교')]""]",1,481,468,2.0,0.435,0.0,0.0,medium,475.8,652,354,323
CG_00278,126.65542830000038,37.3903789,"[""[np.str_('인천먼우금초등학교')]""]",1,481,468,2.0,0.435,0.0,0.0,medium,475.8,653,354,323
CG_00299,126.65767830000038,37.3948789,"[""[np.str_('인천먼우금초등학교')]""]",1,481,468,2.0,0.435,0.0,0.0,medium,475.8,654,177,293
CG_00298,126.65767830000038,37.3926289,"[""[np.str_('인천먼우금초등학교')]""]",1,481,468,2.0,0.435,0.0,0.0,medium,475.8,655,205,292
CG_00259,126.65317830000038,37.3926289,"[""[np.str_('인천먼우금초등학교')]""]",1,481,468,2.0,0.435,0.0,0.0,medium,475.8,656,481,406
CG_00258,126.65317830000038,37.3903789,"[""[np.str_('인천먼우금초등학교')]""]",1,481,468,2.0,0.435,0.0,0.0,medium,475.8,657,481,406
CG_00246,126.65092830000037,37.3948789,"[""[np.str_('인천먼우금초등학교')]""]",1,481,468,2.0,0.435,0.0,0.0,medium,475.8,658,453,407
CG_00247,126.65092830000037,37.3971289,"[""[np.str_('인천먼우금초등학교')]""]",1,481,468,2.0,0.435,0.0,0.0,medium,475.8,659,453,407
CG_00245,126.65092830000037,37.3926289,"[""[np.str_('인천먼우금초등학교')]""]",1,481,468,2.0,0.435,0.0,0.0,medium,475.8,660,481,406
CG_00244,126.65092830000037,37.3903789,"[""[np.str_('인천먼우금초등학교')]""]",1,481,468,2.0,0.435,0.0,0.0,medium,475.8,661,481,406
CG_00261,126.65317830000038,37.3971289,"[""[np.str_('인천먼우금초등학교')]""]",1,481,468,2.0,0.435,0.0,0.0,medium,475.8,662,453,407
CG_00280,126.65542830000038,37.3948789,"[""[np.str_('인천먼우금초등학교')]""]",1,481,468,2.0,0.435,0.0,0.0,medium,475.8,663,325,324
CG_00281,126.65542830000038,37.3971289,"[""[np.str_('인천먼우금초등학교')]""]",1,481,468,2.0,0.435,0.0,0.0,medium,475.8,664,325,324
CG_00260,126.65317830000038,37.3948789,"[""[np.str_('인천먼우금초등학교')]""]",1,481,468,2.0,0.435,0.0,0.0,medium,475.8,665,453,407
CG_00117,126.63067830000034,37.3903789,"[""[np.str_('인천예송초등학교')]""]",1,468,456,2.0,0.438,0.0,0.0,medium,463.2,666,408,323
CG_00100,126.62842830000034,37.3881289,"[""[np.str_('인천예송초등학교')]""]",1,468,456,2.0,0.438,0.0,0.0,medium,463.2,667,408,325
CG_00131,126.63292830000034,37.3881289,"[""[np.str_('인천예송초등학교')]""]",1,468,456,2.0,0.438,0.0,0.0,medium,463.2,668,408,323
CG_00115,126.63067830000034,37.3858789,"[""[np.str_('인천예송초등학교')]""]",1,468,456,2.0,0.438,0.0,0.0,medium,463.2,669,408,354
CG_00116,126.63067830000034,37.3881289,"[""[np.str_('인천예송초등학교')]""]",1,468,456,2.0,0.438,0.0,0.0,medium,463.2,670,408,323
CG_00099,126.62842830000034,37.3858789,"[""[np.str_('인천예송초등학교')]""]",1,468,456,2.0,0.438,0.0,0.0,medium,463.2,671,408,356
CG_00132,126.63292830000034,37.3903789,"[""[np.str_('인천예송초등학교')]""]",1,468,456,2.0,0.438,0.0,0.0,medium,463.2,672,408,323
CG_00101,126.62842830000034,37.3903789,"[""[np.str_('인천예송초등학교')]""]",1,468,456,2.0,0.438,0.0,0.0,medium,463.2,673,408,325
CG_00031,126.56092830000023,37.49837889999981,"[""[np.str_('인천하늘초등학교')]""]",1,469,447,2.0,0.0,2.0,124.0,medium,460.2,674,316,404
CG_00028,126.55867830000022,37.49612889999981,"[""[np.str_('인천하늘초등학교')]""]",1,469,447,2.0,0.0,2.0,124.0,medium,460.2,675,315,404
CG_00020,126.55417830000022,37.49837889999981,"[""[np.str_('인천하늘초등학교')]""]",1,469,447,2.0,0.0,2.0,124.0,medium,460.2,676,326,507
CG_00029,126.55867830000022,37.49837889999981,"[""[np.str_('인천하늘초등학교')]""]",1,469,447,2.0,0.0,2.0,124.0,medium,460.2,677,316,404
CG_00032,126.56317830000023,37.49612889999981,"[""[np.str_('인천하늘초등학교')]""]",1,469,447,2.0,0.0,2.0,124.0,medium,460.2,678,315,404
CG_00027,126.55642830000022,37.5006288999998,"[""[np.str_('인천하늘초등학교')]""]",1,469,447,2.0,0.0,2.0,124.0,medium,460.2,679,326,494
CG_00026,126.55642830000022,37.49837889999981,"[""[np.str_('인천하늘초등학교')]""]",1,469,447,2.0,0.0,2.0,124.0,medium,460.2,680,326,507
CG_00025,126.55642830000022,37.49612889999981,"[""[np.str_('인천하늘초등학교')]""]",1,469,447,2.0,0.0,2.0,124.0,medium,460.2,681,325,507
CG_00024,126.55642830000022,37.493878899999814,"[""[np.str_('인천하늘초등학교')]""]",1,469,447,2.0,0.0,2.0,124.0,medium,460.2,682,329,507
CG_00033,126.56317830000023,37.49837889999981,"[""[np.str_('인천하늘초등학교')]""]",1,469,447,2.0,0.0,2.0,124.0,medium,460.2,683,316,404
CG_00030,126.56092830000023,37.49612889999981,"[""[np.str_('인천하늘초등학교')]""]",1,469,447,2.0,0.0,2.0,124.0,medium,460.2,684,315,404
CG_00021,126.55417830000022,37.5006288999998,"[""[np.str_('인천하늘초등학교')]""]",1,469,447,2.0,0.0,2.0,124.0,medium,460.2,685,326,494
CG_00661,126.70492830000046,37.480378899999835,"[""[np.str_('인천백운초등학교')]""]",1,455,444,2.0,0.669,0.0,322.0,medium,450.6,686,460,470
CG_00662,126.70492830000046,37.48262889999983,"[""[np.str_('인천백운초등학교')]""]",1,455,444,2.0,0.669,0.0,322.0,medium,450.6,687,460,470
CG_00674,126.70717830000046,37.47812889999984,"[""[np.str_('인천백운초등학교')]""]",1,455,444,2.0,0.669,0.0,322.0,medium,450.6,688,405,478
CG_00675,126.70717830000046,37.480378899999835,"[""[np.str_('인천백운초등학교')]""]",1,455,444,2.0,0.669,0.0,322.0,medium,450.6,689,408,470
CG_00354,126.6644283000004,37.511878899999786,"[""[np.str_('인천신석초등학교')]""]",1,288,292,1.0,0.0,0.0,664.8,high,434.4,690,578,533
CG_00378,126.6666783000004,37.50962889999979,"[""[np.str_('인천신석초등학교')]""]",1,288,292,1.0,0.0,0.0,664.8,high,434.4,691,574,349
CG_00353,126.6644283000004,37.50962889999979,"[""[np.str_('인천신석초등학교')]""]",1,288,292,1.0,0.0,0.0,664.8,high,434.4,692,574,349
CG_00497,126.67792830000042,37.5051288999998,"[""[np.str_('인천석남초등학교'), np.str_('인천천마초등학교')]""]",2,280,279,1.0,0.0,0.0,806.5,high,419.4,693,477,485
CG_00521,126.68017830000042,37.51412889999978,"[""[np.str_('인천석남초등학교'), np.str_('인천가석초등학교')]""]",2,280,279,1.0,0.0,0.0,1166.65,high,419.4,694,636,509
CG_00501,126.67792830000042,37.51412889999978,"[""[np.str_('인천석남초등학교'), np.str_('인천가석초등학교')]""]",2,280,279,1.0,0.0,0.0,1166.65,high,419.4,695,677,621
CG_00517,126.68017830000042,37.5051288999998,"[""[np.str_('인천석남초등학교'), np.str_('인천천마초등학교')]""]",2,280,279,1.0,0.0,0.0,806.5,high,419.4,696,436,457
CG_00327,126.65992830000039,37.46462889999986,"[""[np.str_('인천숭의초등학교')]""]",1,404,425,2.0,0.0,0.0,54.0,medium,412.4,697,448,345
CG_00294,126.65542830000038,37.46462889999986,"[""[np.str_('인천숭의초등학교')]""]",1,404,425,2.0,0.0,0.0,54.0,medium,412.4,698,344,366
CG_00312,126.65767830000038,37.46462889999986,"[""[np.str_('인천숭의초등학교')]""]",1,404,425,2.0,0.0,0.0,54.0,medium,412.4,699,323,344
CG_00274,126.65317830000038,37.466878899999855,"[""[np.str_('인천숭의초등학교')]""]",1,404,425,2.0,0.0,0.0,54.0,medium,412.4,700,327,436
CG_00273,126.65317830000038,37.46462889999986,"[""[np.str_('인천숭의초등학교')]""]",1,404,425,2.0,0.0,0.0,54.0,medium,412.4,701,386,439
CG_00295,126.65542830000038,37.466878899999855,"[""[np.str_('인천숭의초등학교')]""]",1,404,425,2.0,0.0,0.0,54.0,medium,412.4,702,337,363
CG_00313,126.65767830000038,37.466878899999855,"[""[np.str_('인천숭의초등학교')]""]",1,404,425,2.0,0.0,0.0,54.0,medium,412.4,703,316,341
CG_00328,126.65992830000039,37.466878899999855,"[""[np.str_('인천숭의초등학교')]""]",1,404,425,2.0,0.0,0.0,54.0,medium,412.4,704,442,342
CG_00091,126.62617830000033,37.4151289,"[""[np.str_('인천은송초등학교')]""]",1,276,268,1.0,0.0,0.0,1575.0,high,409.2,705,311,402
CG_00573,126.68917830000044,37.493878899999814,"[""[np.str_('인천가정초등학교')]""]",1,276,268,1.0,0.0,0.0,663.1,high,409.2,706,571,507
CG_00572,126.68917830000044,37.49162889999982,"[""[np.str_('인천가정초등학교')]""]",1,276,268,1.0,0.0,0.0,663.1,high,409.2,707,571,507
CG_00564,126.68692830000043,37.48937889999982,"[""[np.str_('인천가정초등학교')]""]",1,276,268,1.0,0.0,0.0,663.1,high,409.2,708,547,507
CG_00566,126.68692830000043,37.493878899999814,"[""[np.str_('인천가정초등학교')]""]",1,276,268,1.0,0.0,0.0,663.1,high,409.2,709,547,507
CG_00565,126.68692830000043,37.49162889999982,"[""[np.str_('인천가정초등학교')]""]",1,276,268,1.0,0.0,0.0,663.1,high,409.2,710,547,507
CG_00553,126.68467830000043,37.48937889999982,"[""[np.str_('인천가정초등학교')]""]",1,276,268,1.0,0.0,0.0,663.1,high,409.2,711,539,507
CG_00537,126.68242830000042,37.493878899999814,"[""[np.str_('인천가정초등학교')]""]",1,276,268,1.0,0.0,0.0,663.1,high,409.2,712,530,531
CG_00105,126.62842830000034,37.4173789,"[""[np.str_('인천은송초등학교')]""]",1,276,268,1.0,0.0,0.0,1575.0,high,409.2,713,345,354
CG_00104,126.62842830000034,37.4151289,"[""[np.str_('인천은송초등학교')]""]",1,276,268,1.0,0.0,0.0,1575.0,high,409.2,714,372,400
CG_00426,126.6711783000004,37.49162889999982,"[""[np.str_('인천봉화초등학교')]""]",1,276,268,1.0,0.0,0.0,608.2,high,409.2,715,510,423
CG_00427,126.6711783000004,37.493878899999814,"[""[np.str_('인천봉화초등학교')]""]",1,276,268,1.0,0.0,0.0,608.2,high,409.2,716,510,423
CG_00082,126.62392830000033,37.4128789,"[""[np.str_('인천은송초등학교')]""]",1,276,268,1.0,0.0,0.0,1575.0,high,409.2,717,191,396
CG_00083,126.62392830000033,37.4151289,"[""[np.str_('인천은송초등학교')]""]",1,276,268,1.0,0.0,0.0,1575.0,high,409.2,718,187,396
CG_00090,126.62617830000033,37.4128789,"[""[np.str_('인천은송초등학교')]""]",1,276,268,1.0,0.0,0.0,1575.0,high,409.2,719,315,402
CG_00089,126.62617830000033,37.4106289,"[""[np.str_('인천은송초등학교')]""]",1,276,268,1.0,0.0,0.0,1575.0,high,409.2,720,320,395
CG_00374,126.6666783000004,37.49612889999981,"[""[np.str_('인천봉화초등학교')]""]",1,276,268,1.0,0.0,0.0,608.2,high,409.2,721,555,429
CG_00103,126.62842830000034,37.4128789,"[""[np.str_('인천은송초등학교')]""]",1,276,268,1.0,0.0,0.0,1575.0,high,409.2,722,375,400
CG_00102,126.62842830000034,37.4106289,"[""[np.str_('인천은송초등학교')]""]",1,276,268,1.0,0.0,0.0,1575.0,high,409.2,723,380,393
CG_00400,126.6689283000004,37.493878899999814,"[""[np.str_('인천봉화초등학교')]""]",1,276,268,1.0,0.0,0.0,608.2,high,409.2,724,552,452
CG_00451,126.67342830000041,37.49612889999981,"[""[np.str_('인천봉화초등학교')]""]",1,276,268,1.0,0.0,0.0,608.2,high,409.2,725,510,419
CG_00450,126.67342830000041,37.493878899999814,"[""[np.str_('인천봉화초등학교')]""]",1,276,268,1.0,0.0,0.0,608.2,high,409.2,726,510,419
CG_00399,126.6689283000004,37.49162889999982,"[""[np.str_('인천봉화초등학교')]""]",1,276,268,1.0,0.0,0.0,608.2,high,409.2,727,552,452
CG_00555,126.68467830000043,37.493878899999814,"[""[np.str_('인천가정초등학교')]""]",1,276,268,1.0,0.0,0.0,663.1,high,409.2,728,539,507
CG_00554,126.68467830000043,37.49162889999982,"[""[np.str_('인천가정초등학교')]""]",1,276,268,1.0,0.0,0.0,663.1,high,409.2,729,539,507
CG_00574,126.68917830000044,37.49612889999981,"[""[np.str_('인천가정초등학교')]""]",1,276,268,1.0,0.0,0.0,663.1,high,409.2,730,571,545
CG_00536,126.68242830000042,37.49162889999982,"[""[np.str_('인천가정초등학교')]""]",1,276,268,1.0,0.0,0.0,663.1,high,409.2,731,530,531
CG_00645,126.70267830000046,37.46237889999986,"[""[np.str_('인천주원초등학교')]""]",1,352,369,2.0,0.376,1.0,249.0,medium,358.8,732,466,531
CG_00646,126.70267830000046,37.46462889999986,"[""[np.str_('인천주원초등학교')]""]",1,352,369,2.0,0.376,1.0,249.0,medium,358.8,733,457,486
CG_00153,126.63517830000035,37.473628899999845,"[""[np.str_('인천창영초등학교')]""]",1,338,348,2.0,0.313,0.0,43.4,medium,342.0,734,206,390
CG_00152,126.63517830000035,37.47137889999985,"[""[np.str_('인천창영초등학교')]""]",1,338,348,2.0,0.313,0.0,43.4,medium,342.0,735,206,390
CG_00696,126.70942830000047,37.49162889999982,"[""[np.str_('인천대정초등학교')]""]",1,345,336,2.0,0.0,0.0,317.0,medium,341.4,736,392,489
CG_00695,126.70942830000047,37.48937889999982,"[""[np.str_('인천대정초등학교')]""]",1,345,336,2.0,0.0,0.0,317.0,medium,341.4,737,392,489
CG_00720,126.71167830000047,37.493878899999814,"[""[np.str_('인천대정초등학교')]""]",1,345,336,2.0,0.0,0.0,317.0,medium,341.4,738,384,485
CG_00719,126.71167830000047,37.49162889999982,"[""[np.str_('인천대정초등학교')]""]",1,345,336,2.0,0.0,0.0,317.0,medium,341.4,739,384,485
CG_00721,126.71167830000047,37.49612889999981,"[""[np.str_('인천대정초등학교')]""]",1,345,336,2.0,0.0,0.0,317.0,medium,341.4,740,659,646
CG_00718,126.71167830000047,37.48937889999982,"[""[np.str_('인천대정초등학교')]""]",1,345,336,2.0,0.0,0.0,317.0,medium,341.4,741,384,485
CG_00722,126.71167830000047,37.49837889999981,"[""[np.str_('인천대정초등학교')]""]",1,345,336,2.0,0.0,0.0,317.0,medium,341.4,742,660,670
CG_00474,126.67567830000041,37.5006288999998,"[""[np.str_('인천석남서초등학교')]""]",1,339,343,2.0,0.0,0.0,270.0,medium,340.6,743,512,516
CG_00473,126.67567830000041,37.49837889999981,"[""[np.str_('인천석남서초등학교')]""]",1,339,343,2.0,0.0,0.0,270.0,medium,340.6,744,522,557
CG_00432,126.6711783000004,37.5051288999998,"[""[np.str_('인천석남서초등학교')]""]",1,339,343,2.0,0.0,0.0,270.0,medium,340.6,745,467,374
CG_00404,126.6689283000004,37.5028788999998,"[""[np.str_('인천석남서초등학교')]""]",1,339,343,2.0,0.0,0.0,270.0,medium,340.6,746,542,399
CG_00431,126.6711783000004,37.5028788999998,"[""[np.str_('인천석남서초등학교')]""]",1,339,343,2.0,0.0,0.0,270.0,medium,340.6,747,500,374
CG_00376,126.6666783000004,37.5006288999998,"[""[np.str_('인천석남서초등학교')]""]",1,339,343,2.0,0.0,0.0,270.0,medium,340.6,748,545,416
CG_00377,126.6666783000004,37.5028788999998,"[""[np.str_('인천석남서초등학교')]""]",1,339,343,2.0,0.0,0.0,270.0,medium,340.6,749,545,390
CG_00454,126.67342830000041,37.5028788999998,"[""[np.str_('인천석남서초등학교')]""]",1,339,343,2.0,0.0,0.0,270.0,medium,340.6,750,500,370
CG_00453,126.67342830000041,37.5006288999998,"[""[np.str_('인천석남서초등학교')]""]",1,339,343,2.0,0.0,0.0,270.0,medium,340.6,751,500,396
CG_00098,126.62617830000033,37.473628899999845,"[""[np.str_('인천신흥초등학교')]""]",1,225,218,1.0,0.0,2.0,722.2,high,333.3,752,247,369
CG_00123,126.63067830000034,37.47137889999985,"[""[np.str_('인천신흥초등학교')]""]",1,225,218,1.0,0.0,2.0,722.2,high,333.3,753,249,369
CG_00097,126.62617830000033,37.47137889999985,"[""[np.str_('인천신흥초등학교')]""]",1,225,218,1.0,0.0,2.0,722.2,high,333.3,754,247,370
CG_00139,126.63292830000034,37.47137889999985,"[""[np.str_('인천신흥초등학교')]""]",1,225,218,1.0,0.0,2.0,722.2,high,333.3,755,249,369
CG_00124,126.63067830000034,37.473628899999845,"[""[np.str_('인천신흥초등학교')]""]",1,225,218,1.0,0.0,2.0,722.2,high,333.3,756,249,369
CG_00109,126.62842830000034,37.466878899999855,"[""[np.str_('인천신흥초등학교')]""]",1,225,218,1.0,0.0,2.0,722.2,high,333.3,757,249,382
CG_00122,126.63067830000034,37.46912889999985,"[""[np.str_('인천신흥초등학교')]""]",1,225,218,1.0,0.0,2.0,722.2,high,333.3,758,249,369
CG_00111,126.62842830000034,37.47137889999985,"[""[np.str_('인천신흥초등학교')]""]",1,225,218,1.0,0.0,2.0,722.2,high,333.3,759,249,367
CG_00121,126.63067830000034,37.466878899999855,"[""[np.str_('인천신흥초등학교')]""]",1,225,218,1.0,0.0,2.0,722.2,high,333.3,760,249,384
CG_00110,126.62842830000034,37.46912889999985,"[""[np.str_('인천신흥초등학교')]""]",1,225,218,1.0,0.0,2.0,722.2,high,333.3,761,249,367
CG_00138,126.63292830000034,37.46912889999985,"[""[np.str_('인천신흥초등학교')]""]",1,225,218,1.0,0.0,2.0,722.2,high,333.3,762,249,369
CG_00112,126.62842830000034,37.473628899999845,"[""[np.str_('인천신흥초등학교')]""]",1,225,218,1.0,0.0,2.0,722.2,high,333.3,763,249,367
CG_00084,126.62392830000033,37.46912889999985,"[""[np.str_('인천신흥초등학교')]""]",1,225,218,1.0,0.0,2.0,722.2,high,333.3,764,166,364
CG_00085,126.62392830000033,37.47137889999985,"[""[np.str_('인천신흥초등학교')]""]",1,225,218,1.0,0.0,2.0,722.2,high,333.3,765,166,364
CG_00095,126.62617830000033,37.466878899999855,"[""[np.str_('인천신흥초등학교')]""]",1,225,218,1.0,0.0,2.0,722.2,high,333.3,766,247,384
CG_00096,126.62617830000033,37.46912889999985,"[""[np.str_('인천신흥초등학교')]""]",1,225,218,1.0,0.0,2.0,722.2,high,333.3,767,247,370
CG_00192,126.64192830000036,37.466878899999855,"[""[np.str_('영화초등학교')]""]",1,329,338,2.0,0.338,0.0,305.1,medium,332.6,768,290,401
CG_00786,126.72067830000049,37.3858789,"[""[np.str_('인천사리울초등학교')]""]",1,331,322,2.0,0.0,0.0,137.0,medium,327.4,769,294,408
CG_00788,126.72067830000049,37.3903789,"[""[np.str_('인천사리울초등학교')]""]",1,331,322,2.0,0.0,0.0,137.0,medium,327.4,770,294,381
CG_00805,126.72292830000049,37.3881289,"[""[np.str_('인천사리울초등학교')]""]",1,331,322,2.0,0.0,0.0,137.0,medium,327.4,771,295,383
CG_00806,126.72292830000049,37.3903789,"[""[np.str_('인천사리울초등학교')]""]",1,331,322,2.0,0.0,0.0,137.0,medium,327.4,772,294,383
CG_00825,126.7251783000005,37.3903789,"[""[np.str_('인천사리울초등학교')]""]",1,331,322,2.0,0.0,0.0,137.0,medium,327.4,773,300,383
CG_00824,126.7251783000005,37.3881289,"[""[np.str_('인천사리울초등학교')]""]",1,331,322,2.0,0.0,0.0,137.0,medium,327.4,774,300,383
CG_00823,126.7251783000005,37.3858789,"[""[np.str_('인천사리울초등학교')]""]",1,331,322,2.0,0.0,0.0,137.0,medium,327.4,775,300,411
CG_00787,126.72067830000049,37.3881289,"[""[np.str_('인천사리울초등학교')]""]",1,331,322,2.0,0.0,0.0,137.0,medium,327.4,776,294,381
CG_00804,126.72292830000049,37.3858789,"[""[np.str_('인천사리울초등학교')]""]",1,331,322,2.0,0.0,0.0,137.0,medium,327.4,777,295,411
CG_00768,126.71842830000048,37.3858789,"[""[np.str_('인천사리울초등학교')]""]",1,331,322,2.0,0.0,0.0,137.0,medium,327.4,778,276,408
CG_00705,126.70942830000047,37.53437889999975,"[""[np.str_('인천효성초등학교')]""]",1,280,286,2.0,0.0,0.0,76.0,medium,282.4,779,585,335
CG_00637,126.70042830000045,37.52987889999976,"[""[np.str_('인천효성서초등학교')]""]",1,280,286,2.0,0.0,0.0,478.0,medium,282.4,780,781,341
CG_00706,126.70942830000047,37.53662889999975,"[""[np.str_('인천효성초등학교')]""]",1,280,286,2.0,0.0,0.0,76.0,medium,282.4,781,585,335
CG_00707,126.70942830000047,37.538878899999744,"[""[np.str_('인천효성초등학교')]""]",1,280,286,2.0,0.0,0.0,76.0,medium,282.4,782,568,346
CG_00619,126.69817830000045,37.525378899999765,"[""[np.str_('인천효성서초등학교')]""]",1,280,286,2.0,0.0,0.0,478.0,medium,282.4,783,959,715
CG_00606,126.69592830000045,37.52762889999976,"[""[np.str_('인천효성서초등학교')]""]",1,280,286,2.0,0.0,0.0,478.0,medium,282.4,784,918,827
CG_00621,126.69817830000045,37.52987889999976,"[""[np.str_('인천효성서초등학교')]""]",1,280,286,2.0,0.0,0.0,478.0,medium,282.4,785,781,345
CG_00731,126.71167830000047,37.538878899999744,"[""[np.str_('인천효성초등학교')]""]",1,280,286,2.0,0.0,0.0,76.0,medium,282.4,786,559,340
CG_00730,126.71167830000047,37.53662889999975,"[""[np.str_('인천효성초등학교')]""]",1,280,286,2.0,0.0,0.0,76.0,medium,282.4,787,576,326
CG_00607,126.69592830000045,37.52987889999976,"[""[np.str_('인천효성서초등학교')]""]",1,280,286,2.0,0.0,0.0,478.0,medium,282.4,788,781,346
CG_00605,126.69592830000045,37.525378899999765,"[""[np.str_('인천효성서초등학교')]""]",1,280,286,2.0,0.0,0.0,478.0,medium,282.4,789,959,715
CG_00635,126.70042830000045,37.525378899999765,"[""[np.str_('인천효성서초등학교')]""]",1,280,286,2.0,0.0,0.0,478.0,medium,282.4,790,960,711
CG_00620,126.69817830000045,37.52762889999976,"[""[np.str_('인천효성서초등학교')]""]",1,280,286,2.0,0.0,0.0,478.0,medium,282.4,791,918,827
CG_00685,126.70717830000046,37.53662889999975,"[""[np.str_('인천효성초등학교')]""]",1,280,286,2.0,0.0,0.0,76.0,medium,282.4,792,637,305
CG_00656,126.70267830000046,37.52762889999976,"[""[np.str_('인천효성서초등학교')]""]",1,280,286,2.0,0.0,0.0,478.0,medium,282.4,793,919,819
CG_00684,126.70717830000046,37.53437889999975,"[""[np.str_('인천효성초등학교')]""]",1,280,286,2.0,0.0,0.0,76.0,medium,282.4,794,637,305
CG_00686,126.70717830000046,37.538878899999744,"[""[np.str_('인천효성초등학교')]""]",1,280,286,2.0,0.0,0.0,76.0,medium,282.4,795,620,316
CG_00636,126.70042830000045,37.52762889999976,"[""[np.str_('인천효성서초등학교')]""]",1,280,286,2.0,0.0,0.0,478.0,medium,282.4,796,918,823
CG_00120,126.63067830000034,37.453378899999876,"[""[np.str_('인천신선초등학교')]""]",1,190,184,1.0,0.0,1.0,796.8,high,281.4,797,322,431
CG_00107,126.62842830000034,37.45112889999988,"[""[np.str_('인천신선초등학교')]""]",1,190,184,1.0,0.0,1.0,796.8,high,281.4,798,322,430
CG_00108,126.62842830000034,37.453378899999876,"[""[np.str_('인천신선초등학교')]""]",1,190,184,1.0,0.0,1.0,796.8,high,281.4,799,322,429
CG_00106,126.62842830000034,37.44887889999988,"[""[np.str_('인천신선초등학교')]""]",1,190,184,1.0,0.0,1.0,796.8,high,281.4,800,313,385
CG_00094,126.62617830000033,37.453378899999876,"[""[np.str_('인천신선초등학교')]""]",1,190,184,1.0,0.0,1.0,796.8,high,281.4,801,263,432
CG_00093,126.62617830000033,37.45112889999988,"[""[np.str_('인천신선초등학교')]""]",1,190,184,1.0,0.0,1.0,796.8,high,281.4,802,263,432
CG_00092,126.62617830000033,37.44887889999988,"[""[np.str_('인천신선초등학교')]""]",1,190,184,1.0,0.0,1.0,796.8,high,281.4,803,253,388
CG_00133,126.63292830000034,37.45112889999988,"[""[np.str_('인천신선초등학교')]""]",1,190,184,1.0,0.0,1.0,796.8,high,281.4,804,322,432
