학교ID,학교명,gu,iso_child_total,target_2029,target_2031,predicted_2029,predicted_2031,cohort_change_2029_prophet,cohort_change_2031_prophet,is_new_school
B000003164,인천가정초등학교,서구,198,210.04093037893205,214.50076989701114,210.27724,214.53801,1.060812779691576,1.0833372217020765,0
B000003165,인천당하초등학교,서구,516,547.3793943208533,559.0020063982714,547.0061,558.6889,1.060812779691576,1.0833372217020765,0
B000003166,인천마전초등학교,서구,504,534.6496409645544,546.0019597378465,534.43445,545.87054,1.060812779691576,1.0833372217020765,0
B000003167,인천석남서초등학교,서구,413,438.1156780126209,447.41827256295755,438.005,447.5776,1.060812779691576,1.0833372217020765,0
B000003168,인천가현초등학교,서구,1431,1518.0230877386452,1550.2555642556715,1516.81,1549.0592,1.060812779691576,1.0833372217020765,0
B000003169,인천신현초등학교,서구,740,785.0014569717663,801.6695440595366,784.988,801.797,1.060812779691576,1.0833372217020765,0
B000003170,인천서곶초등학교,서구,151,160.18272973342798,163.58392047701355,160.3444,163.381,1.060812779691576,1.0833372217020765,0
B000003171,인천검암초등학교,서구,309,327.791148924697,334.75120150594165,327.86066,335.04956,1.060812779691576,1.0833372217020765,0
B000003172,인천은지초등학교,서구,191,202.61524092109102,206.91740934509662,202.38141,206.65222,1.060812779691576,1.0833372217020765,0
B000003173,길상초등학교,강화군,16,11.577588835301224,9.77009310202422,11.23761,9.615062,0.7235993022063265,0.6106308188765137,0
B000003174,양도초등학교,강화군,3,2.1707979066189793,1.8318924566295411,2.0708613,1.9243507,0.7235993022063265,0.6106308188765137,0
B000003175,조산초등학교,강화군,7,5.065195115444285,4.274415732135596,4.959887,3.2835968,0.7235993022063265,0.6106308188765137,0
B000003176,화도초등학교,강화군,4,2.894397208825306,2.442523275506055,2.5578382,1.9661449,0.7235993022063265,0.6106308188765137,0
B000003177,대월초등학교,강화군,3,2.1707979066189793,1.8318924566295411,2.2786741,2.1959107,0.7235993022063265,0.6106308188765137,0
B000003178,갑룡초등학교,강화군,78,56.44074557209347,47.629203872368066,56.485493,47.73202,0.7235993022063265,0.6106308188765137,0
B000003179,강화초등학교,강화군,91,65.84753650077572,55.567404517762746,65.671974,55.259426,0.7235993022063265,0.6106308188765137,0
B000003180,합일초등학교,강화군,135,97.68590579785408,82.43516054832935,97.70423,82.47953,0.7235993022063265,0.6106308188765137,0
B000003181,송해초등학교,강화군,4,2.894397208825306,2.442523275506055,3.2470827,2.3948436,0.7235993022063265,0.6106308188765137,0
B000003182,선원초등학교,강화군,13,9.406790928682245,7.938200645394678,8.853794,6.947717,0.7235993022063265,0.6106308188765137,0
B000003183,불은초등학교,강화군,3,2.1707979066189793,1.8318924566295411,2.525066,2.3123858,0.7235993022063265,0.6106308188765137,0
B000003184,삼성초등학교,강화군,3,2.1707979066189793,1.8318924566295411,2.424414,2.4615722,0.7235993022063265,0.6106308188765137,0
B000003185,하점초등학교,강화군,3,2.1707979066189793,1.8318924566295411,2.2033885,1.7413867,0.7235993022063265,0.6106308188765137,0
B000003186,명신초등학교,강화군,3,2.1707979066189793,1.8318924566295411,2.1358962,1.8727192,0.7235993022063265,0.6106308188765137,0
B000003187,양사초등학교,강화군,3,2.1707979066189793,1.8318924566295411,2.0771203,2.05897,0.7235993022063265,0.6106308188765137,0
B000003188,내가초등학교,강화군,2,1.447198604412653,1.2212616377530274,1.7396003,1.7167196,0.7235993022063265,0.6106308188765137,0
B000003189,해명초등학교,강화군,0,0.0,0.0,0.38426316,0.6237348,0.7235993022063265,0.6106308188765137,0
B000003190,삼산초등학교,강화군,3,2.1707979066189793,1.8318924566295411,2.0815442,1.3391495,0.7235993022063265,0.6106308188765137,0
B000003192,교동초등학교,강화군,5,3.617996511031633,3.0531540943825686,3.2195933,2.6108742,0.7235993022063265,0.6106308188765137,0
B000003194,서도초등학교,강화군,0,0.0,0.0,0.2656581,0.37330952,0.7235993022063265,0.6106308188765137,0
B000022832,인천한빛초등학교,남동구,421,198.1861921849933,108.25515652953287,198.27234,108.22795,0.4707510503206492,0.2571381390250187,0
B000022834,인천청람초등학교,서구,783,830.616406498504,848.2530445927259,831.1714,848.3744,1.060812779691576,1.0833372217020765,0
B000022839,인천청일초등학교,서구,680,721.3526901902717,736.669310757412,721.5107,736.83936,1.060812779691576,1.0833372217020765,0
B000024924,인천하늘초등학교,중구,465,510.96348417514133,529.4489653962787,511.07422,529.47296,1.0988462025271857,1.138599925583395,0
B000025189,인천송명초등학교,연수구,314,301.3145606485863,295.97322977805777,301.312,296.03064,0.9596005116197016,0.9425899037517764,0
B000025193,인천만월초등학교,남동구,540,254.20556717315057,138.8545950735101,254.29,138.77715,0.4707510503206492,0.2571381390250187,0
B000025196,인천장서초등학교,남동구,462,217.48698524813992,118.79782022955864,217.43689,118.88678,0.4707510503206492,0.2571381390250187,0
B000025202,인천장아초등학교,남동구,550,258.91307767635703,141.4259764637603,258.8161,141.42886,0.4707510503206492,0.2571381390250187,0
B000025206,인천새봄초등학교,연수구,86,82.52564399929435,81.06273172265277,83.14534,81.54228,0.9596005116197016,0.9425899037517764,0
B000025210,인천연송초등학교,연수구,588,564.2451008323845,554.2428634060445,564.7552,554.5311,0.9596005116197016,0.9425899037517764,0
B000025222,인천현송초등학교,연수구,199,190.96050181232062,187.5753908466035,190.92155,187.73366,0.9596005116197016,0.9425899037517764,0
B000025225,인천송빛초등학교,연수구,113,108.43485781302628,106.51265912395074,108.4763,106.329285,0.9596005116197016,0.9425899037517764,1
B000025226,인천송일초등학교,연수구,653,626.6191340876652,615.51120714991,626.4614,615.47076,0.9596005116197016,0.9425899037517764,0
B000025228,인천예송초등학교,연수구,616,591.1139151577362,580.6353807110943,591.21484,580.7815,0.9596005116197016,0.9425899037517764,0
B000025236,인천첨단초등학교,연수구,311,298.4357591137272,293.14546006680246,298.37338,293.11606,0.9596005116197016,0.9425899037517764,0
B000025246,인천미송초등학교,연수구,613,588.2351136228771,577.807610999839,588.3132,577.4676,0.9596005116197016,0.9425899037517764,0
B000025248,인천은송초등학교,연수구,369,354.0925887876699,347.8156744844055,353.908,347.96506,0.9596005116197016,0.9425899037517764,0
B000025256,인천송원초등학교,연수구,298,285.96095246267106,280.8917913180294,286.35388,281.49893,0.9596005116197016,0.9425899037517764,0
B000025512,인천용학초등학교,미추홀구,146,132.0599104624799,126.47434505952661,132.5967,127.008644,0.90451993467452,0.8662626373940179,0
B000025677,인천주안초등학교,미추홀구,702,634.972994141513,608.1163714506006,634.96356,608.2473,0.90451993467452,0.8662626373940179,0
B000025690,인천별빛초등학교,중구,642,705.4592620224532,730.9811522245395,705.3379,730.571,1.0988462025271857,1.138599925583395,0
B000025751,인천경연초등학교,서구,334,354.31146841698643,361.8346320484935,354.42966,361.74728,1.060812779691576,1.0833372217020765,0
B000025752,인천도담초등학교,서구,826,876.2313560252418,894.8365451259151,875.95294,894.8867,1.060812779691576,1.0833372217020765,0
B000025756,인천청호초등학교,서구,708,751.0554480216358,767.0027529650702,750.4914,766.354,1.060812779691576,1.0833372217020765,0
B000026155,인천한들초등학교,서구,76,80.62177125655978,82.33362884935781,80.77759,82.703445,1.060812779691576,1.0833372217020765,1
B000026332,인천백석초등학교,서구,349,370.22366011236005,378.08469037402466,370.79788,378.27322,1.060812779691576,1.0833372217020765,0
B000026333,인천가원초등학교,서구,1045,1108.549354777697,1132.0873966786698,1108.0233,1131.6914,1.060812779691576,1.0833372217020765,0
B000026466,인천아라초등학교,서구,243,257.77750546505297,263.25094487360457,258.05807,263.6603,1.060812779691576,1.0833372217020765,1
B000026467,인천해든초등학교,서구,605,641.7917317134035,655.4190191297563,641.64453,655.26776,1.060812779691576,1.0833372217020765,0
B000026468,인천아람초등학교,서구,392,415.8386096390978,424.66819090721395,415.83295,424.64627,1.060812779691576,1.0833372217020765,1
B000026469,인천한별초등학교,서구,463,491.1563169971997,501.5851336480614,491.07965,501.84933,1.060812779691576,1.0833372217020765,0
B000026470,인천이음초등학교,서구,988,1048.083026335277,1070.3371750416516,1047.519,1069.8845,1.060812779691576,1.0833372217020765,1
B000026471,인천신검단초등학교,서구,46,48.797387865812496,49.833512198295516,48.664486,49.64887,1.060812779691576,1.0833372217020765,1
B000026504,인천송담초등학교,연수구,446,427.9818281823869,420.3950970732923,427.9887,420.37225,0.9596005116197016,0.9425899037517764,0
B000027505,인천중산초등학교,중구,496,545.0277164534841,564.7455630893639,545.0628,564.65814,1.0988462025271857,1.138599925583395,0
