학교ID,학교명,gu,iso_park_count,iso_park_area,buf_park_count,buf_park_area,iso_child_total,iso_child_6_12,child_pop_quartile,expected_park_count,gap_count,expected_park_area,gap_area,case_type,priority_score,redev_완료수,redev_진행중수,redev_예정수,redev_status,iso_green_ratio,iso_green_ratio_raw,iso_playground_count,is_separate_bundle_tag,is_low_access_tag,is_case_conflict_tag,isochrone_area_m2,iso_park_count_raw,iso_park_area_raw,green_bucket,case_label,priority_rank,is_island_tag,student_slope,is_new_school,nearest_park_dist_m,apt_blocked_m2,apt_gap_ratio,access_ratio,blocked_park_count,blocked_park_intersect_m2,current_green_ratio,corrected_green_ratio,green_ratio_delta,iso_green_ratio_before_apt,nearest_park_name,iso_official_park_count,iso_functional_park_count,iso_neighborhood_scale_park_count,iso_playground_like_count,iso_small_child_park_count,iso_mid_activity_park_count,graph_nearest_official_park_dist_m,graph_nearest_official_park_name,nearest_functional_park_dist_m,nearest_functional_park_name,nearest_functional_park_area_m2,nearest_functional_park_function_class,nearest_neighborhood_scale_park_dist_m,nearest_neighborhood_scale_park_name,nearest_neighborhood_scale_park_area_m2,nearest_official_route_dist_m,nearest_official_route_detour_ratio,nearest_official_major_road_crossing_count,nearest_official_large_intersection_flag,nearest_official_accident_hotspot_flag,nearest_official_barrier_level,nearest_official_barrier_label,nearest_official_barrier_summary,nearest_official_barrier_description,nearest_functional_route_dist_m,nearest_functional_route_detour_ratio,nearest_functional_major_road_crossing_count,nearest_functional_large_intersection_flag,nearest_functional_accident_hotspot_flag,nearest_functional_barrier_level,nearest_functional_barrier_label,nearest_functional_barrier_summary,nearest_functional_barrier_description,nearest_official_park_dist_m,nearest_official_park_name,nearest_official_park_type,nearest_official_park_area_m2,nearest_official_park_function_class,nearest_official_park_function_label,official_to_functional_gap_m,official_to_neighborhood_gap_m,no_official_park_flag,only_micro_park_flag,no_functional_park_flag,no_neighborhood_scale_park_flag,activity_space_limited_flag,nominal_access_gap_flag,neighborhood_scale_gap_flag,near_park_low_green_imbalance_flag,access_condition_type,access_condition_label,access_condition_description,access_condition_priority
B000002991,인천인주초등학교,미추홀구,5,5246.7992874289685,9,47733.09163525497,485,294,Q4,2.8823529411764706,2.117647058823529,131177.18088235296,-121120.28088235296,3.0,2.0,0,0,1,예정만,1.5948290557003468,1.5948290557003468,0,0,0,0,328988.1927267064,5,5246.7992874289685,middle,"접근 가능, 중간 수준",17.0,0,-66.77142857142857,0,222.5,58016.4226,0.073869,0.5555555555555556,2.0,9436.4993,1.594829,3.794089,2.19926,1.594829,나리공원,2,0,0,1,1,0,222.5,나리공원,222.5,선비공원,3150.0,mid_activity_park,741.3,미추홀공원,38950.0,222.5,0.904,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,222.5,1.156,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,222.5,나리공원,어린이공원,1504.0,small_child_park,소규모 어린이공원급,0.0,518.8,False,False,False,True,False,False,True,True,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,"가까운 활동 가능 공원은 있으나, 학교 도보생활권 전체의 녹지 비율은 낮은 유형입니다.",3
B000002992,인천연학초등학교,미추홀구,4,21230.67878355304,8,49760.16201610766,473,273,Q4,2.8823529411764706,1.1176470588235294,131177.18088235296,-49057.18088235296,4.0,1.0,0,0,1,예정만,6.8852393269625205,6.8852393269625205,0,0,1,0,308350.6291555318,4,21230.67878355304,high,접근 양호,21.0,0,32.57142857142857,0,121.4,169135.6499,0.21535,0.5,5.0,15355.0398,6.885239,7.662151,0.776911,6.885239,물방울어린이공원,3,2,2,0,1,0,121.4,물방울어린이공원,409.1,미추홀공원,38950.0,neighborhood_park_scale,409.1,미추홀공원,38950.0,121.4,0.747,0,False,False,1,일부 보행 부담,지구 내 간선도로 1회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,409.1,1.221,0,False,False,1,일부 보행 부담,지구 내 간선도로 1회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,121.4,물방울어린이공원,어린이공원,2447.0,small_child_park,소규모 어린이공원급,287.70000000000005,287.70000000000005,False,False,False,False,False,False,False,False,functional_access_available,활동공원 접근 가능형,도보권 내 활동 가능 공원이 확인되는 유형입니다.,5
B000002993,연평초등학교,옹진군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,16688.264221359823,0,0.0,,별도 묶음,,1,-5.342857142857143,0,16479.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,창포공원,0,0,0,0,0,0,2553.0,인스파이어호텔 패밀리파크 어린이놀이터,,,,,,,,2553.0,0.04,1,False,False,2,보행 부담 높음,중간급 간선도로 1회,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",,,,,,,자료 없음,자료 없음,경로 자료가 없어 보행부담을 추정할 수 없습니다.,16479.1,창포공원,어린이공원,1523.0,small_child_park,소규모 어린이공원급,,,True,False,True,True,True,False,False,False,no_official_park,공원 접근 결핍형,도보생활권 내 공식 공원이 확인되지 않아 야외활동 인프라 자체가 부족한 유형입니다.,1
B000002994,대청초등학교,옹진군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,16688.264221359823,0,0.0,,별도 묶음,,1,-4.542857142857143,0,16479.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,창포공원,0,0,0,0,0,0,2553.0,인스파이어호텔 패밀리파크 어린이놀이터,,,,,,,,2553.0,0.017,1,False,False,2,보행 부담 높음,중간급 간선도로 1회,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",,,,,,,자료 없음,자료 없음,경로 자료가 없어 보행부담을 추정할 수 없습니다.,16479.1,창포공원,어린이공원,1523.0,small_child_park,소규모 어린이공원급,,,True,False,True,True,True,False,False,False,no_official_park,공원 접근 결핍형,도보생활권 내 공식 공원이 확인되지 않아 야외활동 인프라 자체가 부족한 유형입니다.,1
B000002995,영흥초등학교,옹진군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,37509.70393892479,0,0.0,,별도 묶음,,1,-15.45714285714286,0,19637.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,영종하늘도시 6호,0,0,0,0,0,0,,,,,,,,,,,,,,,,자료 없음,자료 없음,경로 자료가 없어 보행부담을 추정할 수 없습니다.,,,,,,,자료 없음,자료 없음,경로 자료가 없어 보행부담을 추정할 수 없습니다.,19637.4,영종하늘도시 6호,근린공원,59927.0,neighborhood_park_scale,근린공원급 활동공간,,,True,False,True,True,False,False,False,False,no_official_park,공원 접근 결핍형,도보생활권 내 공식 공원이 확인되지 않아 야외활동 인프라 자체가 부족한 유형입니다.,1
B000002996,덕적초등학교,옹진군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,9895.053231568712,0,0.0,,별도 묶음,,1,-3.1428571428571423,0,18983.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,영종하늘도시 6호,0,0,0,0,0,0,,,,,,,,,,,,,,,,자료 없음,자료 없음,경로 자료가 없어 보행부담을 추정할 수 없습니다.,,,,,,,자료 없음,자료 없음,경로 자료가 없어 보행부담을 추정할 수 없습니다.,18983.5,영종하늘도시 6호,근린공원,59927.0,neighborhood_park_scale,근린공원급 활동공간,,,True,False,True,True,False,False,False,False,no_official_park,공원 접근 결핍형,도보생활권 내 공식 공원이 확인되지 않아 야외활동 인프라 자체가 부족한 유형입니다.,1
B000002997,북포초등학교,옹진군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,16688.264221359823,0,0.0,,별도 묶음,,1,-9.142857142857144,0,16479.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,창포공원,0,0,0,0,0,0,2553.0,인스파이어호텔 패밀리파크 어린이놀이터,,,,,,,,2553.0,0.016,1,False,False,2,보행 부담 높음,중간급 간선도로 1회,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",,,,,,,자료 없음,자료 없음,경로 자료가 없어 보행부담을 추정할 수 없습니다.,16479.1,창포공원,어린이공원,1523.0,small_child_park,소규모 어린이공원급,,,True,False,True,True,True,False,False,False,no_official_park,공원 접근 결핍형,도보생활권 내 공식 공원이 확인되지 않아 야외활동 인프라 자체가 부족한 유형입니다.,1
B000002998,백령초등학교,옹진군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,16688.264221359823,0,0.0,,별도 묶음,,1,-5.885714285714286,0,16479.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,창포공원,0,0,0,0,0,0,2553.0,인스파이어호텔 패밀리파크 어린이놀이터,,,,,,,,2553.0,0.016,1,False,False,2,보행 부담 높음,중간급 간선도로 1회,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",,,,,,,자료 없음,자료 없음,경로 자료가 없어 보행부담을 추정할 수 없습니다.,16479.1,창포공원,어린이공원,1523.0,small_child_park,소규모 어린이공원급,,,True,False,True,True,True,False,False,False,no_official_park,공원 접근 결핍형,도보생활권 내 공식 공원이 확인되지 않아 야외활동 인프라 자체가 부족한 유형입니다.,1
B000002999,인천공항초등학교신도분교장,옹진군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,65973.12538604854,0,0.0,,별도 묶음,,1,-1.2285714285714286,0,6831.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,창포공원,0,0,0,0,0,0,,,,,,,,,,,,,,,,자료 없음,자료 없음,경로 자료가 없어 보행부담을 추정할 수 없습니다.,,,,,,,자료 없음,자료 없음,경로 자료가 없어 보행부담을 추정할 수 없습니다.,6831.7,창포공원,어린이공원,1523.0,small_child_park,소규모 어린이공원급,,,True,False,True,True,True,False,False,False,no_official_park,공원 접근 결핍형,도보생활권 내 공식 공원이 확인되지 않아 야외활동 인프라 자체가 부족한 유형입니다.,1
B000003000,인천삼목초등학교장봉분교장,옹진군,0,0.0,0,0.0,3,3,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,784137.1226365952,0,0.0,,별도 묶음,,1,-1.9142857142857144,0,16196.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,창포공원,0,0,0,0,0,0,2270.7,인스파이어호텔 패밀리파크 어린이놀이터,,,,,,,,2270.7,0.272,1,False,False,2,보행 부담 높음,중간급 간선도로 1회,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",,,,,,,자료 없음,자료 없음,경로 자료가 없어 보행부담을 추정할 수 없습니다.,16196.8,창포공원,어린이공원,1523.0,small_child_park,소규모 어린이공원급,,,True,False,True,True,True,False,False,False,no_official_park,공원 접근 결핍형,도보생활권 내 공식 공원이 확인되지 않아 야외활동 인프라 자체가 부족한 유형입니다.,1
B000003004,인천남부초등학교이작분교장,옹진군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,9895.053231568712,0,0.0,,별도 묶음,,1,-1.3142857142857145,0,18983.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,영종하늘도시 6호,0,0,0,0,0,0,,,,,,,,,,,,,,,,자료 없음,자료 없음,경로 자료가 없어 보행부담을 추정할 수 없습니다.,,,,,,,자료 없음,자료 없음,경로 자료가 없어 보행부담을 추정할 수 없습니다.,18983.5,영종하늘도시 6호,근린공원,59927.0,neighborhood_park_scale,근린공원급 활동공간,,,True,False,True,True,False,False,False,False,no_official_park,공원 접근 결핍형,도보생활권 내 공식 공원이 확인되지 않아 야외활동 인프라 자체가 부족한 유형입니다.,1
B000003005,인천용현남초등학교자월분교장,옹진군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,9895.053231568712,0,0.0,,별도 묶음,,1,-0.5428571428571429,0,18983.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,영종하늘도시 6호,0,0,0,0,0,0,,,,,,,,,,,,,,,,자료 없음,자료 없음,경로 자료가 없어 보행부담을 추정할 수 없습니다.,,,,,,,자료 없음,자료 없음,경로 자료가 없어 보행부담을 추정할 수 없습니다.,18983.5,영종하늘도시 6호,근린공원,59927.0,neighborhood_park_scale,근린공원급 활동공간,,,True,False,True,True,False,False,False,False,no_official_park,공원 접근 결핍형,도보생활권 내 공식 공원이 확인되지 않아 야외활동 인프라 자체가 부족한 유형입니다.,1
B000003006,인천부평서초등학교,부평구,1,1198.073271643468,1,1198.073271643468,1075,657,Q4,2.8823529411764706,-1.8823529411764703,131177.18088235296,-129977.18088235296,2.0,3.0,0,0,0,없음,0.2912266991658678,0.2912266991658678,0,0,0,0,411388.5420103968,1,1198.073271643468,low,접근 가능하나 녹지 부족,36.0,0,-29.60000000000001,0,304.0,170646.6288,0.217274,1.0,0.0,0.0,0.291227,0.205842,-0.085385,0.291227,서부동놀이공원,1,0,0,1,0,0,304.0,서부동놀이공원,862.8,부흥놀이공원,3756.0,mid_activity_park,1507.0,신트리공원,58595.0,304.0,1.497,0,False,False,1,일부 보행 부담,일부 보행 부담,일부 우회 또는 일반 횡단 구간이 포함됩니다.,862.8,1.061,0,False,True,2,보행 부담 높음,사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",304.0,서부동놀이공원,어린이공원,1200.0,playground_like,놀이터급·초소형 공간,558.8,1203.0,False,True,True,True,True,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000003007,인천부곡초등학교,부평구,1,557.5664542104203,1,14995.883783395004,147,96,Q2,1.9852941176470589,-0.9852941176470588,128374.85739705882,-113354.85739705882,2.0,3.0,0,0,0,없음,0.865276661289274,0.865276661289274,0,0,0,0,64437.93981217968,1,557.5664542104203,low,접근 가능하나 녹지 부족,64.0,0,-76.94285714285715,0,420.0,205370.321,0.261486,1.0,1.0,689.9527,0.865277,0.462372,-0.402904,0.865277,마장공원,0,0,0,0,0,0,779.6,마장공원,779.6,마장공원,15020.0,neighborhood_park_scale,779.6,마장공원,15020.0,779.6,2.448,1,False,True,3,접근 주의,중간급 간선도로 1회 · 사고위험 지점 인접 · 우회 부담,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",779.6,2.448,1,False,True,3,접근 주의,중간급 간선도로 1회 · 사고위험 지점 인접 · 우회 부담,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",420.0,마장공원,근린공원,15020.0,neighborhood_park_scale,근린공원급 활동공간,359.6,359.6,False,True,True,True,False,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000003008,인천마곡초등학교,부평구,2,1719.0510845374115,5,152434.6017434685,281,139,Q3,2.485294117647059,-0.4852941176470589,144452.72647058824,-142096.72647058824,3.0,2.0,0,0,0,없음,1.5676121085960033,1.5676121085960033,0,0,1,0,109660.48776422386,2,1719.0510845374115,middle,"접근 가능, 중간 수준",16.0,0,7.2857142857142865,0,0.0,124128.3445,0.158045,0.4,1.0,4002.5631,1.567612,2.447343,0.879731,1.567612,성벽어린이공원,2,0,0,1,1,0,0.0,성벽어린이공원,1094.3,푸른내어린이공원,4009.0,mid_activity_park,2116.5,서인공원,33837.0,0.0,0.0,0,False,,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,1094.3,3.159,0,False,False,3,접근 주의,지구 내 간선도로 1회 · 우회 부담,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",0.0,성벽어린이공원,어린이공원,1917.0,small_child_park,소규모 어린이공원급,1094.3,2116.5,False,True,True,True,True,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000003009,인천대정초등학교,부평구,0,0.0,1,16994.16843014128,257,173,Q3,2.485294117647059,-2.485294117647059,144452.72647058824,-144452.72647058824,2.0,3.0,0,0,0,없음,0.0,0.0,0,0,0,1,200625.2174343403,0,0.0,low,접근 가능하나 녹지 부족,7.0,0,-73.77142857142859,0,317.0,178722.382,0.227556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,마장공원,0,0,0,0,0,0,1287.1,마장공원,1287.1,마장공원,15020.0,neighborhood_park_scale,1287.1,마장공원,15020.0,1287.1,1.511,0,False,False,1,일부 보행 부담,일부 보행 부담,일부 우회 또는 일반 횡단 구간이 포함됩니다.,1287.1,1.511,0,False,False,1,일부 보행 부담,일부 보행 부담,일부 우회 또는 일반 횡단 구간이 포함됩니다.,317.0,마장공원,근린공원,15020.0,neighborhood_park_scale,근린공원급 활동공간,970.0999999999999,970.0999999999999,False,True,True,True,False,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000003010,인천청천초등학교,부평구,4,10239.93859439055,5,17901.13871616494,264,144,Q3,2.485294117647059,1.5147058823529411,144452.72647058824,-131086.72647058824,4.0,1.0,0,1,0,진행중포함,5.0886733067130905,5.0886733067130905,0,0,0,0,201230.0255330166,4,10239.93859439055,high,접근 양호,2.0,0,140.45714285714286,0,113.7,95713.4691,0.121866,0.8,0.0,0.0,5.088673,3.448447,-1.640226,5.088673,어울림어린이공원,3,0,0,0,3,0,113.7,어울림어린이공원,113.7,어울림어린이공원,7291.0,mid_activity_park,1413.0,서인공원,33837.0,113.7,1.319,0,False,False,1,일부 보행 부담,일부 보행 부담,일부 우회 또는 일반 횡단 구간이 포함됩니다.,113.7,1.319,0,False,False,1,일부 보행 부담,일부 보행 부담,일부 우회 또는 일반 횡단 구간이 포함됩니다.,113.7,어울림어린이공원,어린이공원,7291.0,mid_activity_park,중간 규모 활동공간,0.0,1299.3,False,False,False,True,False,False,True,True,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,"가까운 활동 가능 공원은 있으나, 학교 도보생활권 전체의 녹지 비율은 낮은 유형입니다.",3
B000003011,인천갈산초등학교,부평구,2,3571.7034488613926,7,18934.459693807632,98,62,Q1,1.1323529411764706,0.8676470588235294,74437.42647058824,-67859.42647058824,3.0,2.0,0,0,0,없음,4.009450590234919,4.009450590234919,0,0,1,0,89082.11657627938,2,3571.7034488613926,middle,"접근 가능, 중간 수준",69.0,0,-18.142857142857142,0,212.0,136692.2948,0.174042,0.2857142857142857,2.0,2153.456,4.009451,2.535788,-1.473663,4.009451,상꾸지놀이공원,1,1,0,0,0,1,359.8,상꾸지놀이공원,359.8,상꾸지놀이공원,3766.0,mid_activity_park,872.0,사근공원,15915.0,359.8,1.129,1,False,True,3,접근 주의,중간급 간선도로 1회 · 사고위험 지점 인접,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",359.8,1.129,1,False,True,3,접근 주의,중간급 간선도로 1회 · 사고위험 지점 인접,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",212.0,상꾸지놀이공원,어린이공원,3766.0,mid_activity_park,중간 규모 활동공간,147.8,660.0,False,False,False,True,False,False,True,True,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,"가까운 활동 가능 공원은 있으나, 학교 도보생활권 전체의 녹지 비율은 낮은 유형입니다.",3
B000003012,인천후정초등학교,부평구,2,1889.881372513143,9,45628.65087518746,119,76,Q2,1.9852941176470589,0.0147058823529411,128374.85739705882,-125255.85739705882,3.0,2.0,0,0,0,없음,1.7474424679514575,1.7474424679514575,0,0,1,0,108151.27863572344,2,1889.881372513143,middle,"접근 가능, 중간 수준",23.0,0,-44.31428571428573,0,65.9,53621.6692,0.068273,0.2222222222222222,6.0,5166.2006,1.747442,4.361719,2.614277,1.747442,동화놀이공원,1,0,0,0,1,0,65.9,동화놀이공원,507.1,도드리놀이공원,3239.0,mid_activity_park,638.1,후정공원,22209.0,65.9,0.494,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,507.1,1.454,0,False,False,1,일부 보행 부담,일부 보행 부담,일부 우회 또는 일반 횡단 구간이 포함됩니다.,65.9,동화놀이공원,어린이공원,1514.0,small_child_park,소규모 어린이공원급,441.20000000000005,572.2,False,True,True,True,True,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000003013,인천영선초등학교,부평구,2,2691.8955566472805,7,45787.18941934536,316,211,Q3,2.485294117647059,-0.4852941176470589,144452.72647058824,-120761.72647058824,3.0,2.0,0,0,2,예정만,1.762688543354465,1.762688543354465,0,0,1,0,152715.32607368618,2,2691.8955566472805,middle,"접근 가능, 중간 수준",25.0,0,-48.457142857142856,0,145.9,219146.3001,0.279026,0.2857142857142857,2.0,2305.8346,1.762689,1.343976,-0.418713,1.762689,햇살공원,0,0,0,0,0,0,145.9,햇살공원,145.9,햇살공원,3338.0,mid_activity_park,616.4,시냇물공원,20353.0,145.9,0.968,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,145.9,0.968,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,145.9,햇살공원,어린이공원,3338.0,mid_activity_park,중간 규모 활동공간,0.0,470.5,False,False,False,True,False,False,True,True,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,"가까운 활동 가능 공원은 있으나, 학교 도보생활권 전체의 녹지 비율은 낮은 유형입니다.",3
B000003014,인천진산초등학교,부평구,2,6070.8244127202925,6,52583.03201250648,86,58,Q1,1.1323529411764706,0.8676470588235294,74437.42647058824,-64996.42647058824,4.0,1.0,0,0,0,없음,14.020999494165734,14.020999494165734,0,0,1,0,43298.08595490227,2,6070.8244127202925,high,접근 양호,42.0,0,-36.28571428571428,0,152.0,122651.2271,0.156164,0.3333333333333333,2.0,1315.632,14.020999,4.451032,-9.569968,14.020999,새싹공원,1,1,0,0,0,1,152.0,새싹공원,152.0,새싹공원,4095.0,mid_activity_park,607.9,시냇물공원,20353.0,152.0,0.75,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,152.0,0.75,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,152.0,새싹공원,어린이공원,4095.0,mid_activity_park,중간 규모 활동공간,0.0,455.9,False,False,False,True,False,False,True,True,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,"가까운 활동 가능 공원은 있으나, 학교 도보생활권 전체의 녹지 비율은 낮은 유형입니다.",3
B000003015,인천구산초등학교,부평구,6,17152.817473550953,9,66644.73774332815,519,377,Q4,2.8823529411764706,3.117647058823529,131177.18088235296,-68431.18088235296,4.0,1.0,0,0,0,없음,6.00706905267396,6.00706905267396,0,0,0,0,285543.87044902745,6,17152.817473550953,high,접근 양호,15.0,0,-50.22857142857144,0,105.0,151926.6142,0.193439,0.6666666666666666,5.0,7349.1901,6.007069,5.600837,-0.406232,6.007069,부개공원,1,0,0,0,1,0,182.6,부개공원,182.6,부개공원,10986.0,neighborhood_park_scale,182.6,부개공원,10986.0,182.6,1.198,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,182.6,1.198,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,105.0,부개공원,근린공원,10986.0,neighborhood_park_scale,근린공원급 활동공간,77.6,77.6,False,False,False,False,False,False,False,False,functional_access_available,활동공원 접근 가능형,도보권 내 활동 가능 공원이 확인되는 유형입니다.,5
B000003016,인천부일초등학교,부평구,4,6761.337809030278,11,60500.785477502,399,248,Q3,2.485294117647059,1.5147058823529411,144452.72647058824,-114348.72647058824,3.0,2.0,0,0,0,없음,4.687834898287536,4.687834898287536,0,0,1,0,144231.56863950545,4,6761.337809030278,middle,"접근 가능, 중간 수준",73.0,0,-25.31428571428572,0,0.0,130751.118,0.166477,0.3636363636363636,7.0,14031.8659,4.687835,7.561641,2.873806,4.687835,동소정놀이공원,0,0,0,0,0,0,0.0,동소정놀이공원,63.6,새말놀이공원,3901.0,mid_activity_park,461.4,대촌공원,12502.0,0.0,0.0,0,False,,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,63.6,0.262,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,0.0,동소정놀이공원,어린이공원,1550.0,small_child_park,소규모 어린이공원급,63.6,461.4,False,False,False,False,False,False,False,True,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,"가까운 활동 가능 공원은 있으나, 학교 도보생활권 전체의 녹지 비율은 낮은 유형입니다.",3
B000003017,인천부내초등학교,부평구,3,14894.441489509549,8,41262.27133967272,147,91,Q2,1.9852941176470589,1.0147058823529411,128374.85739705882,-101968.85739705882,4.0,1.0,0,0,0,없음,28.65007072493161,28.65007072493161,0,0,1,0,51987.45103462604,3,14894.441489509549,high,접근 양호,63.0,0,-44.97142857142857,0,263.6,137088.431,0.174546,0.375,4.0,6594.1115,28.650071,11.365042,-17.285029,28.650071,대촌공원,1,1,1,0,0,0,263.6,대촌공원,263.6,대촌공원,12502.0,neighborhood_park_scale,263.6,대촌공원,12502.0,263.6,1.309,1,False,False,2,보행 부담 높음,중간급 간선도로 1회,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",263.6,1.309,1,False,False,2,보행 부담 높음,중간급 간선도로 1회,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",263.6,대촌공원,근린공원,12502.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,False,False,False,False,False,False,False,False,functional_access_with_barrier,보행부담 동반형,"활동 가능 공원은 있으나, 도달 경로에 간선도로 횡단 또는 교차로 부담이 포함될 수 있습니다.",4
