학교ID,학교명,gu,iso_park_count,iso_park_area,buf_park_count,buf_park_area,iso_child_total,iso_child_6_12,child_pop_quartile,expected_park_count,gap_count,expected_park_area,gap_area,case_type,priority_score,redev_완료수,redev_진행중수,redev_예정수,redev_status,iso_green_ratio,iso_green_ratio_raw,iso_playground_count,is_separate_bundle_tag,is_low_access_tag,is_case_conflict_tag,isochrone_area_m2,iso_park_count_raw,iso_park_area_raw,green_bucket,case_label,priority_rank,is_island_tag,student_slope,is_new_school,nearest_park_dist_m,apt_blocked_m2,apt_gap_ratio,access_ratio,blocked_park_count,blocked_park_intersect_m2,current_green_ratio,corrected_green_ratio,green_ratio_delta,iso_green_ratio_before_apt,nearest_park_name,iso_official_park_count,iso_functional_park_count,iso_neighborhood_scale_park_count,iso_playground_like_count,iso_small_child_park_count,iso_mid_activity_park_count,graph_nearest_official_park_dist_m,graph_nearest_official_park_name,nearest_functional_park_dist_m,nearest_functional_park_name,nearest_functional_park_area_m2,nearest_functional_park_function_class,nearest_neighborhood_scale_park_dist_m,nearest_neighborhood_scale_park_name,nearest_neighborhood_scale_park_area_m2,nearest_official_route_dist_m,nearest_official_route_detour_ratio,nearest_official_major_road_crossing_count,nearest_official_large_intersection_flag,nearest_official_accident_hotspot_flag,nearest_official_barrier_level,nearest_official_barrier_label,nearest_official_barrier_summary,nearest_official_barrier_description,nearest_functional_route_dist_m,nearest_functional_route_detour_ratio,nearest_functional_major_road_crossing_count,nearest_functional_large_intersection_flag,nearest_functional_accident_hotspot_flag,nearest_functional_barrier_level,nearest_functional_barrier_label,nearest_functional_barrier_summary,nearest_functional_barrier_description,nearest_official_park_dist_m,nearest_official_park_name,nearest_official_park_type,nearest_official_park_area_m2,nearest_official_park_function_class,nearest_official_park_function_label,official_to_functional_gap_m,official_to_neighborhood_gap_m,no_official_park_flag,only_micro_park_flag,no_functional_park_flag,no_neighborhood_scale_park_flag,activity_space_limited_flag,nominal_access_gap_flag,neighborhood_scale_gap_flag,near_park_low_green_imbalance_flag,access_condition_type,access_condition_label,access_condition_description,access_condition_priority
B000003168,인천가현초등학교,서구,1,193.46165819847144,2,862.6107099358455,713,444,Q4,2.8823529411764706,-1.8823529411764703,131177.18088235296,-131177.18088235296,2.0,3.0,0,0,0,없음,0.1245507481503297,0.1245507481503297,1,0,1,0,155327.57616595592,1,193.46165819847144,low,접근 가능하나 녹지 부족,31.0,0,237.7714285714285,0,240.0,200396.4831,0.255153,0.5,1.0,120.1932,0.124551,0.088174,-0.036377,0.124551,수차공원,1,0,0,1,0,0,218.7,수차공원,669.2,가정공원,6612.0,mid_activity_park,1074.0,원신공원,57685.0,218.7,1.556,0,False,False,1,일부 보행 부담,일부 보행 부담,일부 우회 또는 일반 횡단 구간이 포함됩니다.,669.2,1.259,0,False,False,1,일부 보행 부담,지구 내 간선도로 1회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,240.0,수차공원,놀이터,,playground_like,놀이터급·초소형 공간,429.20000000000005,834.0,False,True,True,True,True,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000003169,인천신현초등학교,서구,1,792.2588385269692,1,2017.514953495962,552,387,Q4,2.8823529411764706,-1.8823529411764703,131177.18088235296,-73492.18088235296,2.0,3.0,0,1,2,진행중포함,0.1957398874817257,0.1957398874817257,0,0,0,1,404750.8398618725,1,792.2588385269692,low,접근 가능하나 녹지 부족,33.0,0,-41.08571428571428,0,602.1,12265.4972,0.015617,1.0,0.0,0.0,0.19574,0.189983,-0.005757,0.19574,원신공원,0,0,0,0,0,0,602.1,원신공원,602.1,원신공원,57685.0,neighborhood_park_scale,602.1,원신공원,57685.0,602.1,0.985,1,False,True,3,접근 주의,중간급 간선도로 1회 · 사고위험 지점 인접,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",602.1,0.985,1,False,True,3,접근 주의,중간급 간선도로 1회 · 사고위험 지점 인접,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",602.1,원신공원,근린공원,57685.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,True,False,True,True,False,False,False,False,no_official_park,공원 접근 결핍형,도보생활권 내 공식 공원이 확인되지 않아 야외활동 인프라 자체가 부족한 유형입니다.,1
B000003170,인천서곶초등학교,서구,2,17956.7907735666,7,166176.31870204338,47,31,Q1,1.1323529411764706,0.8676470588235294,74437.42647058824,982085.0735294118,4.0,1.0,0,0,0,없음,17.10876015583821,17.10876015583821,0,0,1,0,104956.70410949686,2,17956.7907735666,high,접근 양호,49.0,0,-46.57142857142858,0,45.0,0.0,0.0,0.2857142857142857,0.0,0.0,17.10876,17.10876,0.0,17.10876,경명공원,0,0,0,0,0,0,477.6,경명공원,477.6,경명공원,24357.0,neighborhood_park_scale,477.6,경명공원,24357.0,477.6,1.418,0,False,False,1,일부 보행 부담,일부 보행 부담,일부 우회 또는 일반 횡단 구간이 포함됩니다.,477.6,1.418,0,False,False,1,일부 보행 부담,일부 보행 부담,일부 우회 또는 일반 횡단 구간이 포함됩니다.,45.0,경명공원,근린공원,24357.0,neighborhood_park_scale,근린공원급 활동공간,432.6,432.6,False,False,False,False,False,False,False,False,functional_access_available,활동공원 접근 가능형,도보권 내 활동 가능 공원이 확인되는 유형입니다.,5
B000003171,인천검암초등학교,서구,2,10210.632812410047,4,24184.107382501083,158,98,Q2,1.9852941176470589,0.0147058823529411,128374.85739705882,-113829.85739705882,4.0,1.0,0,0,0,없음,5.685083237800615,5.685083237800615,0,0,1,0,179603.9281275366,2,10210.632812410047,high,접근 양호,11.0,0,-15.82857142857143,0,150.6,58304.735,0.074236,0.5,1.0,1238.5197,5.685083,4.812415,-0.872668,5.685083,상동공원,1,0,0,0,1,0,150.6,상동공원,150.6,상동공원,12475.0,neighborhood_park_scale,150.6,상동공원,12475.0,150.6,0.775,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,150.6,0.775,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,150.6,상동공원,근린공원,12475.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,False,False,False,False,False,False,False,True,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,"가까운 활동 가능 공원은 있으나, 학교 도보생활권 전체의 녹지 비율은 낮은 유형입니다.",3
B000003172,인천은지초등학교,서구,1,1700.7137968926268,2,5039.894896042318,121,77,Q2,1.9852941176470589,-0.9852941176470588,128374.85739705882,-125396.85739705882,2.0,3.0,0,0,0,없음,0.8481252905733841,0.8481252905733841,0,0,1,0,200526.2448597472,1,1700.7137968926268,low,접근 가능하나 녹지 부족,62.0,0,-53.37142857142858,0,316.8,53125.4919,0.067641,0.5,1.0,6.5518,0.848125,0.673075,-0.175051,0.848125,허암공원,1,0,0,0,1,0,316.8,허암공원,760.7,상동공원,12475.0,neighborhood_park_scale,760.7,상동공원,12475.0,316.8,2.6,0,False,False,3,접근 주의,우회 부담,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",760.7,1.178,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,316.8,허암공원,어린이공원,2978.0,small_child_park,소규모 어린이공원급,443.90000000000003,443.90000000000003,False,True,True,True,True,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000003173,길상초등학교,강화군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,1,0,0,완료포함,0.0,0.0,0,1,0,0,15500.14115704726,0,0.0,,별도 묶음,,0,-16.914285714285715,0,4242.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,백석공원(마),0,0,0,0,0,0,4242.4,백석공원(마),4242.4,백석공원(마),45013.0,neighborhood_park_scale,4242.4,백석공원(마),45013.0,4242.4,0.384,0,False,False,1,일부 보행 부담,지구 내 간선도로 4회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,4242.4,0.384,0,False,False,1,일부 보행 부담,지구 내 간선도로 4회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,4242.4,백석공원(마),근린공원,45013.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,True,False,True,True,False,False,False,False,no_official_park,공원 접근 결핍형,도보생활권 내 공식 공원이 확인되지 않아 야외활동 인프라 자체가 부족한 유형입니다.,1
B000003174,양도초등학교,강화군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,15500.14115704726,0,0.0,,별도 묶음,,0,-1.4285714285714286,0,4242.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,백석공원(마),0,0,0,0,0,0,4242.4,백석공원(마),4242.4,백석공원(마),45013.0,neighborhood_park_scale,4242.4,백석공원(마),45013.0,4242.4,0.219,0,False,False,1,일부 보행 부담,지구 내 간선도로 4회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,4242.4,0.219,0,False,False,1,일부 보행 부담,지구 내 간선도로 4회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,4242.4,백석공원(마),근린공원,45013.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,True,False,True,True,False,False,False,False,no_official_park,공원 접근 결핍형,도보생활권 내 공식 공원이 확인되지 않아 야외활동 인프라 자체가 부족한 유형입니다.,1
B000003175,조산초등학교,강화군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,15500.14115704726,0,0.0,,별도 묶음,,0,-0.5142857142857143,0,4242.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,백석공원(마),0,0,0,0,0,0,4242.4,백석공원(마),4242.4,백석공원(마),45013.0,neighborhood_park_scale,4242.4,백석공원(마),45013.0,4242.4,0.267,0,False,False,1,일부 보행 부담,지구 내 간선도로 4회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,4242.4,0.267,0,False,False,1,일부 보행 부담,지구 내 간선도로 4회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,4242.4,백석공원(마),근린공원,45013.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,True,False,True,True,False,False,False,False,no_official_park,공원 접근 결핍형,도보생활권 내 공식 공원이 확인되지 않아 야외활동 인프라 자체가 부족한 유형입니다.,1
B000003176,화도초등학교,강화군,1,7220.615422705949,0,0.0,0,0,Q1,1.1323529411764706,0.8676470588235294,74437.42647058824,-61663.42647058824,,,0,0,0,없음,18.932822258639675,18.932822258639675,0,1,1,0,38138.08276476552,1,7220.615422705949,,별도 묶음,,0,-12.74285714285714,0,385.5,0.0,0.0,0.0,0.0,0.0,18.932822,18.932822,0.0,18.932822,미단시티 13호,1,1,1,0,0,0,327.3,제10호근린공원놀이터,385.5,미단시티 13호,12774.0,neighborhood_park_scale,385.5,미단시티 13호,12774.0,327.3,0.024,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,385.5,0.029,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,385.5,미단시티 13호,근린공원,12774.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,False,False,False,False,False,False,False,False,functional_access_available,활동공원 접근 가능형,도보권 내 활동 가능 공원이 확인되는 유형입니다.,5
B000003177,대월초등학교,강화군,0,0.0,0,0.0,2,1,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,22567.699685102703,0,0.0,,별도 묶음,,0,-0.8285714285714285,0,4687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,불로지구1호 어린이공원,0,0,0,0,0,0,0.0,갑룡공원,0.0,갑룡공원,18605.0,neighborhood_park_scale,0.0,갑룡공원,18605.0,0.0,0.0,0,False,,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,0.0,0.0,0,False,,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,4687.0,불로지구1호 어린이공원,어린이공원,2561.0,small_child_park,소규모 어린이공원급,-4687.0,-4687.0,True,False,False,False,False,False,False,True,no_official_park,공원 접근 결핍형,도보생활권 내 공식 공원이 확인되지 않아 야외활동 인프라 자체가 부족한 유형입니다.,1
B000003178,갑룡초등학교,강화군,0,0.0,1,18575.12768242704,2,1,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,22567.699685102703,0,0.0,,별도 묶음,,0,-10.2,0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,불로지구1호 어린이공원,0,0,0,0,0,0,0.0,갑룡공원,0.0,갑룡공원,18605.0,neighborhood_park_scale,0.0,갑룡공원,18605.0,0.0,0.0,0,False,,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,0.0,0.0,0,False,,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,285.0,불로지구1호 어린이공원,어린이공원,2561.0,small_child_park,소규모 어린이공원급,-285.0,-285.0,False,False,False,False,False,False,False,True,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,"가까운 활동 가능 공원은 있으나, 학교 도보생활권 전체의 녹지 비율은 낮은 유형입니다.",3
B000003179,강화초등학교,강화군,2,17893.45915442875,2,17893.45915442875,185,120,Q2,1.9852941176470589,0.0147058823529411,128374.85739705882,-44609.85739705882,,,0,0,0,없음,2.2819298612292127,2.2819298612292127,0,1,0,0,784137.1226366282,2,17893.45915442875,,별도 묶음,,0,-31.31428571428572,0,0.0,0.0,0.0,1.0,0.0,0.0,2.28193,2.28193,0.0,2.28193,남산근린공원,1,0,0,1,0,0,0.0,남산근린공원,0.0,남산근린공원,103240.0,neighborhood_park_scale,0.0,남산근린공원,103240.0,0.0,0.0,0,False,,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,0.0,0.0,0,False,,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,0.0,남산근린공원,근린공원,103240.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,False,False,False,False,False,False,False,True,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,"가까운 활동 가능 공원은 있으나, 학교 도보생활권 전체의 녹지 비율은 낮은 유형입니다.",3
B000003180,합일초등학교,강화군,2,101724.9523043642,2,101724.9523043642,180,113,Q2,1.9852941176470589,0.0147058823529411,128374.85739705882,-24823.85739705882,,,0,0,0,없음,12.97285249833488,12.97285249833488,0,1,0,0,784137.1226368374,2,101724.9523043642,,별도 묶음,,0,-9.6,0,0.0,0.0,0.0,1.0,0.0,0.0,12.972852,12.972852,0.0,12.972852,남산근린공원,1,1,1,0,0,0,0.0,남산근린공원,0.0,남산근린공원,103240.0,neighborhood_park_scale,0.0,남산근린공원,103240.0,0.0,0.0,0,False,,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,0.0,0.0,0,False,,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,0.0,남산근린공원,근린공원,103240.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,False,False,False,False,False,False,False,False,functional_access_available,활동공원 접근 가능형,도보권 내 활동 가능 공원이 확인되는 유형입니다.,5
B000003181,송해초등학교,강화군,0,0.0,0,0.0,10,5,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,784137.1226364657,0,0.0,,별도 묶음,,0,-1.7428571428571429,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,남산근린공원,0,0,0,0,0,0,0.0,남산근린공원,0.0,남산근린공원,103240.0,neighborhood_park_scale,0.0,남산근린공원,103240.0,0.0,0.0,0,False,,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,0.0,0.0,0,False,,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,0.0,남산근린공원,근린공원,103240.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,False,False,False,False,False,False,False,True,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,"가까운 활동 가능 공원은 있으나, 학교 도보생활권 전체의 녹지 비율은 낮은 유형입니다.",3
B000003182,선원초등학교,강화군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,15500.14115704726,0,0.0,,별도 묶음,,0,-6.542857142857143,0,3971.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,백석공원(마),0,0,0,0,0,0,3971.9,백석공원(마),3971.9,백석공원(마),45013.0,neighborhood_park_scale,3971.9,백석공원(마),45013.0,3971.9,0.227,0,False,False,1,일부 보행 부담,지구 내 간선도로 4회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,3971.9,0.227,0,False,False,1,일부 보행 부담,지구 내 간선도로 4회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,3971.9,백석공원(마),근린공원,45013.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,True,False,True,True,False,False,False,False,no_official_park,공원 접근 결핍형,도보생활권 내 공식 공원이 확인되지 않아 야외활동 인프라 자체가 부족한 유형입니다.,1
B000003183,불은초등학교,강화군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,15500.14115704726,0,0.0,,별도 묶음,,0,-6.2285714285714295,0,4242.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,백석공원(마),0,0,0,0,0,0,4242.4,백석공원(마),4242.4,백석공원(마),45013.0,neighborhood_park_scale,4242.4,백석공원(마),45013.0,4242.4,0.295,0,False,False,1,일부 보행 부담,지구 내 간선도로 4회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,4242.4,0.295,0,False,False,1,일부 보행 부담,지구 내 간선도로 4회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,4242.4,백석공원(마),근린공원,45013.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,True,False,True,True,False,False,False,False,no_official_park,공원 접근 결핍형,도보생활권 내 공식 공원이 확인되지 않아 야외활동 인프라 자체가 부족한 유형입니다.,1
B000003184,삼성초등학교,강화군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,15500.14115704726,0,0.0,,별도 묶음,,0,-5.2285714285714295,0,4242.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,백석공원(마),0,0,0,0,0,0,4242.4,백석공원(마),4242.4,백석공원(마),45013.0,neighborhood_park_scale,4242.4,백석공원(마),45013.0,4242.4,0.228,0,False,False,1,일부 보행 부담,지구 내 간선도로 4회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,4242.4,0.228,0,False,False,1,일부 보행 부담,지구 내 간선도로 4회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,4242.4,백석공원(마),근린공원,45013.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,True,False,True,True,False,False,False,False,no_official_park,공원 접근 결핍형,도보생활권 내 공식 공원이 확인되지 않아 야외활동 인프라 자체가 부족한 유형입니다.,1
B000003185,하점초등학교,강화군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,15500.14115704726,0,0.0,,별도 묶음,,0,-3.1142857142857148,0,4242.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,백석공원(마),0,0,0,0,0,0,4242.4,백석공원(마),4242.4,백석공원(마),45013.0,neighborhood_park_scale,4242.4,백석공원(마),45013.0,4242.4,0.162,0,False,False,1,일부 보행 부담,지구 내 간선도로 4회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,4242.4,0.162,0,False,False,1,일부 보행 부담,지구 내 간선도로 4회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,4242.4,백석공원(마),근린공원,45013.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,True,False,True,True,False,False,False,False,no_official_park,공원 접근 결핍형,도보생활권 내 공식 공원이 확인되지 않아 야외활동 인프라 자체가 부족한 유형입니다.,1
B000003186,명신초등학교,강화군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,15500.14115704726,0,0.0,,별도 묶음,,0,-0.857142857142857,0,4242.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,백석공원(마),0,0,0,0,0,0,4242.4,백석공원(마),4242.4,백석공원(마),45013.0,neighborhood_park_scale,4242.4,백석공원(마),45013.0,4242.4,0.168,0,False,False,1,일부 보행 부담,지구 내 간선도로 4회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,4242.4,0.168,0,False,False,1,일부 보행 부담,지구 내 간선도로 4회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,4242.4,백석공원(마),근린공원,45013.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,True,False,True,True,False,False,False,False,no_official_park,공원 접근 결핍형,도보생활권 내 공식 공원이 확인되지 않아 야외활동 인프라 자체가 부족한 유형입니다.,1
B000003187,양사초등학교,강화군,0,0.0,0,0.0,8,4,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,784137.1226364536,0,0.0,,별도 묶음,,0,-4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,남산근린공원,0,0,0,0,0,0,0.0,남산근린공원,0.0,남산근린공원,103240.0,neighborhood_park_scale,0.0,남산근린공원,103240.0,0.0,0.0,0,False,,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,0.0,0.0,0,False,,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,0.0,남산근린공원,근린공원,103240.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,False,False,False,False,False,False,False,True,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,"가까운 활동 가능 공원은 있으나, 학교 도보생활권 전체의 녹지 비율은 낮은 유형입니다.",3
B000003188,내가초등학교,강화군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,15500.14115704726,0,0.0,,별도 묶음,,0,3.171428571428572,0,4242.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,백석공원(마),0,0,0,0,0,0,4242.4,백석공원(마),4242.4,백석공원(마),45013.0,neighborhood_park_scale,4242.4,백석공원(마),45013.0,4242.4,0.181,0,False,False,1,일부 보행 부담,지구 내 간선도로 4회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,4242.4,0.181,0,False,False,1,일부 보행 부담,지구 내 간선도로 4회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,4242.4,백석공원(마),근린공원,45013.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,True,False,True,True,False,False,False,False,no_official_park,공원 접근 결핍형,도보생활권 내 공식 공원이 확인되지 않아 야외활동 인프라 자체가 부족한 유형입니다.,1
B000003189,해명초등학교,강화군,1,7220.615422705949,0,0.0,0,0,Q1,1.1323529411764706,0.8676470588235294,74437.42647058824,-61663.42647058824,,,0,0,0,없음,18.932822258639675,18.932822258639675,0,1,1,0,38138.08276476552,1,7220.615422705949,,별도 묶음,,0,-3.0285714285714285,0,385.5,0.0,0.0,0.0,0.0,0.0,18.932822,18.932822,0.0,18.932822,미단시티 13호,1,1,1,0,0,0,327.3,제10호근린공원놀이터,385.5,미단시티 13호,12774.0,neighborhood_park_scale,385.5,미단시티 13호,12774.0,327.3,0.017,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,385.5,0.02,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,385.5,미단시티 13호,근린공원,12774.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,False,False,False,False,False,False,False,False,functional_access_available,활동공원 접근 가능형,도보권 내 활동 가능 공원이 확인되는 유형입니다.,5
B000003190,삼산초등학교,강화군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,13513.929281196151,0,0.0,,별도 묶음,,0,-0.2571428571428572,0,10012.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,창포공원,0,0,0,0,0,0,4919.8,인스파이어호텔 패밀리파크 어린이놀이터,,,,,,,,4919.8,0.183,3,False,False,3,접근 주의,중간급 간선도로 3회,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",,,,,,,자료 없음,자료 없음,경로 자료가 없어 보행부담을 추정할 수 없습니다.,10012.9,창포공원,어린이공원,1523.0,small_child_park,소규모 어린이공원급,,,True,False,True,True,True,False,False,False,no_official_park,공원 접근 결핍형,도보생활권 내 공식 공원이 확인되지 않아 야외활동 인프라 자체가 부족한 유형입니다.,1
B000003192,교동초등학교,강화군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,15500.14115704726,0,0.0,,별도 묶음,,0,-5.828571428571429,0,4242.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,백석공원(마),0,0,0,0,0,0,4242.4,백석공원(마),4242.4,백석공원(마),45013.0,neighborhood_park_scale,4242.4,백석공원(마),45013.0,4242.4,0.12,0,False,False,1,일부 보행 부담,지구 내 간선도로 4회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,4242.4,0.12,0,False,False,1,일부 보행 부담,지구 내 간선도로 4회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,4242.4,백석공원(마),근린공원,45013.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,True,False,True,True,False,False,False,False,no_official_park,공원 접근 결핍형,도보생활권 내 공식 공원이 확인되지 않아 야외활동 인프라 자체가 부족한 유형입니다.,1
