시설명,gu,주소,위도,경도,시설유형,geo_src
영종자이 106동 놀이터,중구,"인천광역시 중구 운남서로 7 (운남동, 영종자이아파트) 106동 놀이터",37.4879272154171,126.531340575155,놀이터,kakao
영종자이 115동 놀이터,중구,"인천광역시 중구 운남서로 7 (운남동, 영종자이아파트) 115동 놀이터",37.4879272154171,126.531340575155,놀이터,kakao
제2호 근린공원 놀이터,중구,인천광역시 중구 운북동 1280-3,37.5191537438708,126.532209324215,놀이터,kakao
효성어린이집 놀이터,중구,인천광역시 중구 백운로 34 (중산동),37.5010123199487,126.55262267154,놀이터,kakao
금호어울림2차아파트 놀이터,중구,"인천광역시 중구 영종대로327번길 12 (운서동, 영종어울림아파트2차) 영종어울림2차",37.4826012341678,126.50928485191,놀이터,kakao
영종주공10스카이빌아파트 유아놀이터,중구,"인천광역시 중구 흰바위로 34 (운서동, 영종주공스카이빌아파트) 유아놀이터",37.4905420396862,126.489495348613,놀이터,kakao
영종금호어울림1차아파트 102동 놀이터,중구,인천광역시 중구 운서4로 18 (운서동),37.4817124868872,126.50930637977,놀이터,kakao
영종주공10스카이빌아파트 중앙놀이터,중구,"인천광역시 중구 흰바위로 34 (운서동, 영종주공스카이빌아파트) 중앙놀이터",37.4905420396862,126.489495348613,놀이터,kakao
구립장미어린이집 놀이터,중구,인천광역시 중구 참외전로174번길 12-1 (경동),37.471945263384,126.634784259158,놀이터,kakao
중부감리교회 놀이터,중구,인천광역시 중구 신포로47번길 7 (송학동3가) 중부감리교회 놀이터,37.4731348747625,126.625462821125,놀이터,kakao
인천공항어린이집 놀이터,중구,인천광역시 중구 공항로424번길 87 (운서동),37.4411659870344,126.464496771339,놀이터,kakao
선광아파트 놀이터,중구,인천광역시 중구 제물량로 288 (북성동2가),37.4774252673292,126.617694432686,놀이터,kakao
항운아파트 놀이터,중구,인천광역시 중구 서해대로 220 (신흥동3가),37.447201875308,126.624827972792,놀이터,kakao
풍림1차 2-1단지 201동 옆 놀이터,중구,"인천광역시 중구 영종대로27번길 40 (운서동, 풍림아이원아파트)",37.4957102846482,126.484378379359,놀이터,kakao
영종풍림2차 2단지 놀이터,중구,"인천광역시 중구 신도시북로43번길 12 (운서동, 풍림아이원아파트)",37.4996035483716,126.484638965386,놀이터,kakao
송월아파트 놀이터,중구,"인천광역시 중구 참외전로 13 (송월동1가, 송월아파트)",37.4800792864522,126.621816607564,놀이터,kakao
금호베스트빌 2차아파트 놀이터(211동 옆),중구,"인천광역시 중구 흰바위로 14 (운서동, 금호베스트빌)",37.4920976088339,126.48685324436,놀이터,kakao
창보밀레시티2단지 놀이터,중구,"인천광역시 중구 신도시북로43번길 32 (운서동, 창보밀레시티 연립주택)",37.4995051989278,126.483472124156,놀이터,kakao
창보밀레시티1단지 놀이터,중구,"인천광역시 중구 신도시북로43번길 73 (운서동, 창보밀레시티 연립주택)",37.5018023096061,126.487199164473,놀이터,kakao
도원뉴월드아파트 놀이터,중구,"인천광역시 중구 도원로26번길 33-8 (도원동, 뉴월드아파트)",37.4657428402491,126.63859813382,놀이터,kakao
창보밀레시티 5단지 놀이터,중구,인천광역시 중구 영종대로27번길 9 (운서동),37.4964383600994,126.480589388686,놀이터,kakao
답동로얄맨션 놀이터,중구,인천광역시 중구 제물량로 132-3 (답동),37.4699689498751,126.62978897545,놀이터,kakao
풍림아이원 8-2단지 놀이터,중구,"인천광역시 중구 흰바위로 15 (운서동, 영종풍림아이원아파트)",37.4935437381255,126.487025633243,놀이터,kakao
송월남경포브 아파트 놀이터,중구,인천광역시 중구 제물량로 317 (송월동2가),37.4795864063409,126.619142212554,놀이터,kakao
영종풍림2차 3단지 놀이터,중구,"인천광역시 중구 신도시북로43번길 86 (운서동, 풍림아이원아파트)",37.5004755837378,126.485456713219,놀이터,kakao
풍림아이원 3-1-1단지 놀이터,중구,"인천광역시 중구 신도시북로43번길 11 (운서동, 풍림아이원아파트)",37.4990949056751,126.48407476413,놀이터,kakao
삼익아파트 놀이터,중구,"인천광역시 중구 인중로 97 (신흥동2가, 삼익아파트)",37.4647649610067,126.632631944075,놀이터,kakao
창보밀레시티 3단지 놀이터,중구,"인천광역시 중구 영종대로27번길 39 (운서동, 창보밀레시티)",37.4971499173818,126.483619637957,놀이터,kakao
신흥풍림아파트 놀이터,중구,"인천광역시 중구 인중로 109 (신흥동1가, 풍림아이원아파트)",37.4650948802397,126.631956519717,놀이터,kakao
삼안해피하우징아파트 110동앞 놀이터,중구,인천광역시 중구 신도시남로 66 (운서동),37.4896966924399,126.48614227119,놀이터,kakao
금산어린이집 놀이터,중구,인천광역시 중구 백운로351번길 3 (운북동),37.5058305883434,126.519962026481,놀이터,kakao
