학교ID,학교명,gu,iso_child_total,iso_child_6_12,child_pop_quartile,expected_park_count,gap_count,expected_park_area,gap_area,case_type,priority_score,redev_완료수,redev_진행중수,redev_예정수,redev_status,trend_score,priority_rank,student_slope,is_new_school,cohort_change_2029,cohort_change_2031,cohort_change_2029_prophet,cohort_change_2031_prophet,nearest_park_dist_m,case_label,is_island_tag,is_walk_fallback_tag,iso_park_count,iso_park_area,buf_park_count,buf_park_area,access_ratio,iso_green_ratio,iso_playground_count,is_separate_bundle_tag,is_low_access_tag,is_case_conflict_tag,isochrone_area_m2,iso_park_count_raw,iso_park_area_raw,green_bucket,iso_green_ratio_raw
B000003014,인천진산초등학교,부평구,233,157,Q2,1.8823529411764703,0.1176470588235294,13001.352985294116,-3560.3529852941174,4,1.0,0,0,0,없음,,,-36.28571428571428,0,1.151,1.236,0.8233957749403983,0.7542296860976732,152.0,접근 양호,0,0,2,9425.841464646019,5,51038.0,0.4,7.400952601069512,0,0,1,0,127359.84099241348,2,9425.841464646019,high,7.400952601069512
B000003015,인천구산초등학교,부평구,739,538,Q4,2.485294117647059,0.5147058823529411,45218.47352941177,-3254.473529411771,4,1.0,0,0,0,없음,,,-50.22857142857144,0,1.151,1.236,0.8233957749403983,0.7542296860976732,105.0,접근 양호,0,0,3,39809.46651905132,8,68115.0,0.375,9.590043636468623,0,0,1,0,415112.46484495146,3,39809.46651905132,high,9.590043636468623
B000003016,인천부일초등학교,부평구,869,541,Q4,2.485294117647059,0.5147058823529411,45218.47352941177,-27616.47352941177,4,1.0,0,0,0,없음,,,-25.31428571428572,0,1.151,1.236,0.8233957749403983,0.7542296860976732,0.0,접근 양호,0,0,3,17573.738106209334,10,63897.0,0.3,5.522242972424222,0,0,1,0,318235.51035268186,3,17573.738106209334,high,5.522242972424222
B000003017,인천부내초등학교,부평구,574,353,Q3,2.544117647058824,1.4558823529411766,37061.58676470589,-6957.586764705884,4,1.0,0,0,0,없음,,,-44.97142857142857,0,1.151,1.236,0.8233957749403983,0.7542296860976732,263.6,접근 양호,0,0,4,28225.741666271722,7,44162.0,0.5714285714285714,13.992180622262607,0,0,0,0,201725.10938975768,4,28225.741666271722,high,13.992180622262607
B000003018,인천부개서초등학교,부평구,1029,609,Q4,2.485294117647059,-1.4852941176470589,45218.47352941177,-37699.47352941177,3,2.0,0,0,0,없음,,,39.6,0,1.151,1.236,0.8233957749403983,0.7542296860976732,232.0,"접근 가능, 중간 수준",0,0,1,7506.9274412304285,4,21884.0,0.25,1.99405743091884,0,0,1,0,376464.9565670392,1,7506.9274412304285,middle,1.99405743091884
B000003019,인천부광초등학교,부평구,1451,909,Q4,2.485294117647059,3.514705882352941,45218.47352941177,-2018.4735294117709,4,1.0,0,0,3,예정만,,,-17.485714285714284,0,1.151,1.236,0.8233957749403983,0.7542296860976732,117.6,접근 양호,0,0,6,41300.71463745626,9,50851.0,0.6666666666666666,7.708101188197509,0,0,0,0,535809.1912531595,6,41300.71463745626,high,7.708101188197509
B000003020,인천일신초등학교,부평구,635,371,Q3,2.544117647058824,-0.5441176470588234,37061.58676470589,-32538.586764705884,3,2.0,0,0,1,예정만,,,-28.342857142857152,0,1.151,1.236,0.8233957749403983,0.7542296860976732,218.4,"접근 가능, 중간 수준",0,0,2,4515.73783970313,2,4523.0,1.0,0.9638335607157356,0,0,0,0,468518.42722199636,2,4515.73783970313,middle,0.9638335607157356
B000003021,인천금마초등학교,부평구,59,38,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,2,3.0,0,0,0,없음,,,-19.94285714285715,0,1.151,1.236,0.8233957749403983,0.7542296860976732,477.0,접근 가능하나 녹지 부족,0,0,1,0.0,3,7996.0,0.3333333333333333,0.0,0,0,1,0,86585.94258585818,0,0.0,low,0.0
B000003022,인천상정초등학교,부평구,663,353,Q4,2.485294117647059,-1.4852941176470589,45218.47352941177,-43813.47352941177,2,3.0,0,0,1,예정만,,,16.971428571428575,0,1.151,1.236,0.8233957749403983,0.7542296860976732,300.0,접근 가능하나 녹지 부족,0,0,1,1402.744122215589,4,71760.0,0.25,0.4187555667578521,0,0,1,0,334979.2178468481,1,1402.744122215589,low,0.4187555667578521
B000003023,인천부평북초등학교,부평구,553,351,Q3,2.544117647058824,-2.544117647058824,37061.58676470589,-37061.58676470589,2,3.0,0,0,1,예정만,0.8087638376383763,,-20.65714285714285,0,1.151,1.236,0.8233957749403983,0.7542296860976732,385.0,접근 가능하나 녹지 부족,0,0,1,0.0,1,45686.0,1.0,0.0,0,0,0,0,397508.8107324337,0,0.0,low,0.0
B000003024,인천갈월초등학교,부평구,753,453,Q4,2.485294117647059,3.514705882352941,45218.47352941177,4839.526470588229,4,1.0,0,0,0,없음,,,-43.457142857142856,0,1.151,1.236,0.8233957749403983,0.7542296860976732,257.9,접근 양호,0,0,6,48917.86205731591,8,112419.0,0.75,10.324612947961723,0,0,0,0,473798.50754573074,6,48917.86205731591,high,10.324612947961723
B000003025,인천부개초등학교,부평구,1235,731,Q4,2.485294117647059,-1.4852941176470589,45218.47352941177,-43744.47352941177,2,3.0,0,0,1,예정만,,,-24.08571428571428,0,1.151,1.236,0.8233957749403983,0.7542296860976732,305.9,접근 가능하나 녹지 부족,0,0,1,1471.6333353321206,4,19774.0,0.25,0.30140838496237826,0,0,1,0,488252.2878438865,1,1471.6333353321206,low,0.30140838496237826
B000003026,인천동수초등학교,부평구,687,402,Q4,2.485294117647059,-0.4852941176470589,45218.47352941177,-31928.47352941177,3,2.0,0,0,1,예정만,,,-6.314285714285715,0,1.151,1.236,0.8233957749403983,0.7542296860976732,299.0,"접근 가능, 중간 수준",0,0,2,11725.574587755307,3,15790.0,0.6666666666666666,3.256943641218519,0,0,0,0,360017.7307141988,2,11725.574587755307,middle,3.256943641218519
B000003027,인천부원초등학교,부평구,783,479,Q4,2.485294117647059,-2.485294117647059,45218.47352941177,-45218.47352941177,1,4.0,0,0,2,예정만,0.8672509225092251,4,-38.77142857142857,0,1.151,1.236,0.8233957749403983,0.7542296860976732,752.2,공원 접근 불가,0,0,0,0.0,1,2582.0,0.0,0.0,0,0,0,0,349261.0175542253,0,0.0,,0.0
B000003028,인천부흥초등학교,부평구,1670,1027,Q4,2.485294117647059,-1.4852941176470589,45218.47352941177,-41462.47352941177,3,2.0,0,0,1,예정만,,,14.485714285714288,0,1.151,1.236,0.8233957749403983,0.7542296860976732,162.1,"접근 가능, 중간 수준",0,0,1,3749.969340240714,2,7391.0,0.5,0.6253533059977032,0,0,1,0,599656.1150752894,1,3749.969340240714,middle,0.6253533059977032
B000003029,인천부평동초등학교,부평구,1540,943,Q4,2.485294117647059,-1.4852941176470589,45218.47352941177,-42636.47352941177,2,3.0,0,0,0,없음,0.8162361623616236,,-22.971428571428568,0,1.151,1.236,0.8233957749403983,0.7542296860976732,409.0,접근 가능하나 녹지 부족,0,0,1,2577.854322816572,1,2582.0,1.0,0.443084371424313,0,0,0,0,581797.6189342795,1,2577.854322816572,low,0.443084371424313
B000003030,인천부평남초등학교,부평구,744,422,Q4,2.485294117647059,-2.485294117647059,45218.47352941177,-45218.47352941177,2,3.0,0,0,0,없음,0.8621771217712176,,-37.2,0,1.151,1.236,0.8233957749403983,0.7542296860976732,399.0,접근 가능하나 녹지 부족,0,0,1,0.0,1,113123.0,1.0,0.0,0,0,0,0,400275.2996246651,0,0.0,low,0.0
B000003031,인천산곡북초등학교,부평구,686,349,Q4,2.485294117647059,-0.4852941176470589,45218.47352941177,-42862.47352941177,2,3.0,0,0,0,없음,,,27.399999999999995,0,1.151,1.236,0.8233957749403983,0.7542296860976732,472.0,접근 가능하나 녹지 부족,0,0,2,1398.4574227765197,3,5436.0,0.6666666666666666,0.5300562556932215,0,0,0,0,263831.8872300791,2,1398.4574227765197,low,0.5300562556932215
B000003032,인천산곡초등학교,부평구,358,233,Q2,1.8823529411764703,-1.8823529411764703,13001.352985294116,-13001.352985294116,2,3.0,0,0,1,예정만,,,43.65714285714285,0,1.151,1.236,0.8233957749403983,0.7542296860976732,200.0,접근 가능하나 녹지 부족,0,0,1,0.0,2,3841.0,0.5,0.0,0,0,1,0,136475.72167327048,0,0.0,low,0.0
B000003033,인천부마초등학교,부평구,789,513,Q4,2.485294117647059,-2.485294117647059,45218.47352941177,-45218.47352941177,1,4.0,0,0,1,예정만,0.8257380073800737,3,-25.91428571428571,0,1.151,1.236,0.8233957749403983,0.7542296860976732,801.4,공원 접근 불가,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,316214.51566854725,0,0.0,,0.0
B000003034,인천미산초등학교,부평구,569,370,Q3,2.544117647058824,-2.544117647058824,37061.58676470589,-37061.58676470589,1,4.0,0,0,0,없음,,6,-24.94285714285714,0,1.151,1.236,0.8233957749403983,0.7542296860976732,1143.0,공원 접근 불가,0,0,0,0.0,1,15020.0,0.0,0.0,0,0,0,0,247833.8472444599,0,0.0,,0.0
B000003035,인천산곡남초등학교,부평구,439,309,Q3,2.544117647058824,-2.544117647058824,37061.58676470589,-37061.58676470589,2,3.0,0,0,2,예정만,,,-40.77142857142857,0,1.151,1.236,0.8233957749403983,0.7542296860976732,343.0,접근 가능하나 녹지 부족,0,0,1,0.0,1,15020.0,1.0,0.0,0,0,0,0,390230.070566651,0,0.0,low,0.0
B000003036,인천신촌초등학교,부평구,557,322,Q3,2.544117647058824,-1.5441176470588234,37061.58676470589,18883.41323529412,4,1.0,0,0,1,예정만,,,0.8571428571428562,0,1.151,1.236,0.8233957749403983,0.7542296860976732,498.0,접근 양호,0,0,1,40922.591305954535,2,57417.0,0.5,8.83107648395962,0,0,1,0,463393.0119423666,1,40922.591305954535,high,8.83107648395962
B000003037,인천하정초등학교,부평구,411,226,Q2,1.8823529411764703,1.1176470588235294,13001.352985294116,-1889.3529852941167,4,1.0,0,0,2,예정만,,,85.31428571428572,0,1.151,1.236,0.8233957749403983,0.7542296860976732,177.4,접근 양호,0,0,3,9254.641755726774,6,15520.0,0.5,4.058735523631552,0,0,1,0,228017.85683848124,3,9254.641755726774,high,4.058735523631552
B000003038,인천십정초등학교,부평구,685,384,Q4,2.485294117647059,2.514705882352941,45218.47352941177,-38184.47352941177,3,2.0,0,0,2,예정만,,,-20.82857142857144,0,1.151,1.236,0.8233957749403983,0.7542296860976732,304.9,"접근 가능, 중간 수준",0,0,5,7022.7061606074,6,8532.0,0.8333333333333334,1.525809826494884,0,0,0,0,460260.90792324225,5,7022.7061606074,middle,1.525809826494884
B000003039,인천백운초등학교,부평구,473,256,Q3,2.544117647058824,-1.5441176470588234,37061.58676470589,-35589.586764705884,2,3.0,0,0,0,없음,,,-12.314285714285717,0,1.151,1.236,0.8233957749403983,0.7542296860976732,322.0,접근 가능하나 녹지 부족,0,0,1,1280.846400266723,6,183527.0,0.16666666666666666,0.5819484763834247,0,0,1,0,220096.18587313214,1,1280.846400266723,low,0.5819484763834247
B000003040,인천동암초등학교,부평구,647,368,Q4,2.485294117647059,0.5147058823529411,45218.47352941177,-41253.47352941177,3,2.0,0,0,1,예정만,,,-24.857142857142858,0,1.151,1.236,0.8233957749403983,0.7542296860976732,152.1,"접근 가능, 중간 수준",0,0,3,3958.6337683840843,4,56688.0,0.75,0.8455894514881036,0,0,0,0,468150.7984066636,3,3958.6337683840843,middle,0.8455894514881036
B000003041,인천용마초등학교,부평구,722,367,Q4,2.485294117647059,-1.4852941176470589,45218.47352941177,-39950.47352941177,3,2.0,0,0,1,예정만,,,-2.457142857142857,0,1.151,1.236,0.8233957749403983,0.7542296860976732,408.0,"접근 가능, 중간 수준",0,0,1,5259.541662512989,1,5268.0,1.0,1.423201785584947,0,0,0,0,369556.98874079733,1,5259.541662512989,middle,1.423201785584947
B000003042,인천마장초등학교,부평구,938,610,Q4,2.485294117647059,-2.485294117647059,45218.47352941177,-45218.47352941177,1,4.0,0,0,0,없음,0.8583025830258302,2,-36.00000000000001,0,1.151,1.236,0.8233957749403983,0.7542296860976732,839.7,공원 접근 불가,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,400003.540970537,0,0.0,,0.0
B000003043,인천개흥초등학교,부평구,1028,628,Q4,2.485294117647059,-0.4852941176470589,45218.47352941177,-40985.47352941177,3,2.0,0,0,2,예정만,,,-23.542857142857137,0,1.151,1.236,0.8233957749403983,0.7542296860976732,220.0,"접근 가능, 중간 수준",0,0,2,4226.203465720958,5,66724.0,0.4,0.799025584023543,0,0,1,0,528919.6679334907,2,4226.203465720958,middle,0.799025584023543
B000003044,인천삼산초등학교,부평구,870,564,Q4,2.485294117647059,1.5147058823529411,45218.47352941177,-26876.47352941177,4,1.0,0,0,5,예정만,,,-16.514285714285716,0,1.151,1.236,0.8233957749403983,0.7542296860976732,337.0,접근 양호,0,0,4,18312.54995705876,7,43663.0,0.5714285714285714,4.1071567287462,0,0,0,0,445869.2756691822,4,18312.54995705876,high,4.1071567287462
B000003045,인천한길초등학교,부평구,595,398,Q3,2.544117647058824,4.455882352941177,37061.58676470589,-2701.586764705884,4,1.0,0,0,1,예정만,,,-59.94285714285715,0,1.151,1.236,0.8233957749403983,0.7542296860976732,149.3,접근 양호,0,0,7,22376.191586537218,8,50608.0,0.875,4.835933959375969,0,0,0,0,462706.72375816834,7,22376.191586537218,high,4.835933959375969
B000003046,인천굴포초등학교,부평구,583,412,Q3,2.544117647058824,-0.5441176470588234,37061.58676470589,-15591.586764705884,4,1.0,0,0,0,없음,,,-53.257142857142846,0,1.151,1.236,0.8233957749403983,0.7542296860976732,342.5,접근 양호,0,0,2,15563.198806806331,7,82860.0,0.2857142857142857,5.1615406268218615,0,0,1,0,301522.3541190865,2,15563.198806806331,high,5.1615406268218615
B000003047,한일초등학교,부평구,74,46,Q1,1.088235294117647,-0.0882352941176469,5676.2411764705885,-3170.2411764705885,3,2.0,0,0,0,없음,,,13.485714285714286,0,1.151,1.236,0.8233957749403983,0.7542296860976732,67.0,"접근 가능, 중간 수준",0,0,1,2073.0293059038954,3,6347.0,0.3333333333333333,1.49952741670664,0,0,1,0,138245.50873880106,1,2073.0293059038954,middle,1.49952741670664
B000003048,인천명선초등학교,연수구,148,115,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,1,4.0,0,0,0,없음,,19,-35.34285714285715,0,1.031,1.049,0.9596005116197016,0.9425899037517764,917.9,공원 접근 불가,0,0,0,0.0,2,4000.0,0.0,0.0,0,0,0,0,126580.09943714668,0,0.0,,0.0
B000003049,인천축현초등학교,연수구,317,209,Q2,1.8823529411764703,1.1176470588235294,13001.352985294116,-5583.052985294117,3,2.0,0,0,0,없음,,,-30.0,0,1.031,1.049,0.9596005116197016,0.9425899037517764,295.5,"접근 가능, 중간 수준",0,0,3,6715.937782289588,3,7418.3,1.0,2.0274516897290127,0,0,0,0,331250.20025445014,3,6715.937782289588,middle,2.0274516897290127
B000003050,인천송도초등학교,연수구,247,162,Q2,1.8823529411764703,1.1176470588235294,13001.352985294116,-9804.752985294115,2,3.0,0,1,1,진행중포함,,,-26.399999999999995,0,1.031,1.049,0.9596005116197016,0.9425899037517764,224.0,접근 가능하나 녹지 부족,0,0,3,1679.2540261458391,4,8196.6,0.75,0.41349636233783194,0,0,0,0,406110.95504000265,3,1679.2540261458391,low,0.41349636233783194
B000003051,인천능허대초등학교,연수구,1270,844,Q4,2.485294117647059,1.5147058823529411,45218.47352941177,-41431.37352941177,2,3.0,0,0,0,없음,,,-47.285714285714285,0,1.031,1.049,0.9596005116197016,0.9425899037517764,204.8,접근 가능하나 녹지 부족,0,0,2,3090.568062300972,3,4780.3,0.6666666666666666,0.5756341273764771,2,0,0,0,536897.9904625554,2,3090.568062300972,low,0.5756341273764771
B000003052,인천선학초등학교,연수구,183,120,Q1,1.088235294117647,0.911764705882353,5676.2411764705885,26078.75882352941,4,1.0,0,0,0,없음,,,-6.571428571428572,0,1.031,1.049,0.9596005116197016,0.9425899037517764,271.0,접근 양호,0,0,2,21393.533335461427,6,40799.0,0.3333333333333333,6.9202161309320855,0,0,1,0,309145.4505277124,2,21393.533335461427,high,6.9202161309320855
B000003053,인천중앙초등학교,연수구,210,131,Q2,1.8823529411764703,11.117647058823527,13001.352985294116,15547.947014705882,4,1.0,0,0,0,없음,,,-27.22857142857143,0,1.031,1.049,0.9596005116197016,0.9425899037517764,156.0,접근 양호,0,0,1,26018.53744038466,3,174074.7,0.3333333333333333,11.4002916752826,12,0,1,0,228226.94525260635,1,26018.53744038466,high,11.4002916752826
B000003054,인천연화초등학교,연수구,731,494,Q4,2.485294117647059,0.5147058823529411,45218.47352941177,-26556.27352941177,4,1.0,0,0,0,없음,,,-17.000000000000004,0,1.031,1.049,0.9596005116197016,0.9425899037517764,198.0,접근 양호,0,0,3,18632.23584170801,5,47917.1,0.6,3.915952004319015,0,0,0,0,475803.47821316466,3,18632.23584170801,high,3.915952004319015
B000003055,인천함박초등학교,연수구,665,404,Q4,2.485294117647059,-1.4852941176470589,45218.47352941177,980235.5264705884,4,1.0,0,0,1,예정만,,,-10.114285714285716,0,1.031,1.049,0.9596005116197016,0.9425899037517764,271.8,접근 양호,0,0,1,404268.11257089727,5,1059946.4,0.2,90.56745749187874,0,0,1,0,446372.37675259716,1,404268.11257089727,high,90.56745749187874
B000003056,인천청학초등학교,연수구,455,286,Q3,2.544117647058824,2.4558823529411766,37061.58676470589,233161.81323529413,4,1.0,0,0,0,없음,,,-18.11428571428572,0,1.031,1.049,0.9596005116197016,0.9425899037517764,131.3,접근 양호,0,0,5,129398.47111759406,8,285424.7,0.625,28.21751831578063,0,0,0,0,458574.9521609348,5,129398.47111759406,high,28.21751831578063
B000003057,인천청량초등학교,연수구,565,371,Q3,2.544117647058824,1.4558823529411766,37061.58676470589,-11003.786764705885,4,1.0,0,0,0,없음,,,-64.54285714285714,0,1.031,1.049,0.9596005116197016,0.9425899037517764,94.0,접근 양호,0,0,4,22074.95391572414,5,32274.8,0.8,5.297825740560966,0,0,0,0,416679.50205902226,4,22074.95391572414,high,5.297825740560966
B000003058,인천연성초등학교,연수구,304,224,Q2,1.8823529411764703,-0.8823529411764706,13001.352985294116,5999.947014705882,4,1.0,0,0,0,없음,,,-65.37142857142858,0,1.031,1.049,0.9596005116197016,0.9425899037517764,238.2,접근 양호,0,0,1,16506.266182786403,1,19001.3,1.0,11.03438592351034,0,0,0,0,149589.3500300496,1,16506.266182786403,high,11.03438592351034
B000003059,인천동춘초등학교,연수구,475,318,Q3,2.544117647058824,0.4558823529411766,37061.58676470589,127873.91323529412,4,1.0,0,0,0,없음,,,-36.971428571428575,0,1.031,1.049,0.9596005116197016,0.9425899037517764,133.0,접근 양호,0,0,3,89825.63951105511,5,184371.6,0.6,31.124148339660795,0,0,0,0,288604.3291234168,3,89825.63951105511,high,31.124148339660795
B000003060,인천동막초등학교,연수구,343,237,Q2,1.8823529411764703,-0.8823529411764706,13001.352985294116,-3001.252985294117,4,1.0,0,0,0,없음,,,-39.31428571428572,0,1.031,1.049,0.9596005116197016,0.9425899037517764,178.0,접근 양호,0,0,1,9188.819721445627,3,18138.1,0.3333333333333333,3.5702204930328643,0,0,1,0,257374.01203587351,1,9188.819721445627,high,3.5702204930328643
B000003061,인천서면초등학교,연수구,429,290,Q3,2.544117647058824,-2.544117647058824,37061.58676470589,-37061.58676470589,2,3.0,0,0,0,없음,,,-28.22857142857143,0,1.031,1.049,0.9596005116197016,0.9425899037517764,185.0,접근 가능하나 녹지 부족,0,0,1,0.0,7,202180.9,0.14285714285714285,0.0,0,0,1,0,239160.39931941923,0,0.0,low,0.0
B000003062,인천연수초등학교,연수구,85,55,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,1,4.0,0,0,0,없음,,22,-22.22857142857143,0,1.031,1.049,0.9596005116197016,0.9425899037517764,714.9,공원 접근 불가,0,0,0,0.0,7,31581.4,0.0,0.0,0,0,0,0,142235.56031520304,0,0.0,,0.0
B000003063,인천문남초등학교,연수구,525,319,Q3,2.544117647058824,0.4558823529411766,37061.58676470589,-8563.186764705883,4,1.0,0,0,0,없음,,,-12.314285714285717,0,1.031,1.049,0.9596005116197016,0.9425899037517764,110.1,접근 양호,0,0,3,28452.642770479273,4,70407.20000000001,0.75,8.221721306626185,0,0,0,0,346066.7384523026,3,28452.642770479273,high,8.221721306626185
B000003064,인천옥련초등학교,연수구,1223,812,Q4,2.485294117647059,1.5147058823529411,45218.47352941177,-41431.37352941177,2,3.0,0,0,0,없음,,,-48.62857142857142,0,1.031,1.049,0.9596005116197016,0.9425899037517764,242.4,접근 가능하나 녹지 부족,0,0,2,3090.568062300972,3,4780.3,0.6666666666666666,0.5783825335048691,2,0,0,0,534346.7140290041,2,3090.568062300972,low,0.5783825335048691
B000003065,인천신정초등학교,연수구,1227,914,Q4,2.485294117647059,-1.4852941176470589,45218.47352941177,-43218.37352941177,2,3.0,0,0,0,없음,,,-3.9428571428571417,0,1.031,1.049,0.9596005116197016,0.9425899037517764,270.5,접근 가능하나 녹지 부족,0,0,1,1996.8886255111868,2,3499.9,0.5,0.5616368208215418,0,0,1,0,355548.0252505901,1,1996.8886255111868,low,0.5616368208215418
B000003066,인천해송초등학교,연수구,452,320,Q3,2.544117647058824,0.4558823529411766,37061.58676470589,284631.1132352941,4,1.0,0,0,0,없음,,,-60.22857142857144,0,1.031,1.049,0.9596005116197016,0.9425899037517764,225.2,접근 양호,0,0,3,263976.27419620723,4,327286.2,0.75,77.30037632979267,0,0,0,0,341494.16436213005,3,263976.27419620723,high,77.30037632979267
B000003067,인천신송초등학교,연수구,240,160,Q2,1.8823529411764703,0.1176470588235294,13001.352985294116,64838.54701470588,4,1.0,0,0,0,없음,,,-55.02857142857144,0,1.031,1.049,0.9596005116197016,0.9425899037517764,0.0,접근 양호,0,0,2,77714.91971444126,7,293286.5,0.2857142857142857,38.99032558048747,0,0,1,0,199318.468254426,2,77714.91971444126,high,38.99032558048747
B000003068,인천먼우금초등학교,연수구,535,379,Q3,2.544117647058824,-1.5441176470588234,37061.58676470589,-35563.586764705884,2,3.0,0,0,0,없음,,,-29.17142857142857,0,1.031,1.049,0.9596005116197016,0.9425899037517764,0.0,접근 가능하나 녹지 부족,0,0,1,1495.5948007657678,7,185810.8,0.14285714285714285,0.43410520751510673,0,0,1,0,344523.57973930123,1,1495.5948007657678,low,0.43410520751510673
B000003069,인천박문초등학교,연수구,289,187,Q2,1.8823529411764703,1.1176470588235294,13001.352985294116,158624.44701470586,4,1.0,0,0,0,없음,,,9.314285714285717,0,1.031,1.049,0.9596005116197016,0.9425899037517764,0.0,접근 양호,0,0,3,132212.14976717735,7,218444.0,0.42857142857142855,54.99521977615171,0,0,1,0,240406.62134877083,3,132212.14976717735,high,54.99521977615171
B000003070,인천남촌초등학교,남동구,149,94,Q1,1.088235294117647,1.911764705882353,5676.2411764705885,1361.7588235294115,3,2.0,0,1,0,진행중포함,,,-35.485714285714295,0,1.093,1.145,0.4707510503206492,0.2571381390250187,148.9,"접근 가능, 중간 수준",0,0,3,7026.699738189435,3,7038.0,1.0,1.5706376483063174,0,0,0,0,447378.7920317975,3,7026.699738189435,middle,1.5706376483063174
B000003071,인천성리초등학교,남동구,890,606,Q4,2.485294117647059,19.514705882352946,45218.47352941177,-39130.47352941177,3,2.0,0,0,1,예정만,,,-50.34285714285714,0,1.093,1.145,0.4707510503206492,0.2571381390250187,300.9,"접근 가능, 중간 수준",0,0,4,6078.225064798453,5,7980.0,0.8,1.154461589420659,18,0,0,0,526498.6830656424,4,6078.225064798453,middle,1.154461589420659
B000003073,인천정각초등학교,남동구,1397,938,Q4,2.485294117647059,0.5147058823529411,45218.47352941177,-39005.47352941177,3,2.0,0,0,0,없음,,,-83.2,0,1.093,1.145,0.4707510503206492,0.2571381390250187,335.8,"접근 가능, 중간 수준",0,0,3,4713.858781510699,4,8516.0,0.75,1.0726204198752012,0,0,0,0,439471.28864646767,3,4713.858781510699,middle,1.0726204198752012
B000003074,인천간석초등학교,남동구,1279,835,Q4,2.485294117647059,1.5147058823529411,45218.47352941177,-39750.47352941177,3,2.0,0,0,0,없음,,,2.8285714285714283,0,1.093,1.145,0.4707510503206492,0.2571381390250187,185.4,"접근 가능, 중간 수준",0,0,4,3970.05495869908,4,5468.0,1.0,0.8481149160645376,0,0,0,0,468103.4236635189,4,3970.05495869908,middle,0.8481149160645376
B000003075,인천구월서초등학교,남동구,716,428,Q4,2.485294117647059,2.514705882352941,45218.47352941177,7118.626470588228,4,1.0,1,0,0,완료포함,,,10.914285714285716,0,1.093,1.145,0.4707510503206492,0.2571381390250187,225.2,접근 양호,0,0,4,48564.38094286901,6,53333.5,0.6666666666666666,10.09631850988668,1,0,0,0,481010.78522149444,4,48564.38094286901,high,10.09631850988668
B000003076,인천상아초등학교,남동구,625,407,Q3,2.544117647058824,-2.544117647058824,37061.58676470589,-37061.58676470589,2,3.0,0,0,0,없음,0.9224169741697416,,-55.85714285714285,0,1.093,1.145,0.4707510503206492,0.2571381390250187,434.0,접근 가능하나 녹지 부족,0,0,1,0.0,2,2116.0,0.5,0.0,0,0,1,0,231055.1809085249,0,0.0,low,0.0
B000003077,상인천초등학교,남동구,843,542,Q4,2.485294117647059,-0.4852941176470589,45218.47352941177,-40752.47352941177,3,2.0,0,0,2,예정만,0.9077490774907748,,-51.3142857142857,0,1.093,1.145,0.4707510503206492,0.2571381390250187,473.0,"접근 가능, 중간 수준",0,0,2,3553.338391636107,3,11444.0,0.6666666666666666,0.7800304415562319,0,0,0,0,455538.42546796927,2,3553.338391636107,middle,0.7800304415562319
B000003078,인천석정초등학교,남동구,643,386,Q3,2.544117647058824,1.4558823529411766,37061.58676470589,-30684.586764705884,3,2.0,0,0,1,예정만,,,-13.742857142857142,0,1.093,1.145,0.4707510503206492,0.2571381390250187,107.8,"접근 가능, 중간 수준",0,0,4,6279.207805166223,4,6377.0,1.0,1.4882674050642384,0,0,0,0,421913.9506650145,4,6279.207805166223,middle,1.4882674050642384
B000003079,인천만수북초등학교,남동구,571,385,Q3,2.544117647058824,-2.544117647058824,37061.58676470589,-37061.58676470589,2,3.0,0,0,1,예정만,1.0,,-79.88571428571431,0,1.093,1.145,0.4707510503206492,0.2571381390250187,384.0,접근 가능하나 녹지 부족,0,0,1,0.0,6,3651.0,0.16666666666666666,0.0,0,0,1,0,223053.2901197905,0,0.0,low,0.0
B000003080,인천동부초등학교,남동구,1089,735,Q4,2.485294117647059,3.514705882352941,45218.47352941177,-44300.47352941177,2,3.0,0,0,1,예정만,,,-22.42857142857144,0,1.093,1.145,0.4707510503206492,0.2571381390250187,147.6,접근 가능하나 녹지 부족,0,0,4,916.5260528060315,6,3654.0,0.6666666666666666,0.20958428483559438,2,0,0,0,437306.6680667342,4,916.5260528060315,low,0.20958428483559438
B000003081,인천인수초등학교,남동구,292,188,Q2,1.8823529411764703,2.117647058823529,13001.352985294116,-6421.352985294117,3,2.0,0,0,0,없음,,,-21.08571428571429,0,1.093,1.145,0.4707510503206492,0.2571381390250187,328.5,"접근 가능, 중간 수준",0,0,2,5696.0885622966725,5,23007.0,0.4,1.797746541917438,2,0,1,0,316846.0308215276,2,5696.0885622966725,middle,1.797746541917438
B000003082,인천만수초등학교,남동구,317,223,Q2,1.8823529411764703,4.117647058823529,13001.352985294116,1196.6470147058826,4,1.0,0,0,0,없음,,,-8.942857142857141,0,1.093,1.145,0.4707510503206492,0.2571381390250187,132.2,접근 양호,0,0,6,11513.781818690319,8,17351.0,0.75,3.753606476566417,0,0,0,0,306739.1824521377,6,11513.781818690319,high,3.753606476566417
