학교ID,학교명,gu,iso_child_total,iso_child_6_12,child_pop_quartile,expected_park_count,gap_count,expected_park_area,gap_area,case_type,priority_score,redev_완료수,redev_진행중수,redev_예정수,redev_status,trend_score,priority_rank,student_slope,is_new_school,cohort_change_2029,cohort_change_2031,cohort_change_2029_prophet,cohort_change_2031_prophet,nearest_park_dist_m,case_label,is_island_tag,is_walk_fallback_tag,iso_park_count,iso_park_area,buf_park_count,buf_park_area,access_ratio,iso_green_ratio,iso_playground_count,is_separate_bundle_tag,is_low_access_tag,is_case_conflict_tag,isochrone_area_m2,iso_park_count_raw,iso_park_area_raw,green_bucket,iso_green_ratio_raw
B000003152,인천검단초등학교,서구,145,90,Q1,1.088235294117647,-0.0882352941176469,5676.2411764705885,1769.7588235294115,3,2.0,0,0,0,없음,,,-29.42857142857144,0,1.019,1.031,1.060812779691576,1.0833372217020765,90.0,"접근 가능, 중간 수준",0,0,1,5998.924443437555,1,7446.0,1.0,2.630086202107407,0,0,0,0,228088.5105070245,1,5998.924443437555,middle,2.630086202107407
B000003153,인천완정초등학교,서구,603,417,Q3,2.544117647058824,-1.5441176470588234,37061.58676470589,40278.41323529412,4,1.0,0,0,0,없음,,,-51.400000000000006,0,1.019,1.031,1.060812779691576,1.0833372217020765,453.0,접근 양호,0,0,1,38264.32663684426,2,190340.0,0.5,10.077760208286655,0,0,1,0,379690.7829319117,1,38264.32663684426,high,10.077760208286655
B000003154,인천불로초등학교,서구,449,305,Q3,2.544117647058824,0.4558823529411766,37061.58676470589,-32749.586764705884,3,2.0,0,0,0,없음,,,-28.028571428571432,0,1.019,1.031,1.060812779691576,1.0833372217020765,65.0,"접근 가능, 중간 수준",0,0,3,3988.9851453850215,6,8971.0,0.5,1.471903229554559,0,0,1,0,271008.655004596,3,3988.9851453850215,middle,1.471903229554559
B000003155,인천목향초등학교,서구,177,119,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,2,3.0,0,0,0,없음,,,-48.25714285714286,0,1.019,1.031,1.060812779691576,1.0833372217020765,235.0,접근 가능하나 녹지 부족,0,0,1,0.0,0,0.0,0.0,0.0,0,0,1,0,126786.32791786043,0,0.0,low,0.0
B000003156,인천왕길초등학교,서구,382,243,Q2,1.8823529411764703,1.1176470588235294,13001.352985294116,4941.647014705883,4,1.0,0,0,0,없음,,,-50.6857142857143,0,1.019,1.031,1.060812779691576,1.0833372217020765,0.0,접근 양호,0,0,3,15281.249811175418,3,17943.0,1.0,3.61391828303033,0,0,0,0,422844.36488037684,3,15281.249811175418,high,3.61391828303033
B000003157,인천단봉초등학교,서구,146,93,Q1,1.088235294117647,1.911764705882353,5676.2411764705885,1465.7588235294115,3,2.0,0,0,0,없음,,,-29.057142857142857,0,1.019,1.031,1.060812779691576,1.0833372217020765,106.1,"접근 가능, 중간 수준",0,0,3,7130.532755056362,4,18017.0,0.75,2.4428632093489573,0,0,0,0,291892.4288420024,3,7130.532755056362,middle,2.4428632093489573
B000003158,인천원당초등학교,서구,61,42,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,2,3.0,0,0,0,없음,,,-31.942857142857147,0,1.019,1.031,1.060812779691576,1.0833372217020765,320.0,접근 가능하나 녹지 부족,0,0,1,0.0,1,18321.0,1.0,0.0,0,0,0,0,117876.27447826767,0,0.0,low,0.0
B000003159,인천발산초등학교,서구,580,332,Q3,2.544117647058824,-0.5441176470588234,37061.58676470589,-2054.086764705884,4,1.0,0,0,0,없음,,,-35.02857142857144,0,1.019,1.031,1.060812779691576,1.0833372217020765,203.0,접근 양호,0,0,2,34951.29171419396,3,45234.5,0.6666666666666666,11.52135395331919,0,0,0,0,303360.9752447961,2,34951.29171419396,high,11.52135395331919
B000003160,인천창신초등학교,서구,224,139,Q2,1.8823529411764703,-0.8823529411764706,13001.352985294116,-10051.352985294116,3,2.0,0,0,0,없음,,,4.457142857142854,0,1.019,1.031,1.060812779691576,1.0833372217020765,290.8,"접근 가능, 중간 수준",0,0,1,2945.2634594581773,3,24292.0,0.3333333333333333,1.205718840854854,0,0,1,0,244274.4825460293,1,2945.2634594581773,middle,1.205718840854854
B000003161,인천금곡초등학교,서구,283,180,Q2,1.8823529411764703,-0.8823529411764706,13001.352985294116,-9692.352985294116,3,2.0,0,0,0,없음,,,-13.2,0,1.019,1.031,1.060812779691576,1.0833372217020765,325.0,"접근 가능, 중간 수준",0,0,1,3303.6870465547836,2,7063.0,0.5,1.1016644532818607,0,0,1,0,299881.4236688034,1,3303.6870465547836,middle,1.1016644532818607
B000003162,인천가석초등학교,서구,171,113,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,1,4.0,0,0,0,없음,,18,-27.6,0,1.019,1.031,1.060812779691576,1.0833372217020765,1323.0,공원 접근 불가,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,217230.08663081515,0,0.0,,0.0
B000003163,인천가좌초등학교,서구,507,307,Q3,2.544117647058824,2.4558823529411766,37061.58676470589,-17421.586764705884,4,1.0,0,0,3,예정만,,,-48.14285714285716,0,1.019,1.031,1.060812779691576,1.0833372217020765,192.3,접근 양호,0,0,4,19608.465879226504,5,23918.0,0.8,3.5891498401886697,1,0,0,0,546326.198468096,4,19608.465879226504,high,3.5891498401886697
B000003164,인천가정초등학교,서구,198,120,Q2,1.8823529411764703,-1.8823529411764703,13001.352985294116,-13001.352985294116,1,4.0,0,0,0,없음,,12,-16.42857142857143,0,1.019,1.031,1.060812779691576,1.0833372217020765,663.1,공원 접근 불가,0,0,0,0.0,2,29677.8,0.0,0.0,0,0,0,0,252785.65075813528,0,0.0,,0.0
B000003165,인천당하초등학교,서구,516,319,Q3,2.544117647058824,-0.5441176470588234,37061.58676470589,-32441.586764705884,3,2.0,0,0,0,없음,,,-90.88571428571429,0,1.019,1.031,1.060812779691576,1.0833372217020765,169.4,"접근 가능, 중간 수준",0,0,2,4612.582095822104,3,33381.0,0.6666666666666666,1.2705867781425257,0,0,0,0,363027.7109104858,2,4612.582095822104,middle,1.2705867781425257
B000003166,인천마전초등학교,서구,504,355,Q3,2.544117647058824,-0.5441176470588234,37061.58676470589,-31072.586764705884,3,2.0,0,0,0,없음,,,-57.8857142857143,0,1.019,1.031,1.060812779691576,1.0833372217020765,384.0,"접근 가능, 중간 수준",0,0,2,5979.384019888121,3,7792.0,0.6666666666666666,2.436234280992723,0,0,0,0,245435.50948850557,2,5979.384019888121,middle,2.436234280992723
B000003167,인천석남서초등학교,서구,413,247,Q2,1.8823529411764703,-1.8823529411764703,13001.352985294116,-13001.352985294116,2,3.0,0,0,2,예정만,,,-47.40000000000002,0,1.019,1.031,1.060812779691576,1.0833372217020765,270.0,접근 가능하나 녹지 부족,0,0,1,0.0,0,0.0,0.0,0.0,0,0,1,0,534663.3629890571,0,0.0,low,0.0
B000003168,인천가현초등학교,서구,1431,889,Q4,2.485294117647059,-1.4852941176470589,45218.47352941177,-45218.47352941177,2,3.0,0,0,0,없음,,,237.7714285714285,0,1.019,1.031,1.060812779691576,1.0833372217020765,240.0,접근 가능하나 녹지 부족,0,0,1,0.0,0,0.0,0.0,0.0,1,0,1,0,305475.81219541264,1,0.0,low,0.0
B000003169,인천신현초등학교,서구,740,518,Q4,2.485294117647059,-2.485294117647059,45218.47352941177,-45218.47352941177,1,4.0,0,1,2,진행중포함,0.8747232472324722,5,-41.08571428571428,0,1.019,1.031,1.060812779691576,1.0833372217020765,602.1,공원 접근 불가,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,554498.479656894,0,0.0,,0.0
B000003170,인천서곶초등학교,서구,151,100,Q1,1.088235294117647,1.911764705882353,5676.2411764705885,3030.7588235294115,3,2.0,0,0,0,없음,,,-46.57142857142858,0,1.019,1.031,1.060812779691576,1.0833372217020765,45.0,"접근 가능, 중간 수준",0,0,3,8693.019980161873,5,35168.0,0.6,2.561397351211108,0,0,0,0,339385.84249927267,3,8693.019980161873,middle,2.561397351211108
B000003171,인천검암초등학교,서구,309,193,Q2,1.8823529411764703,2.117647058823529,13001.352985294116,11221.647014705884,4,1.0,0,0,0,없음,,,-15.82857142857143,0,1.019,1.031,1.060812779691576,1.0833372217020765,150.6,접근 양호,0,0,4,24184.10738250108,4,24223.0,1.0,6.799610581103045,0,0,0,0,355669.0062473826,4,24184.10738250108,high,6.799610581103045
B000003172,인천은지초등학교,서구,191,121,Q2,1.8823529411764703,0.1176470588235294,13001.352985294116,-7953.352985294117,3,2.0,0,0,0,없음,,,-53.37142857142858,0,1.019,1.031,1.060812779691576,1.0833372217020765,316.8,"접근 가능, 중간 수준",0,0,2,5039.894896042316,2,5048.0,1.0,1.5006989290450496,0,0,0,0,335836.50914240256,2,5039.894896042316,middle,1.5006989290450496
B000003173,길상초등학교,강화군,16,10,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,,,1,0,0,완료포함,,,-16.914285714285715,0,0.88,0.84,0.7235993022063265,0.6106308188765137,4242.4,별도 묶음,0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,331742.5754310167,0,0.0,,0.0
B000003174,양도초등학교,강화군,3,2,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,,,0,0,0,없음,,,-1.4285714285714286,0,0.88,0.84,0.7235993022063265,0.6106308188765137,4242.4,별도 묶음,0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,259377.00405767575,0,0.0,,0.0
B000003175,조산초등학교,강화군,7,5,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,,,0,0,0,없음,,,-0.5142857142857143,0,0.88,0.84,0.7235993022063265,0.6106308188765137,4242.4,별도 묶음,0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,216893.9042874533,0,0.0,,0.0
B000003176,화도초등학교,강화군,4,2,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,,,0,0,0,없음,,,-12.74285714285714,0,0.88,0.84,0.7235993022063265,0.6106308188765137,385.5,별도 묶음,0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,311366.1304261929,0,0.0,,0.0
B000003177,대월초등학교,강화군,3,2,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,,,0,0,0,없음,,,-0.8285714285714285,0,0.88,0.84,0.7235993022063265,0.6106308188765137,4687.0,별도 묶음,0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,82672.98544680551,0,0.0,,0.0
B000003178,갑룡초등학교,강화군,78,50,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,,,0,0,0,없음,,,-10.2,0,0.88,0.84,0.7235993022063265,0.6106308188765137,285.0,별도 묶음,0,0,1,0.0,1,18605.0,1.0,0.0,0,1,0,0,270951.20234719187,0,0.0,,0.0
B000003179,강화초등학교,강화군,91,59,Q1,1.088235294117647,-0.0882352941176469,5676.2411764705885,-5365.2411764705885,,,0,0,0,없음,,,-31.31428571428572,0,0.88,0.84,0.7235993022063265,0.6106308188765137,0.0,별도 묶음,0,0,1,310.5006562344904,1,311.0,1.0,0.09425497891409147,0,1,0,0,329426.26459817647,1,310.5006562344904,,0.09425497891409147
B000003180,합일초등학교,강화군,135,86,Q1,1.088235294117647,-0.0882352941176469,5676.2411764705885,97563.7588235294,,,0,0,0,없음,,,-9.6,0,0.88,0.84,0.7235993022063265,0.6106308188765137,0.0,별도 묶음,0,0,1,63210.77923252614,1,103240.0,1.0,12.693333374315277,0,1,0,0,497984.07848037756,1,63210.77923252614,,12.693333374315277
B000003181,송해초등학교,강화군,4,2,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,,,0,0,0,없음,,,-1.7428571428571429,0,0.88,0.84,0.7235993022063265,0.6106308188765137,0.0,별도 묶음,0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,318664.7600537246,0,0.0,,0.0
B000003182,선원초등학교,강화군,13,8,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,,,0,0,0,없음,,,-6.542857142857143,0,0.88,0.84,0.7235993022063265,0.6106308188765137,3971.9,별도 묶음,0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,228250.8173769914,0,0.0,,0.0
B000003183,불은초등학교,강화군,3,2,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,,,0,0,0,없음,,,-6.2285714285714295,0,0.88,0.84,0.7235993022063265,0.6106308188765137,4242.4,별도 묶음,0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,230717.10252872904,0,0.0,,0.0
B000003184,삼성초등학교,강화군,3,2,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,,,0,0,0,없음,,,-5.2285714285714295,0,0.88,0.84,0.7235993022063265,0.6106308188765137,4242.4,별도 묶음,0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,230171.37095464327,0,0.0,,0.0
B000003185,하점초등학교,강화군,3,2,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,,,0,0,0,없음,,,-3.1142857142857148,0,0.88,0.84,0.7235993022063265,0.6106308188765137,4242.4,별도 묶음,0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,296505.45406079746,0,0.0,,0.0
B000003186,명신초등학교,강화군,3,2,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,,,0,0,0,없음,,,-0.857142857142857,0,0.88,0.84,0.7235993022063265,0.6106308188765137,4242.4,별도 묶음,0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,257825.0739876918,0,0.0,,0.0
B000003187,양사초등학교,강화군,3,1,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,,,0,0,0,없음,,,-4.0,0,0.88,0.84,0.7235993022063265,0.6106308188765137,0.0,별도 묶음,0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,285278.4618787089,0,0.0,,0.0
B000003188,내가초등학교,강화군,2,2,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,,,0,0,0,없음,,,3.171428571428572,0,0.88,0.84,0.7235993022063265,0.6106308188765137,4242.4,별도 묶음,0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,185207.4827754465,0,0.0,,0.0
B000003189,해명초등학교,강화군,0,0,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,,,0,0,0,없음,,,-3.0285714285714285,0,0.88,0.84,0.7235993022063265,0.6106308188765137,385.5,별도 묶음,0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,284047.7733910483,0,0.0,,0.0
B000003190,삼산초등학교,강화군,3,1,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,,,0,0,0,없음,,,-0.2571428571428572,0,0.88,0.84,0.7235993022063265,0.6106308188765137,10012.9,별도 묶음,0,1,0,0.0,0,0.0,0.0,0.0,0,1,0,0,399716.3700881803,0,0.0,,0.0
B000003192,교동초등학교,강화군,5,2,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,,,0,0,0,없음,,,-5.828571428571429,0,0.88,0.84,0.7235993022063265,0.6106308188765137,4242.4,별도 묶음,0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,384831.7845290033,0,0.0,,0.0
B000003194,서도초등학교,강화군,0,0,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,,,0,0,0,없음,,,0.0857142857142857,0,0.88,0.84,0.7235993022063265,0.6106308188765137,16196.8,별도 묶음,0,1,0,0.0,0,0.0,0.0,0.0,0,1,0,0,73023.85918785716,0,0.0,,0.0
B000022832,인천한빛초등학교,남동구,421,292,Q2,1.8823529411764703,1.1176470588235294,13001.352985294116,32313.647014705883,4,1.0,0,0,0,없음,,,-55.57142857142858,0,1.093,1.145,0.4707510503206492,0.2571381390250187,116.7,접근 양호,0,0,3,39132.294810648295,6,135104.0,0.5,22.847639341522907,0,0,1,0,171275.002312952,3,39132.294810648295,high,22.847639341522907
B000022834,인천청람초등학교,서구,783,561,Q4,2.485294117647059,0.5147058823529411,45218.47352941177,48379.52647058823,4,1.0,0,0,0,없음,,,-45.42857142857143,0,1.019,1.031,1.060812779691576,1.0833372217020765,305.4,접근 양호,0,0,3,92820.40091877201,3,93598.0,1.0,21.192410085613396,0,0,0,0,437988.8863220127,3,92820.40091877201,high,21.192410085613396
B000022839,인천청일초등학교,서구,680,452,Q4,2.485294117647059,-1.4852941176470589,45218.47352941177,645355.4264705882,4,1.0,0,0,0,없음,0.8820110701107011,,-43.34285714285716,0,1.019,1.031,1.060812779691576,1.0833372217020765,140.0,접근 양호,0,0,1,278740.83697951573,1,690573.9,1.0,78.79017123245788,0,0,0,0,353776.15331883874,1,278740.83697951573,high,78.79017123245788
B000024924,인천하늘초등학교,중구,465,247,Q3,2.544117647058824,-0.5441176470588234,37061.58676470589,-37061.58676470589,2,3.0,0,0,0,없음,,,89.11428571428573,0,0.946,0.917,1.0988462025271857,1.138599925583395,124.0,접근 가능하나 녹지 부족,0,0,1,0.0,2,383518.5,0.5,0.0,2,0,1,0,215838.50843687708,0,0.0,low,0.0
B000025189,인천송명초등학교,연수구,314,196,Q2,1.8823529411764703,-1.8823529411764703,13001.352985294116,-13001.352985294116,2,3.0,0,0,0,없음,,,-49.85714285714286,0,1.031,1.049,0.9596005116197016,0.9425899037517764,95.0,접근 가능하나 녹지 부족,0,0,1,0.0,4,301269.3,0.25,0.0,0,0,1,0,143559.94303260176,0,0.0,low,0.0
B000025193,인천만월초등학교,남동구,540,375,Q3,2.544117647058824,-0.5441176470588234,37061.58676470589,-16487.586764705884,4,1.0,0,0,0,없음,,,-78.85714285714285,0,1.093,1.145,0.4707510503206492,0.2571381390250187,310.1,접근 양호,0,0,2,13777.98393672317,2,20574.0,1.0,5.570620427272393,0,0,0,0,247333.02361204752,2,13777.98393672317,high,5.570620427272393
B000025196,인천장서초등학교,남동구,462,325,Q3,2.544117647058824,-1.5441176470588234,37061.58676470589,-34436.586764705884,3,2.0,0,0,0,없음,,,25.800000000000008,0,1.093,1.145,0.4707510503206492,0.2571381390250187,0.0,"접근 가능, 중간 수준",0,0,1,1348.6304738413028,5,84443.0,0.2,0.7401544042882333,0,0,1,0,182209.34254092674,1,1348.6304738413028,middle,0.7401544042882333
B000025202,인천장아초등학교,남동구,550,382,Q3,2.544117647058824,-0.5441176470588234,37061.58676470589,298537.4132352941,4,1.0,0,0,0,없음,,,5.114285714285724,0,1.093,1.145,0.4707510503206492,0.2571381390250187,0.0,접근 양호,0,0,2,129011.12754921781,3,344292.0,0.6666666666666666,68.11156608646748,0,0,0,0,189411.48319132536,2,129011.12754921781,high,68.11156608646748
B000025206,인천새봄초등학교,연수구,86,48,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,2,3.0,0,0,0,없음,,,21.0,0,1.031,1.049,0.9596005116197016,0.9425899037517764,120.0,접근 가능하나 녹지 부족,0,0,1,0.0,0,0.0,0.0,0.0,0,0,1,0,110709.79430267199,0,0.0,low,0.0
B000025210,인천연송초등학교,연수구,588,416,Q3,2.544117647058824,-1.5441176470588234,37061.58676470589,-35561.486764705885,2,3.0,0,0,0,없음,,,34.82857142857143,0,1.031,1.049,0.9596005116197016,0.9425899037517764,219.8,접근 가능하나 녹지 부족,0,0,1,1497.6914289910353,2,3500.0,0.5,0.481773461034084,0,0,1,0,310870.47131578677,1,1497.6914289910353,low,0.481773461034084
B000025222,인천현송초등학교,연수구,199,120,Q2,1.8823529411764703,-1.8823529411764703,13001.352985294116,-13001.352985294116,2,3.0,0,0,0,없음,,,109.0,0,1.031,1.049,0.9596005116197016,0.9425899037517764,122.0,접근 가능하나 녹지 부족,0,0,1,0.0,1,60158.0,1.0,0.0,0,0,0,0,187486.55635532786,0,0.0,low,0.0
B000025225,인천송빛초등학교,연수구,113,67,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,1,4.0,0,0,0,없음,,21,,1,1.031,1.049,0.9596005116197016,0.9425899037517764,716.0,공원 접근 불가,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,145564.39388138626,0,0.0,,0.0
B000025226,인천송일초등학교,연수구,653,420,Q4,2.485294117647059,-1.4852941176470589,45218.47352941177,-43718.773529411774,2,3.0,0,0,0,없음,,,-15.228571428571426,0,1.031,1.049,0.9596005116197016,0.9425899037517764,114.0,접근 가능하나 녹지 부족,0,0,1,1497.292071237546,1,1499.7,1.0,0.40424758944279077,0,0,0,0,370389.85768632346,1,1497.292071237546,low,0.40424758944279077
B000025228,인천예송초등학교,연수구,616,397,Q3,2.544117647058824,-1.5441176470588234,37061.58676470589,-35561.28676470588,2,3.0,0,0,0,없음,,,87.3142857142857,0,1.031,1.049,0.9596005116197016,0.9425899037517764,0.0,접근 가능하나 녹지 부족,0,0,1,1497.8911078716346,1,1500.3,1.0,0.43763357718321366,0,0,0,0,342270.6085562873,1,1497.8911078716346,low,0.43763357718321366
B000025236,인천첨단초등학교,연수구,311,194,Q2,1.8823529411764703,-1.8823529411764703,13001.352985294116,-13001.352985294116,2,3.0,0,0,0,없음,,,-29.771428571428576,0,1.031,1.049,0.9596005116197016,0.9425899037517764,100.0,접근 가능하나 녹지 부족,0,0,1,0.0,2,19489.4,0.5,0.0,0,0,1,0,146451.04625139135,0,0.0,low,0.0
B000025246,인천미송초등학교,연수구,613,372,Q3,2.544117647058824,-2.544117647058824,37061.58676470589,-37061.58676470589,2,3.0,0,0,0,없음,,,124.82857142857148,0,1.031,1.049,0.9596005116197016,0.9425899037517764,489.0,접근 가능하나 녹지 부족,0,0,1,0.0,1,77873.0,1.0,0.0,0,0,0,0,182104.75127933783,0,0.0,low,0.0
B000025248,인천은송초등학교,연수구,369,209,Q2,1.8823529411764703,-1.8823529411764703,13001.352985294116,-13001.352985294116,1,4.0,0,0,0,없음,0.0,11,229.82857142857148,0,1.031,1.049,0.9596005116197016,0.9425899037517764,1575.0,공원 접근 불가,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,130777.51551867825,0,0.0,,0.0
B000025256,인천송원초등학교,연수구,298,194,Q2,1.8823529411764703,-0.8823529411764706,13001.352985294116,70540.14701470589,4,1.0,0,0,0,없음,,,-54.400000000000006,0,1.031,1.049,0.9596005116197016,0.9425899037517764,219.0,접근 양호,0,0,1,61554.572565238384,1,83541.5,1.0,16.149700923973164,0,0,0,0,381149.92255902826,1,61554.572565238384,high,16.149700923973164
B000025512,인천용학초등학교,미추홀구,146,82,Q1,1.088235294117647,-0.0882352941176469,5676.2411764705885,-1098.3411764705888,4,1.0,0,0,0,없음,,,-4.942857142857145,0,1.1,1.157,0.90451993467452,0.8662626373940179,0.0,접근 양호,0,0,1,4570.549691877946,5,71232.7,0.2,6.088631268973905,0,0,1,0,75066.94838244334,1,4570.549691877946,high,6.088631268973905
B000025677,인천주안초등학교,미추홀구,702,415,Q4,2.485294117647059,-1.4852941176470589,45218.47352941177,-36433.17352941177,3,2.0,0,0,0,없음,,,41.74285714285715,0,1.1,1.157,0.90451993467452,0.8662626373940179,64.8,"접근 가능, 중간 수준",0,0,1,8771.194261142651,2,12024.1,0.5,1.97023856044716,0,0,1,0,445184.37702041346,1,8771.194261142651,middle,1.97023856044716
B000025690,인천별빛초등학교,중구,642,373,Q3,2.544117647058824,2.4558823529411766,37061.58676470589,-37061.58676470589,1,4.0,0,0,0,없음,,9,207.8,0,0.946,0.917,1.0988462025271857,1.138599925583395,544.0,공원 접근 불가,0,0,0,0.0,2,37068.0,0.0,0.0,5,0,0,0,285365.8497444564,0,0.0,,0.0
B000025751,인천경연초등학교,서구,334,192,Q2,1.8823529411764703,3.117647058823529,13001.352985294116,-320.9529852941177,4,1.0,0,0,0,없음,,,114.85714285714286,0,1.019,1.031,1.060812779691576,1.0833372217020765,153.7,접근 양호,0,0,4,12660.040261444385,5,56010.1,0.8,4.052538987907906,1,0,0,0,312397.74124862987,4,12660.040261444385,high,4.052538987907906
B000025752,인천도담초등학교,서구,826,548,Q4,2.485294117647059,-1.4852941176470589,45218.47352941177,-31002.27352941177,4,1.0,0,0,0,없음,,,-59.22857142857144,0,1.019,1.031,1.060812779691576,1.0833372217020765,215.1,접근 양호,0,0,1,14193.37437027493,1,14216.2,1.0,3.5756454982060726,0,0,0,0,396945.79279170296,1,14193.37437027493,high,3.5756454982060726
B000025756,인천청호초등학교,서구,708,502,Q4,2.485294117647059,0.5147058823529411,45218.47352941177,48379.52647058823,4,1.0,0,0,0,없음,,,47.2,0,1.019,1.031,1.060812779691576,1.0833372217020765,156.0,접근 양호,0,0,3,92820.40091877201,3,93598.0,1.0,23.428584216046286,0,0,0,0,396184.42182775657,3,92820.40091877201,high,23.428584216046286
B000026155,인천한들초등학교,서구,76,38,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,2,3.0,0,0,0,없음,,,,1,1.019,1.031,1.060812779691576,1.0833372217020765,91.0,접근 가능하나 녹지 부족,0,0,1,0.0,0,0.0,0.0,0.0,0,0,1,0,180623.6641959464,0,0.0,low,0.0
B000026332,인천백석초등학교,서구,349,229,Q2,1.8823529411764703,0.1176470588235294,13001.352985294116,-4570.352985294117,3,2.0,0,0,0,없음,,,-44.00000000000001,0,1.019,1.031,1.060812779691576,1.0833372217020765,159.3,"접근 가능, 중간 수준",0,0,2,8417.463127680956,4,38861.0,0.5,3.07126616897083,0,0,1,0,274071.43062763644,2,8417.463127680956,middle,3.07126616897083
B000026333,인천가원초등학교,서구,1045,653,Q4,2.485294117647059,-2.485294117647059,45218.47352941177,-45218.47352941177,2,3.0,0,0,0,없음,0.6607933579335792,,25.171428571428585,0,1.019,1.031,1.060812779691576,1.0833372217020765,98.0,접근 가능하나 녹지 부족,0,0,1,0.0,0,0.0,0.0,0.0,0,0,1,0,372447.4217754167,0,0.0,low,0.0
B000026466,인천아라초등학교,서구,243,135,Q2,1.8823529411764703,-1.8823529411764703,13001.352985294116,-13001.352985294116,2,3.0,0,0,0,없음,,,,1,1.019,1.031,1.060812779691576,1.0833372217020765,166.0,접근 가능하나 녹지 부족,0,0,1,0.0,2,56458.7,0.5,0.0,0,0,1,0,99570.25029576861,0,0.0,low,0.0
B000026467,인천해든초등학교,서구,605,302,Q3,2.544117647058824,-2.544117647058824,37061.58676470589,-37061.58676470589,2,3.0,0,0,0,없음,,,233.3999999999999,0,1.019,1.031,1.060812779691576,1.0833372217020765,175.0,접근 가능하나 녹지 부족,0,0,1,0.0,5,114365.7,0.2,0.0,0,0,1,0,180931.13957419567,0,0.0,low,0.0
B000026468,인천아람초등학교,서구,392,190,Q2,1.8823529411764703,-0.8823529411764706,13001.352985294116,-10718.152985294117,3,2.0,0,0,0,없음,,,,1,1.019,1.031,1.060812779691576,1.0833372217020765,78.9,"접근 가능, 중간 수준",0,0,1,2279.534078181265,5,74504.4,0.2,1.795047061926994,0,0,1,0,126990.21248691782,1,2279.534078181265,middle,1.795047061926994
B000026469,인천한별초등학교,서구,463,277,Q3,2.544117647058824,-2.544117647058824,37061.58676470589,-37061.58676470589,2,3.0,0,0,0,없음,,,46.3,0,1.019,1.031,1.060812779691576,1.0833372217020765,213.0,접근 가능하나 녹지 부족,0,0,1,0.0,4,133304.1,0.25,0.0,0,0,1,0,109588.37033555855,0,0.0,low,0.0
B000026470,인천이음초등학교,서구,988,591,Q4,2.485294117647059,-2.485294117647059,45218.47352941177,-45218.47352941177,2,3.0,0,0,0,없음,0.2851937269372695,,,1,1.019,1.031,1.060812779691576,1.0833372217020765,190.0,접근 가능하나 녹지 부족,0,0,1,0.0,2,30752.7,0.5,0.0,0,0,1,0,230172.35885496307,0,0.0,low,0.0
