grid_id,cx,cy,gu,gu_assignment_method,linked_schools,linked_school_count,worst_case_type,avg_green_ratio,avg_playground_count,avg_park_dist_m,land_feasibility_level,priority_score,candidate_rank,candidate_total_pop_current,candidate_child_current,gu_predicted_2029,gu_predicted_2031,actual_2025,gu_growth_factor_2029,gu_growth_factor_2031,legacy_forecast_2029,legacy_forecast_2031,legacy_xgb_predicted_2029,legacy_xgb_predicted_2031,forecast_2029,forecast_2031,xgb_predicted_2029,xgb_predicted_2031,nearest_park_dist,nearest_pg_dist,demand_label,demand_note,demand_model_version
CG_00534,126.67089575385175,37.40815371697835,연수구,linked_school_majority,"['인천동춘초등학교', '인천서면초등학교']",2,3.0,2.637,0.0,491.35,low,22.0,1234,241.923,22.968,45549,44742,47287,0.9632457123522321,0.9461797111256793,821,725,821,725,22,22,22,22,125.0,694.7,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01417,126.73389575385185,37.49140371697822,부평구,linked_school_majority,['인천부개서초등학교'],1,2.0,0.528,0.0,576.8,medium,197.2,146,2832.012,237.137,31630,28973,36723,0.8613130735506358,0.7889605969011246,1173,1174,1173,1174,204,187,204,187,154.7,4253.3,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01110,126.71364575385182,37.448653716978285,남동구,linked_school_majority,['인천성리초등학교'],1,3.0,1.448,18.0,300.9,low,46.0,901,1051.3,107.928,18709,10219,36005,0.5196222746840716,0.28382169143174557,343,238,343,238,56,31,56,31,338.9,435.7,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01498,126.73839575385186,37.49140371697822,부평구,linked_school_majority,['인천부개서초등학교'],1,2.0,0.528,0.0,576.8,medium,86.8,506,1245.027,104.252,31630,28973,36723,0.8613130735506358,0.7889605969011246,1173,1174,1173,1174,90,82,90,82,323.4,3987.9,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01459,126.73614575385186,37.493653716978216,부평구,linked_school_majority,['인천부개서초등학교'],1,2.0,0.528,0.0,576.8,medium,97.4,431,1461.158,116.775,31630,28973,36723,0.8613130735506358,0.7889605969011246,1173,1174,1173,1174,101,92,101,92,201.3,3938.9,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01040,126.70914575385181,37.448653716978285,남동구,linked_school_majority,['인천성리초등학교'],1,3.0,1.448,18.0,300.9,low,97.4,429,2313.457,228.274,18709,10219,36005,0.5196222746840716,0.28382169143174557,343,238,343,238,119,65,119,65,86.7,86.7,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01039,126.70914575385181,37.44640371697829,남동구,linked_school_majority,['인천성리초등학교'],1,3.0,1.448,18.0,300.9,low,56.6,784,1207.514,132.494,18709,10219,36005,0.5196222746840716,0.28382169143174557,343,238,343,238,69,38,69,38,254.1,291.6,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01075,126.71139575385182,37.441903716978295,남동구,linked_school_majority,['인천성리초등학교'],1,3.0,1.448,18.0,300.9,low,47.6,882,853.935,111.724,18709,10219,36005,0.5196222746840716,0.28382169143174557,343,238,343,238,58,32,58,32,344.9,1006.5,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01077,126.71139575385182,37.44640371697829,남동구,linked_school_majority,['인천성리초등학교'],1,3.0,1.448,18.0,300.9,low,67.2,680,1212.751,158.669,18709,10219,36005,0.5196222746840716,0.28382169143174557,343,238,343,238,82,45,82,45,187.1,638.9,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01079,126.71139575385182,37.45090371697828,남동구,linked_school_majority,['인천성리초등학교'],1,3.0,1.448,18.0,300.9,low,63.6,713,1469.59,149.688,18709,10219,36005,0.5196222746840716,0.28382169143174557,343,238,343,238,78,42,78,42,279.8,413.1,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01078,126.71139575385182,37.448653716978285,남동구,linked_school_majority,['인천성리초등학교'],1,3.0,1.448,18.0,300.9,low,96.4,435,2220.827,226.587,18709,10219,36005,0.5196222746840716,0.28382169143174557,343,238,343,238,118,64,118,64,204.8,330.9,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01076,126.71139575385182,37.44415371697829,남동구,linked_school_majority,['인천성리초등학교'],1,3.0,1.448,18.0,300.9,low,33.4,1092,596.576,78.052,18709,10219,36005,0.5196222746840716,0.28382169143174557,343,238,343,238,41,22,41,22,181.9,842.9,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01109,126.71364575385182,37.44640371697829,남동구,linked_school_majority,['인천성리초등학교'],1,3.0,1.448,18.0,300.9,low,61.4,734,1106.638,144.786,18709,10219,36005,0.5196222746840716,0.28382169143174557,343,238,343,238,75,41,75,41,67.2,785.7,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01373,126.73164575385185,37.48915371697822,부평구,linked_school_majority,['인천부개서초등학교'],1,2.0,0.528,0.0,576.8,medium,198.2,144,2888.818,238.19,31630,28973,36723,0.8613130735506358,0.7889605969011246,1173,1174,1173,1174,205,188,205,188,416.1,3136.5,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01458,126.73614575385186,37.49140371697822,부평구,linked_school_majority,['인천부개서초등학교'],1,2.0,0.528,0.0,576.8,medium,94.8,444,1359.222,113.814,31630,28973,36723,0.8613130735506358,0.7889605969011246,1173,1174,1173,1174,98,90,98,90,360.0,3738.5,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01499,126.73839575385186,37.493653716978216,부평구,linked_school_majority,['인천부개서초등학교'],1,2.0,0.528,0.0,576.8,medium,63.0,724,946.022,75.504,31630,28973,36723,0.8613130735506358,0.7889605969011246,1173,1174,1173,1174,65,60,65,60,89.1,4091.4,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01038,126.70914575385181,37.44415371697829,남동구,linked_school_majority,['인천성리초등학교'],1,3.0,1.448,18.0,300.9,low,26.0,1186,687.336,60.919,18709,10219,36005,0.5196222746840716,0.28382169143174557,343,238,343,238,32,17,32,17,40.3,621.3,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01007,126.70689575385181,37.448653716978285,남동구,linked_school_majority,['인천성리초등학교'],1,3.0,1.448,18.0,300.9,low,22.2,1232,924.727,51.134,18709,10219,36005,0.5196222746840716,0.28382169143174557,343,238,343,238,27,15,27,15,147.8,147.8,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01037,126.70914575385181,37.441903716978295,남동구,linked_school_majority,['인천성리초등학교'],1,3.0,1.448,18.0,300.9,low,14.8,1322,270.321,35.169,18709,10219,36005,0.5196222746840716,0.28382169143174557,343,238,343,238,18,10,18,10,236.5,819.2,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01333,126.72939575385185,37.49140371697822,부평구,linked_school_majority,['인천부개서초등학교'],1,2.0,0.528,0.0,576.8,medium,132.2,275,2221.926,158.905,31630,28973,36723,0.8613130735506358,0.7889605969011246,1173,1174,1173,1174,137,125,137,125,526.2,3313.7,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01005,126.70689575385181,37.44415371697829,남동구,linked_school_majority,['인천성리초등학교'],1,3.0,1.448,18.0,300.9,low,12.2,1354,636.218,29.612,18709,10219,36005,0.5196222746840716,0.28382169143174557,343,238,343,238,15,8,15,8,354.4,602.5,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01006,126.70689575385181,37.44640371697829,남동구,linked_school_majority,['인천성리초등학교'],1,3.0,1.448,18.0,300.9,low,20.6,1244,1023.878,47.671,18709,10219,36005,0.5196222746840716,0.28382169143174557,343,238,343,238,25,14,25,14,273.6,396.9,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00982,126.7046457538518,37.448653716978285,남동구,linked_school_majority,['인천성리초등학교'],1,3.0,1.448,18.0,300.9,low,34.4,1074,1464.308,80.973,18709,10219,36005,0.5196222746840716,0.28382169143174557,343,238,343,238,42,23,42,23,344.7,344.7,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00981,126.7046457538518,37.44640371697829,남동구,linked_school_majority,['인천성리초등학교'],1,3.0,1.448,18.0,300.9,low,26.0,1185,1303.402,60.765,18709,10219,36005,0.5196222746840716,0.28382169143174557,343,238,343,238,32,17,32,17,124.9,609.9,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00980,126.7046457538518,37.44415371697829,남동구,linked_school_majority,['인천성리초등학교'],1,3.0,1.448,18.0,300.9,low,14.8,1321,723.693,33.683,18709,10219,36005,0.5196222746840716,0.28382169143174557,343,238,343,238,18,10,18,10,322.3,785.3,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01008,126.70689575385181,37.45090371697828,남동구,linked_school_majority,['인천성리초등학교'],1,3.0,1.448,18.0,300.9,low,22.8,1226,983.125,54.365,18709,10219,36005,0.5196222746840716,0.28382169143174557,343,238,343,238,28,15,28,15,271.7,271.7,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01332,126.72939575385185,37.48915371697822,부평구,linked_school_majority,['인천부개서초등학교'],1,2.0,0.528,0.0,576.8,medium,124.0,298,2084.741,149.094,31630,28973,36723,0.8613130735506358,0.7889605969011246,1173,1174,1173,1174,128,118,128,118,323.0,3057.4,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01374,126.73164575385185,37.49140371697822,부평구,linked_school_majority,['인천부개서초등학교'],1,2.0,0.528,0.0,576.8,medium,288.0,65,4161.294,345.956,31630,28973,36723,0.8613130735506358,0.7889605969011246,1173,1174,1173,1174,298,273,298,273,466.3,3368.0,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01004,126.70689575385181,37.441903716978295,남동구,linked_school_majority,['인천성리초등학교'],1,3.0,1.448,18.0,300.9,low,0.0,1614,2.765,0.129,18709,10219,36005,0.5196222746840716,0.28382169143174557,343,238,343,238,0,0,0,0,535.4,876.0,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01041,126.70914575385181,37.45090371697828,남동구,linked_school_majority,['인천성리초등학교'],1,3.0,1.448,18.0,300.9,low,27.0,1175,631.36,64.308,18709,10219,36005,0.5196222746840716,0.28382169143174557,343,238,343,238,33,18,33,18,139.6,412.2,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00555,126.67089575385175,37.51165371697819,서구,linked_school_majority,['인천신현초등학교'],1,2.0,0.196,0.0,602.1,medium,103.8,394,1709.364,98.031,78265,79926,74390,1.0520903347224089,1.0744186046511628,179,172,179,172,103,105,103,105,395.3,6231.0,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00597,126.67314575385176,37.513903716978184,서구,linked_school_majority,['인천신현초등학교'],1,2.0,0.196,0.0,602.1,medium,40.4,987,700.022,38.04,78265,79926,74390,1.0520903347224089,1.0744186046511628,179,172,179,172,40,41,40,41,451.4,6400.2,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00596,126.67314575385176,37.51165371697819,서구,linked_school_majority,['인천신현초등학교'],1,2.0,0.196,0.0,602.1,medium,47.4,886,808.491,45.122,78265,79926,74390,1.0520903347224089,1.0744186046511628,179,172,179,172,47,48,47,48,202.7,6150.0,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00646,126.67539575385176,37.513903716978184,서구,linked_school_majority,['인천신현초등학교'],1,2.0,0.196,0.0,602.1,medium,75.8,603,1507.133,71.673,78265,79926,74390,1.0520903347224089,1.0744186046511628,179,172,179,172,75,77,75,77,454.3,6278.0,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00556,126.67089575385175,37.513903716978184,서구,linked_school_majority,['인천신현초등학교'],1,2.0,0.196,0.0,602.1,medium,36.4,1054,600.639,34.446,78265,79926,74390,1.0520903347224089,1.0744186046511628,179,172,179,172,36,37,36,37,664.0,6502.0,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00647,126.67539575385176,37.51615371697818,서구,linked_school_majority,['인천신현초등학교'],1,2.0,0.196,0.0,602.1,medium,64.8,702,1281.982,60.966,78265,79926,74390,1.0520903347224089,1.0744186046511628,179,172,179,172,64,66,64,66,632.3,6456.0,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00519,126.66864575385175,37.51165371697819,서구,linked_school_majority,['인천신현초등학교'],1,2.0,0.196,0.0,602.1,medium,104.8,380,1716.471,98.438,78265,79926,74390,1.0520903347224089,1.0744186046511628,179,172,179,172,104,106,104,106,547.0,6336.4,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00598,126.67314575385176,37.51615371697818,서구,linked_school_majority,['인천신현초등학교'],1,2.0,0.196,0.0,602.1,medium,68.8,667,1169.951,64.92,78265,79926,74390,1.0520903347224089,1.0744186046511628,179,172,179,172,68,70,68,70,616.6,6609.8,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00535,126.67089575385175,37.410403716978344,연수구,linked_school_majority,"['인천청량초등학교', '인천동춘초등학교']",2,3.0,2.489,0.0,342.35,low,84.6,529,952.673,88.746,45549,44742,47287,0.9632457123522321,0.9461797111256793,789,661,789,661,85,84,85,84,188.4,835.2,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00536,126.67089575385175,37.41265371697834,연수구,linked_school_majority,"['인천청량초등학교', '인천동춘초등학교']",2,3.0,2.489,0.0,342.35,low,104.6,381,1246.095,109.46,45549,44742,47287,0.9632457123522321,0.9461797111256793,789,661,789,661,105,104,105,104,286.2,944.5,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01220,126.72039575385183,37.538653716978146,계양구,linked_school_majority,"['인천해서초등학교', '인천부평초등학교']",2,2.0,0.461,0.0,206.2,medium,26.4,1180,1151.66,49.434,10615,7314,17382,0.6106892187320216,0.4207801173627891,183,139,183,139,30,21,30,21,442.0,9014.2,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01253,126.72264575385184,37.54090371697814,계양구,linked_school_majority,"['인천해서초등학교', '인천부평초등학교']",2,2.0,0.461,0.0,206.2,medium,21.8,1235,1003.856,41.188,10615,7314,17382,0.6106892187320216,0.4207801173627891,183,139,183,139,25,17,25,17,287.6,9069.6,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_01252,126.72264575385184,37.538653716978146,계양구,linked_school_majority,"['인천해서초등학교', '인천부평초등학교']",2,2.0,0.461,0.0,206.2,medium,11.4,1373,473.225,20.768,10615,7314,17382,0.6106892187320216,0.4207801173627891,183,139,183,139,13,9,13,9,476.0,8796.8,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00805,126.68664575385178,37.48915371697822,서구,linked_school_majority,"['인천가정초등학교', '인천가좌초등학교']",2,1.0,2.351,0.5,427.7,high,208.8,134,1468.671,131.286,78265,79926,74390,1.0520903347224089,1.0744186046511628,793,682,793,682,138,141,138,141,213.1,2934.4,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00806,126.68664575385178,37.49140371697822,서구,linked_school_majority,"['인천가정초등학교', '인천가좌초등학교']",2,1.0,2.351,0.5,427.7,high,266.4,76,1873.715,167.279,78265,79926,74390,1.0520903347224089,1.0744186046511628,793,682,793,682,176,180,176,180,400.8,3162.3,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00695,126.67764575385176,37.527403716978164,서구,linked_school_majority,['인천봉수초등학교'],1,2.0,0.0,1.0,446.5,medium,323.4,46,2040.958,304.799,78265,79926,74390,1.0520903347224089,1.0744186046511628,1714,1797,1714,1797,321,327,321,327,348.3,7861.5,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00693,126.67764575385176,37.52290371697817,서구,linked_school_majority,['인천봉수초등학교'],1,2.0,0.0,1.0,446.5,medium,346.8,36,2140.366,326.761,78265,79926,74390,1.0520903347224089,1.0744186046511628,1714,1797,1714,1797,344,351,344,351,492.2,7249.0,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00694,126.67764575385176,37.52515371697817,서구,linked_school_majority,['인천봉수초등학교'],1,2.0,0.0,1.0,446.5,medium,35.4,1061,217.936,33.271,78265,79926,74390,1.0520903347224089,1.0744186046511628,1714,1797,1714,1797,35,36,35,36,556.7,7479.9,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00650,126.67539575385176,37.52965371697816,서구,linked_school_majority,['인천봉수초등학교'],1,2.0,0.0,1.0,446.5,medium,1.0,1520,17.089,0.496,78265,79926,74390,1.0520903347224089,1.0744186046511628,1714,1797,1714,1797,1,1,1,1,13.7,8033.1,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00600,126.67314575385176,37.52515371697817,서구,linked_school_majority,['인천봉수초등학교'],1,2.0,0.0,1.0,446.5,medium,161.6,201,963.16,152.253,78265,79926,74390,1.0520903347224089,1.0744186046511628,1714,1797,1714,1797,160,164,160,164,557.1,7816.2,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00601,126.67314575385176,37.527403716978164,서구,linked_school_majority,['인천봉수초등학교'],1,2.0,0.0,1.0,446.5,medium,85.4,521,509.184,80.385,78265,79926,74390,1.0520903347224089,1.0744186046511628,1714,1797,1714,1797,85,86,85,86,301.5,8053.2,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00648,126.67539575385176,37.52515371697817,서구,linked_school_majority,['인천봉수초등학교'],1,2.0,0.0,1.0,446.5,medium,0.0,1578,0.0,0.0,78265,79926,74390,1.0520903347224089,1.0744186046511628,1714,1797,1714,1797,0,0,0,0,734.9,7559.8,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00696,126.67764575385176,37.52965371697816,서구,linked_school_majority,['인천봉수초등학교'],1,2.0,0.0,1.0,446.5,medium,27.4,1173,892.93,25.942,78265,79926,74390,1.0520903347224089,1.0744186046511628,1714,1797,1714,1797,27,28,27,28,204.7,8068.2,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00760,126.68214575385177,37.52515371697817,서구,linked_school_majority,['인천봉수초등학교'],1,2.0,0.0,1.0,446.5,medium,288.4,64,1780.104,271.761,78265,79926,74390,1.0520903347224089,1.0744186046511628,1714,1797,1714,1797,286,292,286,292,810.5,7708.9,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00761,126.68214575385177,37.527403716978164,서구,linked_school_majority,['인천봉수초등학교'],1,2.0,0.0,1.0,446.5,medium,22.4,1231,139.856,21.351,78265,79926,74390,1.0520903347224089,1.0744186046511628,1714,1797,1714,1797,22,23,22,23,861.6,7988.9,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00728,126.67989575385177,37.52290371697817,서구,linked_school_majority,['인천봉수초등학교'],1,2.0,0.0,1.0,446.5,medium,357.8,29,2209.712,337.348,78265,79926,74390,1.0520903347224089,1.0744186046511628,1714,1797,1714,1797,355,362,355,362,620.8,7230.3,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00730,126.67989575385177,37.527403716978164,서구,linked_school_majority,['인천봉수초등학교'],1,2.0,0.0,1.0,446.5,medium,111.8,353,703.526,105.601,78265,79926,74390,1.0520903347224089,1.0744186046511628,1714,1797,1714,1797,111,113,111,113,569.5,7696.8,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00649,126.67539575385176,37.527403716978164,서구,linked_school_majority,['인천봉수초등학교'],1,2.0,0.0,1.0,446.5,medium,0.0,1579,1.757,0.051,78265,79926,74390,1.0520903347224089,1.0744186046511628,1714,1797,1714,1797,0,0,0,0,184.5,7852.1,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00731,126.67989575385177,37.52965371697816,서구,linked_school_majority,['인천봉수초등학교'],1,2.0,0.0,1.0,446.5,medium,21.4,1239,690.005,20.047,78265,79926,74390,1.0520903347224089,1.0744186046511628,1714,1797,1714,1797,21,22,21,22,346.4,7951.2,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00729,126.67989575385177,37.52515371697817,서구,linked_school_majority,['인천봉수초등학교'],1,2.0,0.0,1.0,446.5,medium,71.4,636,440.738,67.286,78265,79926,74390,1.0520903347224089,1.0744186046511628,1714,1797,1714,1797,71,72,71,72,708.7,7494.5,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00259,126.64389575385171,37.39915371697836,연수구,linked_school_majority,['인천신정초등학교'],1,2.0,0.67,0.0,270.5,medium,92.2,463,581.947,96.608,45549,44742,47287,0.9632457123522321,0.9461797111256793,1480,1458,1480,1458,93,91,93,91,415.4,3829.0,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
CG_00384,126.65739575385173,37.41265371697834,연수구,linked_school_majority,['인천새봄초등학교'],1,2.0,0.026,0.0,1812.1,medium,93.6,452,861.107,97.955,45549,44742,47287,0.9632457123522321,0.9461797111256793,559,540,559,540,94,93,94,93,1257.0,1598.9,잠재수혜인원 예측,구별 Prophet 총량과 1km 아동인구·100m 총인구 비례배분을 결합한 잠재수혜인원입니다.,gu_prophet_grid_alloc_v1_20260419
