학교ID,학교명,gu,similarity_group,knn_k,similarity_features,selection_features,comparison_features,redev_status_simple,large_apt_flag,redev_none,redev_completed,redev_planned,large_apt_count_500m,large_apt_households_500m,current_students_2025,student_slope,recent_student_change_pct,trend_volatility,common_points,relative_strengths,relative_weaknesses,peer_avg_nearest_park_dist_m,peer_avg_iso_green_ratio,peer_avg_iso_playground_count,similar_school_1_id,similar_school_1_name,similar_school_1_gu,similar_school_1_distance,similar_school_1_nearest_park_dist_m,similar_school_1_iso_green_ratio,similar_school_1_iso_playground_count,similar_school_2_id,similar_school_2_name,similar_school_2_gu,similar_school_2_distance,similar_school_2_nearest_park_dist_m,similar_school_2_iso_green_ratio,similar_school_2_iso_playground_count,similar_school_3_id,similar_school_3_name,similar_school_3_gu,similar_school_3_distance,similar_school_3_nearest_park_dist_m,similar_school_3_iso_green_ratio,similar_school_3_iso_playground_count,similar_school_4_id,similar_school_4_name,similar_school_4_gu,similar_school_4_distance,similar_school_4_nearest_park_dist_m,similar_school_4_iso_green_ratio,similar_school_4_iso_playground_count,similar_school_5_id,similar_school_5_name,similar_school_5_gu,similar_school_5_distance,similar_school_5_nearest_park_dist_m,similar_school_5_iso_green_ratio,similar_school_5_iso_playground_count
B000026468,인천아람초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,5,4958,907,266.5,0.1253,165.5,"학교 주변 아동 규모는 212명으로, KNN 비교군 65~370명 범위와 비슷합니다 (평균 160명). | 500m 안 대단지 아파트는 5개로, KNN 비교군도 1~8개 범위에 몰려 있습니다 (세대수 평균 4,715세대). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 649.0m 더 가깝습니다,유사학교 평균보다 도보권 놀이터 수가 2개 더 적습니다 | 유사학교 평균보다 녹지 비율이 3.8%p 더 낮습니다,727.9,4.12,1.5,B000026466,인천아라초등학교,서구,4.1695,166.0,16.49,0,B000026470,인천이음초등학교,서구,4.7013,584.1,0.0,0,B000026155,인천한들초등학교,서구,5.2368,884.6,0.0,0,B000025225,인천송빛초등학교,연수구,6.017,1276.8,0.0,6,,,,,,,
B000003141,인천양지초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,2,1602,243,-17.829,-0.1383,16.412,"500m 안 대단지 아파트는 2개로, KNN 비교군도 2~2개 범위에 몰려 있습니다 (세대수 평균 1,678세대). | 최근 1년 학생수 증감률은 -13.8%로, KNN 비교군 -15.4~-10.4% 범위와 유사합니다 (평균 -13.4%). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 녹지 비율이 9.0%p 더 높습니다 | 유사학교 평균보다 최근접 공원 거리가 5.6m 더 가깝습니다,유사학교 평균보다 도보권 놀이터 수가 1개 더 적습니다,235.9,2.88,0.5,B000003171,인천검암초등학교,서구,0.4747,150.6,5.69,0,B000003081,인천인수초등학교,남동구,0.4787,328.5,2.53,2,B000003161,인천금곡초등학교,서구,0.5082,414.5,2.47,0,B000002990,인천학익초등학교,미추홀구,0.537,50.0,0.85,0,,,,,,,
B000003153,인천완정초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,3,2532,434,-51.4,-0.0766,13.437,"현재 학생수는 434명으로, KNN 비교군 320~490명 범위에 가깝습니다 (평균 426명). | 학생수 추세는 연간 -51.4명 수준으로, KNN 비교군 평균 -44.4명과 비슷한 학생 수가 줄어드는 흐름입니다. | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 최근접 공원 거리가 227.1m 더 멉니다 | 유사학교 평균보다 녹지 비율이 19.8%p 더 낮습니다,152.1,25.3,0.25,B000003057,인천청량초등학교,연수구,0.6172,296.5,3.23,0,B000003156,인천왕길초등학교,서구,0.6778,0.0,3.51,0,B000003056,인천청학초등학교,연수구,0.7833,131.3,22.98,0,B000003092,인천송천초등학교,남동구,0.87,180.7,71.48,1,,,,,,,
B000003156,인천왕길초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,3,1784,490,-50.686,-0.0976,14.985,"현재 학생수는 490명으로, KNN 비교군 434~555명 범위에 가깝습니다 (평균 496명). | 최근 1년 학생수 증감률은 -9.8%로, KNN 비교군 -14.0~-4.9% 범위와 유사합니다 (평균 -9.2%). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 276.4m 더 가깝습니다,유사학교 평균보다 녹지 비율이 17.3%p 더 낮습니다,276.4,20.8,0.0,B000003066,인천해송초등학교,연수구,0.5454,225.2,52.75,0,B000003153,인천완정초등학교,서구,0.6778,379.2,5.47,0,B000003151,인천능내초등학교,서구,0.7187,204.8,21.72,0,B000003057,인천청량초등학교,연수구,0.7216,296.5,3.23,0,,,,,,,
B000003158,인천원당초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,2,2675,441,-31.943,0.1823,46.904,"최근 1년 학생수 증감률은 +18.2%로, KNN 비교군 1.4~37.1% 범위와 유사합니다 (평균 +18.6%). | 500m 안 대단지 아파트는 2개로, KNN 비교군도 1~4개 범위에 몰려 있습니다 (세대수 평균 2,301세대). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 50.9m 더 가깝습니다,유사학교 평균보다 녹지 비율이 0.3%p 더 낮습니다,370.9,5.41,0.0,B000003159,인천발산초등학교,서구,1.567,203.0,15.18,0,B000002956,인천운남초등학교,중구,2.0267,222.8,5.08,0,B000003154,인천불로초등학교,서구,2.0953,65.0,1.37,0,B000002975,인천용현남초등학교,미추홀구,2.1144,992.7,0.0,0,,,,,,,
B000003172,인천은지초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,0,1,0,0,0,0,331,-53.371,-0.2212,27.636,"현재 학생수는 331명으로, KNN 비교군 205~481명 범위에 가깝습니다 (평균 322명). | 학교 주변 아동 규모는 121명으로, KNN 비교군 86~137명 범위와 비슷합니다 (평균 118명). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 녹지 비율이 22.9%p 더 낮습니다 | 유사학교 평균보다 최근접 공원 거리가 64.4m 더 멉니다,252.4,23.74,0.75,B000003135,인천공촌초등학교,서구,0.7617,248.8,20.32,0,B000002963,인천만석초등학교,동구,0.8244,110.6,1.59,0,B000002984,인천승학초등학교,미추홀구,0.9186,346.7,71.41,0,B000002958,인천삼목초등학교,중구,0.9808,303.7,1.62,3,,,,,,,
B000026470,인천이음초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,8,9981,1934,141.5,0.0348,76.5,"학생수 추세는 연간 +141.5명 수준으로, KNN 비교군 평균 +115.6명과 비슷한 학생 수가 늘어나는 흐름입니다. | 최근 1년 학생수 증감률은 +3.5%로, KNN 비교군 0.0~12.6% 범위와 유사합니다 (평균 +8.7%). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 17.5m 더 가깝습니다,유사학교 평균보다 녹지 비율이 4.2%p 더 낮습니다 | 유사학교 평균보다 도보권 놀이터 수가 2개 더 적습니다,601.6,4.21,1.5,B000026466,인천아라초등학교,서구,4.2859,166.0,16.49,0,B000026468,인천아람초등학교,서구,4.7013,78.9,0.35,0,B000026155,인천한들초등학교,서구,5.8775,884.6,0.0,0,B000025225,인천송빛초등학교,연수구,5.8848,1276.8,0.0,6,,,,,,,
B000003160,인천창신초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,1,938,738,4.457,0.7406,147.048,"학교 주변 아동 규모는 206명으로, KNN 비교군 34~362명 범위와 비슷합니다 (평균 267명). | 학생수 추세는 연간 +4.5명 수준으로, KNN 비교군 평균 -9.7명과 비슷한 학생 수가 대체로 안정적인 흐름입니다. | 학교 유형은 기존학교이며, KNN 비교군의 100%도 같은 유형입니다.",유사학교 평균보다 최근접 공원 거리가 2.7m 더 가깝습니다,유사학교 평균보다 녹지 비율이 10.8%p 더 낮습니다,293.5,12.24,0.0,B000003107,인천효성동초등학교,계양구,3.8095,691.3,0.0,0,B000002956,인천운남초등학교,중구,3.9732,222.8,5.08,0,B000002977,인천백학초등학교,미추홀구,4.4366,56.9,28.69,0,B000003159,인천발산초등학교,서구,5.5915,203.0,15.18,0,,,,,,,
B000003145,인천천마초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,0,1,0,0,0,0,144,-19.571,-0.1,11.391,"최근 1년 학생수 증감률은 -10.0%로, KNN 비교군 -12.3~-5.7% 범위와 유사합니다 (평균 -10.0%). | 현재 학생수는 144명으로, KNN 비교군 33~209명 범위에 가깝습니다 (평균 142명). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 1183.4m 더 가깝습니다,유사학교 평균보다 녹지 비율이 0.1%p 더 낮습니다,1618.4,0.55,0.0,B000003162,인천가석초등학교,서구,0.3588,1323.0,0.0,0,B000003110,인천해서초등학교,계양구,0.5573,268.2,0.58,0,B000002954,인천용유초등학교,중구,0.6342,4482.3,0.0,0,B000003118,인천양촌초등학교,계양구,0.6831,400.2,1.63,0,,,,,,,
B000003139,인천청라초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,4,3078,1281,-35.8,-0.039,23.461,"500m 안 대단지 아파트는 4개로, KNN 비교군도 2~5개 범위에 몰려 있습니다 (세대수 평균 3,558세대). | 학생수 추세는 연간 -35.8명 수준으로, KNN 비교군 평균 -51.7명과 비슷한 학생 수가 줄어드는 흐름입니다. | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 녹지 비율이 11.7%p 더 낮습니다 | 유사학교 평균보다 최근접 공원 거리가 44.4m 더 멉니다,327.0,28.36,0.0,B000022834,인천청람초등학교,서구,0.7277,305.4,23.88,0,B000003140,인천초은초등학교,서구,1.455,96.3,1.76,0,B000022839,인천청일초등학교,서구,1.5738,596.1,80.55,0,B000025193,인천만월초등학교,남동구,1.6923,310.1,7.25,0,,,,,,,
B000022834,인천청람초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,3,3815,1166,-45.429,-0.0702,31.783,"학생수 추세는 연간 -45.4명 수준으로, KNN 비교군 평균 -42.9명과 비슷한 학생 수가 줄어드는 흐름입니다. | 최근 1년 학생수 증감률은 -7.0%로, KNN 비교군 -8.0~-3.9% 범위와 유사합니다 (평균 -6.3%). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 46.2m 더 가깝습니다,유사학교 평균보다 녹지 비율이 2.2%p 더 낮습니다,351.6,26.03,0.0,B000003139,인천청라초등학교,서구,0.7277,371.4,16.65,0,B000022839,인천청일초등학교,서구,1.1055,596.1,80.55,0,B000003140,인천초은초등학교,서구,1.2581,96.3,1.76,0,B000003046,인천굴포초등학교,부평구,1.3974,342.5,5.17,0,,,,,,,
B000022839,인천청일초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,2,2900,829,-43.343,-0.0664,26.62,"최근 1년 학생수 증감률은 -6.6%로, KNN 비교군 -7.8~-1.5% 범위와 유사합니다 (평균 -5.8%). | 학교 주변 아동 규모는 443명으로, KNN 비교군 208~513명 범위와 비슷합니다 (평균 394명). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 녹지 비율이 72.1%p 더 높습니다,유사학교 평균보다 최근접 공원 거리가 298.6m 더 멉니다,297.5,8.45,0.0,B000003030,인천부평남초등학교,부평구,0.7782,629.1,0.53,0,B000003140,인천초은초등학교,서구,1.0367,96.3,1.76,0,B000022834,인천청람초등학교,서구,1.1055,305.4,23.88,0,B000026332,인천백석초등학교,서구,1.1503,159.3,7.64,0,,,,,,,
