grid_id,cx,cy,linked_school_count,forecast_2029_x,forecast_2031_x,worst_case_type,avg_green_ratio,avg_playground_count,avg_park_dist_m,land_feasibility_level,priority_score,candidate_rank,xgb_predicted_2029_x,xgb_predicted_2031_x,forecast_2029_y,forecast_2031_y,xgb_predicted_2029_y,xgb_predicted_2031_y,original_forecast_2029,original_forecast_2031,original_xgb_predicted_2029,original_xgb_predicted_2031,forecast_2029,forecast_2031,xgb_predicted_2029,xgb_predicted_2031,nearest_park_dist,nearest_pg_dist,linked_schools
CG_00175,126.63264575385168,37.47790371697824,1,369,384,2.0,0.226,0.0,182.0,medium,375.0,846,185,133,151,75,151,75,,,,,151,75,151,75,360.2,839.3,['인천송현초등학교']
CG_00156,126.63039575385169,37.47790371697824,1,369,384,2.0,0.226,0.0,182.0,medium,375.0,847,185,133,151,75,151,75,,,,,151,75,151,75,418.9,662.7,['인천송현초등학교']
CG_00190,126.6348957538517,37.48015371697824,1,369,384,2.0,0.226,0.0,182.0,medium,375.0,848,189,187,151,75,151,75,,,,,151,75,151,75,137.3,1150.6,['인천송현초등학교']
CG_00209,126.6371457538517,37.48240371697823,1,369,384,2.0,0.226,0.0,182.0,medium,375.0,849,189,187,151,75,151,75,,,,,151,75,151,75,273.6,1448.2,['인천송현초등학교']
CG_00208,126.6371457538517,37.48015371697824,1,369,384,2.0,0.226,0.0,182.0,medium,375.0,850,189,187,151,75,151,75,,,,,151,75,151,75,130.0,1298.3,['인천송현초등학교']
CG_01126,126.71364575385182,37.59940371697805,1,368,359,2.0,0.0,0.0,584.1,medium,364.4,851,678,819,1772,1672,1772,1672,,,,,1772,1672,1772,1672,584.1,16593.3,['인천이음초등학교']
CG_01104,126.71139575385182,37.60165371697805,1,368,359,2.0,0.0,0.0,584.1,medium,364.4,852,651,797,1772,1672,1772,1672,,,,,1772,1672,1772,1672,222.1,17054.8,['인천이음초등학교']
CG_01125,126.71364575385182,37.597153716978056,1,368,359,2.0,0.0,0.0,584.1,medium,364.4,853,676,752,1772,1672,1772,1672,,,,,1772,1672,1772,1672,720.4,16624.8,['인천이음초등학교']
CG_01102,126.71139575385182,37.597153716978056,1,368,359,2.0,0.0,0.0,584.1,medium,364.4,854,649,730,1772,1672,1772,1672,,,,,1772,1672,1772,1672,446.8,16387.4,['인천이음초등학교']
CG_01103,126.71139575385182,37.59940371697805,1,368,359,2.0,0.0,0.0,584.1,medium,364.4,855,651,797,1772,1672,1772,1672,,,,,1772,1672,1772,1672,0.0,16834.3,['인천이음초등학교']
CG_01156,126.71589575385184,37.59490371697806,1,368,359,2.0,0.0,0.0,584.1,medium,364.4,856,676,750,1772,1672,1772,1672,,,,,1772,1672,1772,1672,476.4,16370.7,['인천이음초등학교']
CG_01127,126.71364575385182,37.60165371697805,1,368,359,2.0,0.0,0.0,584.1,medium,364.4,857,678,819,1772,1672,1772,1672,,,,,1772,1672,1772,1672,148.4,17066.9,['인천이음초등학교']
CG_01159,126.71589575385184,37.60165371697805,1,368,359,2.0,0.0,0.0,584.1,medium,364.4,858,677,818,1772,1672,1772,1672,,,,,1772,1672,1772,1672,51.4,17126.0,['인천이음초등학교']
CG_01193,126.71814575385184,37.59490371697806,1,368,359,2.0,0.0,0.0,584.1,medium,364.4,859,676,750,1772,1672,1772,1672,,,,,1772,1672,1772,1672,337.8,16286.2,['인천이음초등학교']
CG_01158,126.71589575385184,37.59940371697805,1,368,359,2.0,0.0,0.0,584.1,medium,364.4,860,677,818,1772,1672,1772,1672,,,,,1772,1672,1772,1672,390.2,16787.1,['인천이음초등학교']
CG_01157,126.71589575385184,37.597153716978056,1,368,359,2.0,0.0,0.0,584.1,medium,364.4,861,676,750,1772,1672,1772,1672,,,,,1772,1672,1772,1672,727.7,16632.1,['인천이음초등학교']
CG_01148,126.71589575385184,37.53640371697815,1,352,360,2.0,0.0,0.0,691.3,medium,355.2,862,367,218,420,469,420,469,,,,,420,469,420,469,462.7,8518.6,['인천효성동초등학교']
CG_01185,126.71814575385184,37.53415371697815,1,352,360,2.0,0.0,0.0,691.3,medium,355.2,863,324,218,420,469,420,469,,,,,420,469,420,469,770.7,8437.7,['인천효성동초등학교']
CG_00388,126.65739575385172,37.42615371697832,2,354,353,2.0,0.759,0.0,377.65,medium,353.6,864,297,306,356,254,356,254,,,,,356,254,356,254,386.7,386.7,"['인천축현초등학교', '인천송도초등학교']"
CG_00387,126.65739575385172,37.42390371697832,2,354,353,2.0,0.759,0.0,377.65,medium,353.6,865,304,277,356,254,356,254,,,,,356,254,356,254,58.0,58.0,"['인천축현초등학교', '인천송도초등학교']"
CG_00413,126.65964575385172,37.42615371697832,2,354,353,2.0,0.759,0.0,377.65,medium,353.6,866,305,283,356,254,356,254,,,,,356,254,356,254,225.6,677.1,"['인천축현초등학교', '인천송도초등학교']"
CG_00412,126.65964575385172,37.42390371697832,2,354,353,2.0,0.759,0.0,377.65,medium,353.6,867,302,254,356,254,356,254,,,,,356,254,356,254,112.8,377.5,"['인천축현초등학교', '인천송도초등학교']"
CG_00023,126.55389575385156,37.48690371697823,1,360,343,3.0,1.719,1.0,235.0,low,353.2,868,727,806,1136,1080,1136,1080,,,,,1136,1080,1136,1080,208.3,208.3,['인천영종초등학교']
CG_00024,126.55389575385156,37.48915371697822,1,360,343,3.0,1.719,1.0,235.0,low,353.2,869,695,806,1136,1080,1136,1080,,,,,1136,1080,1136,1080,0.0,393.9,['인천영종초등학교']
CG_00021,126.55164575385156,37.48915371697822,1,360,343,3.0,1.719,1.0,235.0,low,353.2,870,692,806,1136,1080,1136,1080,,,,,1136,1080,1136,1080,190.3,190.3,['인천영종초등학교']
CG_00022,126.55164575385156,37.49140371697822,1,360,343,3.0,1.719,1.0,235.0,low,353.2,871,700,807,1136,1080,1136,1080,,,,,1136,1080,1136,1080,476.9,476.9,['인천영종초등학교']
CG_00029,126.55839575385156,37.48915371697822,1,360,343,3.0,1.719,1.0,235.0,low,353.2,872,686,738,1136,1080,1136,1080,,,,,1136,1080,1136,1080,784.4,784.4,['인천영종초등학교']
CG_00028,126.55839575385156,37.48690371697823,1,360,343,3.0,1.719,1.0,235.0,low,353.2,873,717,738,1136,1080,1136,1080,,,,,1136,1080,1136,1080,379.5,379.5,['인천영종초등학교']
CG_00020,126.54939575385156,37.48915371697822,1,360,343,3.0,1.719,1.0,235.0,low,353.2,874,246,412,1136,1080,1136,1080,,,,,1136,1080,1136,1080,273.7,311.3,['인천영종초등학교']
CG_00025,126.55389575385156,37.49140371697822,1,360,343,3.0,1.719,1.0,235.0,low,353.2,875,703,807,1136,1080,1136,1080,,,,,1136,1080,1136,1080,0.0,0.0,['인천영종초등학교']
CG_00026,126.55614575385157,37.48690371697823,1,360,343,3.0,1.719,1.0,235.0,low,353.2,876,727,806,1136,1080,1136,1080,,,,,1136,1080,1136,1080,228.0,228.0,['인천영종초등학교']
CG_00027,126.55614575385157,37.48915371697822,1,360,343,3.0,1.719,1.0,235.0,low,353.2,877,695,806,1136,1080,1136,1080,,,,,1136,1080,1136,1080,696.0,696.0,['인천영종초등학교']
CG_00779,126.68439575385176,37.468903716978254,1,342,361,2.0,0.0,0.0,279.4,medium,349.6,878,493,463,309,287,309,287,,,,,309,287,309,287,590.5,1586.4,['인천주안북초등학교']
CG_00778,126.68439575385176,37.46665371697826,1,342,361,2.0,0.0,0.0,279.4,medium,349.6,879,493,479,309,287,309,287,,,,,309,287,309,287,491.3,1312.1,['인천주안북초등학교']
CG_00634,126.67539575385176,37.46665371697826,1,342,361,2.0,0.0,0.0,279.4,medium,349.6,880,416,456,309,287,309,287,,,,,309,287,309,287,327.7,2149.7,['인천주안북초등학교']
CG_00636,126.67539575385176,37.47115371697825,1,342,361,2.0,0.0,0.0,279.4,medium,349.6,881,416,440,309,287,309,287,,,,,309,287,309,287,847.1,2190.0,['인천주안북초등학교']
CG_00635,126.67539575385176,37.468903716978254,1,342,361,2.0,0.0,0.0,279.4,medium,349.6,882,416,440,309,287,309,287,,,,,309,287,309,287,574.4,2260.4,['인천주안북초등학교']
CG_00712,126.67989575385177,37.468903716978254,1,342,361,2.0,0.0,0.0,279.4,medium,349.6,883,479,399,309,287,309,287,,,,,309,287,309,287,477.2,1898.1,['인천주안북초등학교']
CG_00677,126.67764575385176,37.46665371697826,1,342,361,2.0,0.0,0.0,279.4,medium,349.6,884,407,388,309,287,309,287,,,,,309,287,309,287,0.0,1974.9,['인천주안북초등학교']
CG_00713,126.67989575385177,37.47115371697825,1,342,361,2.0,0.0,0.0,279.4,medium,349.6,885,479,399,309,287,309,287,,,,,309,287,309,287,715.7,1785.7,['인천주안북초등학교']
CG_00679,126.67764575385176,37.47115371697825,1,342,361,2.0,0.0,0.0,279.4,medium,349.6,886,407,373,309,287,309,287,,,,,309,287,309,287,627.4,2028.1,['인천주안북초등학교']
CG_00676,126.67764575385176,37.46440371697826,1,342,361,2.0,0.0,0.0,279.4,medium,349.6,887,414,421,309,287,309,287,,,,,309,287,309,287,255.0,2071.0,['인천주안북초등학교']
CG_00748,126.68214575385176,37.468903716978254,1,342,361,2.0,0.0,0.0,279.4,medium,349.6,888,485,416,309,287,309,287,,,,,309,287,309,287,636.3,1606.2,['인천주안북초등학교']
CG_00747,126.68214575385176,37.46665371697826,1,342,361,2.0,0.0,0.0,279.4,medium,349.6,889,485,433,309,287,309,287,,,,,309,287,309,287,481.7,1493.2,['인천주안북초등학교']
CG_00678,126.67764575385176,37.468903716978254,1,342,361,2.0,0.0,0.0,279.4,medium,349.6,890,407,372,309,287,309,287,,,,,309,287,309,287,361.9,2047.9,['인천주안북초등학교']
CG_00711,126.67989575385177,37.46665371697826,1,342,361,2.0,0.0,0.0,279.4,medium,349.6,891,479,415,309,287,309,287,,,,,309,287,309,287,269.3,1705.6,['인천주안북초등학교']
