구명,구역명,위치,면적,사업유형,진행단계,출처,위도,경도
동구,화수아파트일원,화수동 287-10번지 일원,15108.0,정비구역지정(후보지 1차),정비구역지정(후보지 1차),도시정비,37.4787510192791,126.629148148849
미추홀구,도화1,도화동 372-18번지 일원,81788.8,재개발,관리처분계획인가,도시정비,37.4612072280849,126.675206399906
미추홀구,도화4,도화동 53-28번지 일원,35981.3,재개발,관리처분계획인가,도시정비,37.4748885740235,126.668523528383
미추홀구,숭의3,숭의동 18번지 일원,32886.9,재개발,착공,도시정비,,
미추홀구,숭의5,숭의2동 장천로 48번길 일원(KT 전화국),33832.9,재개발,조합설립인가,도시정비,37.4603142839325,126.649794038691
미추홀구,전도관,숭의동 109-119번지 일원,69223.7,재개발,관리처분계획인가,도시정비,37.4689533865313,126.644985165302
미추홀구,주안10,주안동 1545-2번지 일원,50011.3,재개발,착공,도시정비,37.4567426294637,126.691753660242
미추홀구,주안4,주안동 1577번지 일원,90559.8,재개발,준공,도시정비,37.453907415699,126.692615769705
미추홀구,학익1,학익동 220번지 일원,71349.5,재개발,착공,도시정비,37.4407835855614,126.664051990406
미추홀구,학익3,학익동 321-35번지 일원,80970.6,재개발,관리처분계획인가,도시정비,37.4451119561179,126.661432924856
미추홀구,남광로얄A,주안동 1458번지 일원,29056.6,재건축,사업시행계획인가,도시정비,37.4502982713048,126.678571897549
미추홀구,여의,숭의동 34-4번지 일원,61210.8,재개발,착공,도시정비,37.4629543283774,126.654262137864
미추홀구,용현4,용현동 155번지 일원,47951.0,재개발,조합설립인가,도시정비,,
미추홀구,학익4,학익2동 290-1번지 일원,20667.0,재개발,착공,도시정비,37.4452810744085,126.667206240046
미추홀구,용마루,용현동 528번지 일원,223175.2,주거환경개선(전면개량),착공,도시정비,,
미추홀구,우진A,주안동 1344-1번지 일원,15402.8,재건축,준공,도시정비,,
미추홀구,용현5,수봉로 130 일원,46614.0,주거환경개선(현지개량),착공,도시정비,,
미추홀구,용일사거리남동측,한나루로 490번길 일원,49182.0,주거환경개선(현지개량),착공,도시정비,37.4504122121955,126.670089788753
미추홀구,누나동네,도화동 886 일원,110805.8,주거환경개선(현지개량),준공,도시정비,37.4778036349067,126.656084028211
미추홀구,베말마을,석정로 301번길 일원,46796.5,주거환경개선(현지개량),착공,도시정비,37.4697136604966,126.670623893827
