관리번호,공원명,공원구분,위도,경도,공원면적,gu,nearest_school,nearest_school_dist_m
28140-00001,궁현공원,어린이공원,37.4808543,126.6501009,1354.8,동구,인천서흥초등학교,544.55
28140-00011,창영공원,어린이공원,37.47077768,126.6391049,1028.8,동구,인천창영초등학교,103.72
28140-00010,화수13공원,어린이공원,37.48044325,126.633242,415.8,동구,인천송현초등학교,176.69
28140-00032,대헌소공원,소공원,37.4758896,126.6525897,1384.2,동구,인천서림초등학교,583.74
28140-00031,송희마을소공원,소공원,37.47863824,126.6536746,698.2,동구,인천서림초등학교,766.19
28140-00029,만석소공원,소공원,37.48518647,126.6243999,243.5,동구,인천만석초등학교,322.26
28140-00028,괭이부리소공원,소공원,37.4856259,126.6233374,366.6,동구,인천만석초등학교,425.84
28140-00005,송현공원,근린공원,37.47777345,126.639225,73323.7,동구,인천송림초등학교,471.59
28140-00003,인천교공원,근린공원,37.47784433,126.6696185,94068.8,동구,인천서화초등학교,888.73
28140-00002,화도진공원,근린공원,37.48148073,126.6283533,20830.0,동구,인천만석초등학교,336.96
28110-00074,미단시티 1호,근린공원,37.5182364676,126.5359036,39204.0,중구,인천영종초등학교금산분교장,1384.99
28110-00073,영종하늘도시 23호,소공원,37.48914132,126.4953889,706.0,중구,인천공항초등학교,883.48
28110-00072,영종하늘도시 22호,소공원,37.49386683,126.5007575,1239.0,중구,인천공항초등학교,1323.82
28110-00071,영종하늘도시 21호,소공원,37.49589364,126.5017221,1256.0,중구,인천삼목초등학교,1388.32
28110-00070,영종하늘도시 20호,소공원,37.49740248,126.5026449,1508.0,중구,인천삼목초등학교,1442.25
28110-00069,영종하늘도시 19호,소공원,37.48294166,126.5216142,1429.0,중구,인천운서초등학교,850.68
28110-00068,영종하늘도시 14호,소공원,37.48849543,126.4964822,1129.0,중구,인천공항초등학교,999.44
28110-00067,영종하늘도시 13호,소공원,37.4949557,126.4994313,1288.0,중구,인천삼목초등학교,1222.62
28110-00097,영종하늘도시 18호,소공원,37.4845999,126.5451334,475.0,중구,인천별빛초등학교,843.99
28110-00096,영종하늘도시 17호,소공원,37.4848069,126.5447632,1130.0,중구,인천별빛초등학교,844.62
28110-00095,영종하늘도시 16호,소공원,37.48552281,126.5431704,405.0,중구,인천별빛초등학교,881.47
28110-00094,영종하늘도시 15호,소공원,37.48413971,126.5421307,489.0,중구,인천별빛초등학교,1054.0
28110-00093,영종하늘도시 10호,소공원,37.47712574,126.5274515,1014.0,중구,인천운남초등학교,1496.23
28110-00092,영종하늘도시 9호,소공원,37.47831713,126.5269758,913.0,중구,인천운남초등학교,1374.85
28110-00091,영종하늘도시 6호,소공원,37.47402974,126.5199439,1374.0,중구,인천운서초등학교,1265.79
28110-00090,미단시티 2호 공원,어린이공원,37.52690176,126.5025149,2022.0,중구,인천영종초등학교금산분교장,2245.4
28110-00089,미단시티 13호,근린공원,37.530155785,126.5024906657,12774.0,중구,인천영종초등학교금산분교장,2502.04
28110-00088,미단시티 12호,근린공원,37.5236555333,126.5098731075,37580.0,중구,인천영종초등학교금산분교장,1529.25
28110-00087,미단시티 11호,근린공원,37.5258236836,126.5019474644,46718.0,중구,인천영종초등학교금산분교장,2206.48
28110-00086,미단시티 10호,근린공원,37.5295477684,126.5060689186,13795.0,중구,인천영종초등학교금산분교장,2248.05
28110-00085,미단시티 9호,근린공원,37.53124982,126.5063238,40277.0,중구,인천영종초등학교금산분교장,2388.49
28110-00084,미단시티 2호,소공원,37.52716903,126.513794,2585.0,중구,인천영종초등학교금산분교장,1669.51
28110-00083,미단시티 1호,소공원,37.5210282,126.5397227,8120.0,중구,인천영종초등학교금산분교장,1822.69
28110-00082,미단시티 1호 공원,어린이공원,37.52658812,126.5139242,1519.0,중구,인천영종초등학교금산분교장,1605.98
28110-00081,미단시티 8호,근린공원,37.52877363,126.5144327,65176.0,중구,인천영종초등학교금산분교장,1813.64
28110-00080,미단시티 7호,근린공원,37.52345798,126.5172543,18301.0,중구,인천영종초등학교금산분교장,1174.39
28110-00079,미단시티 6호,근린공원,37.5239628508,126.5199418887,10001.0,중구,인천영종초등학교금산분교장,1177.84
28110-00078,미단시티 5호,근린공원,37.5246758536,126.5211357219,10678.0,중구,인천영종초등학교금산분교장,1249.7
28110-00077,미단시티 4호,근린공원,37.5254995484,126.522546849,15940.0,중구,인천영종초등학교금산분교장,1344.29
28110-00076,미단시티 3호,근린공원,37.5254472074,126.5242280054,44905.0,중구,인천영종초등학교금산분교장,1357.36
28110-00075,미단시티 2호,근린공원,37.5170958263,126.5322437756,66408.0,중구,인천영종초등학교금산분교장,1037.69
28110-00121,영종하늘도시 38호,근린공원,37.48627044,126.5308996,54685.0,중구,인천운남초등학교,460.64
28110-00120,영종하늘도시 37호,근린공원,37.4791058523,126.5336431875,28384.0,중구,인천운남초등학교,1286.15
28110-00119,영종하늘도시 36호,근린공원,37.49713743,126.5759112,10172.0,중구,인천중산초등학교,968.32
28110-00118,영종하늘도시 35호,근린공원,37.48016056,126.5091137,55128.0,중구,인천운서초등학교,453.91
28110-00117,영종하늘도시 34호,근린공원,37.48208223,126.5404028,43514.0,중구,인천운남초등학교,1279.05
28110-00116,영종하늘도시 33호,근린공원,37.49219374,126.575593,8652.0,중구,인천중산초등학교,944.58
28110-00115,영종하늘도시 29호,근린공원,37.48825833,126.5468859,20127.0,중구,인천별빛초등학교,434.12
28110-00114,영종하늘도시 27호,근린공원,37.49449481,126.5079085,10926.0,중구,인천운서초등학교,1270.33
28110-00113,영종하늘도시 22호,근린공원,37.49640288,126.578086,58404.0,중구,인천중산초등학교,1138.1
28110-00112,영종하늘도시 21호,근린공원,37.49882536,126.5769702,19482.0,중구,인천중산초등학교,1120.9
28110-00111,영종하늘도시 15호,근린공원,37.48569764,126.5643358,48505.0,중구,인천영종초등학교,994.43
28110-00110,영종하늘도시 14호,근린공원,37.48043144,126.5152632,43441.0,중구,인천운서초등학교,447.5
28110-00109,영종하늘도시 11호,근린공원,37.48381815,126.5312884,97629.0,중구,인천운남초등학교,734.91
28110-00108,영종하늘도시 10호,근린공원,37.47946052,126.5239245,13459.0,중구,인천운서초등학교,1145.31
28110-00107,영종하늘도시 8호,근린공원,37.47550762,126.508795,26615.0,중구,인천운서초등학교,934.96
28110-00106,영종하늘도시 6호,근린공원,37.48180523,126.5047629,59927.0,중구,인천운서초등학교,670.13
28110-00105,영종하늘도시 1호,근린공원,37.50036085,126.5012368,26063.0,중구,인천삼목초등학교,1324.37
28110-00104,마법의성공원,어린이공원,37.49702826,126.5702894,4347.0,중구,인천중산초등학교,503.47
28110-00103,동물의숲공원,어린이공원,37.47544577,126.5191944,3129.0,중구,인천운서초등학교,1098.66
28110-00102,날아라부메랑공원,어린이공원,37.48436623,126.5490243,1515.0,중구,인천영종초등학교,632.24
28110-00101,스파이더맨공원,어린이공원,37.49221122,126.5067019,2384.0,중구,인천운서초등학교,1072.44
28110-00100,해저대탐험공원,어린이공원,37.4763299,126.5311004,2028.0,중구,인천운남초등학교,1562.99
28110-00099,나비의꿈공원,어린이공원,37.50184253,126.5031475,2292.0,중구,인천삼목초등학교,1521.32
28110-00098,영종하늘도시 26호,소공원,37.49363769,126.5790311,3062.0,중구,인천중산초등학교,1212.11
28110-00009,매화공원,어린이공원,37.50092289,126.4876078,1886.0,중구,인천삼목초등학교,272.15
28110-00008,모란공원,어린이공원,37.4961381,126.4915469,2008.0,중구,인천삼목초등학교,533.61
28110-00007,초롱공원,어린이공원,37.4994107,126.4893832,1758.0,중구,인천삼목초등학교,275.51
28110-00006,앵두공원,어린이공원,37.50302273,126.4896082,2860.0,중구,인천삼목초등학교,560.32
28110-00005,도원공원,어린이공원,37.46710636,126.6381621,494.0,중구,인천신광초등학교,482.99
28110-00002,율목공원,어린이공원,37.47040288,126.6328233,9785.0,중구,인천신흥초등학교,409.11
28110-00001,자유공원,근린공원,37.47457949,126.6226894,68112.0,중구,인성초등학교,154.77
28110-00041,자전거공원,어린이공원,37.49850897,126.5035312,1630.0,중구,인천삼목초등학교,1513.9
28110-00039,반길안공원,근린공원,37.47840641,126.5149274,14444.0,중구,인천운서초등학교,623.83
28110-00038,새부리공원,근린공원,37.47968895,126.5129791,14967.0,중구,인천운서초등학교,434.48
28110-00037,파크골프공원,근린공원,37.48978153,126.554357,16941.0,중구,인천영종초등학교,136.6
28110-00036,갯벌공원,근린공원,37.48255921,126.5370957,23259.0,중구,인천운남초등학교,1052.99
28110-00035,방죽공원,근린공원,37.49281711,126.5721494,17404.0,중구,인천중산초등학교,633.69
28110-00034,월촌공원,근린공원,37.50057434,126.5693242,45073.0,중구,인천중산초등학교,737.39
28110-00033,배곶공원,근린공원,37.49334972,126.5652165,19304.0,중구,인천중산초등학교,152.39
28110-00032,선사공원,근린공원,37.4951776,126.5549014,31629.0,중구,인천하늘초등학교,408.5
28110-00031,구석말공원,근린공원,37.48564112,126.5526025,10085.0,중구,인천영종초등학교,349.31
28110-00030,안양골공원,근린공원,37.48359714,126.5450208,14543.0,중구,인천별빛초등학교,942.87
28110-00029,큰말공원,근린공원,37.4768762,126.5131651,10746.0,중구,인천운서초등학교,745.23
28110-00027,운남제1호공원,근린공원,37.49088179,126.5310506,11065.0,중구,인천운남초등학교,78.8
28110-00026,진달래공원,어린이공원,37.49209604,126.5283644,1500.0,중구,인천운남초등학교,260.03
28110-00025,은방울공원,어린이공원,37.49232952,126.5310761,1501.0,중구,인천운남초등학교,222.33
28110-00024,오가공원,어린이공원,37.49505197,126.5308652,1503.0,중구,인천운남초등학교,517.84
28110-00018,큰말공원,어린이공원,37.48181912,126.5101199,2068.0,중구,인천운서초등학교,253.74
28110-00017,용샘공원,어린이공원,37.48459863,126.5122676,2805.0,중구,인천운서초등학교,120.65
28110-00016,눈돌공원,어린이공원,37.48422918,126.5090904,6166.0,중구,인천운서초등학교,270.87
28110-00015,뒷마루공원,근린공원,37.49145945,126.4876069,12500.0,중구,인천공항초등학교,148.91
28110-00014,앞마루공원,근린공원,37.49430175,126.4877598,13701.0,중구,인천공항초등학교,312.23
28110-00013,영마루공원,근린공원,37.49564134,126.4875425,60116.0,중구,인천삼목초등학교,350.0
28110-00012,유수지공원,근린공원,37.49966379,126.480475,58961.0,중구,인천삼목초등학교,536.6
28110-00011,창포공원,어린이공원,37.4923136,126.4844559,1523.0,중구,인천공항초등학교,145.51
28110-00010,나리공원,어린이공원,37.4978014,126.4834584,2000.0,중구,인천삼목초등학교,278.15
28110-00066,영종하늘도시 12호,소공원,37.49509062,126.4982615,1410.0,중구,인천삼목초등학교,1120.36
28110-00065,영종하늘도시 11호,소공원,37.48247928,126.5421773,670.0,중구,인천별빛초등학교,1188.98
28110-00064,영종하늘도시 8호,소공원,37.47564583,126.5228568,989.0,중구,인천운서초등학교,1297.5
28110-00063,영종하늘도시 5호,소공원,37.48280559,126.5458341,353.0,중구,인천영종초등학교,953.38
28110-00062,영종하늘도시 3호,소공원,37.5055464,126.4992547,4517.0,중구,인천삼목초등학교,1368.62
28110-00061,영종하늘도시 2호,소공원,37.48319647,126.5226911,1222.0,중구,인천운서초등학교,944.15
28110-00060,영종하늘도시 1호,소공원,37.49567456,126.4999821,1230.0,중구,인천삼목초등학교,1245.0
28110-00059,비밀의벽공원,어린이공원,37.49405819,126.5700345,6077.0,중구,인천중산초등학교,417.03
28110-00058,옹달샘공원,어린이공원,37.49725951,126.5658659,6571.0,중구,인천중산초등학교,285.43
28110-00057,인디언공원,어린이공원,37.49926293,126.5673499,3323.0,중구,인천중산초등학교,533.57
28110-00056,크라켄공원,어린이공원,37.47154831,126.5206536,5805.0,중구,인천운서초등학교,1533.19
28110-00055,캐리비안해적공원,어린이공원,37.47173821,126.5156592,3555.0,중구,인천운서초등학교,1347.54
28110-00054,기린공원,어린이공원,37.482284,126.5254794,3400.0,중구,인천운남초등학교,1000.31
28110-00053,비행기공원,어린이공원,37.48083435,126.5184019,6247.0,중구,인천운서초등학교,638.46
28110-00052,꽃대궐공원,어린이공원,37.49589133,126.5638693,1980.0,중구,인천중산초등학교,187.46
28110-00051,철새공원,어린이공원,37.48270765,126.5484128,2971.0,중구,인천영종초등학교,810.5
28110-00050,갯벌놀이공원,어린이공원,37.48001373,126.5433825,2255.0,중구,인천영종초등학교,1325.58
28110-00049,착시나라공원,어린이공원,37.48996059,126.4937786,2097.0,중구,인천공항초등학교,719.5
28110-00048,무지개길공원2,어린이공원,37.48043144,126.5152632,3216.0,중구,인천운서초등학교,447.5
28110-00047,무지개길공원1,어린이공원,37.48145908,126.5133909,3717.0,중구,인천운서초등학교,259.59
28110-00046,지도여행공원,어린이공원,37.49150465,126.5045792,5129.0,중구,인천운서초등학교,1103.23
28110-00045,과일천국공원,어린이공원,37.49335425,126.5061947,1663.0,중구,인천운서초등학교,1206.21
28110-00044,우주탐험공원,어린이공원,37.49402028,126.4977659,9020.0,중구,인천공항초등학교,1067.64
28110-00043,잎새바람공원,어린이공원,37.49699326,126.4994867,1641.0,중구,인천삼목초등학교,1170.94
28110-00042,날아라UFO공원,어린이공원,37.49666953,126.5002014,5167.0,중구,인천삼목초등학교,1239.29
28260-00090,감중공원,어린이공원,37.49314463,126.6737637,5572.0,서구,인천봉화초등학교,391.09
28260-00089,당하어린이공원,어린이공원,37.5842079,126.6791439,1800.0,서구,인천당하초등학교,661.69
28260-00088,가좌공원,근린공원,37.48863024,126.6812545,8939.0,서구,인천가림초등학교,217.54
28260-00086,원당지구 5호 어린이공원,어린이공원,37.59058589,126.7008355,2320.0,서구,인천발산초등학교,157.91
28260-00084,봉화공원,어린이공원,37.59873298,126.6366252,1741.0,서구,인천단봉초등학교,104.16
28260-00083,밭고잔공원,어린이공원,37.59646892,126.626822,2066.0,서구,인천단봉초등학교,989.04
28260-00082,마전지구6호 어린이공원,어린이공원,37.61431762,126.6552669,1502.0,서구,인천금곡초등학교,1067.33
28260-00081,마전지구5호 어린이공원,어린이공원,37.61370127,126.6578739,3861.0,서구,인천검단초등학교,1093.35
28260-00080,마전지구4호 어린이공원,어린이공원,37.61211212,126.6636616,1576.0,서구,인천검단초등학교,553.34
28260-00079,마전지구3호 어린이공원,어린이공원,37.61167416,126.6621117,2135.0,서구,인천검단초등학교,677.62
28260-00078,마전지구2호 어린이공원,어린이공원,37.61222651,126.664535,7446.0,서구,인천검단초등학교,483.41
28260-00077,당하지구7호 어린이공원,어린이공원,37.58887806,126.6709325,2566.0,서구,인천백석초등학교,125.35
28260-00076,당하지구6호 어린이공원,어린이공원,37.5911071,126.6700029,1669.0,서구,인천백석초등학교,211.51
28260-00075,당하지구5호 어린이공원,어린이공원,37.59293488,126.6731833,5865.0,서구,인천백석초등학교,370.07
28260-00074,당하지구4호 어린이공원,어린이공원,37.58920266,126.6780356,2456.0,서구,인천당하초등학교,99.45
28260-00073,당하지구3호 어린이공원,어린이공원,37.59091115,126.6785574,2164.0,서구,인천당하초등학교,121.32
28260-00072,당하지구2호 어린이공원,어린이공원,37.59492972,126.6777007,1956.0,서구,인천당하초등학교,540.74
28260-00071,당하지구 1호공원,근린공원,37.59186624,126.6741366,28761.0,서구,인천백석초등학교,311.4
28260-00070,원당지구 4호 어린이공원,어린이공원,37.59931561,126.6984068,2950.0,서구,인천창신초등학교,46.71
28260-00069,원당지구 3호공원,근린공원,37.59811318,126.7022858,11115.0,서구,인천창신초등학교,370.59
28260-00068,원당지구 2호공원,근린공원,37.59444584,126.698606,10227.0,서구,인천발산초등학교,482.92
28260-00067,원당지구 1호공원,근린공원,37.59507942,126.6908204,18321.0,서구,인천원당초등학교,288.24
28260-00066,불로지구5호 어린이공원,어린이공원,37.61215454,126.689229,2253.0,서구,인천불로초등학교,186.94
28260-00065,불로지구4호 어린이공원,어린이공원,37.6105344,126.6857177,2758.0,서구,인천불로초등학교,456.78
28260-00064,불로지구3호 어린이공원,어린이공원,37.61215221,126.6853666,1513.0,서구,인천불로초등학교,358.28
28260-00118,물병자리공원,어린이공원,37.53836207,126.6427153,88118.9,서구,인천청호초등학교,110.5
28260-00117,염소자리공원,어린이공원,37.54049664,126.6426464,3934.3,서구,인천청호초등학교,228.5
28260-00116,전갈자리공원,어린이공원,37.540271,126.6299053,2007.8,서구,인천경연초등학교,383.7
28260-00115,황소자리공원,어린이공원,37.53876426,126.627701,6083.7,서구,인천경연초등학교,136.03
28260-00114,북두칠성공원,어린이공원,37.5402588,126.6266205,2531.6,서구,인천경연초등학교,203.59
28260-00113,천칭자리공원,어린이공원,37.5402432,126.6230541,2057.3,서구,인천경연초등학교,342.58
28260-00112,처녀자리공원,어린이공원,37.54058488,126.6208535,1974.2,서구,인천경연초등학교,529.39
28260-00111,까투렴공원,근린공원,37.54439514,126.6217846,21210.1,서구,인천경연초등학교,766.8
28260-00110,용머리공원,근린공원,37.53565781,126.6603341,15840.5,서구,인천청라초등학교,471.01
28260-00109,금산공원,근린공원,37.5551403,126.625411,12431.8,서구,인천경연초등학교,1853.39
28260-00108,포리공원,근린공원,37.52767778,126.6428138,14216.2,서구,인천도담초등학교,105.3
28260-00107,문점공원,근린공원,37.52295456,126.6282657,12814.9,서구,인천해원초등학교,551.36
28260-00106,연일공원,근린공원,37.5406974,126.6554122,30552.7,서구,인천청라초등학교,328.21
28260-00105,사염공원,근린공원,37.54237626,126.6493445,85351.8,서구,인천청람초등학교,541.98
28260-00104,늘푸른공원,근린공원,37.54230862,126.6235125,43329.7,서구,인천경연초등학교,489.9
28260-00103,소염도공원,소공원,37.48634578,126.6664339,1268.0,서구,인천봉화초등학교,1057.31
28260-00102,대촌공원,근린공원,37.59558706,126.6336177,10875.0,서구,인천단봉초등학교,482.63
28260-00101,버들공원,어린이공원,37.59565578,126.636467,2066.0,서구,인천단봉초등학교,328.73
28260-00100,불로5호소공원,소공원,37.61315197,126.6871272,546.0,서구,인천불로초등학교,168.6
28260-00099,불로4호소공원,소공원,37.61057466,126.6857177,368.0,서구,인천불로초등학교,453.23
28260-00098,경서2공원(아라뱃길 물류단지),근린공원,37.56615691,126.609919,20177.0,서구,인천경연초등학교,3395.13
28260-00097,경서1공원(아라뱃길 물류단지),근린공원,37.56143004,126.6188103,13214.0,서구,인천경연초등학교,2632.67
28260-00096,검암소공원,소공원,37.5597432,126.6754821,641.0,서구,인천간재울초등학교,289.33
28260-00095,백석공원(마),근린공원,37.58971146,126.5997688,45013.0,서구,인천단봉초등학교,3490.87
28260-00094,한들방죽공원(라),근린공원,37.5904312,126.621691,10869.0,서구,인천단봉초등학교,1673.24
28260-00093,반월공원(나),근린공원,37.5944608,126.616871,10970.0,서구,인천단봉초등학교,1895.5
28260-00092,경서근린공원,근린공원,37.55670473,126.6687691,21935.0,서구,인천간재울초등학교,509.47
28260-00091,청라1호공원,근린공원,37.53152887,126.6034799,10000.0,서구,인천해원초등학교,2045.58
28260-00144,두물머리공원,수변공원,37.5899664685,126.7139732342,12677.6,서구,인천아람초등학교,399.69
28260-00142,아름드리공원,소공원,37.5889728571,126.7088426992,1275.7,서구,인천해든초등학교,422.03
28260-00141,광명큰나무공원,소공원,37.5866696025,126.7115744988,941.0,서구,인천해든초등학교,377.04
28260-00140,바래미공원,어린이공원,37.5919137059,126.7195037025,3794.0,서구,인천아람초등학교,587.77
28260-00139,아랫목어린이공원,어린이공원,37.6024530532,126.715066291,2159.9,서구,인천이음초등학교,459.88
28260-00138,웃목어린이공원,어린이공원,37.5965817768,126.7064081579,4699.1,서구,인천한별초등학교,89.2
28260-00137,재미한창공원,어린이공원,37.5917859475,126.7161939394,1763.9,서구,인천아람초등학교,521.72
28260-00136,동글동글나이테공원,어린이공원,37.5874640504,126.7175062391,2283.2,서구,인천아람초등학교,80.21
28260-00135,해든공원,어린이공원,37.5846194939,126.7083375375,8251.8,서구,인천해든초등학교,94.21
28260-00134,가람풍경공원,어린이공원,37.5843019103,126.7149827659,2912.3,서구,인천아람초등학교,346.74
28260-00133,맑은물빛공원,근린공원,37.5907885638,126.7012748907,32687.5,서구,인천발산초등학교,202.14
28260-00132,아라노을공원,근린공원,37.5857673884,126.7047702297,48206.9,서구,인천아라초등학교,156.42
28260-00131,도담공원,근린공원,37.5992788866,126.7108342297,28592.8,서구,인천이음초등학교,172.71
28260-00130,아라센트럴파크,근린공원,37.5881979154,126.7115268715,55690.3,서구,인천해든초등학교,469.22
28260-00129,새별공원,근린공원,37.5816183145,126.7175390255,34663.6,서구,인천아람초등학교,613.13
28260-00128,모래성공원,어린이공원,37.5248577,126.6306565,1806.3,서구,인천해원초등학교,506.05
28260-00127,물방울공원,어린이공원,37.5213691,126.6261902,2593.8,서구,인천해원초등학교,692.86
28260-00126,사자자리공원,어린이공원,37.5207561,126.6239982,2580.4,서구,인천해원초등학교,783.07
28260-00125,물고기자리공원,어린이공원,37.52656032,126.6272089,3806.5,서구,인천해원초등학교,152.73
28260-00124,흰여울공원,어린이공원,37.5279411,126.6267344,2965.5,서구,인천해원초등학교,67.44
28260-00123,거울어린이공원,어린이공원,37.5281894,126.6548912,8963.9,서구,인천초은초등학교,88.44
28260-00122,봉수대공원,어린이공원,37.5383939,126.6618315,3275.9,서구,인천청라초등학교,546.9
28260-00121,능안어린이공원,어린이공원,37.5399442,126.66029,1963.7,서구,인천청라초등학교,473.46
28260-00120,뜰어린이공원,어린이공원,37.5376797,126.6548499,9604.6,서구,인천청라초등학교,75.23
28260-00119,백조자리공원,어린이공원,37.53631142,126.642685,1544.8,서구,인천청호초등학교,278.82
28185-00043,승정공원,어린이공원,37.42583627,126.664131,1500.0,연수구,인천송도초등학교,500.09
28260-00007,가좌울공원,어린이공원,37.486735,126.6859365,1920.0,서구,인천가좌초등학교,434.81
28260-00006,여우재공원(이름변경),어린이공원,37.48859525,126.6836575,1501.0,서구,인천가좌초등학교,172.97
28260-00005,건지공원,어린이공원,37.49399764,126.6794013,7988.0,서구,인천건지초등학교,236.82
28260-00004,서곶공원,근린공원,37.54710428,126.6810847,151333.0,서구,인천공촌초등학교,259.69
28260-00003,석남체육공원,어린이공원,37.5109009,126.6748921,10880.0,서구,인천석남초등학교,491.0
28260-00002,신촌공원,어린이공원,37.50775539,126.6702832,6612.0,서구,인천신석초등학교,631.32
28260-00001,원신공원,근린공원,37.51562511,126.6632612,57685.0,서구,인천신현북초등학교,431.77
28260-00028,모통공원,어린이공원,37.54218954,126.6789196,3003.0,서구,인천심곡초등학교,364.38
28185-00044,향나무공원,어린이공원,37.425686,126.661709,1462.4,연수구,인천송도초등학교,299.94
28260-00035,장모루공원,근린공원,37.56753728,126.6749646,5704.0,서구,인천검암초등학교,297.82
28260-00034,서부산단공원,근린공원,37.5554991,126.639501,14801.0,서구,인천경서초등학교,1022.89
28260-00033,상동공원,근린공원,37.56623904,126.6779228,12475.0,서구,인천검암초등학교,194.08
28260-00032,서인공원,어린이공원,37.52218518,126.6860632,33837.0,서구,인천봉수초등학교,801.78
28260-00031,샘내공원,어린이공원,37.54135608,126.6726703,3109.0,서구,인천양지초등학교,197.08
28260-00030,대평공원,어린이공원,37.54938247,126.6701658,3103.0,서구,인천서곶초등학교,183.63
28260-00029,계명공원,어린이공원,37.54952377,126.6720153,3037.0,서구,인천서곶초등학교,296.64
28260-00027,주마공원,어린이공원,37.54339478,126.6714835,2831.0,서구,인천양지초등학교,374.9
28260-00026,군도공원,어린이공원,37.54507039,126.6706773,2567.0,서구,인천서곶초등학교,327.58
28260-00025,절골공원,어린이공원,37.5427482,126.6825351,2451.0,서구,인천심곡초등학교,98.54
28260-00024,공촌공원,어린이공원,37.55115706,126.6844019,2400.0,서구,인천공촌초등학교,292.96
28260-00023,간촌공원,어린이공원,37.54923531,126.6785431,2300.0,서구,인천공촌초등학교,421.12
28260-00022,갈마공원,어린이공원,37.54642692,126.6737576,2104.0,서구,인천서곶초등학교,415.46
28260-00021,새말공원,어린이공원,37.5413277,126.6754746,2104.0,서구,인천양지초등학교,404.95
28260-00020,주자공원,어린이공원,37.55028838,126.6759574,2100.0,서구,인천서곶초등학교,639.45
28260-00019,월촌공원,어린이공원,37.5507274,126.6812468,2002.0,서구,인천공촌초등학교,288.46
28260-00018,녹성공원,어린이공원,37.54298427,126.6742632,2001.0,서구,인천양지초등학교,425.95
28260-00017,길쌈공원,어린이공원,37.54801021,126.6758533,1700.0,서구,인천서곶초등학교,570.09
28260-00016,갈매공원,어린이공원,37.55267952,126.6849923,1683.0,서구,인천공촌초등학교,469.65
28260-00015,용두공원,어린이공원,37.54124079,126.6718078,1347.0,서구,인천양지초등학교,145.43
28260-00014,탁옥공원,어린이공원,37.54501705,126.6833389,1503.0,서구,인천심곡초등학교,166.11
28260-00013,심곡공원,어린이공원,37.5443051,126.6807747,1500.0,서구,인천심곡초등학교,179.52
28260-00012,가정공원,어린이공원,37.52094011,126.6742692,6612.0,서구,인천가현초등학교,532.62
28260-00011,인천교공원,근린공원,37.47555946,126.6772099,46821.0,서구,인천주안북초등학교,824.9
28260-00010,장고개공원,어린이공원,37.49028156,126.6877521,4278.0,서구,인천가정초등학교,164.53
28260-00009,가좌공원,어린이공원,37.48792501,126.6842021,7280.0,서구,인천가좌초등학교,254.07
28260-00008,한신공원,어린이공원,37.48452032,126.6876014,3001.0,서구,인천가좌초등학교,721.27
28260-00063,불로지구2호 어린이공원,어린이공원,37.6137045,126.6842508,1533.0,서구,인천불로초등학교,406.03
28260-00062,불로지구1호 어린이공원,어린이공원,37.61423698,126.6820637,2561.0,서구,인천불로초등학교,600.82
28260-00061,금호공원(오류지구 어린이공원),어린이공원,37.59756157,126.6373716,3335.0,서구,인천단봉초등학교,102.67
28260-00060,검단2지구 3호 어린이공원,어린이공원,37.5958847,126.6732323,1803.0,서구,인천마전초등학교,270.75
28260-00059,검단2지구 2호 어린이공원,어린이공원,37.59558375,126.6693753,3692.0,서구,인천마전초등학교,253.2
28260-00058,검단2지구 1호 어린이공원,어린이공원,37.59706457,126.6705316,2297.0,서구,인천마전초등학교,59.85
28260-00057,왕길새싹공원,어린이공원,37.60249879,126.651206,3309.0,서구,인천왕길초등학교,58.92
28260-00056,종다리공원,어린이공원,37.60116273,126.6544993,2948.0,서구,인천왕길초등학교,317.13
28260-00055,왕길공원,근린공원,37.6009358,126.6517492,11686.0,서구,인천왕길초등학교,131.07
28260-00054,석남공원,어린이공원,37.50090652,126.6779763,2290.0,서구,인천천마초등학교,458.37
28260-00053,검단1지구 6호 어린이공원,어린이공원,37.604402,126.6606377,2663.0,서구,인천능내초등학교,562.14
28260-00052,검단1지구 5호 어린이공원,어린이공원,37.6059872,126.6578525,4048.0,서구,인천금곡초등학교,642.36
28260-00051,검단1지구 1호 어린이공원,어린이공원,37.60502992,126.6572723,4606.0,서구,인천금곡초등학교,590.08
28260-00050,검단1지구 금곡공원,어린이공원,37.6056199,126.6554225,3754.0,서구,인천금곡초등학교,425.4
28260-00049,검단2지구 2호근린공원,근린공원,37.60303311,126.6647548,12819.0,서구,인천능내초등학교,168.12
28260-00048,검단2지구 1호근린공원,근린공원,37.59951696,126.6575727,15745.0,서구,인천완정초등학교,600.64
28260-00047,능내공원,근린공원,37.60135433,126.6668968,77340.0,서구,인천능내초등학교,125.55
28260-00046,빈정공원,어린이공원,37.55565876,126.6720414,6984.0,서구,인천간재울초등학교,519.78
28260-00045,중동공원,어린이공원,37.56503283,126.677202,3974.0,서구,인천검암초등학교,339.16
28260-00044,쑥공원(경서3호),어린이공원,37.55655153,126.6537471,4205.0,서구,인천경서초등학교,244.36
28260-00043,허암공원,어린이공원,37.5650713,126.6836893,2978.0,서구,인천은지초등학교,122.07
28260-00042,진포공원(경서1호),어린이공원,37.5606277,126.651839,2780.0,서구,인천경서초등학교,446.63
28260-00041,넘말공원(경서2호),어린이공원,37.5576935,126.6556841,2728.0,서구,인천경서초등학교,430.71
