관리번호,공원명,공원구분,위도,경도,공원면적,gu,nearest_school,nearest_school_dist_m
28200-00015,쇄판공원,어린이공원,37.46228626,126.7231495,1499.0,남동구,인천인동초등학교,58.77
28200-00014,만수공원,어린이공원,37.45354611,126.7276999,1658.0,남동구,인천인수초등학교,691.42
28200-00013,작은성말공원,어린이공원,37.44810912,126.7081595,1568.0,남동구,인천성리초등학교,306.26
28200-00012,큰성말공원,어린이공원,37.4458454,126.704475,1490.0,남동구,인천성리초등학교,482.62
28200-00011,만월공원,어린이공원,37.4498343,126.7164526,1510.0,남동구,인천구월초등학교,213.85
28200-00010,큰구월공원,어린이공원,37.45026276,126.7089204,1226.0,남동구,인천성리초등학교,510.16
28200-00009,만수천공원,어린이공원,37.45063675,126.7267874,1335.0,남동구,인천신월초등학교,426.22
28200-00008,모래내공원,어린이공원,37.45457287,126.7235396,1500.0,남동구,인천구월초등학교,671.45
28200-00007,뗏마루공원,어린이공원,37.4561805,126.7288131,1496.0,남동구,인천만수북초등학교,438.36
28200-00006,붉은고개공원,어린이공원,37.4529117,126.6991081,1494.0,남동구,인천구월서초등학교,360.8
28200-00005,장다리공원,어린이공원,37.45737534,126.7188991,1500.0,남동구,인천정각초등학교,353.96
28200-00004,산밑말근린공원,근린공원,37.4661047,126.7113059,29545.0,남동구,인천약산초등학교,205.06
28200-00050,걸재공원,어린이공원,37.43330912,126.7518561,1560.0,남동구,인천서창초등학교,330.66
28200-00049,선래공원,어린이공원,37.43334194,126.7518873,2305.0,남동구,인천서창초등학교,328.81
28200-00048,구룡공원,어린이공원,37.43839923,126.746477,1580.0,남동구,인천서창초등학교,420.15
28200-00047,큰우물공원,어린이공원,37.45222033,126.7520379,3485.0,남동구,인천장수초등학교,942.53
28200-00046,장자공원,어린이공원,37.45354749,126.7495907,3055.0,남동구,인천장수초등학교,787.68
28200-00045,남동공원,어린이공원,37.44459647,126.7379915,1500.0,남동구,인천남동초등학교,85.37
28200-00044,대덕공원,어린이공원,37.4461762,126.740157,1654.0,남동구,인천남동초등학교,313.72
28200-00043,장승백이공원,어린이공원,37.4457195,126.7371325,1500.0,남동구,인천남동초등학교,102.35
28200-00042,창대공원,어린이공원,37.44774761,126.7365758,1754.0,남동구,인천만수초등학교,166.2
28200-00041,시영공원,어린이공원,37.44599078,126.7339681,1500.0,남동구,인천만수초등학교,162.38
28200-00040,골마루공원,근린공원,37.43927377,126.7362519,10379.0,남동구,인천담방초등학교,135.3
28200-00039,담방공원,어린이공원,37.44519587,126.7411194,1840.0,남동구,인천남동초등학교,361.83
28200-00038,새골공원,어린이공원,37.45042788,126.7398942,4000.0,남동구,인천장수초등학교,155.74
28200-00037,구월문화공원,어린이공원,37.44875336,126.6980307,3718.0,남동구,인천관교초등학교,540.98
28200-00036,구월예술공원,어린이공원,37.44596018,126.6966056,1662.0,남동구,인천관교초등학교,340.12
28200-00035,반월공원,어린이공원,37.44694465,126.6951423,1709.0,남동구,인천관교초등학교,222.55
28200-00034,지상공원,어린이공원,37.44913496,126.6935579,1520.0,남동구,인천관교초등학교,326.8
28200-00033,남촌공원,어린이공원,37.43295029,126.7160442,6256.0,남동구,인천남촌초등학교,435.09
28200-00032,복지공원,근린공원,37.39374483,126.6966427,10217.0,남동구,인천논곡초등학교,2207.21
28200-00031,유수지공원,근린공원,37.39541081,126.6844504,10000.0,남동구,인천동막초등학교,1219.05
28200-00030,염골공원,근린공원,37.41625991,126.7050165,10241.0,남동구,인천논곡초등학교,768.86
28200-00029,승기공원,근린공원,37.4232077,126.704707,22623.0,남동구,인천선학초등학교,375.96
28200-00028,남동공단공원,근린공원,37.40827038,126.6997001,78328.0,남동구,인천논곡초등학교,942.62
28237-00097,산곡소공원,소공원,37.50506551,126.699238,761.0,부평구,인천산곡초등학교,263.05
28237-00096,장수어린이공원,어린이공원,37.5196746934,126.699935,2003.0,부평구,인천청천초등학교,96.92
28237-00095,푸른내어린이공원,어린이공원,37.5150898485,126.696939,4009.0,부평구,인천마곡초등학교,345.81
28237-00094,맑은샘어린이공원,어린이공원,37.520021,126.702133,2072.0,부평구,인천청천초등학교,161.95
28237-00093,어울림어린이공원,어린이공원,37.520772,126.69949,7291.0,부평구,인천청천초등학교,86.33
28237-00092,다온어린이공원,어린이공원,37.517313,126.704005,5268.0,부평구,인천용마초등학교,339.64
28237-00091,나무소공원,소공원,37.5134548,126.6984776,439.0,부평구,인천마곡초등학교,163.49
28237-00090,슬아어린이공원,어린이공원,37.48387271,126.7043897,1472.0,부평구,인천신촌초등학교,380.9
28237-00089,삼산어린이공원,어린이공원,37.5198515,126.7352473,2060.0,부평구,인천삼산초등학교,312.04
28237-00088,숲속어린이공원,어린이공원,37.5061655,126.695292,2506.0,부평구,한일초등학교,148.05
28237-00087,아름어린이공원,어린이공원,37.4940704,126.7356518,3635.0,부평구,인천부흥초등학교,463.41
28237-00086,한가람공원,어린이공원,37.4909379,126.7346955,7519.0,부평구,인천부개서초등학교,131.53
28237-00085,나비어린이공원,어린이공원,37.52051537,126.6968372,2000.0,부평구,인천청천초등학교,314.08
28237-00084,산곡어린이공원,어린이공원,37.508725,126.697578,3080.0,부평구,인천마곡초등학교,371.44
28237-00083,산들바람소공원,소공원,37.4840075,126.727528,2500.0,부평구,인천동수초등학교,318.72
28237-00082,늘푸른소공원,소공원,37.49317568,126.738967,1185.0,부평구,인천부개서초등학교,552.87
28237-00081,성벽어린이공원,어린이공원,37.51262084,126.6981569,1917.0,부평구,인천마곡초등학교,66.85
28237-00080,우물터어린이공원,어린이공원,37.478347,126.695047,1405.0,부평구,인천상정초등학교,372.2
28237-00079,한마음어린이공원,어린이공원,37.47815205,126.701593,8114.0,부평구,인천상정초등학교,310.32
28200-00075,오봉공원,어린이공원,37.41844881,126.7315058,1429.0,남동구,인천도림초등학교,78.56
28200-00074,갯마을공원,어린이공원,37.40368631,126.7353962,2275.0,남동구,인천소래초등학교,123.98
28200-00073,소래공원,어린이공원,37.40217569,126.7318143,1016.0,남동구,인천소래초등학교,337.37
28200-00072,너른들공원,어린이공원,37.40700366,126.7383575,3294.0,남동구,인천장도초등학교,430.49
28200-00071,방죽공원,어린이공원,37.40804471,126.7384684,1607.0,남동구,인천장도초등학교,429.04
28200-00070,동녘공원,어린이공원,37.40820531,126.7355586,1740.0,남동구,인천장도초등학교,174.49
28200-00069,아랫말공원,어린이공원,37.4056914,126.7301715,2400.0,남동구,인천논현초등학교,67.89
28200-00068,산마루공원,어린이공원,37.4089917,126.7305782,1571.0,남동구,인천장도초등학교,295.9
28200-00067,은봉공원,어린이공원,37.40794549,126.7242635,1518.0,남동구,인천은봉초등학교,288.77
28200-00066,논현공원(논현2택지),어린이공원,37.40237398,126.7201366,1711.0,남동구,인천동방초등학교,101.64
28200-00065,푸른솔공원,어린이공원,37.39994921,126.7110573,1479.0,남동구,인천동방초등학교,832.08
28200-00064,담방문화공원,근린공원,37.44699717,126.7329807,7126.0,남동구,인천만수초등학교,163.0
28200-00063,서창공원,근린공원,37.43664867,126.7468117,17518.0,남동구,인천서창초등학교,299.46
28200-00062,오봉공원,근린공원,37.41844881,126.7315058,10256.0,남동구,인천도림초등학교,78.56
28200-00061,장수사거리공원,어린이공원,37.45015255,126.7492421,2538.0,남동구,인천장수초등학교,672.03
28200-00060,장수천공원,어린이공원,37.45282875,126.7492404,4476.0,남동구,인천장수초등학교,726.21
28200-00059,주적공원,어린이공원,37.41630518,126.729513,1501.0,남동구,인천도림초등학교,374.67
28200-00058,도림1공원,어린이공원,37.4207565,126.7317858,1744.0,남동구,인천도림초등학교,191.84
28200-00057,사리울공원,근린공원,37.41337816,126.7113878,11029.0,남동구,인천논곡초등학교,337.56
28200-00056,갯골공원,근린공원,37.41566328,126.7121488,10192.0,남동구,인천논곡초등학교,598.8
28200-00055,새진매공원,어린이공원,37.415805,126.7129017,1504.0,남동구,인천논곡초등학교,637.95
28200-00054,아담공원,어린이공원,37.41187635,126.7111312,2491.0,남동구,인천논곡초등학교,179.49
28200-00053,신흥공원,어린이공원,37.4085597,126.7137934,1500.0,남동구,인천논곡초등학교,406.07
28200-00052,앞골공원,어린이공원,37.40983956,126.7134086,2245.0,남동구,인천논곡초등학교,316.21
28200-00051,장아공원,어린이공원,37.43147977,126.7517353,2010.0,남동구,인천서창초등학교,515.05
28200-00100,돌골공원,어린이공원,37.4619408,126.7364266,2086.0,남동구,인천조동초등학교,322.64
28200-00099,동부초교3호,어린이공원,37.4604591,126.7265942,205.0,남동구,인천만수북초등학교,213.36
28200-00098,간석육교공원,어린이공원,37.46541871,126.6983168,1110.0,남동구,인천주원초등학교,188.03
28200-00097,양계공원,어린이공원,37.4596078,126.7194402,177.0,남동구,인천간석초등학교,355.44
28200-00096,박촌공원,어린이공원,37.4453646,126.7460233,3468.0,남동구,인천장수초등학교,674.11
28200-00095,화교공원,어린이공원,37.46330391,126.7264011,270.0,남동구,인천동부초등학교,106.65
28200-00094,독점공원,어린이공원,37.45220822,126.713608,2303.0,남동구,인천구월초등학교,290.42
28200-00093,용광공원,어린이공원,37.4609452,126.7149809,597.0,남동구,인천간석초등학교,191.57
28200-00092,모래마을3호,어린이공원,37.45310786,126.7235776,405.0,남동구,인천신월초등학교,575.12
28200-00091,모래마을2호,어린이공원,37.45280947,126.7236545,766.0,남동구,인천신월초등학교,542.29
28200-00090,모래마을1호,어린이공원,37.45312823,126.723794,161.0,남동구,인천신월초등학교,578.3
28200-00089,동부초교2호,어린이공원,37.46283521,126.7270081,177.0,남동구,인천동부초등학교,54.27
28200-00088,동부초교1호,어린이공원,37.462136,126.7266065,266.0,남동구,인천동부초등학교,131.64
28200-00087,순박길공원,어린이공원,37.4664305,126.7159631,515.0,남동구,인천약산초등학교,527.64
28200-00086,풍년길공원,어린이공원,37.4652336,126.7181187,434.0,남동구,인천인동초등학교,493.64
28200-00085,아지랭이공원,어린이공원,37.46582129,126.7186993,4754.0,남동구,인천인동초등학교,498.25
28200-00084,남동문화공원,근린공원,37.44704741,126.7248703,34679.0,남동구,인천신월초등학교,164.73
28200-00083,도림산공원,어린이공원,37.41775015,126.7270127,1500.0,남동구,인천도림초등학교,464.04
28200-00082,오재공원,어린이공원,37.42069797,126.7299503,1533.0,남동구,인천도림초등학교,258.73
28200-00081,도림이공원,어린이공원,37.42203521,126.7283859,2368.0,남동구,인천도림초등학교,461.67
28200-00080,호구포공원,근린공원,37.40060271,126.7154726,32149.0,남동구,인천동방초등학교,459.21
28200-00079,논현중앙공원,근린공원,37.40706413,126.7249322,60073.0,남동구,인천은봉초등학교,179.24
28200-00078,논현포대공원,근린공원,37.40804264,126.708025,207370.0,남동구,인천논곡초등학교,327.43
28200-00077,호암공원,어린이공원,37.40492137,126.7134521,1414.0,남동구,인천동방초등학교,574.1
28200-00076,가온공원,어린이공원,37.40507611,126.718241,1240.0,남동구,인천동방초등학교,242.08
28237-00078,이야기꽃어린이공원,어린이공원,37.4885231,126.7262459,1450.0,부평구,인천부평남초등학교,534.86
28185-00078,국제화복합단지 2호 근린공원,근린공원,37.38430919,126.6599332,12214.4,연수구,인천신송초등학교,728.69
28185-00077,첨단산업클러스터5호 근린공원,근린공원,37.37239029,126.655518,10424.4,연수구,인천첨단초등학교,96.58
28185-00074,첨단산업클러스터2호어린이공원,어린이공원,37.37381957,126.656893,9065.0,연수구,인천송명초등학교,103.45
28185-00073,첨단산업클러스터3호 근린공원,근린공원,37.36801326,126.6633868,30161.0,연수구,인천첨단초등학교,937.77
28185-00072,푸른송도배수지공원,근린공원,37.40049177,126.6636112,20548.0,연수구,인천박문초등학교,336.07
28185-00071,테크노공원(송도7호),어린이공원,37.38544346,126.651069,4369.8,연수구,인천해송초등학교,527.35
28185-00070,테크노파크(T.P.)확대조성단지 2호 소공원,소공원,37.37929858,126.6617767,5150.7,연수구,인천송명초등학교,734.89
28185-00069,송도  16호 어린이공원,어린이공원,37.38162523,126.6321172,1499.7,연수구,인천송일초등학교,390.3
28185-00068,송도  11호 어린이공원,어린이공원,37.39961709,126.6469166,2000.1,연수구,인천명선초등학교,331.68
28185-00067,송도  17호 어린이공원,어린이공원,37.39685789,126.6300329,8838.4,연수구,인천연송초등학교,874.77
28185-00066,송도  14호 어린이공원,어린이공원,37.38789642,126.631432,1500.3,연수구,인천예송초등학교,110.37
28185-00065,송도  10호 어린이공원,어린이공원,37.40253015,126.642605,1999.9,연수구,인천연송초등학교,422.61
28185-00091,동곡공원,어린이공원,37.41591466,126.6724399,6217.0,연수구,인천청학초등학교,482.58
28185-00090,별빛공원,근린공원,37.42901005,126.6985718,34518.0,연수구,인천선학초등학교,569.96
28185-00089,소리공원(송도26호공원),근린공원,37.38063187,126.6401227,1179180.0,연수구,인천송일초등학교,592.37
28185-00088,첨단산업클러스터단지(B) 4호 근린공원,근린공원,37.37416967,126.6713793,3643650.0,연수구,인천송원초등학교,1321.27
28185-00087,물푸레공원(청학6호),소공원,37.424822,126.6600932,309.1,연수구,인천송도초등학교,252.9
28185-00086,동춘4공원,어린이공원,37.40256971,126.6668787,168150.0,연수구,인천박문초등학교,136.57
28185-00085,동춘3공원,어린이공원,37.40836368,126.6655132,150020.0,연수구,인천동춘초등학교,315.74
28185-00084,동춘2근린공원,근린공원,37.40484473,126.6669928,10501.7,연수구,인천박문초등학교,232.78
28185-00083,동춘1근린공원,근린공원,37.40701685,126.6645954,10853.1,연수구,인천박문초등학교,439.93
28185-00082,동춘5공원,소공원,37.40277417,126.6664903,475.7,연수구,인천박문초등학교,95.79
28185-00081,청학사거리공원,소공원,37.42575623,126.6687481,1334.3,연수구,인천청학초등학교,660.16
28185-00042,솔샘공원,어린이공원,37.423543,126.665338,1467.1,연수구,인천청학초등학교,603.0
28185-00041,선유공원,어린이공원,37.43001665,126.6966251,1505.5,연수구,인천선학초등학교,741.85
28185-00040,원도장공원,어린이공원,37.4241186,126.6967523,1500.0,연수구,인천연수초등학교,263.54
28185-00039,느티나무공원,어린이공원,37.426552,126.697011,1500.2,연수구,인천선학초등학교,416.91
28185-00038,청량공원,어린이공원,37.41136066,126.6735479,8583.0,연수구,인천청량초등학교,121.85
28185-00037,동남공원,어린이공원,37.40247251,126.6694709,3000.1,연수구,인천서면초등학교,178.71
28185-00036,풍림공원,어린이공원,37.39948027,126.6718242,5137.9,연수구,인천동막초등학교,463.82
28185-00035,청은공원,어린이공원,37.41340363,126.6726354,4337.2,연수구,인천청량초등학교,247.08
28185-00034,봉재공원,어린이공원,37.40683307,126.667857,4915.4,연수구,인천동춘초등학교,326.04
28185-00033,하나공원,어린이공원,37.4191238,126.6701747,6199.9,연수구,인천청학초등학교,97.27
28185-00064,첨단산업클러스터단지 2호 근린공원,근린공원,37.36163702,126.650388,22088.1,연수구,인천첨단초등학교,1340.39
28185-00063,첨단산업클러스터단지 1호 근린공원,근린공원,37.362684,126.6497224,22029.1,연수구,인천첨단초등학교,1250.89
28185-00062,송도33호공원,근린공원,37.39977537,126.6277112,39089.1,연수구,인천현송초등학교,923.58
28185-00061,도담도담어린이공원(송도 15호 어린이공원),근린공원,37.38350683,126.6182251,33476.8,연수구,인천송빛초등학교,537.15
28185-00060,청룡공원,어린이공원,37.423492,126.6579566,5000.0,연수구,인천축현초등학교,344.39
28185-00059,송도  9호 어린이공원,어린이공원,37.378233,126.6489854,1500.2,연수구,인천해송초등학교,298.32
28185-00058,송도  8호 어린이공원,어린이공원,37.3802555,126.645541,5593.5,연수구,인천해송초등학교,339.44
28185-00057,새롬공원(송도27호),근린공원,37.37755303,126.641923,11778.2,연수구,인천해송초등학교,750.97
28185-00056,새싹공원,어린이공원,37.42617195,126.6491617,2362.0,연수구,인천옥련초등학교,79.07
28185-00055,새터공원(송도6호),어린이공원,37.3882466,126.6592976,1500.1,연수구,인천신송초등학교,298.46
28185-00054,도담공원(송도5호),어린이공원,37.39015256,126.6610995,1488.2,연수구,인천신송초등학교,299.76
28185-00053,뱃놀이공원(송도4호),어린이공원,37.39082882,126.6550783,1499.7,연수구,인천신송초등학교,239.33
28185-00052,파도놀이공원(송도3호),어린이공원,37.39269943,126.656993,1449.4,연수구,인천신송초등학교,238.29
28185-00051,꽃마을공원(송도2호),어린이공원,37.39227517,126.6508774,1498.0,연수구,인천먼우금초등학교,314.7
28185-00050,먼우금공원(송도1호),어린이공원,37.39431587,126.6543238,1499.8,연수구,인천먼우금초등학교,112.67
28185-00049,국제화복합단지 1호 근린공원,근린공원,37.38816404,126.6680747,83541.5,연수구,인천송원초등학교,267.47
28185-00080,국제화복합단지 4호 근린공원,근린공원,37.38147206,126.6658968,19350.3,연수구,인천송원초등학교,581.38
28185-00079,국제화복합단지 3호 근린공원,근린공원,37.38287603,126.6637329,16357.8,연수구,인천송원초등학교,599.16
28237-00075,거북 2 공원,소공원,37.47564977,126.750329,1226.0,부평구,인천금마초등학교,326.61
28237-00074,거북 1 공원,소공원,37.47612698,126.7512234,1297.0,부평구,인천금마초등학교,311.51
28237-00073,꿈나무공원,어린이공원,37.50274849,126.7251051,2582.0,부평구,인천개흥초등학교,308.83
28237-00072,만월공원,어린이공원,37.48402095,126.7280489,3179.0,부평구,인천동수초등학교,272.89
28237-00071,하동놀이공원,어린이공원,37.47220088,126.6977239,1296.0,부평구,인천십정초등학교,234.97
28237-00070,하정놀이공원,어린이공원,37.47376542,126.7010222,1500.0,부평구,인천하정초등학교,168.27
28237-00069,수정놀이공원,어린이공원,37.47629319,126.7017789,1498.0,부평구,인천하정초등학교,148.7
28237-00068,열우물놀이공원,어린이공원,37.4752229,126.6959847,1459.0,부평구,인천십정초등학교,225.84
28237-00067,방죽놀이공원,어린이공원,37.47162574,126.6950089,1279.0,부평구,인천십정초등학교,410.51
28237-00066,구산어린이공원,어린이공원,37.47562302,126.7486421,5473.0,부평구,인천금마초등학교,321.64
28237-00065,일신놀이공원,어린이공원,37.48283216,126.7418457,3049.0,부평구,인천일신초등학교,123.71
28237-00064,비둘기놀이공원,어린이공원,37.49643562,126.7377609,2403.0,부평구,인천부광초등학교,309.21
28237-00063,새말놀이공원,어린이공원,37.49902687,126.7412278,3901.0,부평구,인천부내초등학교,105.66
28237-00062,등세이놀이공원,어린이공원,37.49983348,126.7391195,2200.0,부평구,인천부광초등학교,234.35
28237-00061,동소정놀이공원,어린이공원,37.50165922,126.7412273,1550.0,부평구,인천부일초등학교,56.41
28237-00060,새울놀이공원,어린이공원,37.50340259,126.7406037,1800.0,부평구,인천부일초등학교,256.95
28237-00059,개울놀이공원,어린이공원,37.50282159,126.7379889,2200.0,부평구,인천부일초등학교,359.15
28237-00058,신궁동놀이공원,어린이공원,37.5046018,126.7393003,2551.0,부평구,인천구산초등학교,161.52
28237-00057,세모공원,어린이공원,37.48933377,126.7386285,5140.0,부평구,인천부개서초등학교,377.49
28237-00056,부이어린이공원,어린이공원,37.49014369,126.7393634,5590.0,부평구,인천부개서초등학교,441.14
28237-00055,대동놀이공원,어린이공원,37.49014047,126.7406513,1629.0,부평구,인천부개초등학교,539.01
28237-00054,마분놀이공원,어린이공원,37.48537713,126.7405375,1474.0,부평구,인천부개초등학교,201.13
28237-00053,사랑샘공원,어린이공원,37.52074798,126.7359252,4066.0,부평구,인천삼산초등학교,215.54
28237-00052,무지개공원,어린이공원,37.50886664,126.7360227,3395.0,부평구,인천굴포초등학교,252.59
28237-00051,동심공원,어린이공원,37.50957268,126.7421002,3169.0,부평구,인천진산초등학교,376.01
28237-00050,새싹공원,어린이공원,37.51398326,126.7398045,4095.0,부평구,인천진산초등학교,202.72
28237-00049,여울공원,어린이공원,37.51364399,126.7383779,5346.0,부평구,인천진산초등학교,303.0
28237-00048,햇살공원,어린이공원,37.51621305,126.7330929,3338.0,부평구,인천영선초등학교,150.88
28237-00047,나래놀이공원,어린이공원,37.51917191,126.7465599,913.0,부평구,인천한길초등학교,90.03
28237-00046,은행나무놀이공원,어린이공원,37.51769328,126.7448241,1505.0,부평구,인천한길초등학교,170.32
28237-00045,도드리놀이공원,어린이공원,37.52059312,126.745863,3239.0,부평구,인천한길초등학교,166.27
28237-00044,가족놀이공원,어린이공원,37.52115142,126.7431421,1605.0,부평구,인천후정초등학교,226.06
28237-00043,동화놀이공원,어린이공원,37.52250237,126.744854,1514.0,부평구,인천후정초등학교,133.52
28237-00042,상상놀이공원,어린이공원,37.52003976,126.7424575,1507.0,부평구,인천한길초등학교,291.43
28237-00041,꿈동산놀이공원,어린이공원,37.52309427,126.7407226,1693.0,부평구,인천후정초등학교,253.3
28237-00040,대갈놀이공원,어린이공원,37.50761308,126.7304939,2113.0,부평구,인천개흥초등학교,415.89
28237-00039,마당놀이공원,어린이공원,37.50822326,126.727008,1783.0,부평구,인천갈월초등학교,291.03
28237-00038,반월놀이공원,어린이공원,37.51003336,126.7295167,2031.0,부평구,인천갈산초등학교,297.82
28237-00037,대월놀이공원,어린이공원,37.50940963,126.7226503,7724.0,부평구,인천갈월초등학교,235.82
28237-00036,명월놀이공원,어린이공원,37.51091571,126.7263831,2076.0,부평구,인천갈월초등학교,134.25
28237-00035,새갈놀이공원,어린이공원,37.51337322,126.7293285,2812.0,부평구,인천갈산초등학교,124.69
28237-00034,상꾸지놀이공원,어린이공원,37.51413902,126.7253535,3766.0,부평구,인천갈산초등학교,318.93
28237-00033,갈월놀이공원,어린이공원,37.51465657,126.7225174,1467.0,부평구,인천갈월초등학교,529.66
28237-00032,신복공원,어린이공원,37.50482419,126.7319907,1651.0,부평구,인천개흥초등학교,376.9
28237-00031,중부동놀이공원,어린이공원,37.50069243,126.733251,4489.0,부평구,인천부광초등학교,349.69
28237-00030,부흥놀이공원,어린이공원,37.49519131,126.7310497,3756.0,부평구,인천부흥초등학교,118.75
28237-00029,서부동놀이공원,어린이공원,37.49345831,126.7208608,1200.0,부평구,인천부평서초등학교,202.83
28237-00028,애향놀이공원,어린이공원,37.48121861,126.7105406,1653.0,부평구,인천백운초등학교,518.56
28237-00027,샘터놀이공원,어린이공원,37.47073888,126.6999014,1500.0,부평구,인천십정초등학교,419.1
28237-00026,석정놀이공원,어린이공원,37.46973782,126.6984724,1500.0,부평구,인천석정초등학교,380.56
28237-00025,법성놀이공원,어린이공원,37.47485328,126.7049622,1653.0,부평구,인천동암초등학교,344.76
28237-00024,약산놀이공원,어린이공원,37.47341408,126.7075683,1649.0,부평구,인천동암초등학교,161.18
28237-00023,동암놀이공원,어린이공원,37.46981426,126.7040459,663.0,부평구,인천동암초등학교,350.86
28237-00022,제일놀이공원,어린이공원,37.47756983,126.7082282,1649.0,부평구,인천백운초등학교,405.27
28170-00022,학골공원,어린이공원,37.43881223,126.6627419,1503.9,미추홀구,인천학산초등학교,420.89
28170-00021,제운공원,어린이공원,37.438513,126.667366,2178.8,미추홀구,인천백학초등학교,408.02
28170-00028,재넘이어린이공원,어린이공원,37.4472601,126.6606029,10187.0,미추홀구,인천학익초등학교,175.38
28170-00027,용정공원,근린공원,37.450961,126.6419813,29552.0,미추홀구,인천용현초등학교,260.25
28170-00026,학산공원,어린이공원,37.43888579,126.6747258,1182.9,미추홀구,인천백학초등학교,245.86
28170-00025,염창공원,어린이공원,37.46640235,126.6764205,2105.3,미추홀구,인천주안북초등학교,245.03
28170-00024,지석공원,어린이공원,37.436416,126.684392,1800.3,미추홀구,인천문학초등학교,409.54
28170-00023,관청공원,어린이공원,37.43968751,126.680536,1485.6,미추홀구,인천문학초등학교,204.54
28170-00042,돌샘어린이공원,어린이공원,37.46839049,126.6867093,5853.5,미추홀구,인천석암초등학교,670.41
28170-00041,한마음소공원,소공원,37.45141721,126.692443,517.4,미추홀구,인천구월서초등학교,290.48
28170-00040,도담어린이공원,어린이공원,37.447073,126.642974,4577.9,미추홀구,인천용학초등학교,57.79
28170-00039,다솜어린이공원,어린이공원,37.44765452,126.6458302,2572.8,미추홀구,인천용학초등학교,228.75
28170-00038,화동공원,근린공원,37.473048,126.664747,20176.0,미추홀구,인천서화초등학교,363.15
28170-00037,매소홀어린이공원,어린이공원,37.44194456,126.654548,3006.9,미추홀구,인천학산초등학교,396.62
28170-00036,학익공원,어린이공원,37.44357933,126.6571792,4611.3,미추홀구,인천학익초등학교,407.59
28170-00035,사미공원,어린이공원,37.45008774,126.6727097,1652.0,미추홀구,인천남부초등학교,281.55
28170-00034,미니공원,어린이공원,37.449139,126.6850056,1653.2,미추홀구,인천주안남초등학교,46.0
28170-00033,제2용정공원,근린공원,37.450679,126.642827,29246.0,미추홀구,인천용현남초등학교,318.46
28170-00032,용남공원,어린이공원,37.450646,126.666069,3439.3,미추홀구,인천용일초등학교,312.17
28170-00031,쑥골공원,어린이공원,37.471253,126.669605,2378.8,미추홀구,인천대화초등학교,264.57
28170-00030,한나루공원,어린이공원,37.440426,126.661866,2988.0,미추홀구,인천학산초등학교,334.59
28170-00029,모리포공원,어린이공원,37.439959,126.659325,5589.7,미추홀구,인천학산초등학교,104.1
28170-00064,관선어린이공원,어린이공원,37.4378999,126.6874996,1610.6,미추홀구,인천문학초등학교,468.34
28170-00063,삼호어린이공원,어린이공원,37.4379952882,126.6803292,3933.3,미추홀구,인천문학초등학교,305.52
28170-00062,도천어린이공원,어린이공원,37.4388984316,126.6782673342,1800.0,미추홀구,인천문학초등학교,418.79
28170-00061,소성어린이공원,어린이공원,37.4396875091,126.680556,1486.8,미추홀구,인천문학초등학교,202.78
28170-00060,두리어린이공원,어린이공원,37.4599969,126.6925976,1052.0,미추홀구,인천경원초등학교,319.1
28170-00059,문학소공원,소공원,37.440082,126.683947,786.0,미추홀구,인천문학초등학교,100.83
28170-00058,하늘새어린이공원,어린이공원,37.4567026,126.6917549,6703.6,미추홀구,인천구월서초등학교,500.66
28170-00057,미추어린이공원,어린이공원,37.4534077158,126.6791861847,3238.8,미추홀구,인천남부초등학교,447.39
28170-00056,승기어린이공원,어린이공원,37.4536293398,126.6743230754,8785.3,미추홀구,인천주안초등학교,121.86
28170-00055,비랑이어린이공원,어린이공원,37.4564863,126.644077,1916.2,미추홀구,인천용현초등학교,473.27
28170-00054,용마루어린이공원,어린이공원,37.4595096081,126.641241967,3784.9,미추홀구,인천용현초등학교,711.18
28170-00053,주인공원,근린공원,37.45811288,126.648439,29775.0,미추홀구,인천용정초등학교,791.97
28170-00052,아이그린공원,어린이공원,37.44334601,126.6470017,5284.0,미추홀구,인천용학초등학교,489.82
28170-00050,꽃구름어린이공원,어린이공원,37.4450796278,126.6735300352,1773.0,미추홀구,인천연학초등학교,220.53
28170-00049,물방울어린이공원,어린이공원,37.4449179436,126.6726131,2447.0,미추홀구,인천연학초등학교,162.32
28170-00048,푸르름어린이공원,어린이공원,37.448105,126.672296,1980.0,미추홀구,인천남부초등학교,403.69
28170-00047,석암어린이공원,어린이공원,37.454458,126.6929048,2318.1,미추홀구,인천구월서초등학교,246.43
28170-00046,송림어린이공원,어린이공원,37.4763098817,126.6603724,3644.4,미추홀구,인천서화초등학교,260.82
28170-00045,서화어린이공원,어린이공원,37.4746683163,126.6621224935,5813.7,미추홀구,인천서화초등학교,138.28
28170-00044,궁현어린이공원,어린이공원,37.4758787,126.6637398471,3441.3,미추홀구,인천서화초등학교,333.29
28170-00043,배말근린공원,근린공원,37.47413782,126.6579618,14750.0,미추홀구,인천서화초등학교,252.86
28140-00030,솔마루공원,어린이공원,37.4761662,126.635502,4613.8,동구,인천송림초등학교,316.08
28140-00008,화수3공원,어린이공원,37.48567321,126.6293667,411.5,동구,인천만석초등학교,181.42
28140-00007,만석공원,어린이공원,37.48325962,126.6195363,4404.4,동구,인천송월초등학교,665.98
28140-00006,수문통공원,어린이공원,37.4801533,126.6359776,634.0,동구,인천송현초등학교,259.44
28140-00004,돌산공원,어린이공원,37.48241465,126.642195,8111.0,동구,인천서흥초등학교,467.87
