grid_id,cx,cy,linked_schools,linked_school_count,forecast_2029,forecast_2031,worst_case_type,avg_green_ratio,avg_playground_count,avg_park_dist_m,land_feasibility_level,priority_score,candidate_rank,xgb_predicted_2029,xgb_predicted_2031
CG_00197,126.64192830000036,37.47812889999984,"['인천서림초등학교', '인천서흥초등학교', '인천동명초등학교']",3,1621,1639,1.0,0.0,0.0,456.0,high,2442.3,33,209,150
CG_00225,126.64642830000037,37.47587889999984,"['인천서림초등학교', '인천서흥초등학교', '인천동명초등학교']",3,1621,1639,1.0,0.0,0.0,456.0,high,2442.3,34,209,144
CG_00211,126.64417830000036,37.47812889999984,"['인천서림초등학교', '인천서흥초등학교', '인천동명초등학교']",3,1621,1639,1.0,0.0,0.0,456.0,high,2442.3,35,209,144
CG_00196,126.64192830000036,37.47587889999984,"['인천서림초등학교', '인천서흥초등학교', '인천동명초등학교']",3,1621,1639,1.0,0.0,0.0,456.0,high,2442.3,36,209,150
CG_00210,126.64417830000036,37.47587889999984,"['인천서림초등학교', '인천서흥초등학교', '인천동명초등학교']",3,1621,1639,1.0,0.0,0.0,456.0,high,2442.3,37,209,144
CG_00794,126.72067830000049,37.49612889999981,"['인천부평동초등학교', '인천부평서초등학교']",2,2414,2352,2.0,0.347,0.0,356.5,medium,2389.2,38,1125,793
CG_00814,126.72292830000049,37.49612889999981,"['인천부평동초등학교', '인천부평서초등학교']",2,2414,2352,2.0,0.347,0.0,356.5,medium,2389.2,39,1140,914
CG_00834,126.7251783000005,37.49612889999981,"['인천부평동초등학교', '인천부평서초등학교']",2,2414,2352,2.0,0.347,0.0,356.5,medium,2389.2,40,1145,917
CG_00835,126.7251783000005,37.49837889999981,"['인천부평동초등학교', '인천부평서초등학교']",2,2414,2352,2.0,0.347,0.0,356.5,medium,2389.2,41,1177,967
CG_00209,126.64417830000036,37.473628899999845,"['인천서림초등학교', '인천동명초등학교', '영화초등학교']",3,1432,1472,1.0,0.113,0.0,488.367,high,2172.0,42,209,128
CG_00772,126.71842830000048,37.49162889999982,"['인천부평남초등학교', '인천부평서초등학교']",2,2009,1958,2.0,0.125,0.0,351.5,medium,1988.6,43,791,577
CG_00742,126.71392830000048,37.5051288999998,"['인천마장초등학교', '인천미산초등학교']",2,1332,1299,1.0,0.0,0.0,991.35,high,1978.2,44,360,301
CG_00725,126.71167830000047,37.50737889999979,"['인천마장초등학교', '인천미산초등학교']",2,1332,1299,1.0,0.0,0.0,991.35,high,1978.2,45,432,245
CG_00724,126.71167830000047,37.5051288999998,"['인천마장초등학교', '인천미산초등학교']",2,1332,1299,1.0,0.0,0.0,991.35,high,1978.2,46,382,286
CG_00723,126.71167830000047,37.5028788999998,"['인천마장초등학교', '인천미산초등학교']",2,1332,1299,1.0,0.0,0.0,991.35,high,1978.2,47,494,286
CG_00654,126.70267830000046,37.50737889999979,"['인천부마초등학교', '인천산곡초등학교']",2,1264,1357,1.0,0.0,0.0,500.7,high,1951.8,48,522,417
CG_00653,126.70267830000046,37.5051288999998,"['인천부마초등학교', '인천산곡초등학교']",2,1264,1357,1.0,0.0,0.0,500.7,high,1951.8,49,516,457
CG_00655,126.70267830000046,37.50962889999979,"['인천부마초등학교', '인천산곡초등학교']",2,1264,1357,1.0,0.0,0.0,500.7,high,1951.8,50,522,417
CG_00634,126.70042830000045,37.50737889999979,"['인천부마초등학교', '인천산곡초등학교']",2,1264,1357,1.0,0.0,0.0,500.7,high,1951.8,51,410,368
CG_00633,126.70042830000045,37.5051288999998,"['인천부마초등학교', '인천산곡초등학교']",2,1264,1357,1.0,0.0,0.0,500.7,high,1951.8,52,405,408
CG_00510,126.68017830000042,37.45112889999988,"['인천주안남초등학교', '인천남부초등학교']",2,1851,1948,2.0,0.316,0.0,182.75,medium,1889.8,53,629,469
CG_00509,126.68017830000042,37.44887889999988,"['인천주안남초등학교', '인천남부초등학교']",2,1851,1948,2.0,0.316,0.0,182.75,medium,1889.8,54,622,415
CG_00863,126.7274283000005,37.54337889999974,"['인천안산초등학교', '인천안남초등학교', '인천부평초등학교']",3,1867,1869,2.0,0.371,0.0,313.4,medium,1867.8,55,283,169
CG_00845,126.7274283000005,37.460128899999866,"['인천만수북초등학교', '인천동부초등학교']",2,1790,1876,2.0,0.105,1.0,265.8,medium,1824.4,56,336,246
CG_00866,126.7296783000005,37.460128899999866,"['인천만수북초등학교', '인천동부초등학교']",2,1790,1876,2.0,0.105,1.0,265.8,medium,1824.4,57,267,260
CG_00942,126.73642830000051,37.54337889999974,"['인천안산초등학교', '인천안남초등학교', '인천병방초등학교']",3,1827,1803,2.0,0.378,0.0,362.367,medium,1817.4,58,255,130
CG_00383,126.6666783000004,37.52087889999977,"['인천가현초등학교', '인천신현북초등학교']",2,1768,1723,2.0,0.0,0.5,226.0,medium,1750.0,59,844,1022
CG_00358,126.6644283000004,37.52087889999977,"['인천가현초등학교', '인천신현북초등학교']",2,1768,1723,2.0,0.0,0.5,226.0,medium,1750.0,60,844,1026
CG_00409,126.6689283000004,37.52087889999977,"['인천가현초등학교', '인천신현북초등학교']",2,1768,1723,2.0,0.0,0.5,226.0,medium,1750.0,61,784,1023
CG_00918,126.73417830000051,37.52762889999976,"['인천화전초등학교', '인천작동초등학교']",2,1699,1733,2.0,0.03,0.0,418.5,medium,1712.6,62,351,262
CG_00900,126.7319283000005,37.52762889999976,"['인천화전초등학교', '인천작동초등학교']",2,1699,1733,2.0,0.03,0.0,418.5,medium,1712.6,63,350,290
CG_00917,126.73417830000051,37.525378899999765,"['인천화전초등학교', '인천작동초등학교']",2,1699,1733,2.0,0.03,0.0,418.5,medium,1712.6,64,386,261
CG_00919,126.73417830000051,37.52987889999976,"['인천화전초등학교', '인천작동초등학교']",2,1699,1733,2.0,0.03,0.0,418.5,medium,1712.6,65,398,269
CG_00936,126.73642830000051,37.52762889999976,"['인천화전초등학교', '인천작동초등학교']",2,1699,1733,2.0,0.03,0.0,418.5,medium,1712.6,66,360,252
CG_00937,126.73642830000051,37.52987889999976,"['인천화전초등학교', '인천작동초등학교']",2,1699,1733,2.0,0.03,0.0,418.5,medium,1712.6,67,408,258
CG_00901,126.7319283000005,37.52987889999976,"['인천화전초등학교', '인천작동초등학교']",2,1699,1733,2.0,0.03,0.0,418.5,medium,1712.6,68,397,296
CG_00012,126.54967830000021,37.48937889999982,"['인천영종초등학교', '인천별빛초등학교']",2,1157,1104,1.0,0.0,3.0,389.5,high,1703.7,69,284,277
CG_00015,126.55192830000021,37.48937889999982,"['인천영종초등학교', '인천별빛초등학교']",2,1157,1104,1.0,0.0,3.0,389.5,high,1703.7,70,688,628
CG_00016,126.55192830000021,37.49162889999982,"['인천영종초등학교', '인천별빛초등학교']",2,1157,1104,1.0,0.0,3.0,389.5,high,1703.7,71,696,628
CG_00231,126.64867830000037,37.3993789,"['인천신정초등학교', '인천명선초등학교']",2,1141,1112,1.0,0.281,0.0,594.2,high,1694.1,72,567,737
CG_00217,126.64642830000037,37.4016289,"['인천신정초등학교', '인천명선초등학교']",2,1141,1112,1.0,0.281,0.0,594.2,high,1694.1,73,533,703
CG_00232,126.64867830000037,37.4016289,"['인천신정초등학교', '인천명선초등학교']",2,1141,1112,1.0,0.281,0.0,594.2,high,1694.1,74,533,703
CG_00224,126.64642830000037,37.473628899999845,"['인천서림초등학교', '인천동명초등학교']",2,1103,1134,1.0,0.0,0.0,580.0,high,1673.1,75,207,145
CG_00355,126.6644283000004,37.51412889999978,"['인천신현초등학교', '인천신석초등학교']",2,1101,1114,1.0,0.0,0.0,633.45,high,1659.3,76,357,448
CG_00379,126.6666783000004,37.511878899999786,"['인천신현초등학교', '인천신석초등학교']",2,1101,1114,1.0,0.0,0.0,633.45,high,1659.3,77,358,438
CG_00226,126.64642830000037,37.47812889999984,"['인천서림초등학교', '인천서흥초등학교']",2,1073,1075,1.0,0.0,0.0,468.0,high,1610.7,78,209,144
CG_00212,126.64417830000036,37.480378899999835,"['인천서림초등학교', '인천서흥초등학교']",2,1073,1075,1.0,0.0,0.0,468.0,high,1610.7,79,253,162
CG_00240,126.64867830000037,37.47812889999984,"['인천서림초등학교', '인천서흥초등학교']",2,1073,1075,1.0,0.0,0.0,468.0,high,1610.7,80,209,144
CG_00227,126.64642830000037,37.480378899999835,"['인천서림초등학교', '인천서흥초등학교']",2,1073,1075,1.0,0.0,0.0,468.0,high,1610.7,81,253,162
CG_00448,126.67342830000041,37.466878899999855,"['인천대화초등학교', '인천주안북초등학교']",2,1571,1653,2.0,0.477,0.0,267.0,medium,1603.8,82,531,552
CG_00449,126.67342830000041,37.46912889999985,"['인천대화초등학교', '인천주안북초등학교']",2,1571,1653,2.0,0.477,0.0,267.0,medium,1603.8,83,531,535
CG_00894,126.7319283000005,37.49837889999981,['인천부흥초등학교'],1,1555,1670,2.0,0.626,0.0,162.1,medium,1601.0,84,1194,1244
CG_00933,126.73642830000051,37.49612889999981,['인천부흥초등학교'],1,1555,1670,2.0,0.626,0.0,162.1,medium,1601.0,85,1179,1065
CG_00934,126.73642830000051,37.49837889999981,['인천부흥초등학교'],1,1555,1670,2.0,0.626,0.0,162.1,medium,1601.0,86,1193,1217
CG_00913,126.73417830000051,37.493878899999814,['인천부흥초등학교'],1,1555,1670,2.0,0.626,0.0,162.1,medium,1601.0,87,972,987
CG_00916,126.73417830000051,37.5006288999998,['인천부흥초등학교'],1,1555,1670,2.0,0.626,0.0,162.1,medium,1601.0,88,891,824
CG_00871,126.7296783000005,37.49612889999981,['인천부흥초등학교'],1,1555,1670,2.0,0.626,0.0,162.1,medium,1601.0,89,1182,979
CG_00892,126.7319283000005,37.493878899999814,['인천부흥초등학교'],1,1555,1670,2.0,0.626,0.0,162.1,medium,1601.0,90,972,986
CG_00893,126.7319283000005,37.49612889999981,['인천부흥초등학교'],1,1555,1670,2.0,0.626,0.0,162.1,medium,1601.0,91,1180,1092
CG_00895,126.7319283000005,37.5006288999998,['인천부흥초등학교'],1,1555,1670,2.0,0.626,0.0,162.1,medium,1601.0,92,890,823
CG_00870,126.7296783000005,37.493878899999814,['인천부흥초등학교'],1,1555,1670,2.0,0.626,0.0,162.1,medium,1601.0,93,973,816
CG_00914,126.73417830000051,37.49612889999981,['인천부흥초등학교'],1,1555,1670,2.0,0.626,0.0,162.1,medium,1601.0,94,1181,1093
CG_00915,126.73417830000051,37.49837889999981,['인천부흥초등학교'],1,1555,1670,2.0,0.626,0.0,162.1,medium,1601.0,95,1194,1245
CG_00188,126.64192830000036,37.3971289,"['인천신정초등학교', '인천연송초등학교']",2,1556,1515,2.0,0.523,0.0,245.15,medium,1539.6,96,1019,1082
CG_00189,126.64192830000036,37.3993789,"['인천신정초등학교', '인천연송초등학교']",2,1556,1515,2.0,0.523,0.0,245.15,medium,1539.6,97,1021,1082
CG_00905,126.7319283000005,37.538878899999744,"['인천안남초등학교', '인천부현초등학교']",2,1530,1490,2.0,0.633,0.0,411.5,medium,1514.0,98,294,214
CG_00923,126.73417830000051,37.538878899999744,"['인천안남초등학교', '인천부현초등학교']",2,1530,1490,2.0,0.633,0.0,411.5,medium,1514.0,99,296,214
CG_00884,126.7296783000005,37.538878899999744,"['인천안남초등학교', '인천부현초등학교']",2,1530,1490,2.0,0.633,0.0,411.5,medium,1514.0,100,290,204
CG_00861,126.7274283000005,37.538878899999744,"['인천안남초등학교', '인천부현초등학교']",2,1530,1490,2.0,0.633,0.0,411.5,medium,1514.0,101,303,224
CG_00906,126.7319283000005,37.54112889999974,"['인천안남초등학교', '인천부현초등학교']",2,1530,1490,2.0,0.633,0.0,411.5,medium,1514.0,102,294,209
CG_00628,126.70042830000045,37.46237889999986,"['인천주원초등학교', '인천경원초등학교']",2,1444,1518,2.0,0.529,0.5,161.1,medium,1473.6,103,314,167
CG_00629,126.70042830000045,37.46462889999986,"['인천주원초등학교', '인천경원초등학교']",2,1444,1518,2.0,0.529,0.5,161.1,medium,1473.6,104,267,133
CG_00615,126.69817830000045,37.46462889999986,"['인천주원초등학교', '인천경원초등학교']",2,1444,1518,2.0,0.529,0.5,161.1,medium,1473.6,105,267,152
CG_00614,126.69817830000045,37.46237889999986,"['인천주원초등학교', '인천경원초등학교']",2,1444,1518,2.0,0.529,0.5,161.1,medium,1473.6,106,314,187
CG_00649,126.70267830000046,37.48262889999983,"['인천상정초등학교', '인천백운초등학교']",2,1445,1507,2.0,0.544,0.0,311.0,medium,1469.8,107,455,191
CG_00056,126.61267830000031,37.4128789,"['인천미송초등학교', '인천송담초등학교']",2,982,956,1.0,0.0,0.0,617.55,high,1457.4,108,519,332
CG_00063,126.61492830000032,37.4128789,"['인천미송초등학교', '인천송담초등학교']",2,982,956,1.0,0.0,0.0,617.55,high,1457.4,109,429,449
CG_00735,126.71167830000047,37.597378899999654,"['인천한별초등학교', '인천이음초등학교']",2,1397,1361,2.0,0.0,0.0,201.5,medium,1382.6,110,808,818
CG_00736,126.71167830000047,37.59962889999965,"['인천한별초등학교', '인천이음초등학교']",2,1397,1361,2.0,0.0,0.0,201.5,medium,1382.6,111,789,791
CG_00911,126.73417830000051,37.48487889999983,['인천부개초등학교'],1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,112,852,898
CG_00912,126.73417830000051,37.487128899999824,['인천부개초등학교'],1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,113,873,950
CG_00891,126.7319283000005,37.48487889999983,['인천부개초등학교'],1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,114,851,896
CG_00932,126.73642830000051,37.48937889999982,['인천부개초등학교'],1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,115,883,923
CG_00931,126.73642830000051,37.487128899999824,['인천부개초등학교'],1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,116,883,923
CG_00930,126.73642830000051,37.48487889999983,['인천부개초등학교'],1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,117,863,872
CG_00972,126.74317830000052,37.487128899999824,['인천부개초등학교'],1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,118,500,505
CG_00929,126.73642830000051,37.48262889999983,['인천부개초등학교'],1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,119,653,673
CG_00910,126.73417830000051,37.48262889999983,['인천부개초등학교'],1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,120,643,675
CG_00948,126.73867830000052,37.48262889999983,['인천부개초등학교'],1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,121,655,673
CG_00949,126.73867830000052,37.48487889999983,['인천부개초등학교'],1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,122,865,872
CG_00950,126.73867830000052,37.487128899999824,['인천부개초등학교'],1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,123,885,923
CG_00951,126.73867830000052,37.48937889999982,['인천부개초등학교'],1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,124,885,923
CG_00964,126.74092830000052,37.487128899999824,['인천부개초등학교'],1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,125,829,873
CG_00971,126.74317830000052,37.48487889999983,['인천부개초등학교'],1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,126,484,454
CG_00962,126.74092830000052,37.48262889999983,['인천부개초등학교'],1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,127,616,673
CG_00963,126.74092830000052,37.48487889999983,['인천부개초등학교'],1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,128,813,822
CG_00777,126.71842830000048,37.5028788999998,['인천부원초등학교'],1,873,938,1.0,0.0,0.0,752.2,high,1348.5,129,617,411
CG_00775,126.71842830000048,37.49837889999981,['인천부원초등학교'],1,873,938,1.0,0.0,0.0,752.2,high,1348.5,130,720,519
CG_00797,126.72067830000049,37.5028788999998,['인천부원초등학교'],1,873,938,1.0,0.0,0.0,752.2,high,1348.5,131,648,411
CG_00798,126.72067830000049,37.5051288999998,['인천부원초등학교'],1,873,938,1.0,0.0,0.0,752.2,high,1348.5,132,520,411
CG_00776,126.71842830000048,37.5006288999998,['인천부원초등학교'],1,873,938,1.0,0.0,0.0,752.2,high,1348.5,133,617,411
CG_00778,126.71842830000048,37.5051288999998,['인천부원초등학교'],1,873,938,1.0,0.0,0.0,752.2,high,1348.5,134,507,411
CG_00818,126.72292830000049,37.5051288999998,['인천부원초등학교'],1,873,938,1.0,0.0,0.0,752.2,high,1348.5,135,519,447
CG_00669,126.70492830000046,37.50962889999979,['인천부마초등학교'],1,870,934,1.0,0.0,0.0,801.4,high,1343.4,136,389,368
CG_00862,126.7274283000005,37.54112889999974,"['인천안남초등학교', '인천부평초등학교']",2,1344,1336,2.0,0.556,0.0,320.1,medium,1340.8,137,329,245
CG_00907,126.7319283000005,37.54337889999974,"['인천안산초등학교', '인천안남초등학교']",2,1288,1278,2.0,0.331,0.0,398.0,medium,1284.0,138,247,185
CG_00886,126.7296783000005,37.54337889999974,"['인천안산초등학교', '인천안남초등학교']",2,1288,1278,2.0,0.331,0.0,398.0,medium,1284.0,139,243,175
CG_00925,126.73417830000051,37.54337889999974,"['인천안산초등학교', '인천안남초등학교']",2,1288,1278,2.0,0.331,0.0,398.0,medium,1284.0,140,248,157
CG_00560,126.68692830000043,37.45787889999987,['인천석암초등학교'],1,824,867,1.0,0.0,0.0,947.1,high,1261.8,141,464,473
CG_00549,126.68467830000043,37.45787889999987,['인천석암초등학교'],1,824,867,1.0,0.0,0.0,947.1,high,1261.8,142,456,473
CG_00571,126.68917830000044,37.46462889999986,['인천석암초등학교'],1,824,867,1.0,0.0,0.0,947.1,high,1261.8,143,422,424
CG_00570,126.68917830000044,37.46237889999986,['인천석암초등학교'],1,824,867,1.0,0.0,0.0,947.1,high,1261.8,144,460,473
CG_00563,126.68692830000043,37.46462889999986,['인천석암초등학교'],1,824,867,1.0,0.0,0.0,947.1,high,1261.8,145,426,424
CG_00569,126.68917830000044,37.460128899999866,['인천석암초등학교'],1,824,867,1.0,0.0,0.0,947.1,high,1261.8,146,460,473
CG_00562,126.68692830000043,37.46237889999986,['인천석암초등학교'],1,824,867,1.0,0.0,0.0,947.1,high,1261.8,147,464,473
CG_00532,126.68242830000042,37.46237889999986,['인천석암초등학교'],1,824,867,1.0,0.0,0.0,947.1,high,1261.8,148,448,468
CG_00533,126.68242830000042,37.46462889999986,['인천석암초등학교'],1,824,867,1.0,0.0,0.0,947.1,high,1261.8,149,410,419
CG_00561,126.68692830000043,37.460128899999866,['인천석암초등학교'],1,824,867,1.0,0.0,0.0,947.1,high,1261.8,150,464,473
CG_00552,126.68467830000043,37.46462889999986,['인천석암초등학교'],1,824,867,1.0,0.0,0.0,947.1,high,1261.8,151,418,424
CG_00551,126.68467830000043,37.46237889999986,['인천석암초등학교'],1,824,867,1.0,0.0,0.0,947.1,high,1261.8,152,456,473
CG_00550,126.68467830000043,37.460128899999866,['인천석암초등학교'],1,824,867,1.0,0.0,0.0,947.1,high,1261.8,153,456,473
CG_00130,126.63292830000034,37.3858789,"['인천예송초등학교', '인천송일초등학교']",2,1265,1233,2.0,0.422,0.0,57.0,medium,1252.2,154,597,563
CG_00180,126.63967830000036,37.47137889999985,"['인천창영초등학교', '인천동명초등학교', '영화초등학교']",3,1215,1250,2.0,0.217,0.0,260.167,medium,1229.0,155,271,190
CG_00166,126.63742830000035,37.47137889999985,"['인천창영초등학교', '인천동명초등학교', '영화초등학교']",3,1215,1250,2.0,0.217,0.0,260.167,medium,1229.0,156,271,190
CG_00181,126.63967830000036,37.473628899999845,"['인천창영초등학교', '인천동명초등학교', '영화초등학교']",3,1215,1250,2.0,0.217,0.0,260.167,medium,1229.0,157,272,190
CG_00479,126.67567830000041,37.51412889999978,['인천신현초등학교'],1,813,822,1.0,0.0,0.0,602.1,high,1224.9,158,712,788
CG_00457,126.67342830000041,37.51637889999978,['인천신현초등학교'],1,813,822,1.0,0.0,0.0,602.1,high,1224.9,159,744,989
CG_00433,126.6711783000004,37.511878899999786,['인천신현초등학교'],1,813,822,1.0,0.0,0.0,602.1,high,1224.9,160,590,780
CG_00405,126.6689283000004,37.511878899999786,['인천신현초등학교'],1,813,822,1.0,0.0,0.0,602.1,high,1224.9,161,694,798
CG_00455,126.67342830000041,37.511878899999786,['인천신현초등학교'],1,813,822,1.0,0.0,0.0,602.1,high,1224.9,162,590,778
CG_00456,126.67342830000041,37.51412889999978,['인천신현초등학교'],1,813,822,1.0,0.0,0.0,602.1,high,1224.9,163,713,784
CG_00434,126.6711783000004,37.51412889999978,['인천신현초등학교'],1,813,822,1.0,0.0,0.0,602.1,high,1224.9,164,714,786
CG_00826,126.7251783000005,37.460128899999866,['인천동부초등학교'],1,1198,1255,2.0,0.21,2.0,147.6,medium,1220.8,165,452,286
CG_00828,126.7251783000005,37.46462889999986,['인천동부초등학교'],1,1198,1255,2.0,0.21,2.0,147.6,medium,1220.8,166,349,286
CG_00848,126.7274283000005,37.466878899999855,['인천동부초등학교'],1,1198,1255,2.0,0.21,2.0,147.6,medium,1220.8,167,349,278
CG_00868,126.7296783000005,37.46462889999986,['인천동부초등학교'],1,1198,1255,2.0,0.21,2.0,147.6,medium,1220.8,168,344,236
CG_00847,126.7274283000005,37.46462889999986,['인천동부초등학교'],1,1198,1255,2.0,0.21,2.0,147.6,medium,1220.8,169,349,286
CG_00846,126.7274283000005,37.46237889999986,['인천동부초등학교'],1,1198,1255,2.0,0.21,2.0,147.6,medium,1220.8,170,452,286
CG_00867,126.7296783000005,37.46237889999986,['인천동부초등학교'],1,1198,1255,2.0,0.21,2.0,147.6,medium,1220.8,171,354,236
CG_00827,126.7251783000005,37.46237889999986,['인천동부초등학교'],1,1198,1255,2.0,0.21,2.0,147.6,medium,1220.8,172,452,286
CG_00869,126.7296783000005,37.466878899999855,['인천동부초등학교'],1,1198,1255,2.0,0.21,2.0,147.6,medium,1220.8,173,344,228
