학교ID,학교명,연도,학생수
B000002955,인천연안초등학교,2025,104
B000002992,인천연학초등학교,2020,249
B000002992,인천연학초등학교,2021,223
B000002992,인천연학초등학교,2022,211
B000002992,인천연학초등학교,2023,285
B000002992,인천연학초등학교,2024,375
B000002992,인천연학초등학교,2025,371
B000003054,인천연화초등학교,2020,695
B000003054,인천연화초등학교,2021,690
B000003054,인천연화초등학교,2022,680
B000003054,인천연화초등학교,2023,652
B000003054,인천연화초등학교,2024,646
B000003054,인천연화초등학교,2025,608
B000003013,인천영선초등학교,2020,856
B000003013,인천영선초등학교,2021,809
B000003013,인천영선초등학교,2022,765
B000003013,인천영선초등학교,2023,703
B000003013,인천영선초등학교,2024,671
B000003013,인천영선초등학교,2025,612
B000002959,인천영종초등학교,2020,1479
B000002959,인천영종초등학교,2021,1257
B000002959,인천영종초등학교,2022,1213
B000002959,인천영종초등학교,2023,1251
B000002959,인천영종초등학교,2024,1315
B000002959,인천영종초등학교,2025,1251
B000002962,인천영종초등학교금산분교장,2020,62
B000002962,인천영종초등학교금산분교장,2021,73
B000002962,인천영종초등학교금산분교장,2022,85
B000002962,인천영종초등학교금산분교장,2023,72
B000002962,인천영종초등학교금산분교장,2024,70
B000002962,인천영종초등학교금산분교장,2025,47
B000025228,인천예송초등학교,2020,904
B000025228,인천예송초등학교,2021,708
B000025228,인천예송초등학교,2022,781
B000025228,인천예송초등학교,2023,1064
B000025228,인천예송초등학교,2024,1164
B000025228,인천예송초등학교,2025,1185
B000003064,인천옥련초등학교,2020,1010
B000003064,인천옥련초등학교,2021,922
B000003064,인천옥련초등학교,2022,886
B000003064,인천옥련초등학교,2023,835
B000003064,인천옥련초등학교,2024,810
B000003064,인천옥련초등학교,2025,747
B000003153,인천완정초등학교,2020,678
B000003153,인천완정초등학교,2021,644
B000003153,인천완정초등학교,2022,597
B000003153,인천완정초등학교,2023,540
B000003153,인천완정초등학교,2024,470
B000003153,인천완정초등학교,2025,434
B000003156,인천왕길초등학교,2020,749
B000003156,인천왕길초등학교,2021,683
B000003156,인천왕길초등학교,2022,660
B000003156,인천왕길초등학교,2023,601
B000003156,인천왕길초등학교,2024,543
B000003156,인천왕길초등학교,2025,490
B000003041,인천용마초등학교,2020,512
B000003041,인천용마초등학교,2021,529
B000003041,인천용마초등학교,2022,580
B000003041,인천용마초등학교,2023,585
B000003041,인천용마초등학교,2024,527
B000003041,인천용마초등학교,2025,495
B000002954,인천용유초등학교,2020,44
B000002954,인천용유초등학교,2021,42
B000002954,인천용유초등학교,2022,46
B000002954,인천용유초등학교,2023,53
B000002954,인천용유초등학교,2024,35
B000002954,인천용유초등학교,2025,33
B000002973,인천용일초등학교,2020,603
B000002973,인천용일초등학교,2021,542
B000002973,인천용일초등학교,2022,517
B000002973,인천용일초등학교,2023,494
B000002973,인천용일초등학교,2024,424
B000002973,인천용일초등학교,2025,366
B000002972,인천용정초등학교,2020,230
B000002972,인천용정초등학교,2021,219
B000002972,인천용정초등학교,2022,239
B000002972,인천용정초등학교,2023,244
B000002972,인천용정초등학교,2024,225
B000002972,인천용정초등학교,2025,214
B000025512,인천용학초등학교,2020,1184
B000025512,인천용학초등학교,2021,1176
B000025512,인천용학초등학교,2022,1192
B000025512,인천용학초등학교,2023,1171
B000025512,인천용학초등학교,2024,1112
B000025512,인천용학초등학교,2025,1192
B000002975,인천용현남초등학교,2020,1120
B000002975,인천용현남초등학교,2021,1117
B000002975,인천용현남초등학교,2022,1105
B000002975,인천용현남초등학교,2023,1071
B000002975,인천용현남초등학교,2024,985
B000002975,인천용현남초등학교,2025,1149
B000003005,인천용현남초등학교자월분교장,2020,7
B000003005,인천용현남초등학교자월분교장,2021,8
B000003005,인천용현남초등학교자월분교장,2022,5
B000003005,인천용현남초등학교자월분교장,2023,6
B000003005,인천용현남초등학교자월분교장,2024,3
B000003005,인천용현남초등학교자월분교장,2025,6
B000002974,인천용현초등학교,2020,1210
B000002974,인천용현초등학교,2021,1179
B000002974,인천용현초등학교,2022,1223
B000002974,인천용현초등학교,2023,1182
B000002974,인천용현초등학교,2024,1348
B000002974,인천용현초등학교,2025,1403
B000002956,인천운남초등학교,2020,499
B000002956,인천운남초등학교,2021,421
B000002956,인천운남초등학교,2022,390
B000002956,인천운남초등학교,2023,363
B000002956,인천운남초등학교,2024,334
B000002956,인천운남초등학교,2025,458
B000002953,인천운서초등학교,2020,206
B000002953,인천운서초등학교,2021,229
B000002953,인천운서초등학교,2022,449
B000002953,인천운서초등학교,2023,581
B000002953,인천운서초등학교,2024,688
B000002953,인천운서초등학교,2025,789
B000003158,인천원당초등학교,2020,561
B000003158,인천원당초등학교,2021,527
B000003158,인천원당초등학교,2022,487
B000003158,인천원당초등학교,2023,431
B000003158,인천원당초등학교,2024,373
B000003158,인천원당초등학교,2025,441
B000003087,인천원동초등학교,2020,1402
B000003087,인천원동초등학교,2021,1350
B000003087,인천원동초등학교,2022,1230
B000003087,인천원동초등학교,2023,1095
B000003087,인천원동초등학교,2024,971
B000003087,인천원동초등학교,2025,850
B000003084,인천은봉초등학교,2020,463
B000003084,인천은봉초등학교,2021,511
B000003084,인천은봉초등학교,2022,484
B000003084,인천은봉초등학교,2023,455
B000003084,인천은봉초등학교,2024,404
B000003084,인천은봉초등학교,2025,362
B000025248,인천은송초등학교,2020,385
B000025248,인천은송초등학교,2021,770
B000025248,인천은송초등학교,2022,897
B000025248,인천은송초등학교,2023,1241
B000025248,인천은송초등학교,2024,1475
B000025248,인천은송초등학교,2025,1502
B000003172,인천은지초등학교,2020,605
B000003172,인천은지초등학교,2021,578
B000003172,인천은지초등학교,2022,546
B000003172,인천은지초등학교,2023,507
B000003172,인천은지초등학교,2024,425
B000003172,인천은지초등학교,2025,331
B000026470,인천이음초등학교,2023,1651
B000026470,인천이음초등학교,2024,1869
B000026470,인천이음초등학교,2025,1934
B000003101,인천인동초등학교,2020,1144
B000003101,인천인동초등학교,2021,1047
B000003101,인천인동초등학교,2022,1026
B000003101,인천인동초등학교,2023,961
B000003101,인천인동초등학교,2024,875
B000003101,인천인동초등학교,2025,771
B000003081,인천인수초등학교,2020,366
B000003081,인천인수초등학교,2021,353
B000003081,인천인수초등학교,2022,352
B000003081,인천인수초등학교,2023,349
B000003081,인천인수초등학교,2024,298
B000003081,인천인수초등학교,2025,252
B000002991,인천인주초등학교,2020,757
B000002991,인천인주초등학교,2021,698
B000002991,인천인주초등학교,2022,625
B000002991,인천인주초등학교,2023,556
B000002991,인천인주초등학교,2024,507
B000002991,인천인주초등학교,2025,418
B000003020,인천일신초등학교,2020,421
B000003020,인천일신초등학교,2021,414
B000003020,인천일신초등학교,2022,390
B000003020,인천일신초등학교,2023,356
B000003020,인천일신초등학교,2024,333
B000003020,인천일신초등학교,2025,278
B000003129,인천작동초등학교,2020,518
B000003129,인천작동초등학교,2021,542
B000003129,인천작동초등학교,2022,531
B000003129,인천작동초등학교,2023,506
B000003129,인천작동초등학교,2024,445
B000003129,인천작동초등학교,2025,400
B000003128,인천작전초등학교,2020,530
B000003128,인천작전초등학교,2021,508
B000003128,인천작전초등학교,2022,443
B000003128,인천작전초등학교,2023,424
B000003128,인천작전초등학교,2024,366
B000003128,인천작전초등학교,2025,311
B000003085,인천장도초등학교,2020,410
B000003085,인천장도초등학교,2021,364
B000003085,인천장도초등학교,2022,368
B000003085,인천장도초등학교,2023,363
B000003085,인천장도초등학교,2024,321
B000003085,인천장도초등학교,2025,267
B000025196,인천장서초등학교,2020,1238
B000025196,인천장서초등학교,2021,1370
B000025196,인천장서초등학교,2022,1481
B000025196,인천장서초등학교,2023,1547
B000025196,인천장서초등학교,2024,1449
B000025196,인천장서초등학교,2025,1358
B000003102,인천장수초등학교,2020,224
B000003102,인천장수초등학교,2021,202
B000003102,인천장수초등학교,2022,169
B000003102,인천장수초등학교,2023,157
B000003102,인천장수초등학교,2024,127
B000003102,인천장수초등학교,2025,103
B000025202,인천장아초등학교,2020,884
B000025202,인천장아초등학교,2021,964
B000025202,인천장아초등학교,2022,1039
B000025202,인천장아초등학교,2023,1029
B000025202,인천장아초등학교,2024,1007
B000025202,인천장아초등학교,2025,896
B000003073,인천정각초등학교,2020,1365
B000003073,인천정각초등학교,2021,1328
B000003073,인천정각초등학교,2022,1202
B000003073,인천정각초등학교,2023,1142
B000003073,인천정각초등학교,2024,1069
B000003073,인천정각초등학교,2025,950
B000003100,인천조동초등학교,2020,679
B000003100,인천조동초등학교,2021,616
B000003100,인천조동초등학교,2022,585
B000003100,인천조동초등학교,2023,527
B000003100,인천조동초등학교,2024,454
B000003100,인천조동초등학교,2025,387
B000002989,인천주안남초등학교,2020,652
B000002989,인천주안남초등학교,2021,633
B000002989,인천주안남초등학교,2022,622
B000002989,인천주안남초등학교,2023,557
B000002989,인천주안남초등학교,2024,494
B000002989,인천주안남초등학교,2025,426
B000002987,인천주안북초등학교,2020,425
B000002987,인천주안북초등학교,2021,383
B000002987,인천주안북초등학교,2022,368
B000002987,인천주안북초등학교,2023,365
B000002987,인천주안북초등학교,2024,347
B000002987,인천주안북초등학교,2025,362
B000025677,인천주안초등학교,2020,715
B000025677,인천주안초등학교,2021,664
B000025677,인천주안초등학교,2022,648
B000025677,인천주안초등학교,2023,664
B000025677,인천주안초등학교,2024,889
B000025677,인천주안초등학교,2025,869
B000003091,인천주원초등학교,2020,271
B000003091,인천주원초등학교,2021,248
B000003091,인천주원초등학교,2022,266
B000003091,인천주원초등학교,2023,286
B000003091,인천주원초등학교,2024,251
B000003091,인천주원초등학교,2025,242
B000027505,인천중산초등학교,2020,1566
B000027505,인천중산초등학교,2021,1637
B000027505,인천중산초등학교,2022,1765
B000027505,인천중산초등학교,2023,1808
B000027505,인천중산초등학교,2024,1695
B000027505,인천중산초등학교,2025,1582
B000003053,인천중앙초등학교,2020,394
B000003053,인천중앙초등학교,2021,359
B000003053,인천중앙초등학교,2022,346
B000003053,인천중앙초등학교,2023,330
B000003053,인천중앙초등학교,2024,290
B000003053,인천중앙초등학교,2025,248
B000003014,인천진산초등학교,2020,384
B000003014,인천진산초등학교,2021,336
B000003014,인천진산초등학교,2022,303
B000003014,인천진산초등학교,2023,263
B000003014,인천진산초등학교,2024,221
B000003014,인천진산초등학교,2025,207
B000003160,인천창신초등학교,2020,586
B000003160,인천창신초등학교,2021,614
B000003160,인천창신초등학교,2022,532
B000003160,인천창신초등학교,2023,498
B000003160,인천창신초등학교,2024,424
B000003160,인천창신초등학교,2025,738
B000002965,인천창영초등학교,2020,194
B000002965,인천창영초등학교,2021,165
B000002965,인천창영초등학교,2022,181
B000002965,인천창영초등학교,2023,236
B000002965,인천창영초등학교,2024,246
B000002965,인천창영초등학교,2025,244
B000003145,인천천마초등학교,2020,235
B000003145,인천천마초등학교,2021,232
B000003145,인천천마초등학교,2022,212
B000003145,인천천마초등학교,2023,198
B000003145,인천천마초등학교,2024,160
B000003145,인천천마초등학교,2025,144
B000025236,인천첨단초등학교,2020,1717
B000025236,인천첨단초등학교,2021,1769
B000025236,인천첨단초등학교,2022,1802
B000025236,인천첨단초등학교,2023,1738
B000025236,인천첨단초등학교,2024,1668
B000025236,인천첨단초등학교,2025,1582
B000003139,인천청라초등학교,2020,1456
B000003139,인천청라초등학교,2021,1435
B000003139,인천청라초등학교,2022,1427
B000003139,인천청라초등학교,2023,1355
B000003139,인천청라초등학교,2024,1333
B000003139,인천청라초등학교,2025,1281
B000022834,인천청람초등학교,2020,1400
B000022834,인천청람초등학교,2021,1379
B000022834,인천청람초등학교,2022,1375
B000022834,인천청람초등학교,2023,1330
B000022834,인천청람초등학교,2024,1254
B000022834,인천청람초등학교,2025,1166
B000003057,인천청량초등학교,2020,756
B000003057,인천청량초등학교,2021,714
B000003057,인천청량초등학교,2022,661
B000003057,인천청량초등학교,2023,568
B000003057,인천청량초등학교,2024,502
B000003057,인천청량초등학교,2025,450
B000022839,인천청일초등학교,2020,1057
B000022839,인천청일초등학교,2021,1014
B000022839,인천청일초등학교,2022,967
B000022839,인천청일초등학교,2023,968
B000022839,인천청일초등학교,2024,888
B000022839,인천청일초등학교,2025,829
B000003010,인천청천초등학교,2020,366
B000003010,인천청천초등학교,2021,379
B000003010,인천청천초등학교,2022,395
B000003010,인천청천초등학교,2023,414
B000003010,인천청천초등학교,2024,923
B000003010,인천청천초등학교,2025,1019
B000003056,인천청학초등학교,2020,534
B000003056,인천청학초등학교,2021,518
B000003056,인천청학초등학교,2022,497
B000003056,인천청학초등학교,2023,480
B000003056,인천청학초등학교,2024,464
B000003056,인천청학초등학교,2025,443
B000025756,인천청호초등학교,2021,232
B000025756,인천청호초등학교,2022,335
B000025756,인천청호초등학교,2023,392
B000025756,인천청호초등학교,2024,405
B000025756,인천청호초등학교,2025,433
B000003140,인천초은초등학교,2020,1037
B000003140,인천초은초등학교,2021,1004
B000003140,인천초은초등학교,2022,992
B000003140,인천초은초등학교,2023,941
B000003140,인천초은초등학교,2024,897
B000003140,인천초은초등학교,2025,836
B000003049,인천축현초등학교,2020,404
B000003049,인천축현초등학교,2021,387
B000003049,인천축현초등학교,2022,355
B000003049,인천축현초등학교,2023,335
B000003049,인천축현초등학교,2024,287
B000003049,인천축현초등학교,2025,258
B000024924,인천하늘초등학교,2020,860
B000024924,인천하늘초등학교,2021,810
B000024924,인천하늘초등학교,2022,888
B000024924,인천하늘초등학교,2023,933
B000024924,인천하늘초등학교,2024,1093
B000024924,인천하늘초등학교,2025,1305
B000003037,인천하정초등학교,2020,151
B000003037,인천하정초등학교,2021,129
B000003037,인천하정초등학교,2022,126
B000003037,인천하정초등학교,2023,476
B000003037,인천하정초등학교,2024,476
B000003037,인천하정초등학교,2025,470
B000002976,인천학산초등학교,2020,993
B000002976,인천학산초등학교,2021,963
B000002976,인천학산초등학교,2022,956
B000002976,인천학산초등학교,2023,884
B000002976,인천학산초등학교,2024,832
B000002976,인천학산초등학교,2025,835
B000002990,인천학익초등학교,2020,559
B000002990,인천학익초등학교,2021,521
B000002990,인천학익초등학교,2022,526
B000002990,인천학익초등학교,2023,493
B000002990,인천학익초등학교,2024,435
B000002990,인천학익초등학교,2025,369
B000003045,인천한길초등학교,2020,751
B000003045,인천한길초등학교,2021,694
B000003045,인천한길초등학교,2022,641
B000003045,인천한길초등학교,2023,585
B000003045,인천한길초등학교,2024,520
B000003045,인천한길초등학교,2025,447
B000026155,인천한들초등학교,2024,699
B000026155,인천한들초등학교,2025,766
B000026469,인천한별초등학교,2022,1479
B000026469,인천한별초등학교,2023,1486
B000026469,인천한별초등학교,2024,1589
B000026469,인천한별초등학교,2025,1599
B000022832,인천한빛초등학교,2020,1193
B000022832,인천한빛초등학교,2021,1182
B000022832,인천한빛초등학교,2022,1145
B000022832,인천한빛초등학교,2023,1093
B000022832,인천한빛초등학교,2024,1001
B000022832,인천한빛초등학교,2025,923
B000003055,인천함박초등학교,2020,552
B000003055,인천함박초등학교,2021,506
B000003055,인천함박초등학교,2022,529
B000003055,인천함박초등학교,2023,551
B000003055,인천함박초등학교,2024,544
B000003055,인천함박초등학교,2025,454
B000026467,인천해든초등학교,2022,829
B000026467,인천해든초등학교,2023,1867
B000026467,인천해든초등학교,2024,1684
B000026467,인천해든초등학교,2025,1668
B000003110,인천해서초등학교,2020,291
B000003110,인천해서초등학교,2021,253
B000003110,인천해서초등학교,2022,225
B000003110,인천해서초등학교,2023,189
B000003110,인천해서초등학교,2024,160
B000003110,인천해서초등학교,2025,141
B000003066,인천해송초등학교,2020,848
B000003066,인천해송초등학교,2021,835
B000003066,인천해송초등학교,2022,775
B000003066,인천해송초등학교,2023,702
B000003066,인천해송초등학교,2024,645
B000003066,인천해송초등학교,2025,555
B000003133,인천해원초등학교,2020,1844
B000003133,인천해원초등학교,2021,2008
B000003133,인천해원초등학교,2022,2005
B000003133,인천해원초등학교,2023,2009
B000003133,인천해원초등학교,2024,1977
B000003133,인천해원초등학교,2025,1833
B000025222,인천현송초등학교,2021,415
B000025222,인천현송초등학교,2022,494
B000025222,인천현송초등학교,2023,513
B000025222,인천현송초등학교,2024,812
B000025222,인천현송초등학교,2025,801
B000003113,인천화전초등학교,2020,965
B000003113,인천화전초등학교,2021,938
B000003113,인천화전초등학교,2022,892
B000003113,인천화전초등학교,2023,853
B000003113,인천화전초등학교,2024,758
B000003113,인천화전초등학교,2025,688
B000003108,인천효성남초등학교,2020,609
B000003108,인천효성남초등학교,2021,571
B000003108,인천효성남초등학교,2022,670
B000003108,인천효성남초등학교,2023,689
B000003108,인천효성남초등학교,2024,650
B000003108,인천효성남초등학교,2025,633
B000003107,인천효성동초등학교,2020,280
B000003107,인천효성동초등학교,2021,251
B000003107,인천효성동초등학교,2022,235
B000003107,인천효성동초등학교,2023,212
B000003107,인천효성동초등학교,2024,321
B000003107,인천효성동초등학교,2025,454
B000003131,인천효성서초등학교,2020,578
B000003131,인천효성서초등학교,2021,557
B000003131,인천효성서초등학교,2022,533
B000003131,인천효성서초등학교,2023,485
B000003131,인천효성서초등학교,2024,414
B000003131,인천효성서초등학교,2025,341
B000003109,인천효성초등학교,2020,412
B000003109,인천효성초등학교,2021,370
B000003109,인천효성초등학교,2022,363
B000003109,인천효성초등학교,2023,320
B000003109,인천효성초등학교,2024,287
B000003109,인천효성초등학교,2025,272
B000003012,인천후정초등학교,2020,517
B000003012,인천후정초등학교,2021,488
B000003012,인천후정초등학교,2022,456
B000003012,인천후정초등학교,2023,416
B000003012,인천후정초등학교,2024,351
B000003012,인천후정초등학교,2025,297
B000003175,조산초등학교,2020,43
B000003175,조산초등학교,2021,45
B000003175,조산초등학교,2022,43
B000003175,조산초등학교,2023,45
B000003175,조산초등학교,2024,40
B000003175,조산초등학교,2025,42
B000003185,하점초등학교,2020,53
B000003185,하점초등학교,2021,52
B000003185,하점초등학교,2022,53
B000003185,하점초등학교,2023,45
B000003185,하점초등학교,2024,45
B000003185,하점초등학교,2025,37
B000003047,한일초등학교,2020,258
B000003047,한일초등학교,2021,269
B000003047,한일초등학교,2022,294
B000003047,한일초등학교,2023,309
B000003047,한일초등학교,2024,323
B000003047,한일초등학교,2025,317
B000003180,합일초등학교,2020,172
B000003180,합일초등학교,2021,175
B000003180,합일초등학교,2022,161
B000003180,합일초등학교,2023,150
B000003180,합일초등학교,2024,135
B000003180,합일초등학교,2025,131
B000003189,해명초등학교,2020,18
B000003189,해명초등학교,2021,25
B000003189,해명초등학교,2022,28
B000003189,해명초등학교,2023,19
B000003189,해명초등학교,2024,11
B000003189,해명초등학교,2025,7
B000003176,화도초등학교,2020,98
B000003176,화도초등학교,2021,103
B000003176,화도초등학교,2022,88
B000003176,화도초등학교,2023,68
B000003176,화도초등학교,2024,56
B000003176,화도초등학교,2025,41
