학교ID,학교명,위도,경도,소재지도로명주소,시도교육청명
B000026467,인천해든초등학교,37.58528544,126.7076761,인천광역시 서구 서로3로 60,인천광역시교육청
B000003083,인천도림초등학교,37.41903649,126.7320005,인천광역시 남동구 논고개로334번길 21,인천광역시교육청
B000003177,대월초등학교,37.76056025,126.490173,인천광역시 강화군 강화읍 대월로 216,인천광역시교육청
B000002997,북포초등학교,37.95861923,124.6616246,인천광역시 옹진군 백령면 가을길 117,인천광역시교육청
B000003094,인천신월초등학교,37.44792853,126.7233722,인천광역시 남동구 인주대로776번길 14,인천광역시교육청
B000003171,인천검암초등학교,37.56796266,126.678293,인천광역시 서구 승학로 599번길 45,인천광역시교육청
B000022834,인천청람초등학교,37.53869636,126.6453133,인천광역시 서구 청라커낼로 336,인천광역시교육청
B000003169,인천신현초등학교,37.51473968,126.6701041,인천광역시 서구 율도로77번길 1,인천광역시교육청
B000003085,인천장도초등학교,37.40789739,126.7336259,인천광역시 남동구 포구로 112,인천광역시교육청
B000003161,인천금곡초등학교,37.6054434,126.650610,인천광역시 서구 완정로228번길 19,인천광역시교육청
B000025256,인천송원초등학교,37.38595715,126.6692883,인천광역시 연수구 송도과학로51번길 60,인천광역시교육청
B000003004,인천남부초등학교이작분교장,37.17676235,126.2527598,인천광역시 옹진군 자월면 대이작로 60,인천광역시교육청
B000003183,불은초등학교,37.6836163,126.4874954,인천광역시 강화군 불은면 불은남로544번길 9,인천광역시교육청
B000003082,인천만수초등학교,37.44730181,126.7347827,인천광역시 남동구 소래로 652,인천광역시교육청
B000002980,인천관교초등학교,37.44625655,126.692780,인천광역시 미추홀구 인하로 414,인천광역시교육청
B000003110,인천해서초등학교,37.54015932,126.7177114,인천광역시 계양구 계산로 42-1,인천광역시교육청
B000025196,인천장서초등학교,37.42921635,126.7453281,인천광역시 남동구 서창남순환로 109,인천광역시교육청
B000003045,인천한길초등학교,37.51911675,126.7455438,인천광역시 부평구 영성중로 32,인천광역시교육청
B000003167,인천석남서초등학교,37.50014147,126.6703935,인천광역시 서구 건지로249번길 6,인천광역시교육청
B000003173,길상초등학교,37.63846399,126.4904289,인천광역시 강화군 길상면 삼랑성길 22,인천광역시교육청
B000025206,인천새봄초등학교,37.40969162,126.6576225,인천광역시 연수구 앵고개로104번길 34,인천광역시교육청
B000003033,인천부마초등학교,37.50634715,126.7058972,인천광역시 부평구 안남로253번길 41,인천광역시교육청
B000003182,선원초등학교,37.71504985,126.4799441,인천광역시 강화군 선원면 강화동로 924,인천광역시교육청
B000003009,인천대정초등학교,37.4932149,126.7098548,인천광역시 부평구 안남로 115,인천광역시교육청
B000003000,인천삼목초등학교장봉분교장,37.5339125,126.3376011,인천광역시 옹진군 북도면 장봉로 553,인천광역시교육청
B000003119,인천소양초등학교,37.55625874,126.7425332,인천광역시 계양구 박촌로 53,인천광역시교육청
B000003111,인천안남초등학교,37.5412094,126.7324017,인천광역시 계양구 경명대로1114번길 26,인천광역시교육청
B000002995,영흥초등학교,37.25379102,126.4668803,인천광역시 옹진군 영흥면 영흥로 440-8,인천광역시교육청
B000003064,인천옥련초등학교,37.42551392,126.6488193,인천광역시 연수구 한진로 30,인천광역시교육청
B000003063,인천문남초등학교,37.42099336,126.6792927,인천광역시 연수구 먼우금로 273,인천광역시교육청
B000003059,인천동춘초등학교,37.40969974,126.6686618,인천광역시 연수구 앵고개로 224,인천광역시교육청
B000003068,인천먼우금초등학교,37.39330645,126.6541879,인천광역시 연수구 해돋이로84번길 33,인천광역시교육청
B000003023,인천부평북초등학교,37.52086593,126.7293597,인천광역시 부평구 주부토로 292,인천광역시교육청
B000003097,인천논현초등학교,37.40518025,126.7305927,인천광역시 남동구 소래역로 102,인천광역시교육청
B000003066,인천해송초등학교,37.3809103,126.6492847,인천광역시 연수구 인천타워대로54번길 46,인천광역시교육청
