학교ID,학교명,gu,iso_park_count,iso_park_area,buf_park_count,buf_park_area,iso_child_total,iso_child_6_12,child_pop_quartile,expected_park_count,gap_count,expected_park_area,gap_area,case_type,priority_score,redev_완료수,redev_진행중수,redev_예정수,redev_status,iso_green_ratio,iso_green_ratio_raw,iso_playground_count,is_separate_bundle_tag,is_low_access_tag,is_case_conflict_tag,isochrone_area_m2,iso_park_count_raw,iso_park_area_raw,green_bucket,case_label,priority_rank,is_island_tag,student_slope,is_new_school,nearest_park_dist_m,apt_blocked_m2,apt_gap_ratio,access_ratio,blocked_park_count,blocked_park_intersect_m2,current_green_ratio,corrected_green_ratio,green_ratio_delta,iso_green_ratio_before_apt
B000003073,인천정각초등학교,남동구,1,127.10879465632112,4,8502.326651093503,487,320,Q4,2.8823529411764706,-1.8823529411764703,131177.18088235296,-130580.18088235296,2,3.0,0,0,0,없음,0.01958722579878625,0.01958722579878625,0,0,1,0,648937.2,1,127.10879465632112,low,접근 가능하나 녹지 부족,28,0,-83.2,0,335.8,358349,0.579,0.25,1,1152,0.0742,0.0196,-0.0546,0.0437418978616166
B000003074,인천간석초등학교,남동구,2,3416.108556408497,4,5596.159582606711,795,517,Q4,2.8823529411764706,-0.8823529411764706,131177.18088235296,-127386.18088235296,2,3.0,0,0,0,없음,0.5866800278239098,0.5866800278239098,0,0,1,0,582277.97,2,3416.108556408497,low,접근 가능하나 녹지 부족,73,0,2.8285714285714283,0,185.4,284387,0.585,0.5,1,14,1.1468,0.5867,-0.5601,1.1467647108099863
B000003075,인천구월서초등학교,남동구,4,30878.306754623678,7,54132.188510777145,461,276,Q4,2.8823529411764706,2.117647058823529,131177.18088235296,-79842.68088235296,4,1.0,1,0,0,완료포함,7.792814927083261,7.792814927083261,0,0,0,0,396240.73,4,30878.306754623678,high,접근 양호,10,0,10.914285714285716,0,225.2,90493,0.189,0.5714285714285714,4,8589,10.0993,7.7928,-2.3065,10.099275952466034
B000003076,인천상아초등학교,남동구,0,0.0,2,2112.6025356657374,208,135,Q2,1.9852941176470589,-1.9852941176470589,128374.85739705882,-128374.85739705882,2,3.0,0,0,0,없음,0.0,0.0,0,0,0,1,672353.35,0,0.0,low,접근 가능하나 녹지 부족,2,0,-55.85714285714285,0,434.0,434386,0.615,0.0,2,1748,0.0,0.0,0.0,0.6372979555441226
B000003077,상인천초등학교,남동구,5,13260.63,4,17438.936972055282,553,356,Q4,2.8823529411764706,-1.8823529411764703,131177.18088235296,-127991.18088235296,3,2.0,0,0,2,예정만,1.9273,1.9273,0,0,0,0,688048.78,1,347.63006255740413,middle,"접근 가능, 중간 수준",39,0,-51.3142857142857,0,473.0,383906,0.8,1.25,4,12913,0.1143,1.9273,1.813,0.1142983103419562
B000003078,인천석정초등학교,남동구,4,5602.363228050237,5,6656.045754798057,463,275,Q4,2.8823529411764706,2.117647058823529,131177.18088235296,-124800.18088235296,3,2.0,0,0,1,예정만,1.462765164950084,1.462765164950084,1,0,0,0,382998.13,4,5602.363228050237,middle,"접근 가능, 중간 수준",21,0,-13.742857142857142,0,107.8,71276,0.151,0.8,0,0,1.7972,1.4628,-0.3344,1.7972298521418857
B000003079,인천만수북초등학교,남동구,0,0.0,6,3983.2312723887226,376,254,Q3,2.485294117647059,-2.485294117647059,144452.72647058824,-144452.72647058824,2,3.0,0,0,1,예정만,0.0,0.0,0,0,0,1,314766.62,0,0.0,low,접근 가능하나 녹지 부족,4,0,-79.88571428571431,0,384.0,171154,0.267,0.0,1,15,0.0,0.0,0.0,0.8613449126540837
B000003080,인천동부초등학교,남동구,4,1254.619396221896,6,3986.226455567711,677,457,Q4,2.8823529411764706,3.117647058823529,131177.18088235296,-130259.18088235296,2,3.0,0,0,1,예정만,0.24986298101602367,0.24986298101602367,1,0,0,0,502122.96,4,1254.619396221896,low,접근 가능하나 녹지 부족,44,0,-22.42857142857144,0,147.6,178875,0.356,0.6666666666666666,0,0,0.4456,0.2499,-0.1957,0.3881291030188411
B000003081,인천인수초등학교,남동구,3,4064.4496625356323,5,22970.059800575127,136,87,Q2,1.9852941176470589,3.014705882352941,128374.85739705882,-109266.85739705882,3,2.0,0,0,0,없음,1.2435523597055873,1.2435523597055873,2,0,0,0,326841.86,3,4064.4496625356323,middle,"접근 가능, 중간 수준",12,0,-21.08571428571429,0,328.5,166218,0.267,0.6,3,12012,2.5304,1.2436,-1.2868,2.5304146274430472
B000003082,인천만수초등학교,남동구,6,10473.152030595653,8,16822.48264289434,236,168,Q2,1.9852941176470589,4.014705882352941,128374.85739705882,-114176.85739705882,3,2.0,0,0,0,없음,2.4007049187480236,2.4007049187480236,0,0,0,0,436253.2,6,10473.152030595653,middle,"접근 가능, 중간 수준",52,0,-8.942857142857141,0,132.2,145374,0.256,0.75,1,1,4.8396,2.4007,-2.4389,4.308029148461544
B000003083,인천도림초등학교,남동구,4,6870.128197032104,7,18871.650817157682,23,16,Q1,1.1323529411764706,2.867647058823529,74437.42647058824,-59475.42647058824,3,2.0,0,0,0,없음,2.4994037912781764,2.4994037912781764,1,0,0,0,274870.68,4,6870.128197032104,middle,"접근 가능, 중간 수준",53,0,-46.77142857142858,0,40.0,63623,0.091,0.5714285714285714,1,1451,7.8564,2.4994,-5.357,5.94481771124423
B000003084,인천은봉초등학교,남동구,2,39205.93586813205,4,64071.13357983067,274,203,Q3,2.485294117647059,-0.4852941176470589,144452.72647058824,-82861.72647058824,4,1.0,0,0,0,없음,8.611265807655744,8.611265807655744,0,0,1,0,455286.56,2,39205.93586813205,high,접근 양호,11,0,-24.42857142857143,0,372.2,143952,0.268,0.5,1,2361,15.8904,8.6113,-7.2791,17.16466623640288
B000003085,인천장도초등학교,남동구,1,692.3503179752378,7,28024.357141892997,149,99,Q2,1.9852941176470589,-0.9852941176470588,128374.85739705882,-126634.85739705882,2,3.0,0,0,0,없음,0.157616391854827,0.157616391854827,0,0,1,0,439262.89,1,692.3503179752378,low,접근 가능하나 녹지 부족,38,0,-24.257142857142856,0,298.0,208672,0.3,0.14285714285714285,4,7795,0.7816,0.1576,-0.624,0.7533715694877853
B000003086,인천동방초등학교,남동구,3,2240.3991410007475,3,26401.198370678852,352,252,Q3,2.485294117647059,0.5147058823529411,144452.72647058824,-109352.72647058824,2,3.0,0,0,0,없음,0.4381660153858343,0.4381660153858343,0,0,0,0,511312.85,3,2240.3991410007475,low,접근 가능하나 녹지 부족,59,0,-77.00000000000001,0,34.6,153984,0.29,1.0,1,778,0.8726,0.4382,-0.4344,0.8446316945807069
B000003087,인천원동초등학교,남동구,3,1321.584724145398,6,58208.389902767936,229,161,Q2,1.9852941176470589,1.0147058823529411,128374.85739705882,-88742.85739705882,2,3.0,0,0,0,없음,0.21332760990371286,0.21332760990371286,0,0,1,0,619509.46,3,1321.584724145398,low,접근 가능하나 녹지 부족,42,0,-115.20000000000002,0,258.7,379947,0.564,0.5,6,20556,1.1917,0.2133,-0.9784,12.712617691444242
B000003088,인천사리울초등학교,남동구,3,4645.519293357596,3,130289.90509404935,162,117,Q2,1.9852941176470589,1.0147058823529411,128374.85739705882,469549.1426029412,3,2.0,0,0,0,없음,1.1622647717365993,1.1622647717365993,0,0,0,0,399695.44,3,4645.519293357596,middle,"접근 가능, 중간 수준",7,0,-12.4,0,137.0,130624,0.204,1.0,2,11400,3.1165,1.1623,-1.9542,2.275254713871521
B000003089,인천고잔초등학교,남동구,5,21864.86656021045,7,128760.68352902628,272,196,Q3,2.485294117647059,2.514705882352941,144452.72647058824,456964.27352941176,3,2.0,0,0,0,없음,3.967375285565295,3.967375285565295,0,0,0,0,551116.67,5,21864.86656021045,middle,"접근 가능, 중간 수준",83,0,-30.82857142857143,0,80.4,259659,0.435,0.7142857142857143,7,64186,11.6472,3.9674,-7.6798,9.5075196551247
B000003090,인천약산초등학교,남동구,5,39842.740934581896,5,70050.55322421438,395,243,Q3,2.485294117647059,2.514705882352941,144452.72647058824,-59961.72647058824,4,1.0,0,0,1,예정만,6.492673509705478,6.492673509705478,0,0,0,0,613656.93,5,39842.740934581896,high,접근 양호,4,0,-6.085714285714286,0,319.0,257520,0.602,1.0,3,3424,11.1875,6.4927,-4.6948,11.18747804313446
B000003091,인천주원초등학교,남동구,0,0.0,6,16937.76087785017,137,89,Q2,1.9852941176470589,-1.9852941176470589,128374.85739705882,-128374.85739705882,2,3.0,0,0,1,예정만,0.0,0.0,1,0,0,1,447459.0,0,0.0,low,접근 가능하나 녹지 부족,26,0,-3.314285714285714,0,249.0,212834,0.315,0.0,2,10148,0.0,0.0,0.0,0.5431887195128082
B000003092,인천송천초등학교,남동구,4,125953.7845047878,6,494729.28762677667,381,271,Q3,2.485294117647059,2.514705882352941,144452.72647058824,428780.27352941176,4,1.0,0,0,0,없음,29.699104063026095,29.699104063026095,1,0,0,0,424099.61,4,125953.7845047878,high,접근 양호,41,0,-44.25714285714286,0,180.7,163136,0.268,0.6666666666666666,6,66829,71.4801,29.6991,-41.781,79.73100343436143
B000003093,인천석천초등학교,남동구,0,0.0,1,1516.5610830226155,61,35,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,2,3.0,0,0,1,예정만,0.0,0.0,0,0,0,1,587426.41,0,0.0,low,접근 가능하나 녹지 부족,16,0,-7.199999999999999,0,180.0,362394,0.498,0.0,1,1152,0.0,0.0,0.0,0.6739300642905627
B000003094,인천신월초등학교,남동구,3,13028.060034718334,5,38969.188753664566,352,232,Q3,2.485294117647059,0.5147058823529411,144452.72647058824,-106939.72647058824,3,2.0,0,0,1,예정만,4.632029933247481,4.632029933247481,0,0,0,0,281260.2729789455,3,13028.060034718334,middle,"접근 가능, 중간 수준",90,0,-39.22857142857143,0,248.3,0,0.0,0.6,0,0,4.632,4.632,0.0,4.632029933248968
B000003095,인천구월초등학교,남동구,3,17720.398666068482,4,51141.3524028276,1173,803,Q4,2.8823529411764706,0.1176470588235294,131177.18088235296,-4401.180882352957,3,2.0,0,0,0,없음,3.3186774817289066,3.3186774817289066,0,0,0,0,533959.65,3,17720.398666068482,middle,"접근 가능, 중간 수준",73,0,-47.88571428571429,0,277.8,152936,0.344,0.75,1,9592,5.2111,3.3187,-1.8924,4.650734554661781
B000003096,인천소래초등학교,남동구,2,3237.6278361129316,6,34437.20167578367,257,172,Q3,2.485294117647059,-0.4852941176470589,144452.72647058824,-141161.72647058824,2,3.0,0,0,0,없음,0.5334057357153046,0.5334057357153046,0,0,1,0,606972.82,2,3237.6278361129316,low,접근 가능하나 녹지 부족,68,0,-1.399999999999999,0,342.7,322620,0.518,0.3333333333333333,4,18452,2.0116,0.5334,-1.4782,1.1555067025257184
B000003097,인천논현초등학교,남동구,3,3150.918865321629,5,24067.72518279369,313,221,Q3,2.485294117647059,0.5147058823529411,144452.72647058824,-80963.72647058824,2,3.0,0,0,0,없음,0.6280480078867856,0.6280480078867856,0,0,0,0,501700.32,3,3150.918865321629,low,접근 가능하나 녹지 부족,76,0,-46.31428571428572,0,0.0,173162,0.32,0.6,1,1420,1.2927,0.628,-0.6647,1.3912280110046027
B000003098,인천논곡초등학교,남동구,4,50646.57702545641,5,195712.8406930956,103,70,Q1,1.1323529411764706,2.867647058823529,74437.42647058824,147952.57352941175,4,1.0,0,0,0,없음,12.639458530791469,12.639458530791469,0,0,0,0,400702.11,4,50646.57702545641,high,접근 양호,23,0,-42.51428571428571,0,343.5,131614,0.215,0.8,5,29633,28.7395,12.6395,-16.1,30.98207138282517
B000003099,인천새말초등학교,남동구,4,8191.519076224632,5,22978.04695572003,678,458,Q4,2.8823529411764706,1.1176470588235294,131177.18088235296,-112926.18088235296,3,2.0,0,0,0,없음,1.2642029902354697,1.2642029902354697,0,0,0,0,647959.16,4,8191.519076224632,middle,"접근 가능, 중간 수준",13,0,-30.857142857142865,0,140.8,241904,0.553,0.8,5,9951,2.3576,1.2642,-1.0934,2.557076312687857
B000003100,인천조동초등학교,남동구,4,18668.196514076717,4,193659.13840423705,428,289,Q4,2.8823529411764706,1.1176470588235294,131177.18088235296,2551300.719117647,3,2.0,0,0,0,없음,4.151704485834496,4.151704485834496,0,0,0,0,449651.38,4,18668.196514076717,middle,"접근 가능, 중간 수준",88,0,-57.25714285714287,0,287.3,116420,0.214,1.0,4,8071,7.572,4.1517,-3.4203,9.002906410584187
B000003101,인천인동초등학교,남동구,3,1938.3522971684026,11,11625.85044791739,736,493,Q4,2.8823529411764706,0.1176470588235294,131177.18088235296,-124699.18088235296,2,3.0,0,0,0,없음,0.39380358801775606,0.39380358801775606,0,0,1,0,492212.96,3,1938.3522971684026,low,접근 가능하나 녹지 부족,55,0,-69.8857142857143,0,215.9,150305,0.294,0.2727272727272727,4,3450,0.7107,0.3938,-0.3169,0.774784652553827
B000003102,인천장수초등학교,남동구,3,7009.58,4,54987.96071252192,61,38,Q1,1.1323529411764706,-0.1323529411764705,74437.42647058824,-70437.42647058824,3,2.0,0,0,0,없음,2.2217,2.2217,0,0,0,1,315511.47,1,3993.577572144285,middle,"접근 가능, 중간 수준",49,0,-24.057142857142857,0,602.6,65109,0.093,0.75,2,3016,3.2737,2.2217,-1.052,1.5948634735743594
B000003103,인천담방초등학교,남동구,1,5351.83716276138,2,11848.887616221697,121,88,Q2,1.9852941176470589,-0.9852941176470588,128374.85739705882,-117995.85739705882,3,2.0,0,0,0,없음,1.4099501467244715,1.4099501467244715,0,0,1,0,379576.34,1,5351.83716276138,middle,"접근 가능, 중간 수준",20,0,-47.057142857142864,0,21.6,151652,0.223,0.5,0,0,5.2059,1.41,-3.7959,4.546392647853176
B000003104,인천남동초등학교,남동구,7,10955.68052923704,8,17019.91056340309,352,254,Q3,2.485294117647059,4.514705882352941,144452.72647058824,-127578.72647058824,3,2.0,0,0,0,없음,1.9128464442947004,1.9128464442947004,0,0,0,0,572742.29,7,10955.68052923704,middle,"접근 가능, 중간 수준",38,0,-58.51428571428571,0,36.5,200237,0.419,0.875,1,1,3.5824,1.9128,-1.6696,2.995754420770288
B000003105,인천서창초등학교,남동구,4,6693.678531575792,5,21646.18945519121,448,325,Q4,2.8823529411764706,1.1176470588235294,131177.18088235296,-107784.18088235296,3,2.0,0,0,0,없음,1.6286117200702412,1.6286117200702412,0,0,0,0,411005.18,4,6693.678531575792,middle,"접근 가능, 중간 수준",30,0,-94.68571428571428,0,278.9,99590,0.177,0.8,1,535,3.0335,1.6286,-1.4049,2.237754697540043
B000003106,경인교육대학교부설초등학교,계양구,1,10068.97828279353,1,22773.376105150805,168,96,Q2,1.9852941176470589,-0.9852941176470588,128374.85739705882,-105564.85739705882,3,2.0,0,0,2,예정만,2.9306837466104616,2.9306837466104616,0,0,0,0,343570.96,1,10068.97828279353,middle,"접근 가능, 중간 수준",63,0,-1.9142857142857144,0,53.9,95502,0.147,1.0,1,545,7.4337,2.9307,-4.503,9.180260161208942
B000003107,인천효성동초등학교,계양구,0,0.0,4,14455.125072260442,340,193,Q3,2.485294117647059,-2.485294117647059,144452.72647058824,-144452.72647058824,2,3.0,0,0,1,예정만,0.0,0.0,0,0,0,1,471082.42,0,0.0,low,접근 가능하나 녹지 부족,9,0,30.2,0,280.0,202130,0.331,0.0,2,546,0.0,0.0,0.0,1.7627653461274069
B000003108,인천효성남초등학교,계양구,3,11327.909628999998,3,17122.46384055347,516,315,Q4,2.8823529411764706,0.1176470588235294,131177.18088235296,-114027.18088235296,3,2.0,0,1,3,진행중포함,2.5708036190159373,2.5708036190159373,0,0,0,0,440636.91,3,11327.909628999998,middle,"접근 가능, 중간 수준",55,0,10.742857142857142,0,121.0,92704,0.213,1.0,1,100,3.2558,2.5708,-0.685,3.255774099314918
B000003109,인천효성초등학교,계양구,1,5628.336639215911,1,22773.376105150805,189,108,Q2,1.9852941176470589,-0.9852941176470588,128374.85739705882,-105564.85739705882,3,2.0,0,0,1,예정만,1.7656610506284354,1.7656610506284354,0,0,0,0,318766.54,1,5628.336639215911,middle,"접근 가능, 중간 수준",35,0,-28.342857142857145,0,76.0,77907,0.123,1.0,1,545,3.7961,1.7657,-2.0304,9.455044431958395
B000003110,인천해서초등학교,계양구,1,1150.1641854125705,1,1483.0150314158257,161,105,Q2,1.9852941176470589,-0.9852941176470588,128374.85739705882,-126889.45739705882,2,3.0,0,0,0,없음,0.37361033074560235,0.37361033074560235,0,0,0,0,307851.28,1,1150.1641854125705,low,접근 가능하나 녹지 부족,53,0,-30.42857142857144,0,268.2,8992,0.015,1.0,0,0,0.5826,0.3736,-0.209,0.4962251836267911
B000003111,인천안남초등학교,계양구,3,956.9981510493486,4,4855.817061270039,538,344,Q4,2.8823529411764706,0.1176470588235294,131177.18088235296,-126958.88088235295,2,3.0,0,0,0,없음,0.2441562295330539,0.2441562295330539,0,0,0,0,391961.39,3,956.9981510493486,low,접근 가능하나 녹지 부족,43,0,-53.28571428571429,0,496.0,67567,0.147,0.75,1,183,0.295,0.2442,-0.0508,0.2950106959445095
B000003112,인천성지초등학교,계양구,1,6752.8111333462075,3,19359.435341741155,266,167,Q3,2.485294117647059,-1.4852941176470589,144452.72647058824,-133575.72647058824,3,2.0,0,0,0,없음,1.9557075410392821,1.9557075410392821,0,0,1,0,345287.37,1,6752.8111333462075,middle,"접근 가능, 중간 수준",40,0,-25.200000000000006,0,376.0,59717,0.105,0.3333333333333333,3,2192,3.1397,1.9557,-1.184,2.364674964341033
B000003113,인천화전초등학교,계양구,1,300.24148991027323,1,313.654849055474,624,406,Q4,2.8823529411764706,-1.8823529411764703,131177.18088235296,-130886.18088235296,2,3.0,0,1,1,진행중포함,0.061297123902397846,0.061297123902397846,0,0,0,0,489813.34,1,300.24148991027323,low,접근 가능하나 녹지 부족,31,0,-56.11428571428572,0,400.0,128836,0.304,1.0,0,0,0.0832,0.0613,-0.0219,0.0831746089557095
B000003114,인천서운초등학교,계양구,2,10875.462603139764,7,74885.60565808337,195,124,Q2,1.9852941176470589,0.0147058823529411,128374.85739705882,-103187.4573970588,3,2.0,0,0,0,없음,2.5528968485141794,2.5528968485141794,0,0,1,0,426004.78,2,10875.462603139764,middle,"접근 가능, 중간 수준",54,0,29.485714285714288,0,60.0,161238,0.258,0.2857142857142857,6,14557,6.8263,2.5529,-4.2734,6.791046180430698
B000003115,인천신대초등학교,계양구,3,9773.3170962579,7,44312.217474625584,146,94,Q2,1.9852941176470589,1.0147058823529411,128374.85739705882,-102414.65739705882,3,2.0,0,0,0,없음,2.365825653688615,2.365825653688615,0,0,1,0,413103.86,3,9773.3170962579,middle,"접근 가능, 중간 수준",51,0,-59.40000000000001,0,148.0,168262,0.258,0.42857142857142855,4,6678,7.3702,2.3658,-5.0044,7.052506123416002
B000003116,인천길주초등학교,계양구,3,8621.00720577301,6,31761.869537051032,175,110,Q2,1.9852941176470589,1.0147058823529411,128374.85739705882,-119012.45739705882,3,2.0,0,0,0,없음,1.9124034769495923,1.9124034769495923,0,0,1,0,450794.37,3,8621.00720577301,middle,"접근 가능, 중간 수준",37,0,-44.14285714285714,0,69.6,204126,0.334,0.5,3,194,4.987,1.9124,-3.0746,3.789447213131715
B000003117,인천병방초등학교,계양구,2,2564.1763196333277,5,11354.340074237465,396,253,Q3,2.485294117647059,-0.4852941176470589,144452.72647058824,-141884.42647058825,2,3.0,0,0,0,없음,0.5712368516252214,0.5712368516252214,0,0,1,0,448881.46,2,2564.1763196333277,low,접근 가능하나 녹지 부족,72,0,-42.11428571428571,0,291.1,106442,0.24,0.4,1,704,0.7488,0.5712,-0.1776,0.7487969674679869
B000003118,인천양촌초등학교,계양구,2,3919.709714846311,2,6085.2138255536265,140,92,Q2,1.9852941176470589,0.0147058823529411,128374.85739705882,-122279.85739705882,2,3.0,0,0,0,없음,0.9969099897692957,0.9969099897692957,0,0,0,0,393185.92,2,3919.709714846311,low,접근 가능하나 녹지 부족,91,0,-23.68571428571428,0,216.0,38121,0.07,1.0,0,0,1.6276,0.9969,-0.6307,1.3783769594460655
B000003119,인천소양초등학교,계양구,2,2549.89660458207,2,6439.643835073066,72,48,Q1,1.1323529411764706,0.8676470588235294,74437.42647058824,-67987.42647058824,2,3.0,0,0,1,예정만,0.7824247524129946,0.7824247524129946,0,0,0,0,325896.72,2,2549.89660458207,low,접근 가능하나 녹지 부족,84,0,-20.88571428571429,0,244.0,44679,0.077,1.0,0,0,1.2743,0.7824,-0.4919,0.9067339770902932
B000003120,인천당산초등학교,계양구,1,1751.1423892753253,4,20513.510396502756,98,70,Q1,1.1323529411764706,-0.1323529411764705,74437.42647058824,-72507.22647058824,2,3.0,0,0,0,없음,0.6239757267435613,0.6239757267435613,0,0,1,0,280642.71,1,1751.1423892753253,low,접근 가능하나 녹지 부족,75,0,-117.39999999999998,0,433.0,77815,0.109,0.25,2,3604,2.4224,0.624,-1.7984,1.0604382310630889
B000003121,인천귤현초등학교,계양구,6,7118.706266194435,8,11592.425832896035,208,138,Q2,1.9852941176470589,4.014705882352941,128374.85739705882,-120036.65439705882,3,2.0,0,0,0,없음,2.044130890132242,2.044130890132242,0,0,0,0,348251.0,6,7118.706266194435,middle,"접근 가능, 중간 수준",44,0,-56.42857142857142,0,134.7,84044,0.147,0.75,3,1477,3.3767,2.0441,-1.3326,2.6955495748542173
B000003122,인천계양초등학교,계양구,4,5240.837950873738,4,11099.15046738057,136,88,Q2,1.9852941176470589,2.014705882352941,128374.85739705882,-117257.85739705882,3,2.0,0,0,0,없음,1.8937599784556867,1.8937599784556867,0,0,0,0,276742.46,4,5240.837950873738,middle,"접근 가능, 중간 수준",36,0,-41.28571428571429,0,161.3,25972,0.049,1.0,1,190,2.0899,1.8938,-0.1961,2.089894480044483
B000003123,인천계산초등학교,계양구,4,10003.44,3,31649.795899396493,187,123,Q2,1.9852941176470589,0.0147058823529411,128374.85739705882,217379.2426029412,3,2.0,0,0,2,예정만,2.7591,2.7591,0,0,0,0,362557.8,2,7199.443072100061,middle,"접근 가능, 중간 수준",60,0,-16.057142857142857,0,444.0,42708,0.079,1.3333333333333333,2,2804,2.9334,2.7591,-0.1743,2.250882443972057
B000003124,인천안산초등학교,계양구,0,0.0,2,4696.586715929878,338,216,Q3,2.485294117647059,-2.485294117647059,144452.72647058824,-144452.72647058824,2,3.0,0,0,1,예정만,0.0,0.0,0,0,0,1,372367.8,0,0.0,low,접근 가능하나 녹지 부족,8,0,-37.400000000000006,0,300.0,165646,0.287,0.0,0,0,0.0,0.0,0.0,4.034359163253134
B000003125,인천부평초등학교,계양구,3,2595.7017673822756,4,5294.784984588225,434,285,Q4,2.8823529411764706,0.1176470588235294,131177.18088235296,-127323.08088235297,2,3.0,0,0,1,예정만,0.5604242405335393,0.5604242405335393,0,0,0,0,463167.29,3,2595.7017673822756,low,접근 가능하나 녹지 부족,71,0,-36.62857142857143,0,144.2,72309,0.184,0.75,2,193,0.6641,0.5604,-0.1037,0.664103032455061
B000003126,인천부현초등학교,계양구,2,2102.3966112456983,3,9948.749503175895,413,274,Q4,2.8823529411764706,-0.8823529411764706,131177.18088235296,-128408.08088235297,2,3.0,0,0,0,없음,0.6631027813950604,0.6631027813950604,0,0,0,0,317054.41,2,2102.3966112456983,low,접근 가능하나 녹지 부족,78,0,-43.85714285714286,0,327.0,82050,0.149,0.6666666666666666,0,0,0.8946,0.6631,-0.2315,0.8946200596759484
B000003127,인천부현동초등학교,계양구,3,17912.29515623833,4,43566.13741338441,390,265,Q3,2.485294117647059,0.5147058823529411,144452.72647058824,-103816.72647058824,3,2.0,0,0,0,없음,4.5129251923267155,4.5129251923267155,0,0,0,0,396910.97,3,17912.29515623833,middle,"접근 가능, 중간 수준",89,0,-69.14285714285714,0,285.4,87049,0.162,0.75,3,2112,7.178,4.5129,-2.6651,5.950883384083653
B000003128,인천작전초등학교,계양구,1,10336.259814300774,3,13389.47000380176,298,186,Q3,2.485294117647059,-1.4852941176470589,144452.72647058824,-132797.72647058824,3,2.0,0,0,0,없음,3.486382844695726,3.486382844695726,0,0,1,0,296475.18,1,10336.259814300774,middle,"접근 가능, 중간 수준",76,0,-44.00000000000001,0,267.0,89583,0.155,0.3333333333333333,0,0,4.996,3.4864,-1.5096,4.995964374419261
B000003129,인천작동초등학교,계양구,2,3458.1895034078425,3,31779.74527241585,568,376,Q4,2.8823529411764706,-0.8823529411764706,131177.18088235296,-115354.58088235297,2,3.0,0,2,0,진행중포함,0.6850368038353941,0.6850368038353941,0,0,0,0,504818.06,2,3458.1895034078425,low,접근 가능하나 녹지 부족,79,0,-25.885714285714283,0,437.0,205800,0.424,0.6666666666666666,2,2128,1.1565,0.685,-0.4715,1.1565152742571687
B000003130,인천명현초등학교,계양구,1,4036.294414255768,3,19906.217159216958,579,331,Q4,2.8823529411764706,-1.8823529411764703,131177.18088235296,-126436.18088235296,2,3.0,0,0,3,예정만,0.7255773337574369,0.7255773337574369,0,0,1,0,556287.28,1,4036.294414255768,low,접근 가능하나 녹지 부족,80,0,-34.31428571428571,0,343.0,170918,0.361,0.3333333333333333,2,565,1.2821,0.7256,-0.5565,1.047383531566876
B000003131,인천효성서초등학교,계양구,1,10985.436485180026,1,131091.1805943742,133,81,Q2,1.9852941176470589,-0.9852941176470588,128374.85739705882,2927.1426029411814,3,2.0,0,0,1,예정만,4.025006769209831,4.025006769209831,0,0,0,0,272929.64,1,10985.436485180026,middle,"접근 가능, 중간 수준",85,0,-47.485714285714295,0,478.0,68527,0.118,1.0,1,44978,5.3744,4.025,-1.3494,5.374410281414745
B000003132,인천계양초등학교상야분교장,계양구,1,1064.0355447528614,2,1856.8138921663895,2,1,Q1,1.1323529411764706,-0.1323529411764705,74437.42647058824,-72936.92647058824,3,2.0,0,0,0,없음,1.0316507437115296,1.0316507437115296,0,0,1,0,103139.12447974614,1,1064.0355447528614,middle,"접근 가능, 중간 수준",2,0,-0.9142857142857144,0,342.8,0,0.0,0.5,0,0,1.0317,1.0317,0.0,1.0316507437115296
B000003133,인천해원초등학교,서구,2,6142.127411096553,5,8464.864002215454,418,281,Q4,2.8823529411764706,-0.8823529411764706,131177.18088235296,-124405.18088235296,3,2.0,0,0,0,없음,1.2320473811876833,1.2320473811876833,0,0,1,0,498530.13,2,6142.127411096553,middle,"접근 가능, 중간 수준",10,0,-4.114285714285712,0,117.1,160844,0.34,0.4,0,0,1.9742,1.232,-0.7422,2.002192655298032
B000003134,인천경명초등학교,서구,0,0.0,3,155991.82699296135,135,90,Q2,1.9852941176470589,-1.9852941176470589,128374.85739705882,-128374.85739705882,2,3.0,0,0,0,없음,0.0,0.0,0,0,0,1,366588.7,0,0.0,low,접근 가능하나 녹지 부족,19,0,-88.99999999999999,0,96.0,160487,0.229,0.0,1,7518,0.0,0.0,0.0,10.332540912026216
B000003135,인천공촌초등학교,서구,4,45121.833822574335,6,160962.1424396173,137,92,Q2,1.9852941176470589,2.014705882352941,128374.85739705882,29660.14260294118,4,1.0,0,0,0,없음,19.611838646232385,19.611838646232385,0,0,0,0,230074.47,4,45121.833822574335,high,접근 양호,32,0,-48.2,0,248.8,8003,0.014,0.6666666666666666,1,8003,20.3186,19.6118,-0.7068,20.31860888282963
B000003137,인천간재울초등학교,서구,4,5614.609933478791,6,18132.647941216102,206,140,Q2,1.9852941176470589,2.014705882352941,128374.85739705882,-120798.85739705882,3,2.0,0,0,0,없음,1.5135651638653362,1.5135651638653362,0,0,0,0,370952.64,4,5614.609933478791,middle,"접근 가능, 중간 수준",24,0,-56.400000000000006,0,303.1,14208,0.027,0.6666666666666666,0,0,2.1147,1.5136,-0.6011,1.57384561353136
