학교ID,학교명,gu,iso_park_count,iso_park_area,buf_park_count,buf_park_area,iso_child_total,iso_child_6_12,child_pop_quartile,expected_park_count,gap_count,expected_park_area,gap_area,case_type,priority_score,redev_완료수,redev_진행중수,redev_예정수,redev_status,iso_green_ratio,iso_green_ratio_raw,iso_playground_count,is_separate_bundle_tag,is_low_access_tag,is_case_conflict_tag,isochrone_area_m2,iso_park_count_raw,iso_park_area_raw,green_bucket,case_label,priority_rank,is_island_tag,student_slope,is_new_school,nearest_park_dist_m,apt_blocked_m2,apt_gap_ratio,access_ratio,blocked_park_count,blocked_park_intersect_m2,current_green_ratio,corrected_green_ratio,green_ratio_delta,iso_green_ratio_before_apt
B000003007,인천부곡초등학교,부평구,1,557.5664542104203,1,14995.883783395004,147,96,Q2,1.9852941176470589,-0.9852941176470588,128374.85739705882,-113354.85739705882,2,3.0,0,0,0,없음,0.12206456662926578,0.12206456662926578,0,0,0,0,456779.94,1,557.5664542104203,low,접근 가능하나 녹지 부족,35,0,-76.94285714285715,0,420.0,392342,0.545,1.0,1,690,0.8653,0.1221,-0.7432,0.8652766612928748
B000003008,인천마곡초등학교,부평구,2,1719.0510845374115,5,152434.6017434685,281,139,Q3,2.485294117647059,-0.4852941176470589,144452.72647058824,-142096.72647058824,2,3.0,0,0,0,없음,0.4437281380784689,0.4437281380784689,0,0,1,0,387410.88,2,1719.0510845374115,low,접근 가능하나 녹지 부족,60,0,7.2857142857142865,0,0.0,144689,0.215,0.4,2,4188,1.5676,0.4437,-1.1239,9.943248646990908
B000003009,인천대정초등학교,부평구,0,0.0,1,16994.16843014128,257,173,Q3,2.485294117647059,-2.485294117647059,144452.72647058824,-144452.72647058824,2,3.0,0,0,0,없음,0.0,0.0,0,0,0,1,379347.22,0,0.0,low,접근 가능하나 녹지 부족,7,0,-73.77142857142859,0,317.0,178722,0.304,0.0,0,0,0.0,0.0,0.0,31.098836707466244
B000003010,인천청천초등학교,부평구,4,10239.93859439055,5,17901.13871616494,264,144,Q3,2.485294117647059,1.5147058823529411,144452.72647058824,-131086.72647058824,3,2.0,0,1,0,진행중포함,3.317320340155192,3.317320340155192,0,0,0,0,308681.03,4,10239.93859439055,middle,"접근 가능, 중간 수준",72,0,140.45714285714286,0,113.7,107451,0.184,0.8,1,56,5.0887,3.3173,-1.7714,5.088673306687804
B000003011,인천갈산초등학교,부평구,2,3571.7034488613926,7,18934.459693807632,98,62,Q1,1.1323529411764706,0.8676470588235294,74437.42647058824,-67859.42647058824,2,3.0,0,0,0,없음,0.7288598104312075,0.7288598104312075,0,0,1,0,490039.84,2,3571.7034488613926,low,접근 가능하나 녹지 부족,81,0,-18.142857142857142,0,212.0,247379,0.356,0.2857142857142857,4,4170,4.0095,0.7289,-3.2806,2.8846552111122645
B000003012,인천후정초등학교,부평구,2,1889.881372513143,9,45628.650875187464,119,76,Q2,1.9852941176470589,0.0147058823529411,128374.85739705882,-125255.85739705882,2,3.0,0,0,0,없음,0.5455648330370527,0.5455648330370527,0,0,1,0,346408.21,2,1889.881372513143,low,접근 가능하나 녹지 부족,70,0,-44.31428571428573,0,65.9,103603,0.153,0.2222222222222222,7,5456,1.7474,0.5456,-1.2018,10.935393515594876
B000003013,인천영선초등학교,부평구,2,2691.8955566472805,7,45787.18941934536,316,211,Q3,2.485294117647059,-0.4852941176470589,144452.72647058824,-120761.72647058824,2,3.0,0,0,2,예정만,0.5141392748558226,0.5141392748558226,0,0,1,0,523573.22,2,2691.8955566472805,low,접근 가능하나 녹지 부족,65,0,-48.457142857142856,0,145.9,275899,0.437,0.2857142857142857,4,3420,1.7627,0.5141,-1.2486,1.5220543439888587
B000003014,인천진산초등학교,부평구,2,6070.8244127202925,6,52583.03201250648,86,58,Q1,1.1323529411764706,0.8676470588235294,74437.42647058824,-64996.42647058824,3,2.0,0,0,0,없음,1.1956216280284764,1.1956216280284764,0,0,1,0,507754.65,2,6070.8244127202925,middle,"접근 가능, 중간 수준",8,0,-36.28571428571428,0,152.0,299507,0.404,0.3333333333333333,4,6949,14.021,1.1956,-12.8254,3.314945267010984
B000003015,인천구산초등학교,부평구,6,17152.817473550953,9,66644.73774332815,519,377,Q4,2.8823529411764706,3.117647058823529,131177.18088235296,-68431.18088235296,3,2.0,0,0,0,없음,3.390331381498732,3.390331381498732,0,0,0,0,505933.36,6,17152.817473550953,middle,"접근 가능, 중간 수준",74,0,-50.22857142857144,0,105.0,189384,0.38,0.6666666666666666,7,10119,6.0071,3.3903,-2.6168,7.333558879720495
B000003016,인천부일초등학교,부평구,4,6761.337809030278,11,60500.785477501995,399,248,Q3,2.485294117647059,1.5147058823529411,144452.72647058824,-114348.72647058824,3,2.0,0,0,0,없음,1.5021366351799392,1.5021366351799392,0,0,1,0,450114.7,4,6761.337809030278,middle,"접근 가능, 중간 수준",23,0,-25.31428571428572,0,0.0,174769,0.273,0.36363636363636365,9,15434,4.6878,1.5021,-3.1857,8.089542979419905
B000003017,인천부내초등학교,부평구,3,14894.441489509549,8,41262.27133967272,147,91,Q2,1.9852941176470589,1.0147058823529411,128374.85739705882,-101968.85739705882,3,2.0,0,0,0,없음,3.524285256551453,3.524285256551453,0,0,1,0,422623.04,3,14894.441489509549,middle,"접근 가능, 중간 수준",77,0,-44.97142857142857,0,263.6,203596,0.278,0.375,6,8481,28.6501,3.5243,-25.1258,10.593630107424817
B000003018,인천부개서초등학교,부평구,1,1161.974716546449,4,20716.070406725426,608,360,Q4,2.8823529411764706,-1.8823529411764703,131177.18088235296,-123658.18088235296,2,3.0,0,0,0,없음,0.3679600977371573,0.3679600977371573,0,0,1,0,315788.24,1,1161.974716546449,low,접근 가능하나 녹지 부족,52,0,39.6,0,232.0,95632,0.17,0.25,4,5600,0.5278,0.368,-0.1598,0.5277954968165556
B000003019,인천부광초등학교,부평구,5,18642.734369729464,9,47708.49721007339,908,565,Q4,2.8823529411764706,2.117647058823529,131177.18088235296,-90177.18088235296,3,2.0,0,0,3,예정만,3.0570253913540952,3.0570253913540952,0,0,0,0,609832.5,5,18642.734369729464,middle,"접근 가능, 중간 수준",66,0,-17.485714285714284,0,117.6,207130,0.455,0.5555555555555556,6,9560,5.6596,3.057,-2.6026,7.340267566053561
B000003020,인천일신초등학교,부평구,2,3906.7814648885765,2,4515.737839703132,374,219,Q3,2.485294117647059,-0.4852941176470589,144452.72647058824,-139929.72647058824,3,2.0,0,0,1,예정만,1.2819872277424875,1.2819872277424875,0,0,0,0,304744.18,2,3906.7814648885765,middle,"접근 가능, 중간 수준",15,0,-28.342857142857152,0,218.4,46045,0.088,1.0,0,0,1.5102,1.282,-0.2282,1.5101638632514265
B000003021,인천금마초등학교,부평구,0,0.0,3,7983.161566712802,42,27,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,2,3.0,0,0,0,없음,0.0,0.0,0,0,0,1,299614.92,0,0.0,low,접근 가능하나 녹지 부족,1,0,-19.94285714285715,0,477.0,49579,0.068,0.0,1,2503,0.0,0.0,0.0,1.219424800569216
B000003022,인천상정초등학교,부평구,2,3527.406635261815,5,55683.304116985084,355,190,Q3,2.485294117647059,-0.4852941176470589,144452.72647058824,-75595.72647058824,3,2.0,0,0,1,예정만,1.6248823099237288,1.6248823099237288,0,0,1,0,217086.9,2,3527.406635261815,middle,"접근 가능, 중간 수준",29,0,16.971428571428575,0,300.0,47918,0.078,0.4,2,5101,2.0851,1.6249,-0.4602,2.0851389467351726
B000003023,인천부평북초등학교,부평구,1,14542.116234189994,1,45612.646240213966,315,200,Q3,2.485294117647059,-1.4852941176470589,144452.72647058824,-98766.72647058824,3,2.0,0,0,1,예정만,3.6729581549778927,3.6729581549778927,0,0,0,0,395923.82,1,14542.116234189994,middle,"접근 가능, 중간 수준",80,0,-20.65714285714285,0,385.0,100266,0.181,1.0,0,0,6.3205,3.673,-2.6475,4.923080449423981
B000003024,인천갈월초등학교,부평구,7,46524.5767713925,9,90666.4351515238,500,299,Q4,2.8823529411764706,4.117647058823529,131177.18088235296,-22524.18088235296,4,1.0,0,0,0,없음,10.850885500109676,10.850885500109676,0,0,0,0,428762.95,7,46524.5767713925,high,접근 양호,16,0,-43.457142857142856,0,257.9,122052,0.256,0.7777777777777778,3,1098,15.1689,10.8509,-4.318,15.168867099570202
B000003025,인천부개초등학교,부평구,1,1470.265656038092,5,21188.215502245806,808,480,Q4,2.8823529411764706,-1.8823529411764703,131177.18088235296,-129703.18088235296,2,3.0,0,0,1,예정만,0.3343612339216297,0.3343612339216297,0,0,1,0,439723.72,1,1470.265656038092,low,접근 가능하나 녹지 부족,50,0,-24.08571428571428,0,305.9,58214,0.131,0.2,3,4249,0.4298,0.3344,-0.0954,0.3857394048790705
B000003026,인천동수초등학교,부평구,1,3163.9486210043133,3,15400.894031874388,439,258,Q4,2.8823529411764706,-1.8823529411764703,131177.18088235296,-121066.18088235296,3,2.0,0,0,1,예정만,1.1404378113660496,1.1404378113660496,0,0,1,0,277432.80602161406,1,3163.9486210043133,middle,"접근 가능, 중간 수준",6,0,-6.314285714285715,0,269.0,0,0.0,0.3333333333333333,0,0,1.3772,1.1404,-0.2368,2.786723768103496
B000003027,인천부원초등학교,부평구,0,0.0,2,14366.472718698069,505,307,Q4,2.8823529411764706,-2.8823529411764706,131177.18088235296,-131177.18088235296,1,4.0,0,0,2,예정만,0.0,0.0,7,0,0,0,538204.76,0,0.0,,공원 접근 불가,15,0,-38.77142857142857,0,752.2,224243,0.394,0.0,1,2577,0.0,0.0,0.0,0.0
B000003028,인천부흥초등학교,부평구,1,3749.969340240715,3,7844.346009515442,1273,785,Q4,2.8823529411764706,-1.8823529411764703,131177.18088235296,-127421.18088235296,2,3.0,0,0,1,예정만,0.7497594182780476,0.7497594182780476,0,0,1,0,500156.35,1,3749.969340240715,low,접근 가능하나 녹지 부족,82,0,14.485714285714288,0,162.1,45426,0.138,0.3333333333333333,1,211,0.8247,0.7498,-0.0749,0.8246578175472034
B000003029,인천부평동초등학교,부평구,2,2578.19,1,2577.854322816573,1211,743,Q4,2.8823529411764706,-1.8823529411764703,131177.18088235296,-128595.18088235296,2,3.0,0,0,0,없음,0.5142,0.5142,0,0,0,0,501432.16,1,1072.1945099375744,low,접근 가능하나 녹지 부족,66,0,-22.971428571428568,0,409.0,55548,0.164,2.0,1,1506,0.2405,0.5142,0.2737,0.2404648130951656
B000003030,인천부평남초등학교,부평구,1,1458.2889735392394,1,53134.98176604307,513,291,Q4,2.8823529411764706,-1.8823529411764703,131177.18088235296,-18054.18088235296,2,3.0,0,0,0,없음,0.4160157292218468,0.4160157292218468,0,0,0,0,350536.98,1,1458.2889735392394,low,접근 가능하나 녹지 부족,56,0,-37.2,0,399.0,76894,0.151,1.0,1,9187,0.5329,0.416,-0.1169,0.5329166459149554
B000003031,인천산곡북초등학교,부평구,2,1719.0510845374115,4,6338.4904871741455,385,195,Q3,2.485294117647059,-0.4852941176470589,144452.72647058824,-142096.72647058824,2,3.0,0,0,0,없음,0.5954282323301658,0.5954282323301658,0,0,1,0,288708.36,2,1719.0510845374115,low,접근 가능하나 녹지 부족,74,0,27.399999999999995,0,472.0,140759,0.221,0.5,1,185,1.1619,0.5954,-0.5665,1.1619185855166512
B000003032,인천산곡초등학교,부평구,0,0.0,2,3834.832863649761,175,114,Q2,1.9852941176470589,-1.9852941176470589,128374.85739705882,-128374.85739705882,2,3.0,0,0,1,예정만,0.0,0.0,0,0,0,1,292697.5,0,0.0,low,접근 가능하나 녹지 부족,14,0,43.65714285714285,0,200.0,225894,0.315,0.0,1,185,0.0,0.0,0.0,1.1391618022869203
B000003033,인천부마초등학교,부평구,0,0.0,0,0.0,469,305,Q4,2.8823529411764706,-2.8823529411764706,131177.18088235296,-131177.18088235296,1,4.0,0,0,1,예정만,0.0,0.0,11,0,0,0,284980.4933534464,0,0.0,,공원 접근 불가,17,0,-25.91428571428571,0,801.4,225854,0.377,0.0,0,0,0.0,0.0,0.0,0.0
B000003034,인천미산초등학교,부평구,0,0.0,1,12227.821953075594,235,153,Q2,1.9852941176470589,-1.9852941176470589,128374.85739705882,-128374.85739705882,1,4.0,0,0,0,없음,0.0,0.0,9,0,0,0,601800.26,0,0.0,,공원 접근 불가,16,0,-24.94285714285714,0,1143.0,368178,0.541,0.0,1,692,0.0,0.0,0.0,0.0
B000003035,인천산곡남초등학교,부평구,0,0.0,1,13907.867612399137,253,179,Q3,2.485294117647059,-2.485294117647059,144452.72647058824,-144452.72647058824,2,3.0,0,0,2,예정만,0.0,0.0,0,0,0,1,423249.74,0,0.0,low,접근 가능하나 녹지 부족,6,0,-40.77142857142857,0,343.0,121556,0.22,0.0,1,410,0.0,0.0,0.0,19.956388141130965
B000003036,인천신촌초등학교,부평구,2,17643.496614662512,4,77157.1013850712,346,200,Q3,2.485294117647059,-0.4852941176470589,144452.72647058824,-23941.72647058824,3,2.0,0,0,1,예정만,3.625002293872246,3.625002293872246,0,0,1,0,486716.84,2,17643.496614662512,middle,"접근 가능, 중간 수준",78,0,0.8571428571428562,0,498.0,131132,0.262,0.5,1,836,6.2341,3.625,-2.6091,4.961824795802357
B000003037,인천하정초등학교,부평구,3,6458.393798841314,7,15930.110361237497,284,156,Q3,2.485294117647059,0.5147058823529411,144452.72647058824,-133340.72647058824,3,2.0,0,0,2,예정만,2.972994764727827,2.972994764727827,0,0,1,0,217235.29,3,6458.393798841314,middle,"접근 가능, 중간 수준",64,0,85.31428571428572,0,177.4,57760,0.092,0.42857142857142855,0,0,4.0498,2.973,-1.0768,4.049777060172664
B000003038,인천십정초등학교,부평구,5,5764.303634676753,8,10858.98453845123,463,259,Q4,2.8823529411764706,2.117647058823529,131177.18088235296,-124143.18088235296,3,2.0,0,0,2,예정만,1.7476237509314845,1.7476237509314845,0,0,0,0,329836.65,5,5764.303634676753,middle,"접근 가능, 중간 수준",34,0,-20.82857142857144,0,304.9,4243,0.009,0.625,0,0,1.7704,1.7476,-0.0228,1.7703980668222252
B000003039,인천백운초등학교,부평구,2,56183.582311662656,7,182613.46319545578,145,78,Q2,1.9852941176470589,0.0147058823529411,128374.85739705882,42419.14260294118,4,1.0,0,0,0,없음,16.034272430964243,16.034272430964243,0,0,1,0,350396.83,2,56183.582311662656,high,접근 양호,26,0,-12.314285714285717,0,322.0,131864,0.183,0.2857142857142857,3,9014,88.1756,16.0343,-72.1413,59.31219951199762
B000003040,인천동암초등학교,부평구,3,3657.729456722059,4,56596.981352386836,439,249,Q4,2.8823529411764706,0.1176470588235294,131177.18088235296,-127212.18088235296,2,3.0,0,0,1,예정만,0.7988406424625949,0.7988406424625949,0,0,0,0,457879.74,3,3657.729456722059,low,접근 가능하나 녹지 부족,85,0,-24.857142857142858,0,152.1,138160,0.297,0.75,2,8924,1.144,0.7988,-0.3452,1.1440424106121787
B000003041,인천용마초등학교,부평구,0,0.0,1,5259.541662512992,117,64,Q2,1.9852941176470589,-1.9852941176470589,128374.85739705882,-128374.85739705882,2,3.0,0,0,1,예정만,0.0,0.0,0,0,0,1,313964.18,0,0.0,low,접근 가능하나 녹지 부족,3,0,-2.457142857142857,0,408.0,86803,0.126,0.0,1,56,0.0,0.0,0.0,2.3190582237795487
B000003042,인천마장초등학교,부평구,0,0.0,0,0.0,591,385,Q4,2.8823529411764706,-2.8823529411764706,131177.18088235296,-131177.18088235296,1,4.0,0,0,0,없음,0.0,0.0,0,0,0,0,250916.6929964021,0,0.0,,공원 접근 불가,5,0,-36.00000000000001,0,839.7,200415,0.376,0.0,0,0,0.0,0.0,0.0,0.0
B000003043,인천개흥초등학교,부평구,3,12282.812515255542,6,57683.26092200747,802,487,Q4,2.8823529411764706,0.1176470588235294,131177.18088235296,-68349.18088235296,3,2.0,0,0,2,예정만,2.712650429618245,2.712650429618245,0,0,1,0,452797.47,3,12282.812515255542,middle,"접근 가능, 중간 수준",59,0,-23.542857142857137,0,220.0,34707,0.095,0.5,0,0,2.9378,2.7127,-0.2251,2.937836028445568
B000003044,인천삼산초등학교,부평구,4,16127.082299902033,7,35102.246361374426,588,381,Q4,2.8823529411764706,1.1176470588235294,131177.18088235296,-112835.18088235296,3,2.0,0,0,5,예정만,3.4666202948080436,3.4666202948080436,0,0,0,0,465210.52,4,16127.082299902033,middle,"접근 가능, 중간 수준",75,0,-16.514285714285716,0,337.0,167472,0.344,0.5714285714285714,5,4892,5.4165,3.4666,-1.9499,5.416525258164198
B000003045,인천한길초등학교,부평구,7,14176.655849150084,11,61986.28166810296,460,306,Q4,2.8823529411764706,4.117647058823529,131177.18088235296,-96817.18088235296,3,2.0,0,0,1,예정만,2.759169483477256,2.759169483477256,0,0,0,0,513801.56,7,14176.655849150084,middle,"접근 가능, 중간 수준",61,0,-59.94285714285715,0,149.3,113331,0.271,0.6363636363636364,7,6031,3.8771,2.7592,-1.1179,3.89040978454969
B000003046,인천굴포초등학교,부평구,2,10275.289522316556,7,68367.51130966144,382,271,Q3,2.485294117647059,-0.4852941176470589,144452.72647058824,-122982.72647058824,3,2.0,0,0,0,없음,2.0380724052308765,2.0380724052308765,0,0,1,0,504167.05,2,10275.289522316556,middle,"접근 가능, 중간 수준",43,0,-53.257142857142846,0,342.5,224601,0.384,0.2857142857142857,5,5261,5.1713,2.0381,-3.1332,13.696262672565725
B000003047,한일초등학교,부평구,0,0.0,3,5864.23563278857,42,26,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,2,3.0,0,0,0,없음,0.0,0.0,0,0,0,1,337797.11,0,0.0,low,접근 가능하나 녹지 부족,22,0,13.485714285714286,0,67.0,112665,0.157,0.0,1,174,0.0,0.0,0.0,1.1113369767425116
B000003048,인천명선초등학교,연수구,2,47630.78573432891,2,3993.577572143273,98,76,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,4,1.0,0,0,0,없음,20.733643281479043,20.733643281479043,0,0,0,0,229727.0435672854,2,47630.78573432891,high,접근 양호,34,0,-35.34285714285715,0,219.0,212234,0.301,1.0,2,3950,0.0,20.7336,20.7336,20.733643281479043
B000003049,인천축현초등학교,연수구,3,4126.008560063761,3,7406.389125856559,199,131,Q2,1.9852941176470589,1.0147058823529411,128374.85739705882,-120956.55739705882,3,2.0,0,0,0,없음,1.0517705472901315,1.0517705472901315,0,0,0,0,392291.7,3,4126.008560063761,middle,"접근 가능, 중간 수준",4,0,-30.0,0,295.5,99002,0.179,1.0,0,0,1.7923,1.0518,-0.7405,1.406803113191606
B000003050,인천송도초등학교,연수구,1,708.6828154822254,6,9057.127152845573,156,102,Q2,1.9852941176470589,-0.9852941176470588,128374.85739705882,-126912.45739705882,2,3.0,0,1,1,진행중포함,0.19141084271679085,0.19141084271679085,0,0,1,0,370241.73,1,708.6828154822254,low,접근 가능하나 녹지 부족,40,0,-26.399999999999995,0,224.0,45384,0.086,0.16666666666666666,2,1568,0.2767,0.1914,-0.0853,0.2475648078664349
B000003051,인천능허대초등학교,연수구,3,3143.7942722841008,3,4772.624717027551,750,498,Q4,2.8823529411764706,2.117647058823529,131177.18088235296,-126396.88088235295,2,3.0,0,0,0,없음,0.6571546789964744,0.6571546789964744,2,0,0,0,478394.87,3,3143.7942722841008,low,접근 가능하나 녹지 부족,77,0,-47.285714285714285,0,204.8,109133,0.242,1.0,1,379,0.9432,0.6572,-0.286,0.9494967844212854
B000003052,인천선학초등학교,연수구,2,9017.879458988633,9,60497.62188465447,140,92,Q2,1.9852941176470589,0.0147058823529411,128374.85739705882,-96619.85739705882,3,2.0,0,0,0,없음,3.213556650468706,3.213556650468706,0,0,1,0,280619.9,2,9017.879458988633,middle,"접근 가능, 중간 수준",70,0,-6.571428571428572,0,271.0,43681,0.08,0.2222222222222222,2,3070,3.806,3.2136,-0.5924,3.805993650935551
B000003053,인천중앙초등학교,연수구,1,11223.080682568369,3,134013.11634878424,101,63,Q1,1.1323529411764706,11.867647058823527,74437.42647058824,-45888.12647058824,3,2.0,0,0,0,없음,2.306924411608671,2.306924411608671,12,0,1,0,486495.38,1,11223.080682568369,middle,"접근 가능, 중간 수준",50,0,-27.22857142857143,0,156.0,271153,0.402,0.3333333333333333,3,22551,10.1775,2.3069,-7.8706,6.779626375397406
B000003054,인천연화초등학교,연수구,4,13963.169492667672,5,33833.54290485043,427,277,Q4,2.8823529411764706,1.1176470588235294,131177.18088235296,-102261.38088235295,3,2.0,0,0,0,없음,3.1918323486733513,3.1918323486733513,0,0,0,0,437465.63,4,13963.169492667672,middle,"접근 가능, 중간 수준",69,0,-17.000000000000004,0,198.0,130328,0.273,0.8,1,329,4.5462,3.1918,-1.3544,4.546225604383392
B000003055,인천함박초등학교,연수구,2,291243.77260619635,5,634153.2566144862,487,297,Q4,2.8823529411764706,-0.8823529411764706,131177.18088235296,916087.719117647,4,1.0,0,0,1,예정만,54.7191010939388,54.7191010939388,0,0,1,0,532252.48,2,291243.77260619635,high,접근 양호,44,0,-10.114285714285716,0,271.8,142863,0.317,0.4,3,107796,86.18,54.7191,-31.4609,88.00570317316378
B000003056,인천청학초등학교,연수구,5,67102.55933679815,9,233440.28451906273,290,182,Q3,2.485294117647059,2.514705882352941,144452.72647058824,125770.67352941178,4,1.0,0,0,0,없음,17.29099580272529,17.29099580272529,0,0,0,0,388078.05,5,67102.55933679815,high,접근 양호,28,0,-18.11428571428572,0,131.3,96117,0.195,0.5555555555555556,5,25722,22.9834,17.291,-5.6924,22.98339402758289
B000003057,인천청량초등학교,연수구,4,8333.503573123366,9,56612.485302058594,352,232,Q3,2.485294117647059,1.5147058823529411,144452.72647058824,-118394.92647058824,3,2.0,0,0,0,없음,1.580657947023213,1.580657947023213,0,0,1,0,527217.39,4,8333.503573123366,middle,"접근 가능, 중간 수준",26,0,-64.54285714285714,0,94.0,228798,0.435,0.4444444444444444,2,901,3.2339,1.5807,-1.6532,4.218803946326775
B000003058,인천연성초등학교,연수구,1,8818.65980908606,3,23004.997999442192,201,148,Q2,1.9852941176470589,-0.9852941176470588,128374.85739705882,-109373.55739705882,3,2.0,0,0,0,없음,1.7049538483893734,1.7049538483893734,0,0,1,0,517237.45,1,8818.65980908606,middle,"접근 가능, 중간 수준",33,0,-65.37142857142858,0,238.2,270134,0.394,0.3333333333333333,1,1647,8.8846,1.705,-7.1796,7.677266768482664
B000003059,인천동춘초등학교,연수구,3,67620.380263409,6,165634.1404761315,305,205,Q3,2.485294117647059,0.5147058823529411,144452.72647058824,20482.77352941176,4,1.0,0,0,0,없음,11.030589643755228,11.030589643755228,0,0,1,0,613025.98,3,67620.380263409,high,접근 양호,18,0,-36.971428571428575,0,133.0,349987,0.577,0.5,5,40450,38.0805,11.0306,-27.0499,30.753125098681625
B000003060,인천동막초등학교,연수구,1,4873.553106040663,4,24523.37653286555,240,167,Q3,2.485294117647059,-1.4852941176470589,144452.72647058824,-134452.62647058823,2,3.0,0,0,0,없음,0.8561829484017026,0.8561829484017026,0,0,1,0,569218.66,1,4873.553106040663,low,접근 가능하나 녹지 부족,87,0,-39.31428571428572,0,178.0,312768,0.521,0.25,4,6748,2.65,0.8562,-1.7938,3.893163535342184
B000003061,인천서면초등학교,연수구,3,5829.124259956937,8,164907.25674749396,329,222,Q3,2.485294117647059,0.5147058823529411,144452.72647058824,39114.373529411765,2,3.0,0,0,0,없음,0.8820552966453267,0.8820552966453267,0,0,1,0,660857.01,3,5829.124259956937,low,접근 가능하나 녹지 부족,89,0,-28.22857142857143,0,185.0,370254,0.616,0.375,7,77751,3.1819,0.8821,-2.2998,10.739142752943987
B000003062,인천연수초등학교,연수구,0,0.0,9,36484.365345000566,51,33,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,2,3.0,0,0,0,없음,0.0,0.0,0,0,0,1,306210.93,0,0.0,low,접근 가능하나 녹지 부족,5,0,-22.22857142857143,0,373.0,220219,0.315,0.0,3,1352,0.0,0.0,0.0,1.8502899806638384
B000003063,인천문남초등학교,연수구,5,117937.74957072876,6,327016.5154228583,411,250,Q4,2.8823529411764706,2.117647058823529,131177.18088235296,964684.019117647,4,1.0,0,0,0,없음,27.50421440532586,27.50421440532586,0,0,0,0,428798.83,5,117937.74957072876,high,접근 양호,39,0,-12.314285714285717,0,110.1,157864,0.308,0.8333333333333334,2,71819,43.5299,27.5042,-16.0257,43.529932576764125
B000003064,인천옥련초등학교,연수구,1,1995.8722575363508,3,4772.624717027551,891,592,Q4,2.8823529411764706,0.1176470588235294,131177.18088235296,-128815.18088235296,2,3.0,0,0,0,없음,0.38905148742506496,0.38905148742506496,2,0,1,0,513009.8,1,1995.8722575363508,low,접근 가능하나 녹지 부족,54,0,-48.62857142857142,0,242.4,119103,0.276,0.3333333333333333,1,1254,0.5669,0.3891,-0.1778,0.5986714586789209
B000003065,인천신정초등학교,연수구,1,1324.2892733535462,3,17695.1249189055,687,512,Q4,2.8823529411764706,-1.8823529411764703,131177.18088235296,-129177.08088235297,2,3.0,0,0,0,없음,0.2521677929199413,0.2521677929199413,0,0,1,0,525161.94,1,1324.2892733535462,low,접근 가능하나 녹지 부족,45,0,-3.9428571428571417,0,270.5,327391,0.557,0.3333333333333333,3,9047,0.6696,0.2522,-0.4174,0.6696076274566488
B000003066,인천해송초등학교,연수구,5,97436.38904960154,6,317147.39810603403,246,174,Q3,2.485294117647059,2.514705882352941,144452.72647058824,1362013.4735294117,4,1.0,0,0,0,없음,20.578299317852153,20.578299317852153,0,0,0,0,473490.97,5,97436.38904960154,high,접근 양호,33,0,-60.22857142857144,0,225.2,203003,0.339,0.8333333333333334,4,92202,52.7548,20.5783,-32.1765,50.38438837631086
B000003067,인천신송초등학교,연수구,5,52303.29614206119,12,590185.6037975405,79,53,Q1,1.1323529411764706,3.8676470588235294,74437.42647058824,2108427.673529412,4,1.0,0,0,0,없음,9.512386882852535,9.512386882852535,0,0,1,0,549844.08,5,52303.29614206119,high,접근 양호,12,0,-55.02857142857144,0,0.0,334600,0.467,0.4166666666666667,12,335566,78.1809,9.5124,-68.6685,61.7592270948568
B000003068,인천먼우금초등학교,연수구,6,82682.43814346979,11,470505.39895120886,268,194,Q3,2.485294117647059,3.514705882352941,144452.72647058824,1960745.473529412,4,1.0,0,0,0,없음,14.31414900538984,14.31414900538984,0,0,0,0,577627.34,6,82682.43814346979,high,접근 양호,24,0,-29.17142857142857,0,112.6,282726,0.45,0.5454545454545454,9,330618,51.6501,14.3141,-37.336,54.32504044949318
B000003069,인천박문초등학교,연수구,5,107547.89046339675,10,252149.79932134156,178,114,Q2,1.9852941176470589,3.014705882352941,128374.85739705882,74300.64260294118,4,1.0,0,0,0,없음,25.03272717101935,25.03272717101935,8,0,1,0,429629.14,5,107547.89046339675,high,접근 양호,38,0,9.314285714285717,0,0.0,128028,0.206,0.5,6,28654,65.5468,25.0327,-40.5141,57.1200976308934
B000003070,인천남촌초등학교,남동구,3,5728.417140171627,3,7082.768833843011,111,70,Q2,1.9852941176470589,1.0147058823529411,128374.85739705882,-121336.85739705882,3,2.0,0,1,0,진행중포함,1.3751279552857725,1.3751279552857725,0,0,0,0,416573.39,3,5728.417140171627,middle,"접근 가능, 중간 수준",19,0,-35.485714285714295,0,148.9,6155,0.014,1.0,0,0,1.7201,1.3751,-0.345,1.4402996879079972
B000003071,인천성리초등학교,남동구,4,5221.149444643777,7,51689.02551486877,571,388,Q4,2.8823529411764706,19.11764705882353,131177.18088235296,-125089.18088235296,2,3.0,0,0,1,예정만,0.8846894669819361,0.8846894669819361,18,0,0,0,590167.47,4,5221.149444643777,low,접근 가능하나 녹지 부족,90,0,-50.34285714285714,0,300.9,146642,0.345,0.5714285714285714,3,23695,1.448,0.8847,-0.5633,1.2475575133461103
