grid_id,cx,cy,linked_schools,linked_school_count,forecast_2029,forecast_2031,worst_case_type,avg_green_ratio,avg_playground_count,avg_park_dist_m,land_feasibility_level,priority_score,candidate_rank,xgb_predicted_2029,xgb_predicted_2031
CG_01293,126.72067830000049,37.49837889999981,"['인천부원초등학교', '인천부평동초등학교', '인천부평서초등학교']",3,3287,3290,1.0,0.231,0.0,488.4,high,4932.3,1,1060,884
CG_01323,126.72292830000049,37.49837889999981,"['인천부원초등학교', '인천부평동초등학교', '인천부평서초등학교']",3,3287,3290,1.0,0.231,0.0,488.4,high,4932.3,2,1076,1000
CG_01354,126.7251783000005,37.5028788999998,"['인천부원초등학교', '인천개흥초등학교', '인천부평동초등학교']",3,3159,3273,1.0,0.414,0.0,460.4,high,4806.9,3,763,691
CG_01353,126.7251783000005,37.5006288999998,"['인천부원초등학교', '인천개흥초등학교', '인천부평동초등학교']",3,3159,3273,1.0,0.414,0.0,460.4,high,4806.9,4,763,691
CG_01325,126.72292830000049,37.5028788999998,"['인천부원초등학교', '인천개흥초등학교', '인천부평동초등학교']",3,3159,3273,1.0,0.414,0.0,460.4,high,4806.9,5,758,686
CG_01384,126.7274283000005,37.49612889999981,"['인천부흥초등학교', '인천부평동초등학교', '인천부평서초등학교']",3,3969,4022,2.0,0.44,0.0,291.7,medium,3990.2,6,1218,1038
CG_01386,126.7274283000005,37.5006288999998,"['인천개흥초등학교', '인천부흥초등학교', '인천부평동초등학교']",3,3841,4005,2.0,0.622,0.0,263.7,medium,3906.6,7,749,714
CG_01424,126.7296783000005,37.5006288999998,"['인천개흥초등학교', '인천부흥초등학교', '인천부평동초등학교']",3,3841,4005,2.0,0.622,0.0,263.7,medium,3906.6,8,745,682
CG_00485,126.6666783000004,37.518628899999776,"['인천신현초등학교', '인천가현초등학교', '인천신현북초등학교']",3,2581,2545,1.0,0.0,0.333,351.367,high,3849.9,9,621,630
CG_00524,126.6689283000004,37.518628899999776,"['인천신현초등학교', '인천가현초등학교', '인천신현북초등학교']",3,2581,2545,1.0,0.0,0.333,351.367,high,3849.9,10,602,627
CG_00242,126.64192830000036,37.47137889999985,"['인천서림초등학교', '인천창영초등학교', '인천동명초등학교', '인천송림초등학교', '영화초등학교']",5,2445,2515,1.0,0.336,0.4,357.9,high,3709.5,11,331,156
CG_00243,126.64192830000036,37.473628899999845,"['인천서림초등학교', '인천창영초등학교', '인천동명초등학교', '인천송림초등학교', '영화초등학교']",5,2445,2515,1.0,0.336,0.4,357.9,high,3709.5,12,331,156
CG_00244,126.64192830000036,37.47587889999984,"['인천서림초등학교', '인천서흥초등학교', '인천동명초등학교', '인천송림초등학교']",4,2296,2334,1.0,0.258,0.5,412.25,high,3466.8,13,274,145
CG_01078,126.70717830000046,37.5051288999998,"['인천부마초등학교', '인천마장초등학교', '인천미산초등학교']",3,2202,2233,1.0,0.0,0.0,928.033,high,3321.6,14,383,245
CG_01079,126.70717830000046,37.50737889999979,"['인천부마초등학교', '인천마장초등학교', '인천미산초등학교']",3,2202,2233,1.0,0.0,0.0,928.033,high,3321.6,15,439,204
CG_01122,126.70942830000047,37.50737889999979,"['인천부마초등학교', '인천마장초등학교', '인천미산초등학교']",3,2202,2233,1.0,0.0,0.0,928.033,high,3321.6,16,569,246
CG_01121,126.70942830000047,37.5051288999998,"['인천부마초등학교', '인천마장초등학교', '인천미산초등학교']",3,2202,2233,1.0,0.0,0.0,928.033,high,3321.6,17,513,287
CG_01247,126.71842830000048,37.460128899999866,"['인천간석초등학교', '인천인동초등학교', '인천정각초등학교']",3,3239,3157,3.0,0.868,0.0,245.7,low,3206.2,18,541,273
CG_01245,126.71842830000048,37.45562889999987,"['인천구월초등학교', '인천간석초등학교', '인천정각초등학교']",3,3229,3148,3.0,0.89,0.0,266.333,low,3196.6,19,572,267
CG_01044,126.70492830000046,37.5051288999998,"['인천부마초등학교', '인천마장초등학교', '인천산곡초등학교']",3,2066,2139,1.0,0.0,0.0,613.7,high,3142.8,20,304,299
CG_01045,126.70492830000046,37.50737889999979,"['인천부마초등학교', '인천마장초등학교', '인천산곡초등학교']",3,2066,2139,1.0,0.0,0.0,613.7,high,3142.8,21,339,258
CG_01294,126.72067830000049,37.5006288999998,"['인천부원초등학교', '인천부평동초등학교']",2,2080,2114,1.0,0.222,0.0,580.6,high,3140.4,22,883,709
CG_01324,126.72292830000049,37.5006288999998,"['인천부원초등학교', '인천부평동초등학교']",2,2080,2114,1.0,0.222,0.0,580.6,high,3140.4,23,902,745
CG_01012,126.70267830000046,37.50962889999979,"['인천부마초등학교', '인천산곡초등학교', '인천산곡북초등학교']",3,2039,2112,1.0,0.177,0.0,491.133,high,3102.3,24,643,624
CG_01326,126.72292830000049,37.5051288999998,"['인천부원초등학교', '인천개흥초등학교']",2,1952,2097,1.0,0.4,0.0,486.1,high,3015.0,25,430,628
CG_00483,126.6666783000004,37.51412889999978,"['인천신현초등학교', '인천신석초등학교', '인천신현북초등학교']",3,1972,1963,1.0,0.0,0.0,311.367,high,2952.6,26,466,559
CG_01423,126.7296783000005,37.49837889999981,"['인천부흥초등학교', '인천부평동초등학교']",2,2762,2846,2.0,0.534,0.0,285.55,medium,2795.6,27,1194,1039
CG_01385,126.7274283000005,37.49837889999981,"['인천부흥초등학교', '인천부평동초등학교']",2,2762,2846,2.0,0.534,0.0,285.55,medium,2795.6,28,1225,1056
CG_01383,126.7274283000005,37.493878899999814,"['인천부흥초등학교', '인천부평서초등학교']",2,2762,2846,2.0,0.438,0.0,233.05,medium,2795.6,29,999,920
CG_01154,126.71167830000047,37.46237889999986,"['인천간석초등학교', '상인천초등학교', '인천상아초등학교']",3,2741,2746,2.0,0.543,0.0,364.133,medium,2743.0,30,330,255
CG_01153,126.71167830000047,37.460128899999866,"['인천간석초등학교', '상인천초등학교', '인천상아초등학교']",3,2741,2746,2.0,0.543,0.0,364.133,medium,2743.0,31,330,255
