grid_id,cx,cy,pred_beneficiary_2029,pred_beneficiary_2031,parent_1km_code,w_hat,gu,priority_score,candidate_rank,nearest_park_dist,nearest_pg_dist,worst_case_type,avg_park_dist_m,avg_playground_count,land_feasibility_level,linked_schools,linked_school_count,candidate_child_current,priority_score_mixed,candidate_rank_mixed,demand_model_version,redev_flag,redev_level,redev_warning_text,avg_green_ratio,demand_scope,demand_status,resident_children_current,straight_500m_children_current,demand_label,demand_note,xgb_predicted_2029,forecast_2029,potential_demand_2029,xgb_predicted_2031,forecast_2031,potential_demand_2031
CG_01425,126.7296783000005,37.5028788999998,37.08,33.22,다사3145,0.028972874808759017,부평구,896.3,161,77.7,6184.5,3.0,220.0,0.0,low,['인천개흥초등학교'],1,46.43,896.3,161,source_allocation_v2_20260911,True,completed,500m 내 재개발 1건: completed(35m),3.401915,straight_500m,estimated,46.43,1170.97,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,37.08,37.08,935.22,33.22,33.22,837.92
CG_01427,126.7296783000005,37.50737889999979,28.9,25.9,다사3145,0.09932840952344249,계양구,569.836,464,726.4,7156.5,3.0,220.0,0.0,low,['인천개흥초등학교'],1,36.19,569.836,464,source_allocation_v2_20260911,False,none,,3.401915,straight_500m,estimated,36.19,744.46,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,28.9,28.9,594.58,25.9,25.9,532.72
CG_01389,126.7274283000005,37.50737889999979,21.75,19.49,다사3145,0.14839411813511685,계양구,530.934,543,265.0,8175.5,3.0,220.0,0.0,low,['인천개흥초등학교'],1,27.23,530.934,543,source_allocation_v2_20260911,True,unknown,500m 내 재개발 1건: unknown(409m),3.401915,straight_500m,estimated,27.23,693.64,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,21.75,21.75,553.99,19.49,19.49,496.35
CG_01356,126.7251783000005,37.50737889999979,14.21,12.73,다사3145,0.0007236896446757332,계양구,518.4079999999999,569,372.9,15013.2,3.0,220.0,0.0,low,['인천개흥초등학교'],1,17.79,518.4079999999999,569,source_allocation_v2_20260911,True,unknown,500m 내 재개발 1건: unknown(275m),3.401915,straight_500m,estimated,17.79,677.28,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,14.21,14.21,540.92,12.73,12.73,484.64
CG_01355,126.7251783000005,37.5051288999998,37.98,34.03,다사3145,0.0075926115696657945,계양구,671.07,336,441.7,14455.3,3.0,220.0,0.0,low,['인천개흥초등학교'],1,47.56,671.07,336,source_allocation_v2_20260911,True,completed,"500m 내 재개발 2건: unknown(133m), completed(441m)",3.401915,straight_500m,estimated,47.56,876.72,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,37.98,37.98,700.21,34.03,34.03,627.36
CG_01388,126.7274283000005,37.5051288999998,41.82,37.47,다사3145,0.12593027808170737,계양구,628.8820000000001,390,392.5,7964.5,3.0,220.0,0.0,low,['인천개흥초등학교'],1,52.36,628.8820000000001,390,source_allocation_v2_20260911,True,completed,"500m 내 재개발 2건: unknown(331m), completed(299m)",3.401915,straight_500m,estimated,52.36,821.6,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,41.82,41.82,656.19,37.47,37.47,587.92
CG_00314,126.65092830000037,37.4286289,27.19,24.36,다사2436,0.05320752914816316,동구,464.70000000000005,690,1229.5,1332.6,2.0,242.4,2.0,medium,['인천옥련초등학교'],1,34.04,464.70000000000005,690,source_allocation_v2_20260911,True,unknown,500m 내 재개발 1건: unknown(309m),0.704697,straight_500m,estimated,34.04,607.11,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,27.19,27.19,484.88,24.36,24.36,434.43
CG_00257,126.64417830000036,37.4263789,74.88,67.09,다사2436,0.0851833717976163,연수구,725.608,288,119.2,3979.2,2.0,242.4,2.0,medium,['인천옥련초등학교'],1,93.76,725.608,288,source_allocation_v2_20260911,False,none,,0.704697,straight_500m,estimated,93.76,947.97,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,74.88,74.88,757.12,67.09,67.09,678.34
CG_00277,126.64642830000037,37.4286289,44.13,39.54,다사2436,0.11704656198454085,연수구,543.414,513,401.2,3390.0,2.0,242.4,2.0,medium,['인천옥련초등학교'],1,55.25,543.414,513,source_allocation_v2_20260911,False,none,,0.704697,straight_500m,estimated,55.25,709.94,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,44.13,44.13,567.01,39.54,39.54,508.02
CG_00448,126.6644283000004,37.46912889999985,121.04,108.45,다사2641,0.09686682800597445,미추홀구,743.472,273,248.8,2858.6,2.0,254.6,0.0,medium,['인천대화초등학교'],1,151.55,743.472,273,source_allocation_v2_20260911,True,completed,"500m 내 재개발 2건: completed(284m), completed(270m)",0.467445,straight_500m,estimated,151.55,971.31,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,121.04,121.04,775.76,108.45,108.45,695.04
CG_00512,126.6689283000004,37.466878899999855,49.92,44.73,다사2641,0.07796360758109962,미추홀구,706.186,305,479.0,2828.8,2.0,254.6,0.0,medium,['인천대화초등학교'],1,62.51,706.186,305,source_allocation_v2_20260911,True,planned,"500m 내 재개발 6건: unknown(348m), unknown(372m), unknown(273m)",0.467445,straight_500m,estimated,62.51,922.6,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,49.92,49.92,736.85,44.73,44.73,660.19
CG_00514,126.6689283000004,37.47137889999985,39.0,34.94,다사2641,0.005147051830270787,서구,595.47,432,1254.0,4297.4,2.0,254.6,0.0,medium,['인천대화초등학교'],1,48.83,595.47,432,source_allocation_v2_20260911,True,planned,"500m 내 재개발 4건: planned(391m), unknown(238m), completed(229m)",0.467445,straight_500m,estimated,48.83,777.95,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,39.0,39.0,621.33,34.94,34.94,556.68
CG_00474,126.6666783000004,37.466878899999855,45.99,41.2,다사2641,0.11754024327077349,미추홀구,766.542,253,243.5,3225.6,2.0,254.6,0.0,medium,['인천대화초등학교'],1,57.58,766.542,253,source_allocation_v2_20260911,True,planned,"500m 내 재개발 5건: unknown(470m), unknown(468m), planned(353m)",0.467445,straight_500m,estimated,57.58,1001.45,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,45.99,45.99,799.83,41.2,41.2,716.61
CG_00447,126.6644283000004,37.466878899999855,46.85,41.98,다사2641,0.1391769984477195,연수구,732.74,280,39.2,442.1,2.0,254.6,0.0,medium,['인천대화초등학교'],1,58.66,732.74,280,source_allocation_v2_20260911,True,completed,"500m 내 재개발 2건: completed(412m), completed(349m)",0.467445,straight_500m,estimated,58.66,957.29,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,46.85,46.85,764.56,41.98,41.98,685.01
CG_00449,126.6644283000004,37.47137889999985,72.99,65.4,다사2641,0.09983219157672092,미추홀구,750.422,266,367.3,3028.7,2.0,254.6,0.0,medium,['인천대화초등학교'],1,91.39,750.422,266,source_allocation_v2_20260911,True,completed,"500m 내 재개발 2건: completed(340m), completed(385m)",0.467445,straight_500m,estimated,91.39,980.39,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,72.99,72.99,783.01,65.4,65.4,701.54
CG_00475,126.6666783000004,37.46912889999985,72.32,64.8,다사2641,0.12165673611174922,미추홀구,772.3499999999999,249,20.1,3229.2,2.0,254.6,0.0,medium,['인천대화초등학교'],1,90.55,772.3499999999999,249,source_allocation_v2_20260911,True,completed,"500m 내 재개발 4건: unknown(355m), unknown(495m), completed(96m)",0.467445,straight_500m,estimated,90.55,1009.04,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,72.32,72.32,805.89,64.8,64.8,722.04
CG_00562,126.6711783000004,37.46912889999985,37.9,33.96,다사2641,0.03978629541241616,서구,538.6579999999999,524,326.1,11581.9,2.0,254.6,0.0,medium,['인천대화초등학교'],1,47.46,538.6579999999999,524,source_allocation_v2_20260911,True,planned,"500m 내 재개발 7건: unknown(81m), unknown(473m), unknown(189m)",0.467445,straight_500m,estimated,47.46,703.73,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,37.9,37.9,562.05,33.96,33.96,503.57
CG_00563,126.6711783000004,37.47137889999985,2.16,1.94,다사2641,0.0,서구,395.988,846,359.6,11860.6,2.0,254.6,0.0,medium,['인천대화초등학교'],1,2.71,395.988,846,source_allocation_v2_20260911,True,planned,"500m 내 재개발 6건: planned(455m), unknown(191m), unknown(432m)",0.467445,straight_500m,estimated,2.71,517.34,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,2.16,2.16,413.18,1.94,1.94,370.2
CG_00561,126.6711783000004,37.466878899999855,46.21,41.4,다사2641,0.09983351249598835,서구,640.9739999999999,379,196.8,11257.2,2.0,254.6,0.0,medium,['인천대화초등학교'],1,57.86,640.9739999999999,379,source_allocation_v2_20260911,True,planned,"500m 내 재개발 7건: unknown(318m), unknown(237m), unknown(97m)",0.467445,straight_500m,estimated,57.86,837.4,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,46.21,46.21,668.81,41.4,41.4,599.22
CG_00772,126.68242830000042,37.453378899999876,33.06,29.62,다사2739,0.07684978520255817,미추홀구,497.42599999999993,625,40.4,2290.2,2.0,60.5,0.0,medium,['인천주안남초등학교'],1,41.39,497.42599999999993,625,source_allocation_v2_20260911,True,planned,"500m 내 재개발 2건: planned(483m), unknown(485m)",0.323837,straight_500m,estimated,41.39,649.86,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,33.06,33.06,519.03,29.62,29.62,465.02
CG_00824,126.68692830000043,37.45112889999988,15.18,13.6,다사2839,0.1522712654805206,서구,439.886,752,566.2,3969.9,2.0,60.5,0.0,medium,['인천주안남초등학교'],1,19.01,439.886,752,source_allocation_v2_20260911,True,unknown,"500m 내 재개발 2건: unknown(243m), unknown(468m)",0.323837,straight_500m,estimated,19.01,574.69,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,15.18,15.18,458.99,13.6,13.6,411.23
CG_00842,126.68917830000044,37.45112889999988,9.31,8.34,다사2839,0.023368198306947637,서구,488.22,649,84.8,19476.9,2.0,60.5,0.0,medium,['인천주안남초등학교'],1,11.66,488.22,649,source_allocation_v2_20260911,True,planned,"500m 내 재개발 3건: completed(433m), unknown(359m), planned(413m)",0.323837,straight_500m,estimated,11.66,637.83,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,9.31,9.31,509.42,8.34,8.34,456.42
CG_00799,126.68467830000043,37.44662889999989,36.51,32.71,다사2738,0.022991603277552546,미추홀구,531.424,541,0.0,1858.8,2.0,60.5,0.0,medium,['인천주안남초등학교'],1,45.71,531.424,541,source_allocation_v2_20260911,True,unknown,"500m 내 재개발 2건: unknown(295m), unknown(335m)",0.323837,straight_500m,estimated,45.71,694.28,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,36.51,36.51,554.5,32.71,32.71,496.81
CG_00769,126.68242830000042,37.44662889999989,56.95,51.02,다사2738,0.06473415110327416,미추홀구,516.806,573,165.9,1967.9,2.0,60.5,0.0,medium,['인천주안남초등학교'],1,71.3,516.806,573,source_allocation_v2_20260911,True,unknown,"500m 내 재개발 2건: unknown(419m), unknown(264m)",0.323837,straight_500m,estimated,71.3,675.18,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,56.95,56.95,539.25,51.02,51.02,483.14
CG_00770,126.68242830000042,37.44887889999988,33.41,29.93,다사2739,0.03123636908674403,미추홀구,521.84,560,61.6,2199.9,2.0,60.5,0.0,medium,['인천주안남초등학교'],1,41.83,521.84,560,source_allocation_v2_20260911,True,planned,"500m 내 재개발 3건: planned(376m), unknown(323m), unknown(16m)",0.323837,straight_500m,estimated,41.83,681.76,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,33.41,33.41,544.5,29.93,29.93,487.85
CG_00771,126.68242830000042,37.45112889999988,37.27,33.39,다사2739,0.07415691709741233,미추홀구,501.282,616,259.5,2476.1,2.0,60.5,0.0,medium,['인천주안남초등학교'],1,46.66,501.282,616,source_allocation_v2_20260911,True,planned,"500m 내 재개발 3건: planned(353m), unknown(396m), unknown(235m)",0.323837,straight_500m,estimated,46.66,654.9,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,37.27,37.27,523.05,33.39,33.39,468.63
CG_00825,126.68692830000043,37.453378899999876,8.67,7.77,다사2839,0.06572418186695982,서구,402.464,833,133.7,19195.7,2.0,60.5,0.0,medium,['인천주안남초등학교'],1,10.86,402.464,833,source_allocation_v2_20260911,True,unknown,500m 내 재개발 1건: unknown(486m),0.323837,straight_500m,estimated,10.86,525.8,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,8.67,8.67,419.94,7.77,7.77,376.25
CG_00802,126.68467830000043,37.453378899999876,37.58,33.67,다사2739,0.11631249113242574,미추홀구,393.138,855,947.1,1548.0,2.0,60.5,0.0,medium,['인천주안남초등학교'],1,47.05,393.138,855,source_allocation_v2_20260911,True,unknown,500m 내 재개발 1건: unknown(496m),0.323837,straight_500m,estimated,47.05,513.62,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,37.58,37.58,410.21,33.67,33.67,367.53
CG_00801,126.68467830000043,37.45112889999988,28.38,25.42,다사2739,0.08569377300862684,미추홀구,417.346,801,670.8,1576.0,2.0,60.5,0.0,medium,['인천주안남초등학교'],1,35.53,417.346,801,source_allocation_v2_20260911,True,unknown,"500m 내 재개발 2건: unknown(262m), unknown(312m)",0.323837,straight_500m,estimated,35.53,545.24,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,28.38,28.38,435.47,25.42,25.42,390.16
CG_00800,126.68467830000043,37.44887889999988,44.51,39.88,다사2739,0.042759813382486,미추홀구,554.348,492,459.2,1410.7,2.0,60.5,0.0,medium,['인천주안남초등학교'],1,55.73,554.348,492,source_allocation_v2_20260911,True,unknown,"500m 내 재개발 2건: unknown(125m), unknown(206m)",0.323837,straight_500m,estimated,55.73,724.23,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,44.51,44.51,578.42,39.88,39.88,518.24
CG_00728,126.68017830000042,37.44662889999989,41.8,37.45,다사2738,0.10785121577365997,서구,505.26,603,620.8,7230.3,2.0,60.5,0.0,medium,['인천주안남초등학교'],1,52.34,505.26,603,source_allocation_v2_20260911,True,planned,"500m 내 재개발 2건: planned(431m), unknown(327m)",0.323837,straight_500m,estimated,52.34,660.1,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,41.8,41.8,527.2,37.45,37.45,472.35
CG_01082,126.70717830000046,37.51637889999978,53.96,48.34,다사2946,0.09154982494045179,남동구,817.308,211,550.7,560.5,3.0,408.0,0.0,low,['인천용마초등학교'],1,67.56,817.308,211,source_allocation_v2_20260911,True,completed,"500m 내 재개발 2건: unknown(382m), completed(408m)",1.423202,straight_500m,estimated,67.56,1067.77,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,53.96,53.96,852.8,48.34,48.34,764.07
CG_01125,126.70942830000047,37.51412889999978,76.14,68.22,다사3046,0.5112512884270791,서구,545.634,509,720.4,16624.8,3.0,408.0,0.0,low,['인천용마초등학교'],1,95.33,545.634,509,source_allocation_v2_20260911,False,none,,1.423202,straight_500m,estimated,95.33,712.84,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,76.14,76.14,569.33,68.22,68.22,510.09
CG_01081,126.70717830000046,37.51412889999978,115.46,103.44,다사2946,0.11153532783932896,남동구,781.838,242,441.6,542.3,3.0,408.0,0.0,low,['인천용마초등학교'],1,144.56,781.838,242,source_allocation_v2_20260911,False,none,,1.423202,straight_500m,estimated,144.56,1021.43,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,115.46,115.46,815.79,103.44,103.44,730.91
CG_01126,126.70942830000047,37.51637889999978,31.74,28.44,다사3046,0.4232385600655932,서구,591.734,438,584.1,16593.3,3.0,408.0,0.0,low,['인천용마초등학교'],1,39.74,591.734,438,source_allocation_v2_20260911,True,completed,500m 내 재개발 1건: completed(414m),1.423202,straight_500m,estimated,39.74,773.07,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,31.74,31.74,617.43,28.44,28.44,553.19
CG_01124,126.70942830000047,37.511878899999786,36.64,32.83,다사3046,0.06551015150732774,서구,480.03599999999994,665,300.1,15318.8,3.0,408.0,0.0,low,['인천용마초등학교'],1,45.88,480.03599999999994,665,source_allocation_v2_20260911,False,none,,1.423202,straight_500m,estimated,45.88,627.14,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,36.64,36.64,500.88,32.83,32.83,448.77
CG_01543,126.73642830000051,37.545628899999734,36.26,32.49,다사3249,0.0076773709037350375,남동구,519.01,566,111.0,1308.8,2.0,295.55,0.0,medium,"[""['인천안산초등학교' '인천병방초등학교']""]",2,45.4,519.01,566,source_allocation_v2_20260911,True,unknown,500m 내 재개발 1건: unknown(381m),0.369119,straight_500m,estimated,45.4,678.06,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,36.26,36.26,541.55,32.49,32.49,485.2
CG_01032,126.70492830000046,37.46462889999986,26.08,23.36,다사2940,0.060155861726111065,서구,320.156,1019,276.7,15303.3,2.0,473.0,0.0,low,['상인천초등학교'],1,32.65,320.156,1019,source_allocation_v2_20260911,True,planned,500m 내 재개발 1건: planned(207m),0.78003,straight_500m,estimated,32.65,418.27,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,26.08,26.08,334.06,23.36,23.36,299.3
CG_01030,126.70492830000046,37.460128899999866,25.69,23.02,다사2940,0.04699347721406252,계양구,409.414,819,733.3,8006.2,2.0,473.0,0.0,low,['상인천초등학교'],1,32.17,409.414,819,source_allocation_v2_20260911,True,planned,"500m 내 재개발 4건: unknown(491m), planned(461m), unknown(456m)",0.78003,straight_500m,estimated,32.17,534.88,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,25.69,25.69,427.19,23.02,23.02,382.75
CG_01033,126.70492830000046,37.466878899999855,37.35,33.47,다사2941,0.09593011708911191,서구,417.736,800,253.2,15509.1,2.0,473.0,0.0,low,['상인천초등학교'],1,46.77,417.736,800,source_allocation_v2_20260911,True,planned,500m 내 재개발 1건: planned(381m),0.78003,straight_500m,estimated,46.77,545.75,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,37.35,37.35,435.88,33.47,33.47,390.52
CG_01063,126.70717830000046,37.460128899999866,62.83,56.29,다사2940,0.1021178248672505,부평구,569.624,465,905.5,5863.6,2.0,473.0,0.0,low,['상인천초등학교'],1,78.67,569.624,465,source_allocation_v2_20260911,True,planned,"500m 내 재개발 3건: planned(420m), unknown(319m), unknown(300m)",0.78003,straight_500m,estimated,78.67,744.18,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,62.83,62.83,594.36,56.29,56.29,532.52
CG_01031,126.70492830000046,37.46237889999986,0.34,0.31,다사2940,0.08552481336254612,서구,374.288,885,616.0,14964.1,2.0,473.0,0.0,low,['상인천초등학교'],1,0.43,374.288,885,source_allocation_v2_20260911,True,planned,"500m 내 재개발 3건: planned(256m), unknown(481m), unknown(450m)",0.78003,straight_500m,estimated,0.43,488.99,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,0.34,0.34,390.54,0.31,0.31,349.91
CG_01062,126.70717830000046,37.45787889999987,60.68,54.37,다사2940,0.040814942903414746,부평구,731.906,282,1054.5,5454.1,2.0,473.0,0.0,low,['상인천초등학교'],1,75.98,731.906,282,source_allocation_v2_20260911,True,unknown,"500m 내 재개발 2건: unknown(496m), unknown(61m)",0.78003,straight_500m,estimated,75.98,956.2,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,60.68,60.68,763.69,54.37,54.37,684.23
CG_01066,126.70717830000046,37.466878899999855,43.62,39.08,다사2941,0.06391344322129852,계양구,537.3439999999999,529,403.6,7792.5,2.0,473.0,0.0,low,['상인천초등학교'],1,54.62,537.3439999999999,529,source_allocation_v2_20260911,True,planned,500m 내 재개발 1건: planned(329m),0.78003,straight_500m,estimated,54.62,702.01,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,43.62,43.62,560.68,39.08,39.08,502.34
CG_01107,126.70942830000047,37.460128899999866,68.95,61.78,다사3040,0.06850109588875136,남동구,797.7,228,201.8,411.4,2.0,473.0,0.0,low,['상인천초등학교'],1,86.33,797.7,228,source_allocation_v2_20260911,True,planned,"500m 내 재개발 3건: planned(468m), unknown(180m), unknown(338m)",0.78003,straight_500m,estimated,86.33,1042.16,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,68.95,68.95,832.34,61.78,61.78,745.74
CG_01108,126.70942830000047,37.46237889999986,42.76,38.31,다사3040,0.05161596635947102,남동구,694.6,315,284.4,712.6,2.0,473.0,0.0,low,['상인천초등학교'],1,53.54,694.6,315,source_allocation_v2_20260911,True,planned,"500m 내 재개발 2건: planned(268m), unknown(114m)",0.78003,straight_500m,estimated,53.54,907.46,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,42.76,42.76,724.76,38.31,38.31,649.36
CG_01106,126.70942830000047,37.45787889999987,81.73,73.22,다사3040,0.04309754542091475,남동구,1041.734,99,0.0,101.5,2.0,473.0,0.0,low,['상인천초등학교'],1,102.33,1041.734,99,source_allocation_v2_20260911,True,unknown,"500m 내 재개발 2건: unknown(420m), unknown(167m)",0.78003,straight_500m,estimated,102.33,1360.97,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,81.73,81.73,1086.97,73.22,73.22,973.88
CG_01065,126.70717830000046,37.46462889999986,35.15,31.49,다사2940,0.06442955302290419,계양구,507.388,598,263.0,7546.7,2.0,473.0,0.0,low,['상인천초등학교'],1,44.01,507.388,598,source_allocation_v2_20260911,True,planned,"500m 내 재개발 2건: planned(80m), unknown(433m)",0.78003,straight_500m,estimated,44.01,662.88,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,35.15,35.15,529.42,31.49,31.49,474.34
