grid_id,cx,cy,pred_beneficiary_2029,pred_beneficiary_2031,parent_1km_code,w_hat,gu,priority_score,candidate_rank,nearest_park_dist,nearest_pg_dist,worst_case_type,avg_park_dist_m,avg_playground_count,land_feasibility_level,linked_schools,linked_school_count,candidate_child_current,priority_score_mixed,candidate_rank_mixed,demand_model_version,redev_flag,redev_level,redev_warning_text,avg_green_ratio,demand_scope,demand_status,resident_children_current,straight_500m_children_current,demand_label,demand_note,xgb_predicted_2029,forecast_2029,potential_demand_2029,xgb_predicted_2031,forecast_2031,potential_demand_2031
CG_00324,126.65317830000038,37.3768789,200.3,179.46,다사2531,0.018915490222133447,서구,1294.488,43,783.1,17179.5,3.0,97.5,0.0,medium,"[""['인천송명초등학교' '인천첨단초등학교']""]",2,250.79,1294.488,43,source_allocation_v2_20260911,False,none,,4.919444,straight_500m,estimated,250.79,1691.18,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,200.3,200.3,1350.7,179.46,179.46,1210.17
CG_00322,126.65317830000038,37.3723789,130.61,117.02,다사2530,0.9022295843568281,서구,1531.5059999999999,16,414.7,16811.1,3.0,97.5,0.0,medium,"[""['인천송명초등학교' '인천첨단초등학교']""]",2,163.53,1531.5059999999999,16,source_allocation_v2_20260911,False,none,,4.919444,straight_500m,estimated,163.53,2000.84,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,130.61,130.61,1598.01,117.02,117.02,1431.75
CG_00352,126.65542830000038,37.3768789,168.2,150.7,다사2531,0.23495726263284866,연수구,1179.4900000000002,62,1462.6,1665.4,3.0,97.5,0.0,medium,"[""['인천송명초등학교' '인천첨단초등학교']""]",2,210.6,1179.4900000000002,62,source_allocation_v2_20260911,False,none,,4.919444,straight_500m,estimated,210.6,1540.95,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,168.2,168.2,1230.71,150.7,150.7,1102.66
CG_00323,126.65317830000038,37.3746289,162.35,145.46,다사2530,0.047713973364618335,서구,1632.25,6,562.4,16903.3,3.0,97.5,0.0,medium,"[""['인천송명초등학교' '인천첨단초등학교']""]",2,203.28,1632.25,6,source_allocation_v2_20260911,False,none,,4.919444,straight_500m,estimated,203.28,2132.45,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,162.35,162.35,1703.13,145.46,145.46,1525.93
CG_00300,126.65092830000037,37.3723789,198.6,177.93,다사2430,0.20421015137389364,동구,1139.93,74,1006.2,1282.2,3.0,97.5,0.0,medium,"[""['인천송명초등학교' '인천첨단초등학교']""]",2,248.66,1139.93,74,source_allocation_v2_20260911,False,none,,4.919444,straight_500m,estimated,248.66,1489.26,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,198.6,198.6,1189.43,177.93,177.93,1065.68
CG_00365,126.65542830000038,37.4241289,19.54,17.5,다사2536,0.13992890863911178,미추홀구,406.584,826,716.6,1896.5,2.0,259.75,0.0,medium,"[""['인천축현초등학교' '인천송도초등학교']""]",2,24.46,406.584,826,source_allocation_v2_20260911,True,unknown,500m 내 재개발 1건: unknown(385m),1.363737,straight_500m,estimated,24.46,531.18,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,19.54,19.54,424.24,17.5,17.5,380.1
CG_00393,126.65767830000038,37.4263789,12.85,11.51,다사2536,0.17136879693360263,미추홀구,227.606,1197,302.0,2606.8,2.0,259.75,0.0,medium,"[""['인천축현초등학교' '인천송도초등학교']""]",2,16.09,227.606,1197,source_allocation_v2_20260911,True,planned,"500m 내 재개발 2건: planned(332m), unknown(339m)",1.363737,straight_500m,estimated,16.09,297.36,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,12.85,12.85,237.49,11.51,11.51,212.78
CG_00392,126.65767830000038,37.4241289,19.42,17.4,다사2536,0.053652300762678934,미추홀구,208.13,1235,133.1,2306.0,2.0,259.75,0.0,medium,"[""['인천축현초등학교' '인천송도초등학교']""]",2,24.32,208.13,1235,source_allocation_v2_20260911,True,planned,"500m 내 재개발 2건: planned(434m), unknown(485m)",1.363737,straight_500m,estimated,24.32,271.91,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,19.42,19.42,217.17,17.4,17.4,194.57
CG_00366,126.65542830000038,37.4263789,42.34,37.93,다사2536,0.07492096942452055,미추홀구,371.69,892,686.0,1664.1,2.0,259.75,0.0,medium,"[""['인천축현초등학교' '인천송도초등학교']""]",2,53.01,371.69,892,source_allocation_v2_20260911,True,unknown,500m 내 재개발 1건: unknown(167m),1.363737,straight_500m,estimated,53.01,485.59,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,42.34,42.34,387.83,37.93,37.93,347.48
CG_01567,126.73867830000052,37.54787889999973,31.41,28.14,다사3250,0.03266044124197543,부평구,489.18,645,534.3,3994.3,2.0,291.1,0.0,medium,['인천병방초등학교'],1,39.33,489.18,645,source_allocation_v2_20260911,False,none,,0.738237,straight_500m,estimated,39.33,639.09,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,31.41,31.41,510.42,28.14,28.14,457.32
CG_01544,126.73642830000051,37.54787889999973,31.82,28.51,다사3250,0.18224431466178084,부평구,372.68600000000004,889,0.0,3931.7,2.0,291.1,0.0,medium,['인천병방초등학교'],1,39.84,372.68600000000004,889,source_allocation_v2_20260911,True,unknown,500m 내 재개발 1건: unknown(407m),0.738237,straight_500m,estimated,39.84,486.89,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,31.82,31.82,388.87,28.51,28.51,348.41
CG_01566,126.73867830000052,37.545628899999734,33.45,29.97,다사3249,0.011149875269913456,계양구,622.852,396,206.0,11259.9,2.0,291.1,0.0,medium,['인천병방초등학교'],1,41.88,622.852,396,source_allocation_v2_20260911,False,none,,0.738237,straight_500m,estimated,41.88,813.72,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,33.45,33.45,649.9,29.97,29.97,582.28
CG_00415,126.65992830000039,37.45112889999988,9.32,8.35,다사2539,0.037817802401597836,미추홀구,174.484,1288,74.0,2309.3,2.0,331.7,0.0,low,['인천용일초등학교'],1,11.67,174.484,1288,source_allocation_v2_20260911,True,unknown,500m 내 재개발 1건: unknown(438m),0.656305,straight_500m,estimated,11.67,227.95,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,9.32,9.32,182.06,8.35,8.35,163.12
CG_00695,126.67792830000042,37.46912889999985,28.35,25.4,다사2741,0.13968576695702042,서구,323.946,1010,348.3,7861.5,2.0,279.4,0.0,medium,['인천주안북초등학교'],1,35.5,323.946,1010,source_allocation_v2_20260911,True,unknown,"500m 내 재개발 2건: unknown(220m), unknown(421m)",0.429432,straight_500m,estimated,35.5,423.22,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,28.35,28.35,338.01,25.4,25.4,302.85
CG_00652,126.67567830000041,37.466878899999855,48.96,43.86,다사2741,0.0878883837087726,서구,500.6,619,75.1,11409.8,2.0,279.4,0.0,medium,['인천주안북초등학교'],1,61.3,500.6,619,source_allocation_v2_20260911,True,unknown,"500m 내 재개발 3건: unknown(360m), unknown(342m), unknown(224m)",0.429432,straight_500m,estimated,61.3,654.01,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,48.96,48.96,522.34,43.86,43.86,467.99
CG_00733,126.68017830000042,37.46462889999986,9.07,8.13,다사2740,0.11239262000737134,연수구,514.268,581,466.0,1399.8,2.0,279.4,0.0,medium,['인천주안북초등학교'],1,11.36,514.268,581,source_allocation_v2_20260911,True,planned,"500m 내 재개발 4건: planned(493m), completed(196m), completed(431m)",0.429432,straight_500m,estimated,11.36,671.87,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,9.07,9.07,536.6,8.13,8.13,480.77
CG_00734,126.68017830000042,37.466878899999855,17.0,15.23,다사2741,0.05993813065740707,연수구,434.92600000000004,761,412.0,1035.7,2.0,279.4,0.0,medium,['인천주안북초등학교'],1,21.29,434.92600000000004,761,source_allocation_v2_20260911,True,planned,"500m 내 재개발 5건: unknown(473m), planned(482m), completed(245m)",0.429432,straight_500m,estimated,21.29,568.21,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,17.0,17.0,453.81,15.23,15.23,406.6
CG_00735,126.68017830000042,37.46912889999985,16.77,15.03,다사2741,0.08310639185137669,연수구,301.398,1063,73.3,1038.2,2.0,279.4,0.0,medium,['인천주안북초등학교'],1,21.0,301.398,1063,source_allocation_v2_20260911,True,completed,"500m 내 재개발 3건: unknown(418m), completed(455m), unknown(226m)",0.429432,straight_500m,estimated,21.0,393.76,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,16.77,16.77,314.49,15.03,15.03,281.76
CG_00694,126.67792830000042,37.466878899999855,38.3,34.32,다사2741,0.014915817624637649,서구,452.23400000000004,727,556.7,7479.9,2.0,279.4,0.0,medium,['인천주안북초등학교'],1,47.96,452.23400000000004,727,source_allocation_v2_20260911,True,completed,"500m 내 재개발 3건: unknown(312m), completed(413m), unknown(458m)",0.429432,straight_500m,estimated,47.96,590.82,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,38.3,38.3,471.87,34.32,34.32,422.78
CG_00467,126.6666783000004,37.44887889999988,21.43,19.2,다사2639,0.04278608685840932,서구,411.168,816,160.5,17407.1,2.0,331.7,0.0,low,['인천용일초등학교'],1,26.83,411.168,816,source_allocation_v2_20260911,True,unknown,"500m 내 재개발 4건: unknown(402m), unknown(346m), unknown(239m)",0.656305,straight_500m,estimated,26.83,537.17,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,21.43,21.43,429.02,19.2,19.2,384.39
CG_00441,126.6644283000004,37.44887889999988,34.2,30.64,다사2639,0.001013707112611029,서구,306.836,1056,356.6,6498.6,2.0,331.7,0.0,low,['인천용일초등학교'],1,42.82,306.836,1056,source_allocation_v2_20260911,True,planned,"500m 내 재개발 4건: planned(495m), unknown(469m), unknown(320m)",0.656305,straight_500m,estimated,42.82,400.86,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,34.2,34.2,320.16,30.64,30.64,286.85
CG_00444,126.6644283000004,37.45562889999987,26.09,23.38,다사2639,0.0143090200136546,서구,278.98400000000004,1093,525.8,8106.6,2.0,331.7,0.0,low,['인천용일초등학교'],1,32.67,278.98400000000004,1093,source_allocation_v2_20260911,True,unknown,"500m 내 재개발 2건: unknown(245m), unknown(471m)",0.656305,straight_500m,estimated,32.67,364.48,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,26.09,26.09,291.1,23.38,23.38,260.81
CG_00443,126.6644283000004,37.453378899999876,20.27,18.16,다사2639,0.02063953865722325,서구,316.056,1030,731.6,7783.9,2.0,331.7,0.0,low,['인천용일초등학교'],1,25.38,316.056,1030,source_allocation_v2_20260911,True,unknown,"500m 내 재개발 2건: unknown(224m), unknown(223m)",0.656305,straight_500m,estimated,25.38,412.91,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,20.27,20.27,329.78,18.16,18.16,295.47
CG_00431,126.66217830000039,37.44887889999988,15.34,13.75,다사2539,0.010248202886779231,연수구,240.516,1167,816.0,1157.9,2.0,331.7,0.0,low,['인천용일초등학교'],1,19.21,240.516,1167,source_allocation_v2_20260911,True,planned,"500m 내 재개발 3건: planned(423m), unknown(477m), unknown(367m)",0.656305,straight_500m,estimated,19.21,314.22,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,15.34,15.34,250.96,13.75,13.75,224.85
CG_00416,126.65992830000039,37.453378899999876,12.09,10.83,다사2539,0.17780925040608409,미추홀구,186.196,1272,0.0,2434.8,2.0,331.7,0.0,low,['인천용일초등학교'],1,15.14,186.196,1272,source_allocation_v2_20260911,True,planned,"500m 내 재개발 2건: planned(464m), unknown(489m)",0.656305,straight_500m,estimated,15.14,243.26,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,12.09,12.09,194.28,10.83,10.83,174.07
CG_00776,126.68242830000042,37.46912889999985,17.72,15.88,다사2741,0.19397069877813544,미추홀구,321.28200000000004,1015,813.0,1758.9,2.0,279.4,0.0,medium,['인천주안북초등학교'],1,22.19,321.28200000000004,1015,source_allocation_v2_20260911,True,planned,"500m 내 재개발 3건: planned(446m), completed(418m), unknown(62m)",0.429432,straight_500m,estimated,22.19,419.74,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,17.72,17.72,335.23,15.88,15.88,300.36
CG_00775,126.68242830000042,37.466878899999855,30.86,27.65,다사2741,0.12841374302905653,미추홀구,448.216,733,848.7,1637.9,2.0,279.4,0.0,medium,['인천주안북초등학교'],1,38.64,448.216,733,source_allocation_v2_20260911,True,planned,"500m 내 재개발 4건: planned(291m), completed(170m), completed(313m)",0.429432,straight_500m,estimated,38.64,585.57,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,30.86,30.86,467.68,27.65,27.65,419.02
CG_00442,126.6644283000004,37.45112889999988,36.89,33.05,다사2639,0.013523054766337578,서구,335.26,978,858.8,7500.9,2.0,331.7,0.0,low,['인천용일초등학교'],1,46.19,335.26,978,source_allocation_v2_20260911,True,unknown,"500m 내 재개발 2건: unknown(407m), unknown(49m)",0.656305,straight_500m,estimated,46.19,438.0,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,36.89,36.89,349.82,33.05,33.05,313.42
CG_00433,126.66217830000039,37.453378899999876,10.61,9.51,다사2539,0.0929203209840464,연수구,261.408,1132,391.3,825.3,2.0,331.7,0.0,low,['인천용일초등학교'],1,13.29,261.408,1132,source_allocation_v2_20260911,True,unknown,"500m 내 재개발 2건: unknown(411m), unknown(324m)",0.656305,straight_500m,estimated,13.29,341.52,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,10.61,10.61,272.76,9.51,9.51,244.38
CG_00432,126.66217830000039,37.45112889999988,15.21,13.62,다사2539,0.05098883259604716,연수구,245.536,1159,82.2,571.0,2.0,331.7,0.0,low,['인천용일초등학교'],1,19.04,245.536,1159,source_allocation_v2_20260911,True,unknown,500m 내 재개발 1건: unknown(239m),0.656305,straight_500m,estimated,19.04,320.78,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,15.21,15.21,256.2,13.62,13.62,229.54
CG_00434,126.66217830000039,37.45562889999987,12.32,11.04,다사2539,0.027096596827402095,미추홀구,226.17000000000002,1199,369.4,2779.6,2.0,331.7,0.0,low,['인천용일초등학교'],1,15.43,226.17000000000002,1199,source_allocation_v2_20260911,True,unknown,500m 내 재개발 1건: unknown(422m),0.656305,straight_500m,estimated,15.43,295.48,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,12.32,12.32,235.99,11.04,11.04,211.44
CG_00468,126.6666783000004,37.45112889999988,21.85,19.58,다사2639,0.03474342505997096,서구,401.58399999999995,835,0.0,17750.6,2.0,331.7,0.0,low,['인천용일초등학교'],1,27.36,401.58399999999995,835,source_allocation_v2_20260911,True,unknown,"500m 내 재개발 4건: unknown(312m), unknown(355m), unknown(488m)",0.656305,straight_500m,estimated,27.36,524.65,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,21.85,21.85,419.02,19.58,19.58,375.43
CG_00506,126.6689283000004,37.45112889999988,30.79,27.59,다사2639,0.07509366812192522,미추홀구,438.986,755,221.3,3430.5,2.0,331.7,0.0,low,['인천용일초등학교'],1,38.55,438.986,755,source_allocation_v2_20260911,True,unknown,"500m 내 재개발 3건: unknown(130m), unknown(408m), unknown(361m)",0.656305,straight_500m,estimated,38.55,573.51,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,30.79,30.79,458.05,27.59,27.59,410.39
CG_00470,126.6666783000004,37.45562889999987,27.51,24.65,다사2639,0.05436629197402528,연수구,338.414,969,52.4,52.4,2.0,331.7,0.0,low,['인천용일초등학교'],1,34.45,338.414,969,source_allocation_v2_20260911,True,unknown,"500m 내 재개발 2건: unknown(144m), unknown(496m)",0.656305,straight_500m,estimated,34.45,442.12,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,27.51,27.51,353.11,24.65,24.65,316.37
CG_00469,126.6666783000004,37.453378899999876,28.82,25.82,다사2639,0.013413332137247843,연수구,364.356,907,0.0,829.1,2.0,331.7,0.0,low,['인천용일초등학교'],1,36.08,364.356,907,source_allocation_v2_20260911,True,unknown,"500m 내 재개발 3건: unknown(447m), unknown(106m), unknown(272m)",0.656305,straight_500m,estimated,36.08,476.01,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,28.82,28.82,380.18,25.82,25.82,340.62
CG_00653,126.67567830000041,37.46912889999985,47.9,42.91,다사2741,0.07589090203374653,서구,372.59999999999997,890,184.0,11748.0,2.0,279.4,0.0,medium,['인천주안북초등학교'],1,59.97,372.59999999999997,890,source_allocation_v2_20260911,True,unknown,"500m 내 재개발 3건: unknown(452m), unknown(378m), unknown(33m)",0.429432,straight_500m,estimated,59.97,486.78,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,47.9,47.9,388.78,42.91,42.91,348.33
CG_00736,126.68017830000042,37.47137889999985,0.69,0.62,다사2741,0.07616267111867059,미추홀구,136.406,1333,308.9,1866.3,2.0,279.4,0.0,medium,['인천주안북초등학교'],1,0.87,136.406,1333,source_allocation_v2_20260911,True,unknown,500m 내 재개발 1건: unknown(378m),0.429432,straight_500m,estimated,0.87,178.21,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,0.69,0.69,142.33,0.62,0.62,127.52
CG_00693,126.67792830000042,37.46462889999986,22.99,20.59,다사2740,0.1388865367035747,서구,481.97799999999995,661,492.2,7249.0,2.0,279.4,0.0,medium,['인천주안북초등학교'],1,28.78,481.97799999999995,661,source_allocation_v2_20260911,True,planned,"500m 내 재개발 3건: planned(450m), unknown(492m), completed(386m)",0.429432,straight_500m,estimated,28.78,629.68,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,22.99,22.99,502.91,20.59,20.59,450.58
CG_00696,126.67792830000042,37.47137889999985,1.1,0.99,다사2741,0.061113267342557884,서구,158.486,1314,204.7,8068.2,2.0,279.4,0.0,medium,['인천주안북초등학교'],1,1.38,158.486,1314,source_allocation_v2_20260911,True,unknown,500m 내 재개발 1건: unknown(352m),0.429432,straight_500m,estimated,1.38,207.05,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,1.1,1.1,165.37,0.99,0.99,148.16
CG_01512,126.73417830000051,37.545628899999734,46.47,41.64,다사3249,0.016208798541688548,계양구,421.476,790,177.2,14358.0,2.0,300.0,0.0,medium,['인천안산초등학교'],1,58.19,421.476,790,source_allocation_v2_20260911,True,unknown,500m 내 재개발 1건: unknown(192m),0.0,straight_500m,estimated,58.19,550.64,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,46.47,46.47,439.78,41.64,41.64,394.02
CG_01402,126.7274283000005,37.545628899999734,26.84,24.04,다사3149,0.0344714821160493,남동구,303.914,1058,548.2,685.1,2.0,300.0,0.0,medium,['인천안산초등학교'],1,33.6,303.914,1058,source_allocation_v2_20260911,True,unknown,"500m 내 재개발 4건: unknown(398m), unknown(169m), unknown(432m)",0.0,straight_500m,estimated,33.6,397.05,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,26.84,26.84,317.11,24.04,24.04,284.12
CG_01442,126.7296783000005,37.54787889999973,4.25,3.81,다사3150,0.07450557581579957,남동구,219.088,1216,274.4,1034.7,2.0,300.0,0.0,medium,['인천안산초등학교'],1,5.32,219.088,1216,source_allocation_v2_20260911,True,unknown,"500m 내 재개발 2건: unknown(456m), unknown(280m)",0.0,straight_500m,estimated,5.32,286.23,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,4.25,4.25,228.6,3.81,3.81,204.82
CG_01441,126.7296783000005,37.545628899999734,11.84,10.61,다사3149,0.02373738037772871,남동구,341.644,966,466.6,1126.0,2.0,300.0,0.0,medium,['인천안산초등학교'],1,14.83,341.644,966,source_allocation_v2_20260911,True,unknown,"500m 내 재개발 4건: unknown(469m), unknown(367m), unknown(240m)",0.0,straight_500m,estimated,14.83,446.34,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,11.84,11.84,356.48,10.61,10.61,319.39
CG_01480,126.7319283000005,37.54787889999973,18.7,16.76,다사3250,0.3200953347757115,남동구,245.106,1161,340.2,1077.4,2.0,300.0,0.0,medium,['인천안산초등학교'],1,23.42,245.106,1161,source_allocation_v2_20260911,True,unknown,500m 내 재개발 1건: unknown(168m),0.0,straight_500m,estimated,23.42,320.22,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,18.7,18.7,255.75,16.76,16.76,229.14
CG_01479,126.7319283000005,37.545628899999734,40.71,36.47,다사3249,0.19875926703763522,남동구,378.044,880,658.4,1320.4,2.0,300.0,0.0,medium,['인천안산초등학교'],1,50.97,378.044,880,source_allocation_v2_20260911,True,unknown,500m 내 재개발 1건: unknown(88m),0.0,straight_500m,estimated,50.97,493.89,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,40.71,40.71,394.46,36.47,36.47,353.42
CG_01198,126.71392830000048,37.53662889999975,2.65,2.38,다사3048,0.05046179010723506,남동구,311.416,1042,138.1,930.1,2.0,280.0,0.0,medium,['인천효성동초등학교'],1,3.32,311.416,1042,source_allocation_v2_20260911,True,completed,"500m 내 재개발 3건: unknown(383m), completed(293m), unknown(281m)",0.0,straight_500m,estimated,3.32,406.85,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,2.65,2.65,324.94,2.38,2.38,291.13
CG_01265,126.71842830000048,37.53437889999975,23.39,20.96,다사3048,0.06452993765934856,남동구,455.84399999999994,711,373.8,883.4,2.0,280.0,0.0,medium,['인천효성동초등학교'],1,29.29,455.84399999999994,711,source_allocation_v2_20260911,True,completed,"500m 내 재개발 4건: completed(306m), completed(345m), unknown(470m)",0.0,straight_500m,estimated,29.29,595.54,직선 500m 거주 아동 시나리오,2024년 6~11세 배분 추정에 인천 전체 연령인구 성장률 적용. 보행권·실제 이용자·신규 수혜가 아님. 후보끼리 합산하지 않음.,23.39,23.39,475.64,20.96,20.96,426.15
