격자코드,총인구,남성인구,여성인구,격자구분
다사349647,163,78,88,다사
다사349648,368,173,198,다사
다사349649,568,276,295,다사
다사349650,122,56,64,다사
다사349651,143,68,78,다사
다사349652,94,45,52,다사
다사349654,36,21,13,다사
다사349655,210,115,98,다사
다사349656,394,182,215,다사
다사349657,427,210,215,다사
다사349658,219,149,73,다사
다사349659,29,24,8,다사
다사349660,337,192,143,다사
다사349661,795,402,393,다사
다사349662,866,420,449,다사
다사349663,937,455,477,다사
다사349664,842,411,431,다사
다사349666,8,8,0,다사
다사349669,873,421,450,다사
다사349670,732,350,379,다사
다사349671,742,352,395,다사
다사349672,409,203,209,다사
다사349673,43,23,23,다사
다사349674,101,71,33,다사
다사349675,148,76,70,다사
다사349676,128,63,63,다사
다사350236,5,5,0,다사
다사350249,53,53,0,다사
다사350253,5,5,0,다사
다사350254,5,5,0,다사
다사350255,5,5,0,다사
다사350260,5,5,0,다사
다사350261,13,8,8,다사
다사350303,5,0,0,다사
다사350309,0,0,0,다사
다사350314,163,87,79,다사
다사350315,654,339,318,다사
다사350316,8,5,8,다사
다사350317,5,5,0,다사
다사350343,12,12,0,다사
다사350349,5,0,5,다사
다사350351,8,8,0,다사
다사350352,5,5,5,다사
다사350353,5,5,0,다사
다사350354,8,5,5,다사
다사350355,5,5,0,다사
다사350356,8,5,5,다사
다사350358,5,0,0,다사
다사350359,5,5,0,다사
다사350360,13,8,5,다사
다사350363,5,5,0,다사
다사350364,8,5,5,다사
다사350365,0,0,0,다사
다사350375,13,8,8,다사
다사350376,8,8,5,다사
다사350378,23,13,8,다사
다사350379,18,13,8,다사
다사350384,5,5,0,다사
다사350385,38,18,18,다사
다사350388,0,0,0,다사
다사350423,656,316,340,다사
다사350424,511,229,285,다사
다사350425,144,76,66,다사
다사350426,78,43,33,다사
다사350427,0,0,0,다사
다사350428,415,199,216,다사
다사350429,8,8,5,다사
다사350430,793,402,396,다사
다사350431,881,427,454,다사
다사350434,143,64,77,다사
다사350435,531,251,283,다사
다사350436,321,166,158,다사
다사350437,843,405,443,다사
다사350438,638,311,322,다사
다사350439,241,107,132,다사
다사350440,427,222,208,다사
다사350441,252,114,136,다사
다사350442,404,192,210,다사
다사350443,158,79,77,다사
다사350444,199,92,105,다사
다사350453,339,154,188,다사
다사350454,266,142,127,다사
다사350455,333,159,172,다사
다사350456,290,119,169,다사
다사350457,373,147,224,다사
다사350458,757,348,407,다사
다사350460,255,129,124,다사
다사350461,345,166,182,다사
다사350462,403,192,214,다사
다사350463,178,86,90,다사
다사350464,59,34,28,다사
다사350465,182,102,78,다사
다사350466,205,95,108,다사
다사350468,0,0,0,다사
다사350469,5,5,0,다사
다사350473,8,8,0,다사
다사350475,5,5,0,다사
다사350476,5,0,5,다사
다사350477,8,8,0,다사
다사350478,5,0,5,다사
다사350479,5,5,0,다사
다사350549,345,165,178,다사
다사350552,160,74,84,다사
다사350554,196,93,101,다사
다사350555,117,54,61,다사
다사350557,5,0,0,다사
다사350560,5,5,0,다사
다사350564,5,5,0,다사
다사350565,5,5,0,다사
다사350568,5,5,5,다사
다사350569,5,5,0,다사
다사350572,8,5,5,다사
다사350573,0,0,0,다사
다사350575,0,0,0,다사
다사350600,8,5,5,다사
다사350601,13,13,5,다사
다사350602,8,5,8,다사
다사350603,13,8,0,다사
다사350604,5,0,0,다사
다사350605,5,5,0,다사
다사350606,28,18,13,다사
다사350607,8,5,5,다사
다사350609,5,0,5,다사
다사350610,5,0,0,다사
다사350628,1023,508,517,다사
다사350630,369,168,199,다사
다사350631,322,151,169,다사
다사350632,529,249,280,다사
다사350633,341,158,181,다사
다사350634,113,57,59,다사
다사350635,125,56,67,다사
다사350636,214,116,101,다사
다사350637,454,188,264,다사
다사350638,587,292,295,다사
다사350642,658,320,336,다사
다사350643,247,118,132,다사
다사350644,330,152,181,다사
다사350645,290,122,166,다사
다사350647,166,90,79,다사
다사350648,198,90,111,다사
다사350649,569,263,306,다사
다사350650,321,152,167,다사
다사350651,580,294,284,다사
다사350653,494,233,259,다사
다사350654,761,385,376,다사
다사350655,595,265,327,다사
다사350656,486,244,245,다사
다사350657,484,221,261,다사
다사350658,73,38,38,다사
다사350659,8,8,5,다사
다사350660,118,33,83,다사
다사350661,0,0,0,다사
다사350662,1122,525,595,다사
다사350663,921,453,466,다사
다사350664,1808,856,952,다사
다사350669,620,289,331,다사
다사350670,250,114,134,다사
다사350671,425,209,214,다사
다사350672,506,246,260,다사
다사350673,199,92,110,다사
다사350674,5,5,0,다사
다사350675,59,28,29,다사
다사351230,13,13,0,다사
다사351236,13,13,8,다사
다사351237,0,0,0,다사
다사351251,0,0,0,다사
다사351253,14,14,0,다사
다사351255,0,0,0,다사
다사351264,0,0,0,다사
다사351314,18,8,8,다사
다사351315,330,169,164,다사
다사351316,88,25,61,다사
다사351317,18,13,8,다사
다사351318,5,0,0,다사
다사351341,5,0,0,다사
다사351347,5,0,0,다사
다사351350,5,5,0,다사
다사351352,5,5,5,다사
다사351353,18,8,8,다사
다사351355,5,0,5,다사
다사351360,8,5,5,다사
다사351375,5,5,0,다사
다사351376,8,8,0,다사
다사351377,5,5,0,다사
다사351378,5,0,5,다사
다사351379,18,8,8,다사
다사351380,8,5,5,다사
다사351381,8,5,5,다사
다사351385,38,23,13,다사
다사351392,5,0,5,다사
다사351423,443,221,225,다사
다사351424,305,143,165,다사
다사351425,33,13,18,다사
다사351426,65,38,30,다사
다사351427,161,83,81,다사
다사351428,43,18,28,다사
다사351429,329,162,170,다사
다사351430,313,153,158,다사
다사351431,631,294,337,다사
다사351432,74,33,39,다사
다사351433,13,8,5,다사
다사351434,91,55,39,다사
다사351435,624,299,325,다사
다사351436,740,357,378,다사
다사351437,663,320,341,다사
다사351439,70,30,38,다사
다사351440,368,182,184,다사
다사351441,365,181,182,다사
다사351442,438,227,214,다사
다사351443,174,91,86,다사
다사351444,569,290,277,다사
다사351445,681,333,345,다사
다사351446,226,104,125,다사
다사351453,337,162,178,다사
다사351454,436,214,225,다사
다사351456,377,168,212,다사
다사351457,348,159,187,다사
다사351458,1008,481,527,다사
다사351459,446,222,222,다사
다사351460,319,158,159,다사
다사351461,238,118,118,다사
다사351462,303,145,161,다사
다사351463,399,201,201,다사
다사351464,107,58,47,다사
다사351465,1187,570,617,다사
다사351466,243,116,125,다사
다사351467,229,123,109,다사
다사351468,285,143,145,다사
다사351477,8,8,0,다사
다사351478,14,14,0,다사
다사351479,5,5,0,다사
다사351481,5,5,0,다사
다사351551,335,155,178,다사
다사351552,607,305,300,다사
다사351553,341,168,171,다사
다사351554,189,101,91,다사
다사351556,13,8,8,다사
다사351557,8,5,5,다사
다사351561,485,224,256,다사
다사351562,166,78,91,다사
다사351572,0,0,0,다사
다사351575,5,5,5,다사
다사351576,8,8,5,다사
다사351578,8,8,5,다사
다사351600,13,8,5,다사
다사351601,8,5,8,다사
다사351602,5,0,0,다사
다사351603,5,5,5,다사
다사351604,5,5,0,다사
다사351605,13,13,5,다사
다사351606,13,13,5,다사
다사351608,5,0,0,다사
다사351610,5,5,0,다사
다사351611,8,5,8,다사
다사351626,104,65,42,다사
다사351627,264,121,141,다사
다사351628,391,182,212,다사
다사351629,1383,735,646,다사
다사351630,99,50,52,다사
다사351631,336,159,175,다사
다사351632,376,177,197,다사
다사351633,223,86,135,다사
다사351634,213,81,130,다사
다사351635,28,23,8,다사
다사351636,127,58,72,다사
다사351638,252,120,130,다사
다사351639,361,158,203,다사
다사351640,107,43,62,다사
다사351641,5,5,0,다사
다사351643,457,214,241,다사
다사351644,515,245,268,다사
다사351645,608,280,326,다사
다사351647,170,67,106,다사
다사351648,424,208,219,다사
다사351649,156,71,83,다사
다사351650,763,360,406,다사
다사351652,215,98,115,다사
다사351653,390,192,196,다사
다사351654,319,170,147,다사
다사351655,189,96,96,다사
다사351656,179,79,98,다사
다사351657,580,283,300,다사
다사351658,500,237,261,다사
다사351659,792,376,416,다사
다사351660,478,237,244,다사
다사351661,8,8,5,다사
다사351662,334,166,166,다사
다사351664,0,0,0,다사
다사351668,635,310,323,다사
다사351669,993,475,520,다사
다사351670,704,336,366,다사
다사351671,429,206,221,다사
다사351672,554,271,283,다사
다사351674,58,28,28,다사
다사352236,8,8,0,다사
다사352252,5,5,0,다사
다사352253,0,0,0,다사
다사352255,8,8,0,다사
다사352307,5,5,0,다사
다사352316,0,0,0,다사
다사352317,5,0,0,다사
다사352340,23,13,13,다사
다사352341,5,5,5,다사
다사352351,0,0,0,다사
다사352352,5,5,0,다사
다사352358,8,5,0,다사
다사352360,8,5,5,다사
다사352376,5,5,0,다사
다사352378,5,0,5,다사
다사352380,5,0,5,다사
다사352382,5,5,0,다사
다사352385,5,0,5,다사
다사352420,8,5,5,다사
다사352423,491,237,254,다사
다사352424,623,313,310,다사
다사352425,283,148,133,다사
다사352427,329,157,170,다사
다사352428,275,134,139,다사
다사352429,339,208,134,다사
다사352430,28,13,13,다사
다사352431,1102,534,568,다사
다사352432,119,59,58,다사
다사352433,321,144,170,다사
다사352434,125,58,70,다사
다사352435,581,277,302,다사
다사352436,636,296,338,다사
다사352437,893,418,475,다사
다사352438,993,490,503,다사
다사352439,148,77,74,다사
다사352440,452,203,252,다사
다사352441,366,162,202,다사
다사352442,409,206,201,다사
다사352443,341,160,179,다사
다사352444,427,207,215,다사
다사352445,564,285,279,다사
다사352450,2964,1467,1497,다사
다사352453,504,244,260,다사
다사352454,528,244,287,다사
다사352455,441,190,254,다사
다사352456,401,175,229,다사
다사352457,409,193,214,다사
다사352458,656,311,343,다사
다사352459,227,97,128,다사
다사352460,100,51,47,다사
다사352461,325,163,160,다사
다사352462,222,117,108,다사
다사352463,476,245,231,다사
다사352464,13,8,5,다사
다사352465,934,468,463,다사
다사352466,159,88,69,다사
다사352467,395,225,168,다사
다사352468,177,103,77,다사
다사352469,276,168,106,다사
다사352472,5,5,0,다사
다사352473,5,0,0,다사
다사352476,0,0,0,다사
다사352477,5,5,0,다사
다사352478,5,5,0,다사
다사352479,0,0,0,다사
다사352551,179,91,86,다사
다사352552,348,176,170,다사
다사352553,444,222,225,다사
다사352554,151,77,77,다사
다사352558,148,63,83,다사
다사352559,179,82,95,다사
다사352560,167,89,81,다사
다사352561,441,211,233,다사
다사352563,447,221,226,다사
다사352564,197,95,100,다사
다사352566,5,5,0,다사
다사352574,5,0,0,다사
다사352575,0,0,0,다사
다사352577,8,5,5,다사
다사352578,18,8,8,다사
다사352600,8,5,5,다사
다사352601,13,8,5,다사
다사352603,19,11,8,다사
다사352604,5,5,5,다사
다사352605,5,5,0,다사
다사352606,5,5,0,다사
다사352607,5,5,0,다사
다사352609,0,0,0,다사
다사352611,5,0,5,다사
다사352612,18,13,5,다사
다사352626,869,451,418,다사
다사352627,271,123,151,다사
다사352628,403,186,215,다사
다사352629,147,37,113,다사
다사352630,701,390,314,다사
다사352631,101,44,55,다사
다사352632,191,92,102,다사
다사352633,187,77,108,다사
다사352634,499,193,309,다사
다사352635,429,193,234,다사
다사352636,335,155,183,다사
다사352637,161,73,91,다사
다사352638,427,205,220,다사
다사352639,451,219,235,다사
다사352640,165,80,83,다사
다사352641,397,193,207,다사
다사352642,248,122,129,다사
다사352643,258,126,135,다사
다사352644,495,234,259,다사
다사352645,0,0,0,다사
다사352647,827,395,432,다사
다사352650,228,126,105,다사
다사352652,318,150,171,다사
다사352653,653,315,331,다사
다사352654,39,18,19,다사
다사352655,352,169,181,다사
다사352656,891,436,452,다사
다사352657,816,372,444,다사
다사352658,315,157,161,다사
다사352659,192,94,96,다사
다사352660,300,140,163,다사
다사352661,703,343,360,다사
다사352662,363,167,194,다사
다사352663,575,242,331,다사
다사352664,615,293,322,다사
다사352665,218,106,110,다사
다사352667,0,0,0,다사
다사352669,239,129,113,다사
다사352670,568,256,307,다사
다사352671,435,207,231,다사
다사352672,758,372,386,다사
다사353231,8,8,0,다사
다사353234,0,0,0,다사
다사353235,5,5,0,다사
다사353249,23,23,0,다사
다사353251,25,25,0,다사
다사353253,8,8,0,다사
다사353254,0,0,0,다사
다사353255,13,13,0,다사
다사353256,5,5,0,다사
다사353263,0,0,0,다사
다사353287,5,0,0,다사
다사353290,5,0,5,다사
다사353291,8,8,0,다사
다사353292,0,0,0,다사
다사353318,5,0,5,다사
다사353320,8,8,0,다사
다사353340,8,8,5,다사
다사353352,8,0,8,다사
다사353354,0,0,0,다사
다사353355,5,0,5,다사
다사353358,0,0,0,다사
다사353359,5,0,0,다사
다사353365,5,0,0,다사
다사353372,0,0,0,다사
다사353375,18,8,8,다사
다사353376,5,0,5,다사
다사353382,5,5,0,다사
다사353383,8,8,5,다사
다사353385,5,0,5,다사
다사353403,0,0,0,다사
다사353421,0,0,0,다사
다사353422,302,103,197,다사
다사353424,105,56,47,다사
다사353425,254,128,124,다사
다사353426,768,368,400,다사
다사353427,342,184,156,다사
다사353428,28,13,13,다사
다사353429,510,256,254,다사
다사353430,5,0,5,다사
다사353431,408,184,222,다사
다사353432,208,109,102,다사
다사353433,410,215,193,다사
다사353434,448,207,241,다사
다사353435,785,387,401,다사
다사353436,132,60,70,다사
다사353438,339,168,169,다사
다사353439,330,160,173,다사
다사353440,501,227,272,다사
다사353441,563,264,297,다사
다사353442,385,191,192,다사
다사353443,569,280,287,다사
다사353444,310,160,148,다사
다사353445,510,250,263,다사
다사353446,457,238,217,다사
다사353447,216,111,108,다사
다사353448,494,217,275,다사
다사353449,178,104,77,다사
다사353451,3119,1558,1563,다사
다사353453,447,228,224,다사
다사353454,164,77,85,다사
다사353455,936,444,497,다사
다사353457,533,256,277,다사
다사353458,462,224,241,다사
다사353460,764,366,393,다사
다사353461,357,172,183,다사
다사353462,345,183,165,다사
다사353463,400,222,176,다사
다사353464,23,13,8,다사
다사353465,676,343,333,다사
다사353466,343,197,144,다사
다사353467,329,200,127,다사
다사353468,328,175,151,다사
다사353469,370,205,168,다사
다사353472,8,8,0,다사
다사353473,5,5,0,다사
다사353475,5,5,0,다사
다사353476,5,5,0,다사
다사353477,8,8,5,다사
다사353478,0,0,0,다사
다사353479,0,0,0,다사
다사353481,5,5,0,다사
다사353482,5,5,0,다사
다사353509,0,0,0,다사
다사353510,5,5,5,다사
다사353552,196,83,111,다사
다사353553,477,224,251,다사
다사353554,416,203,211,다사
다사353557,236,116,123,다사
다사353558,28,13,18,다사
다사353559,185,98,90,다사
다사353562,137,68,72,다사
다사353563,334,161,171,다사
다사353564,318,157,159,다사
다사353565,117,52,63,다사
다사353567,5,0,5,다사
다사353572,5,5,0,다사
다사353573,5,5,0,다사
다사353574,5,5,0,다사
다사353577,5,5,0,다사
다사353578,5,0,0,다사
다사353579,5,0,5,다사
다사353600,5,0,0,다사
다사353601,0,0,0,다사
다사353602,5,5,0,다사
다사353604,8,8,5,다사
다사353605,0,0,0,다사
다사353606,5,0,0,다사
다사353609,5,5,0,다사
다사353612,8,5,5,다사
다사353613,5,5,5,다사
다사353624,576,265,314,다사
다사353625,600,315,288,다사
다사353626,465,221,247,다사
다사353627,155,87,71,다사
다사353628,5,5,0,다사
다사353629,158,103,58,다사
다사353630,541,294,245,다사
다사353632,197,76,119,다사
다사353633,449,181,271,다사
다사353634,370,175,193,다사
다사353635,587,257,328,다사
다사353636,409,188,224,다사
다사353637,429,199,230,다사
다사353638,247,128,117,다사
다사353639,92,47,43,다사
다사353640,559,257,300,다사
다사353641,132,70,65,다사
다사353642,433,225,206,다사
다사353643,213,109,107,다사
다사353644,292,146,149,다사
다사353646,160,66,97,다사
다사353647,478,224,252,다사
다사353648,352,165,185,다사
다사353649,124,56,66,다사
다사353650,277,146,134,다사
다사353651,240,117,126,다사
다사353652,568,262,303,다사
다사353653,338,165,176,다사
다사353654,0,0,0,다사
다사353655,580,272,306,다사
다사353656,578,275,308,다사
다사353658,518,256,260,다사
다사353659,462,221,241,다사
다사353660,750,357,386,다사
다사353661,244,108,139,다사
다사353662,307,131,174,다사
다사353663,346,164,185,다사
다사353664,348,185,166,다사
다사353665,331,157,172,다사
다사353666,340,161,177,다사
다사353667,661,332,324,다사
다사353668,631,302,324,다사
다사353669,239,110,127,다사
다사353670,409,177,232,다사
다사353671,0,0,0,다사
다사353672,203,103,103,다사
다사353673,282,137,143,다사
다사354232,13,13,0,다사
다사354233,28,28,0,다사
다사354239,0,0,0,다사
다사354244,5,5,0,다사
다사354252,13,8,0,다사
다사354254,5,5,0,다사
다사354256,5,5,0,다사
다사354266,482,275,207,다사
다사354271,0,0,0,다사
다사354286,5,5,5,다사
다사354287,43,18,23,다사
다사354289,115,62,51,다사
다사354290,33,18,13,다사
다사354292,5,0,0,다사
다사354296,293,150,146,다사
다사354297,133,73,63,다사
다사354306,0,0,0,다사
다사354317,5,0,0,다사
다사354318,5,0,5,다사
다사354319,0,0,0,다사
다사354320,0,0,0,다사
다사354341,0,0,0,다사
다사354352,0,0,0,다사
다사354357,5,5,0,다사
다사354358,8,5,5,다사
다사354359,5,0,5,다사
다사354372,5,5,0,다사
다사354373,5,0,5,다사
다사354374,0,0,0,다사
다사354376,5,0,5,다사
다사354377,5,0,0,다사
다사354378,8,5,5,다사
다사354384,8,5,8,다사
다사354385,23,13,8,다사
다사354403,0,0,0,다사
다사354404,5,5,5,다사
다사354418,0,0,0,다사
다사354422,69,29,43,다사
다사354423,288,161,125,다사
다사354424,49,28,19,다사
다사354425,288,147,139,다사
다사354426,394,177,215,다사
다사354427,339,166,171,다사
다사354428,146,79,70,다사
다사354429,182,94,86,다사
다사354430,13,8,8,다사
다사354431,390,187,203,다사
다사354432,358,182,179,다사
다사354433,351,177,177,다사
다사354434,8,8,0,다사
다사354435,375,180,193,다사
다사354439,315,167,146,다사
다사354440,229,122,110,다사
다사354441,165,87,81,다사
다사354442,202,111,94,다사
다사354443,378,182,194,다사
다사354444,310,154,154,다사
다사354445,429,203,224,다사
다사354446,662,314,353,다사
다사354447,564,297,270,다사
다사354448,613,229,387,다사
다사354449,996,477,517,다사
다사354450,197,91,109,다사
다사354451,896,440,456,다사
다사354453,440,208,235,다사
다사354454,455,191,267,다사
다사354455,228,87,139,다사
다사354456,590,252,336,다사
다사354458,328,153,178,다사
다사354459,550,238,312,다사
다사354460,258,125,131,다사
다사354461,5,5,0,다사
다사354462,195,103,95,다사
다사354463,204,88,119,다사
다사354464,28,13,13,다사
다사354465,297,165,130,다사
다사354466,211,101,113,다사
다사354467,318,185,131,다사
다사354468,178,97,79,다사
다사354469,133,71,60,다사
다사354470,0,0,0,다사
다사354471,5,5,5,다사
다사354472,5,0,0,다사
다사354473,0,0,0,다사
다사354476,5,5,0,다사
다사354477,8,8,0,다사
다사354479,5,5,0,다사
다사354511,5,0,0,다사
다사354553,361,171,188,다사
다사354554,326,153,171,다사
다사354555,356,187,172,다사
다사354556,418,215,206,다사
다사354557,398,197,199,다사
다사354558,290,136,152,다사
다사354559,294,137,155,다사
다사354560,5,5,0,다사
다사354561,136,48,86,다사
다사354562,248,126,120,다사
다사354563,133,67,64,다사
다사354564,486,238,246,다사
다사354565,312,157,158,다사
다사354568,13,8,8,다사
다사354570,5,0,0,다사
다사354575,5,5,5,다사
다사354576,8,8,5,다사
다사354577,13,8,5,다사
다사354578,5,5,5,다사
다사354579,5,5,0,다사
다사354600,8,0,8,다사
다사354601,8,5,8,다사
다사354602,8,8,5,다사
다사354603,8,5,5,다사
다사354604,13,8,5,다사
다사354605,18,13,8,다사
다사354606,5,5,0,다사
다사354609,5,0,0,다사
다사354610,5,5,0,다사
다사354612,5,0,5,다사
다사354623,479,221,261,다사
다사354624,182,89,96,다사
다사354625,0,0,0,다사
다사354628,58,48,13,다사
다사354629,473,213,258,다사
다사354630,887,411,474,다사
다사354633,175,85,88,다사
다사354634,191,87,107,다사
다사354635,393,184,207,다사
다사354636,205,92,116,다사
다사354637,533,272,259,다사
다사354638,335,150,188,다사
다사354639,348,177,169,다사
다사354640,207,105,100,다사
다사354641,216,110,104,다사
다사354642,438,163,273,다사
다사354643,221,104,115,다사
다사354644,274,129,143,다사
다사354645,428,216,210,다사
다사354646,407,191,214,다사
다사354647,231,104,125,다사
다사354648,456,227,227,다사
다사354649,285,143,145,다사
다사354651,365,172,191,다사
다사354652,387,189,201,다사
다사354653,625,297,333,다사
다사354654,927,425,502,다사
다사354655,33,18,18,다사
다사354658,367,167,195,다사
다사354659,687,318,372,다사
다사354660,194,104,93,다사
다사354661,270,137,131,다사
다사354662,123,65,56,다사
다사354663,19,19,5,다사
다사354665,303,150,151,다사
다사354666,710,331,379,다사
다사354668,409,204,203,다사
다사354669,665,310,357,다사
다사354672,254,131,121,다사
다사355232,22,22,0,다사
다사355233,5,5,0,다사
다사355234,8,8,0,다사
다사355237,5,5,0,다사
다사355245,0,0,0,다사
다사355251,8,8,0,다사
다사355252,5,5,0,다사
다사355253,5,5,0,다사
다사355254,0,0,0,다사
다사355262,5,0,0,다사
다사355266,395,196,197,다사
다사355267,425,205,223,다사
다사355268,5,5,0,다사
다사355287,5,5,0,다사
다사355288,53,28,23,다사
다사355289,171,105,64,다사
다사355290,58,33,23,다사
다사355291,58,28,28,다사
다사355292,8,5,5,다사
다사355295,139,78,64,다사
다사355296,711,364,345,다사
다사355297,488,232,259,다사
다사355303,0,0,0,다사
다사355304,5,5,0,다사
다사355316,5,0,0,다사
다사355319,5,5,0,다사
다사355320,5,0,0,다사
다사355342,8,5,5,다사
다사355343,5,0,0,다사
다사355356,5,5,0,다사
다사355357,5,5,0,다사
다사355359,8,5,5,다사
다사355360,8,5,5,다사
다사355363,5,0,5,다사
다사355365,0,0,0,다사
다사355371,8,8,0,다사
다사355373,5,0,0,다사
다사355374,8,5,5,다사
다사355375,5,5,5,다사
다사355379,5,5,0,다사
다사355382,0,0,0,다사
다사355383,8,5,8,다사
다사355384,28,13,13,다사
다사355385,43,23,18,다사
다사355386,8,5,5,다사
다사355402,5,0,0,다사
다사355403,13,8,8,다사
다사355404,5,5,5,다사
다사355417,0,0,0,다사
다사355418,23,13,13,다사
다사355421,5,0,0,다사
다사355422,217,112,108,다사
다사355423,211,115,99,다사
다사355424,278,157,119,다사
다사355425,454,224,233,다사
다사355426,445,210,238,다사
다사355427,301,139,160,다사
다사355428,614,310,307,다사
다사355429,596,286,310,다사
다사355430,684,332,352,다사
다사355431,443,206,235,다사
다사355432,346,163,181,다사
다사355433,367,164,201,다사
다사355434,5,0,5,다사
다사355436,616,307,309,다사
다사355437,370,197,176,다사
다사355438,183,86,95,다사
다사355439,153,89,67,다사
다사355440,252,130,120,다사
다사355441,184,99,83,다사
다사355443,232,120,110,다사
다사355444,142,59,81,다사
다사355445,387,190,200,다사
다사355446,555,277,273,다사
다사355447,475,173,300,다사
다사355448,656,262,397,다사
다사355449,948,464,482,다사
다사355450,66,33,36,다사
다사355453,495,236,259,다사
다사355454,376,188,186,다사
다사355455,385,158,225,다사
다사355456,316,155,159,다사
다사355457,301,125,174,다사
다사355458,442,184,256,다사
다사355459,303,149,157,다사
다사355460,214,111,106,다사
다사355461,338,173,168,다사
다사355462,159,86,71,다사
다사355463,329,169,163,다사
다사355464,165,73,90,다사
다사355465,150,87,61,다사
다사355466,286,158,126,다사
다사355467,144,78,69,다사
다사355468,13,13,5,다사
다사355469,270,154,114,다사
다사355471,13,13,0,다사
다사355472,8,8,0,다사
다사355473,0,0,0,다사
다사355474,5,5,0,다사
다사355475,8,5,5,다사
다사355476,5,5,0,다사
다사355477,5,5,0,다사
다사355479,5,5,0,다사
다사355515,5,5,0,다사
다사355521,5,5,0,다사
다사355551,5,0,5,다사
다사355554,524,267,260,다사
다사355555,291,129,165,다사
다사355556,397,203,192,다사
다사355557,197,97,103,다사
다사355558,311,150,164,다사
다사355559,65,28,35,다사
다사355560,161,83,76,다사
다사355561,80,50,28,다사
다사355562,93,39,57,다사
다사355563,395,201,202,다사
다사355564,485,235,243,다사
다사355565,135,64,69,다사
다사355566,5,5,5,다사
다사355569,8,8,5,다사
다사355570,0,0,0,다사
다사355575,18,13,8,다사
다사355576,5,5,5,다사
다사355577,8,5,5,다사
다사355578,8,5,5,다사
다사355598,5,0,5,다사
다사355599,5,5,0,다사
다사355600,13,8,8,다사
다사355602,5,5,0,다사
다사355603,5,5,5,다사
다사355604,8,5,5,다사
다사355605,13,8,8,다사
다사355608,0,0,0,다사
다사355611,8,5,8,다사
다사355621,819,389,430,다사
다사355625,78,47,29,다사
다사355626,101,59,40,다사
다사355627,207,115,90,다사
다사355628,444,259,183,다사
다사355631,48,23,23,다사
다사355632,244,112,130,다사
다사355633,43,23,23,다사
다사355634,382,180,205,다사
다사355635,472,216,254,다사
다사355636,377,185,192,다사
다사355637,449,216,226,다사
다사355638,203,95,106,다사
다사355639,376,184,190,다사
다사355640,529,272,255,다사
다사355641,392,198,192,다사
다사355642,0,0,0,다사
다사355643,449,206,241,다사
다사355645,411,201,208,다사
다사355646,519,252,265,다사
다사355647,315,163,155,다사
다사355648,201,95,104,다사
다사355650,5,5,0,다사
다사355651,726,337,384,다사
다사355652,482,233,247,다사
다사355653,771,363,411,다사
다사355654,96,52,47,다사
다사355655,43,23,18,다사
다사355656,5,5,0,다사
다사355657,317,160,155,다사
다사355658,767,377,392,다사
다사355659,551,264,287,다사
다사355660,364,172,195,다사
다사355661,663,316,347,다사
다사355662,290,178,110,다사
다사355663,60,28,35,다사
다사355664,220,94,124,다사
다사355665,938,442,493,다사
다사355666,645,297,348,다사
다사355667,162,68,92,다사
다사355668,560,232,326,다사
다사355669,166,79,85,다사
다사356233,8,5,5,다사
다사356234,0,0,0,다사
다사356237,5,5,0,다사
다사356238,5,0,5,다사
다사356266,43,28,18,다사
다사356267,328,170,156,다사
다사356288,23,8,13,다사
다사356289,751,487,267,다사
다사356290,779,512,270,다사
다사356291,5,0,5,다사
다사356295,13,13,5,다사
다사356296,120,66,57,다사
다사356297,283,135,151,다사
다사356320,5,0,0,다사
다사356339,5,0,0,다사
다사356340,5,5,0,다사
다사356341,23,18,8,다사
다사356342,23,18,8,다사
다사356355,5,5,0,다사
다사356356,18,13,8,다사
다사356358,5,0,0,다사
다사356359,8,5,5,다사
다사356360,13,8,5,다사
다사356363,5,5,0,다사
다사356366,0,0,0,다사
다사356376,8,5,5,다사
다사356378,0,0,0,다사
다사356379,5,5,0,다사
다사356384,5,0,5,다사
다사356385,8,5,5,다사
다사356396,0,0,0,다사
다사356402,0,0,0,다사
다사356403,13,8,8,다사
다사356404,8,8,8,다사
다사356405,5,5,0,다사
다사356406,91,88,5,다사
다사356421,76,30,44,다사
다사356422,170,90,78,다사
다사356424,18,8,8,다사
다사356425,174,84,93,다사
다사356426,151,75,79,다사
다사356427,337,186,149,다사
다사356428,264,123,139,다사
다사356429,281,128,151,다사
다사356430,646,323,321,다사
다사356431,447,215,230,다사
다사356432,193,101,95,다사
다사356433,161,55,104,다사
다사356434,290,145,148,다사
다사356435,162,86,74,다사
다사356436,339,167,170,다사
다사356437,273,140,136,다사
다사356438,152,82,73,다사
다사356439,374,171,201,다사
다사356440,260,136,127,다사
다사356441,318,186,135,다사
다사356442,5,5,5,다사
다사356445,5,0,0,다사
다사356447,179,84,93,다사
다사356448,495,221,272,다사
다사356449,766,360,406,다사
다사356450,35,30,5,다사
다사356451,1147,567,585,다사
다사356452,311,141,173,다사
다사356453,292,137,153,다사
다사356454,475,229,246,다사
다사356455,0,0,0,다사
다사356456,526,252,274,다사
다사356457,889,415,474,다사
다사356458,897,436,464,다사
다사356459,33,13,23,다사
다사356460,424,207,215,다사
다사356461,420,210,208,다사
다사356462,474,258,214,다사
다사356463,430,206,222,다사
다사356464,212,123,87,다사
다사356465,511,272,237,다사
다사356466,304,152,150,다사
다사356467,452,260,190,다사
다사356468,364,193,174,다사
다사356469,357,194,161,다사
다사356470,8,5,5,다사
